ufn,date_liced,lab_count_fine_no_id,lab_count_fine_total,lep_cop,lep_cunifer_cop,lep_chal_a,lep_chal_b,lep_pa_m_1,lep_pa_m_2,lep_pa_f_1,lep_pa_f_2,lep_pa_unid,lep_a_m,lep_a_f,lep_grav_f,cal_cop,cal_chal_a_1,cal_chal_a_2,cal_chal_b_3,cal_chal_b_4_f,cal_chal_b_4_m,cal_chal_4_unid,cal_chal_a_unid,cal_chal_b_unid,cal_pa_m,cal_pa_f,cal_a_m,cal_a_f,cal_grav_f,cal_mot_unid,unid_louse,lab_staff,quality_level,comments,quality_log
U31,2018-01-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U1392,2018-02-01,2,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U1386,2018-02-01,3,3,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U1394,2018-02-01,6,7,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,LP,Raw,NA,NA
U1190,2018-02-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,LP,Raw,NA,NA
U1395,2018-01-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U24,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LP,Raw,NA,NA
U22,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LP,Raw,NA,NA
U36,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LP,Raw,NA,NA
U09,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LP,Raw,NA,NA
U08,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LP,Raw,NA,NA
U23,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LP,Raw,NA,NA
U18,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LP,Raw,NA,NA
U33,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LP,Raw,NA,NA
U34,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LP,Raw,NA,NA
U32,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LP,Raw,NA,NA
U203,2018-03-19,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U189,2018-03-17,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,2,3,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U191,2018-03-17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U188,2018-03-17,12,13,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,4,0,1,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U202,2018-03-18,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,1,1,0,0,0,1,0,0,0,0,0,0,LP,Raw,NA,NA
U170,2018-03-17,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,LP,Raw,NA,NA
U179,2018-03-17,14,14,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,1,1,2,0,0,0,2,0,1,0,0,0,0,LP,Raw,NA,NA
U201,2018-03-18,9,9,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,1,1,0,0,0,0,1,0,0,0,0,0,0,LP,Raw,NA,NA
U180,2018-03-18,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U193,2018-03-18,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,LP,Raw,NA,NA
U169,2018-03-17,7,7,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U194,2018-03-18,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U192,2018-03-18,10,10,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,0,1,0,0,0,1,0,0,0,0,0,0,LP,Raw,NA,NA
U187,2018-03-17,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U178,2018-03-17,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U156,2018-03-15,7,7,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U134,2018-03-15,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6,1,1,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U138,2018-03-15,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,0,0,0,0,0,0,1,0,0,0,0,LP,Raw,NA,NA
U135,2018-03-15,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,1,0,0,0,0,0,0,LP,Raw,NA,NA
U160,2018-03-15,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U161,2018-03-15,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U162,2018-03-15,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U158,2018-03-15,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,1,0,0,0,0,0,LP,Raw,NA,NA
U137,2018-03-15,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U171,2018-03-15,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U136,2018-03-15,8,7,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U139,2018-03-19,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,LP,Raw,NA,NA
U133,2018-03-15,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U172,2018-03-15,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U159,2018-03-15,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,1,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U75,2018-01-18,6,6,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U66,2018-01-18,8,8,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U64,2018-01-18,20,20,0,0,1,0,0,0,0,0,0,0,0,0,4,1,5,3,2,0,1,0,0,2,0,0,1,0,0,0,LP,Raw,NA,NA
U65,2018-01-18,5,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,LP,Raw,NA,NA
U68,2018-03-01,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,1,0,0,0,0,0,LP,Raw,NA,NA
U74,2018-01-18,4,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U55,2018-01-18,12,10,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,2,0,1,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U56,2018-01-18,5,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U59,2018-03-01,12,11,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U77,2018-02-28,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U80,2018-03-01,7,8,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,2,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U83,2018-03-01,6,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U103,2018-03-01,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U89,2018-03-05,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U115,2018-03-14,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,0,0,0,0,0,1,0,0,0,0,0,LP,Raw,NA,NA
U85,2018-03-05,11,10,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U95,2018-03-01,14,14,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,0,4,0,0,0,0,1,1,0,0,0,0,0,LP,Raw,NA,NA
U96,2018-03-01,12,12,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,2,2,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U122,2018-03-14,9,9,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U111,2018-03-05,10,9,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U94,2018-03-01,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U106,2018-03-14,14,13,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,2,0,1,0,0,0,0,1,0,0,0,0,0,LP,Raw,NA,NA
U121,2018-03-14,12,12,0,0,0,0,0,0,0,0,0,0,0,0,2,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U93,2018-03-01,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U87,2018-03-05,8,8,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U58,2018-02-28,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,4,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U70,2018-03-01,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U91,2018-03-01,8,8,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U92,2018-03-01,8,8,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U79,2018-03-01,17,17,1,0,0,0,0,0,0,0,0,0,0,0,2,7,3,3,0,0,0,0,0,0,0,0,0,1,0,0,LP,Raw,NA,NA
U1259,2018-03-30,14,14,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,4,1,1,0,0,0,1,1,0,0,0,0,0,LP,Raw,NA,NA
U1249,2018-03-30,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,2,1,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U197,2018-03-19,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,LP,Raw,NA,NA
U131,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LP,Raw,NA,NA
U110,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LP,Raw,NA,NA
U196,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LP,Raw,NA,NA
U190,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LP,Raw,NA,NA
U132,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LP,Raw,NA,NA
U157,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LP,Raw,NA,NA
U147,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LP,Raw,NA,NA
U149,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LP,Raw,NA,NA
U212,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LP,Raw,NA,NA
U198,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LP,Raw,NA,NA
U211,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LP,Raw,NA,NA
U206,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LP,Raw,NA,NA
U204,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LP,Raw,NA,NA
U195,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LP,Raw,NA,NA
U199,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LP,Raw,NA,NA
U205,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LP,Raw,NA,NA
U380,2017-01-30,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U397,2017-02-02,11,11,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0,0,0,1,1,1,0,0,0,0,LP,Raw,NA,NA
U398,2017-02-02,12,11,2,0,0,0,0,0,0,0,0,0,0,0,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U375,2017-02-20,7,7,0,0,2,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,LP,Raw,NA,NA
U379,2017-02-20,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U378,2017-01-30,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,1,1,0,0,LP,Raw,NA,NA
U120,2018-03-15,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U390,2017-02-02,8,9,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,1,1,2,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U394,2016-11-17,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,2,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U377,2017-01-30,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U376,2017-01-30,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U396,2017-02-02,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,LP,Raw,NA,NA
U505,2018-03-27,9,9,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,2,2,1,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U506,2018-03-27,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,1,0,0,0,0,1,0,0,0,0,0,LP,Raw,NA,NA
U456,2018-03-27,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U515,2018-03-27,8,8,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U454,2018-03-27,8,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,0,1,0,0,0,0,1,0,0,0,0,0,LP,Raw,NA,NA
U514,2018-03-27,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U455,2018-03-27,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,3,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U503,2018-03-27,8,9,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U513,2018-03-27,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U504,2018-03-27,17,15,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,1,1,3,0,0,0,1,0,1,0,0,0,0,LP,Raw,NA,NA
U113,2018-03-14,13,15,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,3,2,1,0,0,0,0,2,0,0,0,0,0,LP,Raw,NA,NA
U114,2018-03-14,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U88,2018-03-05,8,9,0,0,1,0,0,0,0,0,0,0,0,0,2,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0,LP,Raw,NA,1: Cal mot UNID missing both anterior and posterior end
U90,2018-03-05,11,11,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,2,0,1,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U124,2018-03-14,9,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U105,2018-03-14,6,7,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U123,2018-03-14,6,8,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,0,0,0,0,0,0,1,0,0,0,0,0,LP,Raw,NA,NA
U118,2018-03-14,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U108,2018-03-14,8,10,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,1,0,1,0,0,0,0,2,0,0,0,0,0,LP,Raw,NA,NA
U104,2018-03-14,11,13,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,2,1,1,0,0,0,1,1,0,0,0,0,0,LP,Raw,NA,NA
U107,2018-03-14,15,14,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,2,1,1,0,0,0,1,1,0,0,0,0,0,LP,Raw,NA,NA
U112,2018-03-05,14,16,0,0,1,0,0,0,0,0,0,0,0,0,1,7,4,0,3,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U117,2018-03-14,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U116,2018-03-14,13,17,0,0,0,0,1,0,0,0,0,0,0,0,0,7,4,2,0,2,0,0,0,1,0,0,0,0,0,0,LP,Raw,NA,NA
U109,2018-03-14,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,0,0,0,0,0,1,0,0,0,0,0,LP,Raw,NA,NA
U81,2018-02-28,13,13,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,0,2,1,0,0,0,1,0,1,0,0,0,0,LP,Raw,NA,NA
U78,2018-03-01,11,11,0,1,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U86,2018-03-05,11,12,0,0,0,0,1,0,0,0,0,0,0,0,0,5,4,1,0,1,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U69,2018-03-01,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U57,2018-02-28,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,2,0,0,0,0,0,0,0,1,0,0,0,LP,Raw,NA,NA
U102,2018-03-01,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,4,1,0,0,0,1,0,0,0,0,0,0,LP,Raw,NA,NA
U82,2018-03-01,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,1,1,0,0,0,0,LP,Raw,NA,NA
U101,2018-03-01,10,14,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,2,1,0,0,0,0,0,0,0,0,1,0,0,LP,Raw,NA,NA
U84,2018-03-01,13,14,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,2,0,1,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U60,2018-03-01,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,0,0,0,0,1,1,1,0,0,0,0,LP,Raw,NA,NA
U98,2018-03-01,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,LP,Raw,NA,1: Cal C4 UNID missing posterior end
U20,2018-02-28,17,18,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,2,4,1,0,0,0,1,0,1,0,0,0,0,LP,Raw,NA,NA
U76,2018-02-28,20,19,0,0,0,0,0,0,0,0,0,0,0,0,2,6,6,1,2,2,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U97,2018-03-01,12,12,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,1,0,0,0,0,1,1,1,0,0,0,0,LP,Raw,NA,NA
U144,2018-03-15,14,13,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,5,1,1,0,0,0,0,1,0,0,0,0,0,LP,Raw,NA,NA
U153,2018-03-15,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U145,2018-03-15,9,9,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U155,2018-03-15,11,12,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,4,0,0,0,0,0,2,0,0,0,0,0,0,LP,Raw,NA,NA
U151,2018-03-15,11,12,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,2,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U154,2018-03-15,10,12,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,2,1,2,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U143,2018-03-15,10,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,0,1,1,0,0,0,0,0,0,0,0,0,LP,Raw,NA,1: Cal C4 UNID missing posterior end
U146,2018-03-15,11,10,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,1,1,0,0,0,1,1,0,0,0,0,0,LP,Raw,NA,NA
U125,2018-03-15,11,10,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U152,2018-03-15,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,0,0,0,0,0,0,0,1,0,0,0,0,LP,Raw,NA,NA
