sample_id,location
S1809FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 66 / BFASO29
S1810FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 66 / BFASO29
S1811FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 66 / BFASO29
S1812FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 66 / BFASO29
S1813FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 66 / BFASO29
S1814FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 66 / BFASO29
S1815FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 66 / BFASO29
S1816FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 66 / BFASO29
S1817FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 66 / BFASO29
S1818FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 66 / BFASO29
S1819FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA105
S1820FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA105
S1821FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 66 / BFASO29
S1822FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 66 / BFASO29
S1823FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA105
S1824FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA105
S1825FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA105
S1826FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 66 / BFASO29
S1827FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA15
S1828FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA15
S1829FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA15
S1830FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 66 / BFASO29
S1831FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA105
S1832FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA15
S1833FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA15
S1834FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA15
S1835FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA15
S1836FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA105
S1837FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA105
S1840FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA104
S1841FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA15
S1842FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA105
S1843FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA105
S1846FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA105
S1847FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA105
S1848FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA105
S1849FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA105
S1850FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA101
S1851FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA104
S1852FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA104
S1853FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA104
S1854FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 13 / BFASO30
S1855FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 13 / BFASO30
S1856FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 13 / BFASO30
S1857FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 13 / BFASO30
S1858FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 13 / BFASO30
S1859FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 13 / BFASO30
S1860FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 13 / BFASO30
S1861FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA101
S1862FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA15
S1863FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA15
S1864FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA15
S1865FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA15
S1866FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA15
S1867FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 66 / BFASO29
S1868FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 66 / BFASO29
S1869FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 66 / BFASO29
S1870FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 66 / BFASO29
SFA5134,Prep -80 Freezer #1 / Shelf 1 / Tray 14 / BFASO49
SFA5135,Prep -80 Freezer #1 / Shelf 1 / Tray 14 / BFASO49
SFA5136,Prep -80 Freezer #1 / Shelf 1 / Tray 14 / BFASO49
SFA5137,Prep -80 Freezer #1 / Shelf 1 / Tray 14 / BFASO49
SFA5138,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA17
S1876FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 13 / BFASO30
S1877FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 13 / BFASO30
S1878FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 13 / BFASO30
S1879FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 13 / BFASO30
S1880FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 13 / BFASO30
SFA5139,Prep -80 Freezer #1 / Shelf 1 / Tray 14 / BFASO49
SFA5140,Prep -80 Freezer #1 / Shelf 1 / Tray 14 / BFASO49
SFA5141,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA17
SFA5142,Prep -80 Freezer #1 / Shelf 1 / Tray 14 / BFASO49
SFA5143,Prep -80 Freezer #1 / Shelf 1 / Tray 14 / BFASO49
S1886FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 66 / BFASO29
S1887FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 66 / BFASO29
S1888FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 66 / BFASO29
S1889FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 66 / BFASO29
S1890FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 66 / BFASO29
S1891FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 39 / BFASO31
S1892FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA15
S1893FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA15
S1894FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 39 / BFASO31
S1895FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 39 / BFASO31
S1896FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 39 / BFASO31
S1897FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA15
S1898FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA16
S1899FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA16
S1900FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA16
S1901FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA16
S1902FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 39 / BFASO31
S1903FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA16
S1904FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA16
S1905FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA16
S1906FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA16
S1907FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA16
S1908FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA16
S1909FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 39 / BFASO31
S1910FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA16
S1911FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 13 / BFASO30
S1912FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 13 / BFASO30
S1913FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 13 / BFASO30
S1914FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 13 / BFASO30
S1915FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 13 / BFASO30
S1916FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 13 / BFASO30
S1917FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 13 / BFASO30
S1918FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 13 / BFASO30
S1919FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 13 / BFASO30
S1920FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 13 / BFASO30
S1921FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 66 / BFASO29
S1922FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 66 / BFASO29
S1923FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 66 / BFASO29
S1924FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 66 / BFASO29
S1925FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 66 / BFASO29
S1926FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 66 / BFASO29
S1927FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 66 / BFASO29
S1928FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 66 / BFASO29
S1929FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 66 / BFASO29
S1930FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 66 / BFASO29
S1931FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 39 / BFASO31
S1932FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 39 / BFASO31
S1933FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 39 / BFASO31
S1934FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 39 / BFASO31
S1935FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 39 / BFASO31
S1936FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 39 / BFASO31
S1937FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 39 / BFASO31
S1938FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 39 / BFASO31
S1939FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 39 / BFASO31
S1940FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 39 / BFASO31
S1941FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 39 / BFASO31
S1942FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 39 / BFASO31
S1943FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 39 / BFASO31
S1944FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA16
S1945FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA16
S1946FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA16
S1947FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA16
S1948FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA16
S1949FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA16
S1950FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA16
S1951FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 13 / BFASO30
S1952FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA15
S1953FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA104
S1954FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 13 / BFASO30
S1955FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 13 / BFASO30
S1956FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 13 / BFASO30
S1957FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 13 / BFASO30
S1958FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 52 / BFASO32
S1959FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA104
S1960FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA104
S1961FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA16
S1962FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA16
S1963FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 39 / BFASO31
S1964FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA16
S1965FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 39 / BFASO31
S1966FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 39 / BFASO31
S1967FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 39 / BFASO31
S1968FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 39 / BFASO31
S1969FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 39 / BFASO31
S1970FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 39 / BFASO31
S1971FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 66 / BFASO29
S1972FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 66 / BFASO29
S1973FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 66 / BFASO29
S1974FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 66 / BFASO29
S1975FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 66 / BFASO29
S1976FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 66 / BFASO29
S1977FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 66 / BFASO29
S1978FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 66 / BFASO29
S1979FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 66 / BFASO29
S1980FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 66 / BFASO29
S1981FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 39 / BFASO31
S1982FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 39 / BFASO31
S1983FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 39 / BFASO31
S1984FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA16
S1985FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 39 / BFASO31
S1986FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA16
S1987FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA16
S1988FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 39 / BFASO31
S1989FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 39 / BFASO31
S1990FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA16
S1991FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 66 / BFASO29
S1992FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 66 / BFASO29
S1993FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 66 / BFASO29
S1994FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 66 / BFASO29
S1995FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA101
S1996FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA101
S1997FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA101
S1998FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA101
S1999FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA104
S2000FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA104
S2001FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA104
S2002FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA104
S2003FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA104
S2004FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 52 / BFASO32
S2005FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 52 / BFASO32
S2006FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 52 / BFASO32
S2007FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 52 / BFASO32
S2008FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 52 / BFASO32
S2009FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 52 / BFASO32
S2010FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 52 / BFASO32
S2011FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA104
S2012FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA104
S2013FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA104
S2014FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA104
S2015FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA104
S2016FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA104
S2017FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 5 / BFACU2
S2018FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 5 / BFACU2
S2019FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 5 / BFACU2
S2020FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 5 / BFACU2
S2021FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA104
S2022FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA104
S2023FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFAHE1
S2024FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 13 / BFASO30
S2025FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 13 / BFASO30
S2029FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 13 / BFASO30
S2030FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 13 / BFASO30
S2031FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 5 / BFACU2
S2032FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 5 / BFACU2
S2033FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 52 / BFASO32
S2034FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 52 / BFASO32
S2035FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 52 / BFASO32
S2036FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 52 / BFASO32
S2037FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 52 / BFASO32
S2038FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 52 / BFASO32
S2039FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 52 / BFASO32
S2040FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 52 / BFASO32
S2041FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 13 / BFASO30
S2042FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 13 / BFASO30
S2043FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 13 / BFASO30
S2044FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 13 / BFASO30
S2045FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 13 / BFASO30
S2046FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 13 / BFASO30
S2047FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 13 / BFASO30
S2048FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 13 / BFASO30
S2049FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 13 / BFASO30
S2051FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 52 / BFASO32
S2052FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 52 / BFASO32
S2053FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 52 / BFASO32
S2054FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 52 / BFASO32
S2055FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 52 / BFASO32
S2056FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 52 / BFASO32
S2057FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 52 / BFASO32
S2058FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 52 / BFASO32
S2059FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 52 / BFASO32
S2060FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 52 / BFASO32
S2071FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA16
S2072FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 39 / BFASO31
S2073FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 39 / BFASO31
S2074FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 39 / BFASO31
S2075FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 39 / BFASO31
S2076FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 39 / BFASO31
S2077FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 39 / BFASO31
S2078FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 39 / BFASO31
S2079FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 39 / BFASO31
S2080FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 39 / BFASO31
S2081FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 39 / BFASO31
S2082FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 39 / BFASO31
S2083FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 39 / BFASO31
S2084FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 39 / BFASO31
S2085FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 39 / BFASO31
S2086FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 39 / BFASO31
S2087FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 39 / BFASO31
S2088FA1,Prep -80 Freezer #1 / Shelf 2 / Tray 39 / BFASO31
S2089FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 55 / BFASO33
S2090FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 55 / BFASO33
S2091FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 55 / BFASO33
S2092FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 55 / BFASO33
S2093FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 55 / BFASO33
S2094FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 55 / BFASO33
S2095FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 55 / BFASO33
S2096FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 55 / BFASO33
S2097FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 55 / BFASO33
S2098FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 55 / BFASO33
S2099FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 55 / BFASO33
S2110FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 55 / BFASO33
S2111FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 52 / BFASO32
S2112FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 52 / BFASO32
S2113FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 52 / BFASO32
S2114FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 52 / BFASO32
S2115FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 52 / BFASO32
S2116FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 52 / BFASO32
S2117FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 52 / BFASO32
S2118FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 52 / BFASO32
S2119FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 52 / BFASO32
S2120FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 52 / BFASO32
S2131FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 52 / BFASO32
S2132FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 52 / BFASO32
S2133FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 52 / BFASO32
S2134FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 52 / BFASO32
S2135FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 52 / BFASO32
S2141FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 52 / BFASO32
S2142FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 52 / BFASO32
S2143FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 52 / BFASO32
S2144FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 52 / BFASO32
S2145FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 52 / BFASO32
S2146FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 52 / BFASO32
S2149FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 52 / BFASO32
S2150FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 4 / BFASO34
S2156FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 13 / BFASO30
S2157FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 13 / BFASO30
S2158FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 13 / BFASO30
S2159FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 13 / BFASO30
S2160FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 13 / BFASO30
S2161FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 55 / BFASO33
S2162FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 55 / BFASO33
S2163FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 55 / BFASO33
S2164FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 55 / BFASO33
S2165FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 55 / BFASO33
S2166FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 55 / BFASO33
S2167FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 55 / BFASO33
S2168FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 55 / BFASO33
S2169FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 55 / BFASO33
S2170FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 55 / BFASO33
S2171FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 55 / BFASO33
S2172FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 55 / BFASO33
S2173FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 55 / BFASO33
S2174FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 55 / BFASO33
S2175FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 55 / BFASO33
S2176FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 55 / BFASO33
S2177FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 55 / BFASO33
S2178FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 55 / BFASO33
S2179FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 55 / BFASO33
S2180FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 55 / BFASO33
S2181FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 4 / BFASO34
S2182FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 4 / BFASO34
S2183FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 4 / BFASO34
S2184FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 4 / BFASO34
S2185FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 4 / BFASO34
S2186FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 4 / BFASO34
S2187FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 4 / BFASO34
S2188FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 4 / BFASO34
S2189FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 4 / BFASO34
SFA5144,Prep -80 Freezer #1 / Shelf 1 / Tray 14 / BFASO49
SFA5145,Prep -80 Freezer #1 / Shelf 1 / Tray 14 / BFASO49
SFA5146,Prep -80 Freezer #1 / Shelf 1 / Tray 14 / BFASO49
SFA5147,Prep -80 Freezer #1 / Shelf 1 / Tray 14 / BFASO49
SFA5148,Prep -80 Freezer #1 / Shelf 1 / Tray 14 / BFASO49
SFA5149,Prep -80 Freezer #1 / Shelf 1 / Tray 14 / BFASO49
SFA5150,Prep -80 Freezer #1 / Shelf 1 / Tray 14 / BFASO49
SFA5151,Prep -80 Freezer #1 / Shelf 1 / Tray 14 / BFASO49
