sample_id,container_cell,location
S17259IS1,73,Offsite - UBC Hunt Lab / JSP Isotopes / BIS36
S17260IS1,74,Offsite - UBC Hunt Lab / JSP Isotopes / BIS36
S17258IS1,75,Offsite - UBC Hunt Lab / JSP Isotopes / BIS36
S17256IS1,76,Offsite - UBC Hunt Lab / JSP Isotopes / BIS36
S17253IS1,77,Offsite - UBC Hunt Lab / JSP Isotopes / BIS36
S17257IS1,78,Offsite - UBC Hunt Lab / JSP Isotopes / BIS36
S17252IS1,79,Offsite - UBC Hunt Lab / JSP Isotopes / BIS36
S17255IS1,80,Offsite - UBC Hunt Lab / JSP Isotopes / BIS36
S17251IS1,81,Offsite - UBC Hunt Lab / JSP Isotopes / BIS36
S16495IS1,1,Offsite - UBC Hunt Lab / JSP Isotopes / BIS37
S16497IS1,2,Offsite - UBC Hunt Lab / JSP Isotopes / BIS37
S16493IS1,3,Offsite - UBC Hunt Lab / JSP Isotopes / BIS37
S16492IS1,4,Offsite - UBC Hunt Lab / JSP Isotopes / BIS37
S16494IS1,5,Offsite - UBC Hunt Lab / JSP Isotopes / BIS37
S16242IS1,6,Offsite - UBC Hunt Lab / JSP Isotopes / BIS37
S16246IS1,7,Offsite - UBC Hunt Lab / JSP Isotopes / BIS37
S16248IS1,8,Offsite - UBC Hunt Lab / JSP Isotopes / BIS37
S16249IS1,9,Offsite - UBC Hunt Lab / JSP Isotopes / BIS37
S16241IS1,10,Offsite - UBC Hunt Lab / JSP Isotopes / BIS37
S16244IS1,11,Offsite - UBC Hunt Lab / JSP Isotopes / BIS37
S16243IS1,12,Offsite - UBC Hunt Lab / JSP Isotopes / BIS37
S16247IS1,13,Offsite - UBC Hunt Lab / JSP Isotopes / BIS37
S16245IS1,14,Offsite - UBC Hunt Lab / JSP Isotopes / BIS37
S16102IS1,15,Offsite - UBC Hunt Lab / JSP Isotopes / BIS37
S16107IS1,16,Offsite - UBC Hunt Lab / JSP Isotopes / BIS37
S16106IS1,17,Offsite - UBC Hunt Lab / JSP Isotopes / BIS37
S16105IS1,18,Offsite - UBC Hunt Lab / JSP Isotopes / BIS37
S16101IS1,19,Offsite - UBC Hunt Lab / JSP Isotopes / BIS37
S16103IS1,20,Offsite - UBC Hunt Lab / JSP Isotopes / BIS37
S16104IS1,21,Offsite - UBC Hunt Lab / JSP Isotopes / BIS37
S16363IS1,22,Offsite - UBC Hunt Lab / JSP Isotopes / BIS37
S16362IS1,23,Offsite - UBC Hunt Lab / JSP Isotopes / BIS37
S16364IS1,24,Offsite - UBC Hunt Lab / JSP Isotopes / BIS37
S16361IS1,25,Offsite - UBC Hunt Lab / JSP Isotopes / BIS37
S17391IS1,26,Offsite - UBC Hunt Lab / JSP Isotopes / BIS37
S16391IS1,27,Offsite - UBC Hunt Lab / JSP Isotopes / BIS37
S17011IS1,28,Offsite - UBC Hunt Lab / JSP Isotopes / BIS37
S16811IS1,29,Offsite - UBC Hunt Lab / JSP Isotopes / BIS37
S16815IS1,30,Offsite - UBC Hunt Lab / JSP Isotopes / BIS37
S16818IS1,31,Offsite - UBC Hunt Lab / JSP Isotopes / BIS37
S16816IS1,32,Offsite - UBC Hunt Lab / JSP Isotopes / BIS37
S16820IS1,33,Offsite - UBC Hunt Lab / JSP Isotopes / BIS37
S16819IS1,34,Offsite - UBC Hunt Lab / JSP Isotopes / BIS37
S16813IS1,35,Offsite - UBC Hunt Lab / JSP Isotopes / BIS37
S16812IS1,36,Offsite - UBC Hunt Lab / JSP Isotopes / BIS37
S16817IS1,37,Offsite - UBC Hunt Lab / JSP Isotopes / BIS37
S16814IS1,38,Offsite - UBC Hunt Lab / JSP Isotopes / BIS37
S17138IS1,39,Offsite - UBC Hunt Lab / JSP Isotopes / BIS37
S17131IS1,40,Offsite - UBC Hunt Lab / JSP Isotopes / BIS37
S17133IS1,41,Offsite - UBC Hunt Lab / JSP Isotopes / BIS37
S17135IS1,42,Offsite - UBC Hunt Lab / JSP Isotopes / BIS37
S17136IS1,43,Offsite - UBC Hunt Lab / JSP Isotopes / BIS37
S17139IS1,44,Offsite - UBC Hunt Lab / JSP Isotopes / BIS37
S17140IS1,45,Offsite - UBC Hunt Lab / JSP Isotopes / BIS37
S17137IS1,46,Offsite - UBC Hunt Lab / JSP Isotopes / BIS37
S17134IS1,47,Offsite - UBC Hunt Lab / JSP Isotopes / BIS37
S17132IS1,48,Offsite - UBC Hunt Lab / JSP Isotopes / BIS37
S16407IS1,49,Offsite - UBC Hunt Lab / JSP Isotopes / BIS37
S16410IS1,50,Offsite - UBC Hunt Lab / JSP Isotopes / BIS37
S16403IS1,51,Offsite - UBC Hunt Lab / JSP Isotopes / BIS37
S16402IS1,52,Offsite - UBC Hunt Lab / JSP Isotopes / BIS37
S16409IS1,53,Offsite - UBC Hunt Lab / JSP Isotopes / BIS37
S16404IS1,54,Offsite - UBC Hunt Lab / JSP Isotopes / BIS37
S16401IS1,55,Offsite - UBC Hunt Lab / JSP Isotopes / BIS37
S16405IS1,56,Offsite - UBC Hunt Lab / JSP Isotopes / BIS37
S16408IS1,57,Offsite - UBC Hunt Lab / JSP Isotopes / BIS37
S16406IS1,58,Offsite - UBC Hunt Lab / JSP Isotopes / BIS37
S17610IS1,59,Offsite - UBC Hunt Lab / JSP Isotopes / BIS37
S17608IS1,60,Offsite - UBC Hunt Lab / JSP Isotopes / BIS37
S17604IS1,61,Offsite - UBC Hunt Lab / JSP Isotopes / BIS37
S17609IS1,62,Offsite - UBC Hunt Lab / JSP Isotopes / BIS37
S17605IS1,63,Offsite - UBC Hunt Lab / JSP Isotopes / BIS37
S17603IS1,64,Offsite - UBC Hunt Lab / JSP Isotopes / BIS37
S17606IS1,65,Offsite - UBC Hunt Lab / JSP Isotopes / BIS37
S17601IS1,66,Offsite - UBC Hunt Lab / JSP Isotopes / BIS37
S17607IS1,67,Offsite - UBC Hunt Lab / JSP Isotopes / BIS37
S17602IS1,68,Offsite - UBC Hunt Lab / JSP Isotopes / BIS37
S16748IS1,69,Offsite - UBC Hunt Lab / JSP Isotopes / BIS37
S16750IS1,70,Offsite - UBC Hunt Lab / JSP Isotopes / BIS37
S16742IS1,71,Offsite - UBC Hunt Lab / JSP Isotopes / BIS37
S16745IS1,72,Offsite - UBC Hunt Lab / JSP Isotopes / BIS37
S16741IS1,73,Offsite - UBC Hunt Lab / JSP Isotopes / BIS37
S16744IS1,74,Offsite - UBC Hunt Lab / JSP Isotopes / BIS37
S16743IS1,75,Offsite - UBC Hunt Lab / JSP Isotopes / BIS37
S16747IS1,76,Offsite - UBC Hunt Lab / JSP Isotopes / BIS37
S16749IS1,77,Offsite - UBC Hunt Lab / JSP Isotopes / BIS37
S16746IS1,78,Offsite - UBC Hunt Lab / JSP Isotopes / BIS37
S16287IS1,79,Offsite - UBC Hunt Lab / JSP Isotopes / BIS37
S16286IS1,80,Offsite - UBC Hunt Lab / JSP Isotopes / BIS37
S16285IS1,81,Offsite - UBC Hunt Lab / JSP Isotopes / BIS37
S16288IS1,1,Offsite - UBC Hunt Lab / JSP Isotopes / BIS38
S16290IS1,2,Offsite - UBC Hunt Lab / JSP Isotopes / BIS38
S16281IS1,3,Offsite - UBC Hunt Lab / JSP Isotopes / BIS38
S16284IS1,4,Offsite - UBC Hunt Lab / JSP Isotopes / BIS38
S16282IS1,5,Offsite - UBC Hunt Lab / JSP Isotopes / BIS38
S16283IS1,6,Offsite - UBC Hunt Lab / JSP Isotopes / BIS38
S16289IS1,7,Offsite - UBC Hunt Lab / JSP Isotopes / BIS38
S16615IS1,8,Offsite - UBC Hunt Lab / JSP Isotopes / BIS38
S16620IS1,9,Offsite - UBC Hunt Lab / JSP Isotopes / BIS38
S16614IS1,10,Offsite - UBC Hunt Lab / JSP Isotopes / BIS38
S16613IS1,11,Offsite - UBC Hunt Lab / JSP Isotopes / BIS38
S16616IS1,12,Offsite - UBC Hunt Lab / JSP Isotopes / BIS38
S16618IS1,13,Offsite - UBC Hunt Lab / JSP Isotopes / BIS38
S16612IS1,14,Offsite - UBC Hunt Lab / JSP Isotopes / BIS38
S16617IS1,15,Offsite - UBC Hunt Lab / JSP Isotopes / BIS38
S16611IS1,16,Offsite - UBC Hunt Lab / JSP Isotopes / BIS38
S16619IS1,17,Offsite - UBC Hunt Lab / JSP Isotopes / BIS38
S16059IS1,18,Offsite - UBC Hunt Lab / JSP Isotopes / BIS38
S16057IS1,19,Offsite - UBC Hunt Lab / JSP Isotopes / BIS38
S16058IS1,20,Offsite - UBC Hunt Lab / JSP Isotopes / BIS38
S16052IS1,21,Offsite - UBC Hunt Lab / JSP Isotopes / BIS38
S16060IS1,22,Offsite - UBC Hunt Lab / JSP Isotopes / BIS38
S16055IS1,23,Offsite - UBC Hunt Lab / JSP Isotopes / BIS38
S16056IS1,24,Offsite - UBC Hunt Lab / JSP Isotopes / BIS38
S16053IS1,25,Offsite - UBC Hunt Lab / JSP Isotopes / BIS38
S16054IS1,26,Offsite - UBC Hunt Lab / JSP Isotopes / BIS38
S16051IS1,27,Offsite - UBC Hunt Lab / JSP Isotopes / BIS38
S16205IS1,28,Offsite - UBC Hunt Lab / JSP Isotopes / BIS38
S16201IS1,29,Offsite - UBC Hunt Lab / JSP Isotopes / BIS38
S16209IS1,30,Offsite - UBC Hunt Lab / JSP Isotopes / BIS38
S16203IS1,31,Offsite - UBC Hunt Lab / JSP Isotopes / BIS38
S16204IS1,32,Offsite - UBC Hunt Lab / JSP Isotopes / BIS38
S16202IS1,33,Offsite - UBC Hunt Lab / JSP Isotopes / BIS38
S16206IS1,34,Offsite - UBC Hunt Lab / JSP Isotopes / BIS38
S16207IS1,35,Offsite - UBC Hunt Lab / JSP Isotopes / BIS38
S16210IS1,36,Offsite - UBC Hunt Lab / JSP Isotopes / BIS38
S16208IS1,37,Offsite - UBC Hunt Lab / JSP Isotopes / BIS38
S17504IS1,38,Offsite - UBC Hunt Lab / JSP Isotopes / BIS38
S17509IS1,39,Offsite - UBC Hunt Lab / JSP Isotopes / BIS38
S17502IS1,40,Offsite - UBC Hunt Lab / JSP Isotopes / BIS38
S17507IS1,41,Offsite - UBC Hunt Lab / JSP Isotopes / BIS38
S17508IS1,42,Offsite - UBC Hunt Lab / JSP Isotopes / BIS38
S17505IS1,43,Offsite - UBC Hunt Lab / JSP Isotopes / BIS38
S17510IS1,44,Offsite - UBC Hunt Lab / JSP Isotopes / BIS38
S17506IS1,45,Offsite - UBC Hunt Lab / JSP Isotopes / BIS38
S17501IS1,46,Offsite - UBC Hunt Lab / JSP Isotopes / BIS38
S17503IS1,47,Offsite - UBC Hunt Lab / JSP Isotopes / BIS38
S17102IS1,48,Offsite - UBC Hunt Lab / JSP Isotopes / BIS38
S17107IS1,49,Offsite - UBC Hunt Lab / JSP Isotopes / BIS38
S17103IS1,50,Offsite - UBC Hunt Lab / JSP Isotopes / BIS38
S17101IS1,51,Offsite - UBC Hunt Lab / JSP Isotopes / BIS38
S17106IS1,52,Offsite - UBC Hunt Lab / JSP Isotopes / BIS38
S17104IS1,53,Offsite - UBC Hunt Lab / JSP Isotopes / BIS38
S17105IS1,54,Offsite - UBC Hunt Lab / JSP Isotopes / BIS38
S17109IS1,55,Offsite - UBC Hunt Lab / JSP Isotopes / BIS38
S17110IS1,56,Offsite - UBC Hunt Lab / JSP Isotopes / BIS38
S17108IS1,57,Offsite - UBC Hunt Lab / JSP Isotopes / BIS38
S16415IS1,58,Offsite - UBC Hunt Lab / JSP Isotopes / BIS38
S16418IS1,59,Offsite - UBC Hunt Lab / JSP Isotopes / BIS38
S16414IS1,60,Offsite - UBC Hunt Lab / JSP Isotopes / BIS38
S16412IS1,61,Offsite - UBC Hunt Lab / JSP Isotopes / BIS38
S16413IS1,62,Offsite - UBC Hunt Lab / JSP Isotopes / BIS38
S16411IS1,63,Offsite - UBC Hunt Lab / JSP Isotopes / BIS38
S16417IS1,64,Offsite - UBC Hunt Lab / JSP Isotopes / BIS38
S16419IS1,65,Offsite - UBC Hunt Lab / JSP Isotopes / BIS38
S16416IS1,66,Offsite - UBC Hunt Lab / JSP Isotopes / BIS38
S16420IS1,67,Offsite - UBC Hunt Lab / JSP Isotopes / BIS38
S17380IS1,68,Offsite - UBC Hunt Lab / JSP Isotopes / BIS38
S17375IS1,69,Offsite - UBC Hunt Lab / JSP Isotopes / BIS38
S17376IS1,70,Offsite - UBC Hunt Lab / JSP Isotopes / BIS38
S17377IS1,71,Offsite - UBC Hunt Lab / JSP Isotopes / BIS38
S17374IS1,72,Offsite - UBC Hunt Lab / JSP Isotopes / BIS38
S17378IS1,73,Offsite - UBC Hunt Lab / JSP Isotopes / BIS38
S17379IS1,74,Offsite - UBC Hunt Lab / JSP Isotopes / BIS38
S17371IS1,75,Offsite - UBC Hunt Lab / JSP Isotopes / BIS38
S17372IS1,76,Offsite - UBC Hunt Lab / JSP Isotopes / BIS38
S17373IS1,77,Offsite - UBC Hunt Lab / JSP Isotopes / BIS38
S16486IS1,78,Offsite - UBC Hunt Lab / JSP Isotopes / BIS38
S16490IS1,79,Offsite - UBC Hunt Lab / JSP Isotopes / BIS38
S16487IS1,80,Offsite - UBC Hunt Lab / JSP Isotopes / BIS38
S16488IS1,81,Offsite - UBC Hunt Lab / JSP Isotopes / BIS38
S16489IS1,1,Offsite - UBC Hunt Lab / JSP Isotopes / BIS39
S16484IS1,2,Offsite - UBC Hunt Lab / JSP Isotopes / BIS39
S16483IS1,3,Offsite - UBC Hunt Lab / JSP Isotopes / BIS39
S16482IS1,4,Offsite - UBC Hunt Lab / JSP Isotopes / BIS39
S16485IS1,5,Offsite - UBC Hunt Lab / JSP Isotopes / BIS39
S16481IS1,6,Offsite - UBC Hunt Lab / JSP Isotopes / BIS39
S17190IS1,7,Offsite - UBC Hunt Lab / JSP Isotopes / BIS39
S17189IS1,8,Offsite - UBC Hunt Lab / JSP Isotopes / BIS39
S17188IS1,9,Offsite - UBC Hunt Lab / JSP Isotopes / BIS39
S17187IS1,10,Offsite - UBC Hunt Lab / JSP Isotopes / BIS39
S17186IS1,11,Offsite - UBC Hunt Lab / JSP Isotopes / BIS39
S17185IS1,12,Offsite - UBC Hunt Lab / JSP Isotopes / BIS39
S17184IS1,13,Offsite - UBC Hunt Lab / JSP Isotopes / BIS39
S17181IS1,14,Offsite - UBC Hunt Lab / JSP Isotopes / BIS39
S17182IS1,15,Offsite - UBC Hunt Lab / JSP Isotopes / BIS39
S17183IS1,16,Offsite - UBC Hunt Lab / JSP Isotopes / BIS39
S17454IS1,17,Offsite - UBC Hunt Lab / JSP Isotopes / BIS39
S17458IS1,18,Offsite - UBC Hunt Lab / JSP Isotopes / BIS39
S17459IS1,19,Offsite - UBC Hunt Lab / JSP Isotopes / BIS39
S17456IS1,20,Offsite - UBC Hunt Lab / JSP Isotopes / BIS39
S17460IS1,21,Offsite - UBC Hunt Lab / JSP Isotopes / BIS39
S17455IS1,22,Offsite - UBC Hunt Lab / JSP Isotopes / BIS39
S17451IS1,23,Offsite - UBC Hunt Lab / JSP Isotopes / BIS39
S17452IS1,24,Offsite - UBC Hunt Lab / JSP Isotopes / BIS39
S17457IS1,25,Offsite - UBC Hunt Lab / JSP Isotopes / BIS39
S17453IS1,26,Offsite - UBC Hunt Lab / JSP Isotopes / BIS39
S16031IS1,27,Offsite - UBC Hunt Lab / JSP Isotopes / BIS39
S16037IS1,28,Offsite - UBC Hunt Lab / JSP Isotopes / BIS39
S16038IS1,29,Offsite - UBC Hunt Lab / JSP Isotopes / BIS39
S16034IS1,30,Offsite - UBC Hunt Lab / JSP Isotopes / BIS39
S16039IS1,31,Offsite - UBC Hunt Lab / JSP Isotopes / BIS39
S16035IS1,32,Offsite - UBC Hunt Lab / JSP Isotopes / BIS39
S16032IS1,33,Offsite - UBC Hunt Lab / JSP Isotopes / BIS39
S16040IS1,34,Offsite - UBC Hunt Lab / JSP Isotopes / BIS39
S16033IS1,35,Offsite - UBC Hunt Lab / JSP Isotopes / BIS39
S16036IS1,36,Offsite - UBC Hunt Lab / JSP Isotopes / BIS39
S16047IS1,37,Offsite - UBC Hunt Lab / JSP Isotopes / BIS39
S16043IS1,38,Offsite - UBC Hunt Lab / JSP Isotopes / BIS39
S16049IS1,39,Offsite - UBC Hunt Lab / JSP Isotopes / BIS39
S16050IS1,40,Offsite - UBC Hunt Lab / JSP Isotopes / BIS39
S16044IS1,41,Offsite - UBC Hunt Lab / JSP Isotopes / BIS39
S16045IS1,42,Offsite - UBC Hunt Lab / JSP Isotopes / BIS39
S16046IS1,43,Offsite - UBC Hunt Lab / JSP Isotopes / BIS39
S16048IS1,44,Offsite - UBC Hunt Lab / JSP Isotopes / BIS39
S16041IS1,45,Offsite - UBC Hunt Lab / JSP Isotopes / BIS39
S16042IS1,46,Offsite - UBC Hunt Lab / JSP Isotopes / BIS39
S16004IS1,47,Offsite - UBC Hunt Lab / JSP Isotopes / BIS39
S16002IS1,48,Offsite - UBC Hunt Lab / JSP Isotopes / BIS39
S16001IS1,49,Offsite - UBC Hunt Lab / JSP Isotopes / BIS39
S16005IS1,50,Offsite - UBC Hunt Lab / JSP Isotopes / BIS39
S16010IS1,51,Offsite - UBC Hunt Lab / JSP Isotopes / BIS39
S16006IS1,52,Offsite - UBC Hunt Lab / JSP Isotopes / BIS39
S16009IS1,53,Offsite - UBC Hunt Lab / JSP Isotopes / BIS39
S16008IS1,54,Offsite - UBC Hunt Lab / JSP Isotopes / BIS39
S16007IS1,55,Offsite - UBC Hunt Lab / JSP Isotopes / BIS39
S16003IS1,56,Offsite - UBC Hunt Lab / JSP Isotopes / BIS39
S16441IS1,57,Offsite - UBC Hunt Lab / JSP Isotopes / BIS39
S16442IS1,58,Offsite - UBC Hunt Lab / JSP Isotopes / BIS39
S16444IS1,59,Offsite - UBC Hunt Lab / JSP Isotopes / BIS39
S16443IS1,60,Offsite - UBC Hunt Lab / JSP Isotopes / BIS39
S16445IS1,61,Offsite - UBC Hunt Lab / JSP Isotopes / BIS39
S16450IS1,62,Offsite - UBC Hunt Lab / JSP Isotopes / BIS39
S16446IS1,63,Offsite - UBC Hunt Lab / JSP Isotopes / BIS39
S16447IS1,64,Offsite - UBC Hunt Lab / JSP Isotopes / BIS39
S16448IS1,65,Offsite - UBC Hunt Lab / JSP Isotopes / BIS39
S16449IS1,66,Offsite - UBC Hunt Lab / JSP Isotopes / BIS39
S16478IS1,67,Offsite - UBC Hunt Lab / JSP Isotopes / BIS39
S16477IS1,68,Offsite - UBC Hunt Lab / JSP Isotopes / BIS39
S16476IS1,69,Offsite - UBC Hunt Lab / JSP Isotopes / BIS39
S16475IS1,70,Offsite - UBC Hunt Lab / JSP Isotopes / BIS39
S16474IS1,71,Offsite - UBC Hunt Lab / JSP Isotopes / BIS39
S16471IS1,72,Offsite - UBC Hunt Lab / JSP Isotopes / BIS39
S16473IS1,73,Offsite - UBC Hunt Lab / JSP Isotopes / BIS39
S16472IS1,74,Offsite - UBC Hunt Lab / JSP Isotopes / BIS39
S16841IS1,75,Offsite - UBC Hunt Lab / JSP Isotopes / BIS39
S16845IS1,76,Offsite - UBC Hunt Lab / JSP Isotopes / BIS39
S16844IS1,77,Offsite - UBC Hunt Lab / JSP Isotopes / BIS39
S16849IS1,78,Offsite - UBC Hunt Lab / JSP Isotopes / BIS39
S16847IS1,79,Offsite - UBC Hunt Lab / JSP Isotopes / BIS39
S16848IS1,80,Offsite - UBC Hunt Lab / JSP Isotopes / BIS39
S16850IS1,81,Offsite - UBC Hunt Lab / JSP Isotopes / BIS39
S12972IS1,1,Offsite - UBC Hunt Lab / JSP Isotopes / BIS4
S12974IS1,3,Offsite - UBC Hunt Lab / JSP Isotopes / BIS4
S12971IS1,5,Offsite - UBC Hunt Lab / JSP Isotopes / BIS4
S12973IS1,7,Offsite - UBC Hunt Lab / JSP Isotopes / BIS4
S12975IS1,9,Offsite - UBC Hunt Lab / JSP Isotopes / BIS4
S12976IS1,12,Offsite - UBC Hunt Lab / JSP Isotopes / BIS4
S12977IS1,14,Offsite - UBC Hunt Lab / JSP Isotopes / BIS4
S12979IS1,16,Offsite - UBC Hunt Lab / JSP Isotopes / BIS4
S12978IS1,18,Offsite - UBC Hunt Lab / JSP Isotopes / BIS4
S12980IS1,20,Offsite - UBC Hunt Lab / JSP Isotopes / BIS4
S10972IS1,21,Offsite - UBC Hunt Lab / JSP Isotopes / BIS4
S10971IS1,23,Offsite - UBC Hunt Lab / JSP Isotopes / BIS4
S10976IS1,25,Offsite - UBC Hunt Lab / JSP Isotopes / BIS4
S10973IS1,27,Offsite - UBC Hunt Lab / JSP Isotopes / BIS4
S10974IS1,29,Offsite - UBC Hunt Lab / JSP Isotopes / BIS4
S10975IS1,32,Offsite - UBC Hunt Lab / JSP Isotopes / BIS4
S10980IS1,34,Offsite - UBC Hunt Lab / JSP Isotopes / BIS4
S10978IS1,36,Offsite - UBC Hunt Lab / JSP Isotopes / BIS4
S10977IS1,38,Offsite - UBC Hunt Lab / JSP Isotopes / BIS4
S10979IS1,40,Offsite - UBC Hunt Lab / JSP Isotopes / BIS4
S12557IS1,41,Offsite - UBC Hunt Lab / JSP Isotopes / BIS4
S12553IS1,43,Offsite - UBC Hunt Lab / JSP Isotopes / BIS4
S12554IS1,45,Offsite - UBC Hunt Lab / JSP Isotopes / BIS4
S12552IS1,47,Offsite - UBC Hunt Lab / JSP Isotopes / BIS4
S12551IS1,49,Offsite - UBC Hunt Lab / JSP Isotopes / BIS4
S12556IS1,52,Offsite - UBC Hunt Lab / JSP Isotopes / BIS4
S12555IS1,54,Offsite - UBC Hunt Lab / JSP Isotopes / BIS4
S12903IS1,56,Offsite - UBC Hunt Lab / JSP Isotopes / BIS4
S12906IS1,58,Offsite - UBC Hunt Lab / JSP Isotopes / BIS4
S12904IS1,60,Offsite - UBC Hunt Lab / JSP Isotopes / BIS4
S12901IS1,61,Offsite - UBC Hunt Lab / JSP Isotopes / BIS4
S12902IS1,63,Offsite - UBC Hunt Lab / JSP Isotopes / BIS4
S12905IS1,65,Offsite - UBC Hunt Lab / JSP Isotopes / BIS4
S10736IS1,67,Offsite - UBC Hunt Lab / JSP Isotopes / BIS4
S10734IS1,69,Offsite - UBC Hunt Lab / JSP Isotopes / BIS4
S10740IS1,72,Offsite - UBC Hunt Lab / JSP Isotopes / BIS4
S10732IS1,74,Offsite - UBC Hunt Lab / JSP Isotopes / BIS4
S10738IS1,76,Offsite - UBC Hunt Lab / JSP Isotopes / BIS4
S10733IS1,78,Offsite - UBC Hunt Lab / JSP Isotopes / BIS4
S10737IS1,80,Offsite - UBC Hunt Lab / JSP Isotopes / BIS4
S10731IS1,81,Offsite - UBC Hunt Lab / JSP Isotopes / BIS4
S10735IS1,83,Offsite - UBC Hunt Lab / JSP Isotopes / BIS4
S10739IS1,85,Offsite - UBC Hunt Lab / JSP Isotopes / BIS4
S12572IS1,87,Offsite - UBC Hunt Lab / JSP Isotopes / BIS4
S12574IS1,89,Offsite - UBC Hunt Lab / JSP Isotopes / BIS4
S12571IS1,92,Offsite - UBC Hunt Lab / JSP Isotopes / BIS4
S12573IS1,94,Offsite - UBC Hunt Lab / JSP Isotopes / BIS4
S12575IS1,96,Offsite - UBC Hunt Lab / JSP Isotopes / BIS4
S10103IS1,98,Offsite - UBC Hunt Lab / JSP Isotopes / BIS4
S10110IS1,100,Offsite - UBC Hunt Lab / JSP Isotopes / BIS4
S17464IS1,1,Offsite - UBC Hunt Lab / JSP Isotopes / BIS40
S17463IS1,2,Offsite - UBC Hunt Lab / JSP Isotopes / BIS40
S17462IS1,3,Offsite - UBC Hunt Lab / JSP Isotopes / BIS40
S17461IS1,4,Offsite - UBC Hunt Lab / JSP Isotopes / BIS40
S16736IS1,5,Offsite - UBC Hunt Lab / JSP Isotopes / BIS40
S16738IS1,6,Offsite - UBC Hunt Lab / JSP Isotopes / BIS40
S16740IS1,7,Offsite - UBC Hunt Lab / JSP Isotopes / BIS40
S16735IS1,8,Offsite - UBC Hunt Lab / JSP Isotopes / BIS40
S16737IS1,9,Offsite - UBC Hunt Lab / JSP Isotopes / BIS40
S16733IS1,10,Offsite - UBC Hunt Lab / JSP Isotopes / BIS40
S16734IS1,11,Offsite - UBC Hunt Lab / JSP Isotopes / BIS40
S16731IS1,12,Offsite - UBC Hunt Lab / JSP Isotopes / BIS40
S16739IS1,13,Offsite - UBC Hunt Lab / JSP Isotopes / BIS40
S16732IS1,14,Offsite - UBC Hunt Lab / JSP Isotopes / BIS40
S17939IS1,15,Offsite - UBC Hunt Lab / JSP Isotopes / BIS40
S17936IS1,16,Offsite - UBC Hunt Lab / JSP Isotopes / BIS40
S17940IS1,17,Offsite - UBC Hunt Lab / JSP Isotopes / BIS40
S17932IS1,18,Offsite - UBC Hunt Lab / JSP Isotopes / BIS40
S17931IS1,19,Offsite - UBC Hunt Lab / JSP Isotopes / BIS40
S17934IS1,20,Offsite - UBC Hunt Lab / JSP Isotopes / BIS40
S17935IS1,21,Offsite - UBC Hunt Lab / JSP Isotopes / BIS40
S17937IS1,22,Offsite - UBC Hunt Lab / JSP Isotopes / BIS40
S17933IS1,23,Offsite - UBC Hunt Lab / JSP Isotopes / BIS40
S17938IS1,24,Offsite - UBC Hunt Lab / JSP Isotopes / BIS40
S17305IS1,25,Offsite - UBC Hunt Lab / JSP Isotopes / BIS40
S17308IS1,26,Offsite - UBC Hunt Lab / JSP Isotopes / BIS40
S17309IS1,27,Offsite - UBC Hunt Lab / JSP Isotopes / BIS40
S17310IS1,28,Offsite - UBC Hunt Lab / JSP Isotopes / BIS40
S17302IS1,29,Offsite - UBC Hunt Lab / JSP Isotopes / BIS40
S17301IS1,30,Offsite - UBC Hunt Lab / JSP Isotopes / BIS40
S17307IS1,31,Offsite - UBC Hunt Lab / JSP Isotopes / BIS40
S17303IS1,32,Offsite - UBC Hunt Lab / JSP Isotopes / BIS40
S17306IS1,33,Offsite - UBC Hunt Lab / JSP Isotopes / BIS40
S17304IS1,34,Offsite - UBC Hunt Lab / JSP Isotopes / BIS40
S17471IS1,35,Offsite - UBC Hunt Lab / JSP Isotopes / BIS40
S17480IS1,36,Offsite - UBC Hunt Lab / JSP Isotopes / BIS40
S17472IS1,37,Offsite - UBC Hunt Lab / JSP Isotopes / BIS40
S17479IS1,38,Offsite - UBC Hunt Lab / JSP Isotopes / BIS40
S17478IS1,39,Offsite - UBC Hunt Lab / JSP Isotopes / BIS40
S17475IS1,40,Offsite - UBC Hunt Lab / JSP Isotopes / BIS40
S17473IS1,41,Offsite - UBC Hunt Lab / JSP Isotopes / BIS40
S17474IS1,42,Offsite - UBC Hunt Lab / JSP Isotopes / BIS40
S17477IS1,43,Offsite - UBC Hunt Lab / JSP Isotopes / BIS40
S17476IS1,44,Offsite - UBC Hunt Lab / JSP Isotopes / BIS40
S17209IS1,45,Offsite - UBC Hunt Lab / JSP Isotopes / BIS40
S17207IS1,46,Offsite - UBC Hunt Lab / JSP Isotopes / BIS40
S17208IS1,47,Offsite - UBC Hunt Lab / JSP Isotopes / BIS40
S17205IS1,48,Offsite - UBC Hunt Lab / JSP Isotopes / BIS40
S17206IS1,49,Offsite - UBC Hunt Lab / JSP Isotopes / BIS40
S17202IS1,50,Offsite - UBC Hunt Lab / JSP Isotopes / BIS40
S17201IS1,51,Offsite - UBC Hunt Lab / JSP Isotopes / BIS40
S17203IS1,52,Offsite - UBC Hunt Lab / JSP Isotopes / BIS40
S17204IS1,53,Offsite - UBC Hunt Lab / JSP Isotopes / BIS40
S17210IS1,54,Offsite - UBC Hunt Lab / JSP Isotopes / BIS40
S17491IS1,55,Offsite - UBC Hunt Lab / JSP Isotopes / BIS40
S17496IS1,56,Offsite - UBC Hunt Lab / JSP Isotopes / BIS40
