ufn,sample_type,sample_id,sample_comments,analyzing_lab
U1664,fatty_acid,S1664FA1,NA,JGarzke_UBC
U1665,fatty_acid,S1665FA1,NA,JGarzke_UBC
U1666,fatty_acid,S1666FA1,NA,JGarzke_UBC
U1667,fatty_acid,S1667FA1,NA,JGarzke_UBC
U1668,fatty_acid,S1668FA1,NA,JGarzke_UBC
U1669,fatty_acid,S1669FA1,NA,JGarzke_UBC
U1670,fatty_acid,S1670FA1,NA,JGarzke_UBC
U1671,fatty_acid,S1671FA1,NA,NA
U1672,fatty_acid,S1672FA1,NA,NA
U1673,fatty_acid,S1673FA1,NA,NA
U1674,fatty_acid,S1674FA1,NA,NA
U1675,fatty_acid,S1675FA1,NA,JGarzke_UBC
U1676,fatty_acid,S1676FA1,NA,JGarzke_UBC
U1677,fatty_acid,S1677FA1,NA,JGarzke_UBC
U1678,fatty_acid,S1678FA1,NA,NA
U1679,fatty_acid,S1679FA1,NA,JGarzke_UBC
U1680,fatty_acid,S1680FA1,NA,JGarzke_UBC
U1681,fatty_acid,S1681FA1,NA,JGarzke_UBC
U1682,fatty_acid,S1682FA1,NA,JGarzke_UBC
U1683,fatty_acid,S1683FA1,NA,JGarzke_UBC
U1684,fatty_acid,S1684FA1,NA,JGarzke_UBC
U1685,fatty_acid,S1685FA1,NA,JGarzke_UBC
U1686,fatty_acid,S1686FA1,NA,JGarzke_UBC
U1687,fatty_acid,S1687FA1,NA,JGarzke_UBC
U1688,fatty_acid,S1688FA1,NA,NA
U1689,fatty_acid,S1689FA1,NA,NA
U1690,fatty_acid,S1690FA1,NA,NA
U1691,fatty_acid,S1691FA1,NA,JGarzke_UBC
U1692,fatty_acid,S1692FA1,NA,NA
U1693,fatty_acid,S1693FA1,NA,NA
U1694,fatty_acid,S1694FA1,NA,NA
U1695,fatty_acid,S1695FA1,NA,NA
U1696,fatty_acid,S1696FA1,NA,NA
U1697,fatty_acid,S1697FA1,NA,NA
U1698,fatty_acid,S1698FA1,NA,NA
U1699,fatty_acid,S1699FA1,NA,NA
U1700,fatty_acid,S1700FA1,NA,NA
U1701,fatty_acid,S1701FA1,NA,JGarzke_UBC
U1702,fatty_acid,S1702FA1,NA,NA
U1703,fatty_acid,S1703FA1,NA,NA
U1704,fatty_acid,S1704FA1,NA,NA
U1705,fatty_acid,S1705FA1,NA,NA
U1706,fatty_acid,S1706FA1,NA,NA
U1707,fatty_acid,S1707FA1,NA,NA
U1708,fatty_acid,S1708FA1,NA,NA
U1709,fatty_acid,S1709FA1,NA,NA
U1710,fatty_acid,S1710FA1,NA,NA
U1711,fatty_acid,S1711FA1,NA,NA
U1712,fatty_acid,S1712FA1,NA,NA
U1713,fatty_acid,S1713FA1,NA,NA
U1714,fatty_acid,S1714FA1,NA,NA
U1715,fatty_acid,S1715FA1,NA,NA
U1716,fatty_acid,S1716FA1,NA,NA
U1717,fatty_acid,S1717FA1,NA,NA
U1718,fatty_acid,S1718FA1,NA,NA
U1720,fatty_acid,S1720FA1,NA,NA
U1721,fatty_acid,SFA5104,NA,JGarzke_UBC
U1722,fatty_acid,SFA5105,NA,JGarzke_UBC
U1723,fatty_acid,SFA5106,NA,JGarzke_UBC
U1724,fatty_acid,SFA5107,NA,JGarzke_UBC
U1725,fatty_acid,SFA5108,NA,JGarzke_UBC
U1726,fatty_acid,SFA5109,NA,JGarzke_UBC
U1727,fatty_acid,SFA5110,NA,JGarzke_UBC
U1728,fatty_acid,SFA5111,NA,JGarzke_UBC
U1729,fatty_acid,SFA5112,NA,JGarzke_UBC
U1730,fatty_acid,SFA5113,NA,NA
U1731,fatty_acid,S1731FA1,NA,NA
U1732,fatty_acid,S1732FA1,NA,NA
U1733,fatty_acid,S1733FA1,NA,NA
U1734,fatty_acid,S1734FA1,NA,NA
U1735,fatty_acid,S1735FA1,NA,NA
U1736,fatty_acid,S1736FA1,NA,NA
U1737,fatty_acid,S1737FA1,NA,NA
U1738,fatty_acid,S1738FA1,NA,NA
U1739,fatty_acid,S1739FA1,NA,NA
U1740,fatty_acid,S1740FA1,NA,NA
U1741,fatty_acid,S1741FA1,NA,NA
U1742,fatty_acid,S1742FA1,NA,NA
U1743,fatty_acid,S1743FA1,Fish fell on floor,NA
U1744,fatty_acid,S1744FA1,NA,NA
U1745,fatty_acid,S1745FA1,NA,NA
U1746,fatty_acid,S1746FA1,NA,NA
U1747,fatty_acid,S1747FA1,NA,NA
U1748,fatty_acid,S1748FA1,NA,NA
U1749,fatty_acid,S1749FA1,NA,NA
U1750,fatty_acid,S1750FA1,NA,NA
U1751,fatty_acid,SFA5114,NA,NA
U1752,fatty_acid,SFA5115,NA,NA
U1753,fatty_acid,SFA5116,NA,NA
U1754,fatty_acid,SFA5117,NA,NA
U1755,fatty_acid,SFA5118,NA,NA
U1756,fatty_acid,SFA5119,NA,NA
U1757,fatty_acid,SFA5120,NA,NA
U1758,fatty_acid,SFA5121,NA,NA
U1759,fatty_acid,SFA5122,NA,NA
U1760,fatty_acid,SFA5123,NA,NA
U1771,fatty_acid,S1771FA1,NA,JGarzke_UBC
U1772,fatty_acid,S1772FA1,NA,JGarzke_UBC
U1773,fatty_acid,S1773FA1,NA,JGarzke_UBC
U1774,fatty_acid,S1774FA1,NA,JGarzke_UBC
U1775,fatty_acid,S1775FA1,NA,JGarzke_UBC
U1776,fatty_acid,S1776FA1,NA,JGarzke_UBC
U1777,fatty_acid,S1777FA1,NA,JGarzke_UBC
U1778,fatty_acid,S1778FA1,NA,JGarzke_UBC
U1779,fatty_acid,S1779FA1,NA,NA
U1780,fatty_acid,S1780FA1,NA,JGarzke_UBC
U1781,fatty_acid,S1781FA1,NA,NA
U1782,fatty_acid,S1782FA1,NA,NA
U1783,fatty_acid,S1783FA1,NA,NA
U1784,fatty_acid,S1784FA1,NA,NA
U1785,fatty_acid,S1785FA1,NA,NA
U1786,fatty_acid,S1786FA1,NA,JGarzke_UBC
U1787,fatty_acid,S1787FA1,NA,JGarzke_UBC
U1788,fatty_acid,S1788FA1,NA,NA
U1789,fatty_acid,S1789FA1,NA,JGarzke_UBC
U1790,fatty_acid,S1790FA1,NA,JGarzke_UBC
U1791,fatty_acid,SFA5124,NA,NA
U1792,fatty_acid,SFA5125,NA,NA
U1793,fatty_acid,SFA5126,NA,NA
U1794,fatty_acid,SFA5127,NA,NA
U1795,fatty_acid,SFA5128,NA,NA
U1796,fatty_acid,SFA5129,NA,NA
U1797,fatty_acid,SFA5130,NA,NA
U1798,fatty_acid,SFA5131,NA,NA
U1799,fatty_acid,SFA5132,NA,NA
U1800,fatty_acid,SFA5133,NA,NA
U1801,fatty_acid,S1801FA1,NA,NA
U1802,fatty_acid,S1802FA1,NA,NA
U1803,fatty_acid,S1803FA1,NA,NA
U1804,fatty_acid,S1804FA1,NA,NA
U1805,fatty_acid,S1805FA1,NA,NA
U1806,fatty_acid,S1806FA1,NA,NA
U1807,fatty_acid,S1807FA1,NA,NA
U1808,fatty_acid,S1808FA1,NA,NA
U1809,fatty_acid,S1809FA1,NA,NA
U1810,fatty_acid,S1810FA1,NA,NA
U1811,fatty_acid,S1811FA1,NA,NA
U1812,fatty_acid,S1812FA1,NA,NA
U1813,fatty_acid,S1813FA1,NA,NA
U1814,fatty_acid,S1814FA1,NA,NA
U1815,fatty_acid,S1815FA1,NA,NA
U1816,fatty_acid,S1816FA1,NA,NA
U1817,fatty_acid,S1817FA1,NA,NA
U1818,fatty_acid,S1818FA1,NA,NA
U1819,fatty_acid,S1819FA1,NA,JGarzke_UBC
U1820,fatty_acid,S1820FA1,NA,JGarzke_UBC
U1821,fatty_acid,S1821FA1,NA,NA
U1822,fatty_acid,S1822FA1,NA,NA
U1823,fatty_acid,S1823FA1,NA,JGarzke_UBC
U1824,fatty_acid,S1824FA1,NA,JGarzke_UBC
U1825,fatty_acid,S1825FA1,NA,JGarzke_UBC
U1826,fatty_acid,S1826FA1,NA,NA
U1827,fatty_acid,S1827FA1,NA,JGarzke_UBC
U1828,fatty_acid,S1828FA1,NA,JGarzke_UBC
U1829,fatty_acid,S1829FA1,NA,JGarzke_UBC
U1830,fatty_acid,S1830FA1,NA,NA
U1831,fatty_acid,S1831FA1,NA,JGarzke_UBC
U1832,fatty_acid,S1832FA1,NA,JGarzke_UBC
U1833,fatty_acid,S1833FA1,NA,JGarzke_UBC
U1834,fatty_acid,S1834FA1,Fish fell on floor,JGarzke_UBC
U1835,fatty_acid,S1835FA1,NA,JGarzke_UBC
U1836,fatty_acid,S1836FA1,NA,JGarzke_UBC
U1837,fatty_acid,S1837FA1,NA,JGarzke_UBC
U1840,fatty_acid,S1840FA1,NA,JGarzke_UBC
U1841,fatty_acid,S1841FA1,NA,JGarzke_UBC
U1842,fatty_acid,S1842FA1,NA,JGarzke_UBC
U1843,fatty_acid,S1843FA1,NA,JGarzke_UBC
U1846,fatty_acid,S1846FA1,NA,JGarzke_UBC
U1847,fatty_acid,S1847FA1,NA,JGarzke_UBC
U1848,fatty_acid,S1848FA1,NA,JGarzke_UBC
U1849,fatty_acid,S1849FA1,NA,JGarzke_UBC
U1850,fatty_acid,S1850FA1,NA,JGarzke_UBC
U1851,fatty_acid,S1851FA1,NA,JGarzke_UBC
U1852,fatty_acid,S1852FA1,NA,JGarzke_UBC
U1853,fatty_acid,S1853FA1,NA,JGarzke_UBC
U1854,fatty_acid,S1854FA1,NA,NA
U1855,fatty_acid,S1855FA1,NA,NA
U1856,fatty_acid,S1856FA1,NA,NA
U1857,fatty_acid,S1857FA1,NA,NA
U1858,fatty_acid,S1858FA1,NA,NA
U1859,fatty_acid,S1859FA1,NA,NA
U1860,fatty_acid,S1860FA1,NA,NA
U1861,fatty_acid,S1861FA1,NA,JGarzke_UBC
U1862,fatty_acid,S1862FA1,NA,JGarzke_UBC
U1863,fatty_acid,S1863FA1,NA,JGarzke_UBC
U1864,fatty_acid,S1864FA1,NA,JGarzke_UBC
U1865,fatty_acid,S1865FA1,NA,JGarzke_UBC
U1866,fatty_acid,S1866FA1,NA,JGarzke_UBC
U1867,fatty_acid,S1867FA1,NA,NA
U1868,fatty_acid,S1868FA1,NA,NA
U1869,fatty_acid,S1869FA1,NA,NA
U1870,fatty_acid,S1870FA1,NA,NA
U1871,fatty_acid,SFA5134,NA,NA
U1872,fatty_acid,SFA5135,NA,NA
U1873,fatty_acid,SFA5136,NA,NA
U1874,fatty_acid,SFA5137,NA,NA
U1875,fatty_acid,SFA5138,NA,JGarzke_UBC
U1876,fatty_acid,S1876FA1,NA,NA
U1877,fatty_acid,S1877FA1,NA,NA
U1878,fatty_acid,S1878FA1,NA,NA
U1879,fatty_acid,S1879FA1,NA,NA
U1880,fatty_acid,S1880FA1,NA,NA
U1881,fatty_acid,SFA5139,NA,NA
U1882,fatty_acid,SFA5140,NA,NA
U1883,fatty_acid,SFA5141,NA,JGarzke_UBC
U1884,fatty_acid,SFA5142,NA,NA
U1885,fatty_acid,SFA5143,NA,NA
U1886,fatty_acid,S1886FA1,NA,NA
U1887,fatty_acid,S1887FA1,NA,NA
U1888,fatty_acid,S1888FA1,NA,NA
U1889,fatty_acid,S1889FA1,NA,NA
U1890,fatty_acid,S1890FA1,NA,NA
U1891,fatty_acid,S1891FA1,NA,NA
U1892,fatty_acid,S1892FA1,NA,JGarzke_UBC
U1893,fatty_acid,S1893FA1,NA,JGarzke_UBC
U1894,fatty_acid,S1894FA1,NA,NA
U1895,fatty_acid,S1895FA1,NA,NA
U1896,fatty_acid,S1896FA1,NA,NA
U1897,fatty_acid,S1897FA1,NA,JGarzke_UBC
U1898,fatty_acid,S1898FA1,NA,JGarzke_UBC
U1899,fatty_acid,S1899FA1,NA,JGarzke_UBC
U1900,fatty_acid,S1900FA1,NA,JGarzke_UBC
U1901,fatty_acid,S1901FA1,NA,JGarzke_UBC
U1902,fatty_acid,S1902FA1,NA,NA
U1903,fatty_acid,S1903FA1,NA,JGarzke_UBC
U1904,fatty_acid,S1904FA1,NA,JGarzke_UBC
U1905,fatty_acid,S1905FA1,NA,JGarzke_UBC
U1906,fatty_acid,S1906FA1,NA,JGarzke_UBC
U1907,fatty_acid,S1907FA1,NA,JGarzke_UBC
U1908,fatty_acid,S1908FA1,NA,JGarzke_UBC
U1909,fatty_acid,S1909FA1,NA,NA
U1910,fatty_acid,S1910FA1,NA,JGarzke_UBC
U1911,fatty_acid,S1911FA1,NA,NA
U1912,fatty_acid,S1912FA1,NA,NA
U1913,fatty_acid,S1913FA1,NA,NA
U1914,fatty_acid,S1914FA1,NA,NA
U1915,fatty_acid,S1915FA1,NA,NA
U1916,fatty_acid,S1916FA1,NA,NA
U1917,fatty_acid,S1917FA1,NA,NA
U1918,fatty_acid,S1918FA1,NA,NA
U1919,fatty_acid,S1919FA1,NA,NA
U1920,fatty_acid,S1920FA1,NA,NA
U1921,fatty_acid,S1921FA1,NA,NA
U1922,fatty_acid,S1922FA1,NA,NA
U1923,fatty_acid,S1923FA1,NA,NA
U1924,fatty_acid,S1924FA1,NA,NA
U1925,fatty_acid,S1925FA1,NA,NA
U1926,fatty_acid,S1926FA1,NA,NA
U1927,fatty_acid,S1927FA1,NA,NA
U1928,fatty_acid,S1928FA1,NA,NA
U1929,fatty_acid,S1929FA1,NA,NA
U1930,fatty_acid,S1930FA1,NA,NA
U1931,fatty_acid,S1931FA1,NA,NA
U1932,fatty_acid,S1932FA1,NA,NA
U1933,fatty_acid,S1933FA1,NA,NA
U1934,fatty_acid,S1934FA1,NA,NA
U1935,fatty_acid,S1935FA1,NA,NA
U1936,fatty_acid,S1936FA1,NA,NA
U1937,fatty_acid,S1937FA1,NA,NA
U1938,fatty_acid,S1938FA1,NA,NA
U1939,fatty_acid,S1939FA1,NA,NA
U1940,fatty_acid,S1940FA1,NA,NA
U1941,fatty_acid,S1941FA1,NA,NA
U1942,fatty_acid,S1942FA1,NA,NA
U1943,fatty_acid,S1943FA1,NA,NA
U1944,fatty_acid,S1944FA1,NA,JGarzke_UBC
U1945,fatty_acid,S1945FA1,NA,JGarzke_UBC
U1946,fatty_acid,S1946FA1,NA,JGarzke_UBC
U1947,fatty_acid,S1947FA1,NA,JGarzke_UBC
U1948,fatty_acid,S1948FA1,NA,JGarzke_UBC
U1949,fatty_acid,S1949FA1,NA,JGarzke_UBC
U1950,fatty_acid,S1950FA1,NA,JGarzke_UBC
U1951,fatty_acid,S1951FA1,NA,NA
U1952,fatty_acid,S1952FA1,NA,JGarzke_UBC
U1953,fatty_acid,S1953FA1,NA,JGarzke_UBC
U1954,fatty_acid,S1954FA1,NA,NA
U1955,fatty_acid,S1955FA1,NA,NA
U1956,fatty_acid,S1956FA1,NA,NA
U1957,fatty_acid,S1957FA1,NA,NA
U1958,fatty_acid,S1958FA1,NA,NA
U1959,fatty_acid,S1959FA1,NA,JGarzke_UBC
U1960,fatty_acid,S1960FA1,NA,JGarzke_UBC
U1961,fatty_acid,S1961FA1,NA,JGarzke_UBC
U1962,fatty_acid,S1962FA1,NA,JGarzke_UBC
U1963,fatty_acid,S1963FA1,NA,NA
U1964,fatty_acid,S1964FA1,NA,JGarzke_UBC
U1965,fatty_acid,S1965FA1,NA,NA
U1966,fatty_acid,S1966FA1,NA,NA
U1967,fatty_acid,S1967FA1,NA,NA
U1968,fatty_acid,S1968FA1,NA,NA
U1969,fatty_acid,S1969FA1,NA,NA
U1970,fatty_acid,S1970FA1,NA,NA
U1971,fatty_acid,S1971FA1,NA,NA
U1972,fatty_acid,S1972FA1,NA,NA
U1973,fatty_acid,S1973FA1,NA,NA
U1974,fatty_acid,S1974FA1,NA,NA
U1975,fatty_acid,S1975FA1,NA,NA
U1976,fatty_acid,S1976FA1,NA,NA
U1977,fatty_acid,S1977FA1,NA,NA
U1978,fatty_acid,S1978FA1,NA,NA
U1979,fatty_acid,S1979FA1,NA,NA
U1980,fatty_acid,S1980FA1,NA,NA
U1981,fatty_acid,S1981FA1,NA,NA
U1982,fatty_acid,S1982FA1,NA,NA
U1983,fatty_acid,S1983FA1,NA,NA
U1984,fatty_acid,S1984FA1,NA,JGarzke_UBC
U1985,fatty_acid,S1985FA1,NA,NA
U1986,fatty_acid,S1986FA1,NA,JGarzke_UBC
U1987,fatty_acid,S1987FA1,NA,JGarzke_UBC
U1988,fatty_acid,S1988FA1,NA,NA
U1989,fatty_acid,S1989FA1,NA,NA
U1990,fatty_acid,S1990FA1,NA,JGarzke_UBC
U1991,fatty_acid,S1991FA1,NA,NA
U1992,fatty_acid,S1992FA1,NA,NA
U1993,fatty_acid,S1993FA1,NA,NA
U1994,fatty_acid,S1994FA1,NA,NA
U1995,fatty_acid,S1995FA1,NA,JGarzke_UBC
U1996,fatty_acid,S1996FA1,NA,JGarzke_UBC
U1997,fatty_acid,S1997FA1,NA,JGarzke_UBC
U1998,fatty_acid,S1998FA1,NA,JGarzke_UBC
U1999,fatty_acid,S1999FA1,NA,JGarzke_UBC
U2000,fatty_acid,S2000FA1,NA,JGarzke_UBC
U2001,fatty_acid,S2001FA1,NA,JGarzke_UBC
U2002,fatty_acid,S2002FA1,NA,JGarzke_UBC
U2003,fatty_acid,S2003FA1,NA,JGarzke_UBC
U2004,fatty_acid,S2004FA1,NA,NA
U2005,fatty_acid,S2005FA1,NA,NA
U2006,fatty_acid,S2006FA1,NA,NA
U2007,fatty_acid,S2007FA1,NA,NA
U2008,fatty_acid,S2008FA1,NA,NA
U2009,fatty_acid,S2009FA1,NA,NA
U2010,fatty_acid,S2010FA1,NA,NA
U2011,fatty_acid,S2011FA1,NA,JGarzke_UBC
U2012,fatty_acid,S2012FA1,NA,JGarzke_UBC
U2013,fatty_acid,S2013FA1,NA,JGarzke_UBC
U2014,fatty_acid,S2014FA1,NA,JGarzke_UBC
U2015,fatty_acid,S2015FA1,NA,JGarzke_UBC
U2016,fatty_acid,S2016FA1,NA,JGarzke_UBC
U2017,fatty_acid,S2017FA1,NA,NA
U2018,fatty_acid,S2018FA1,NA,NA
U2019,fatty_acid,S2019FA1,NA,NA
U2020,fatty_acid,S2020FA1,NA,NA
U2021,fatty_acid,S2021FA1,NA,JGarzke_UBC
U2022,fatty_acid,S2022FA1,NA,JGarzke_UBC
U2023,fatty_acid,S2023FA1,NA,JGarzke_UBC
U2024,fatty_acid,S2024FA1,NA,NA
U2025,fatty_acid,S2025FA1,NA,NA
U2029,fatty_acid,S2029FA1,NA,NA
U2030,fatty_acid,S2030FA1,NA,NA
U2031,fatty_acid,S2031FA1,NA,NA
U2032,fatty_acid,S2032FA1,NA,NA
U2033,fatty_acid,S2033FA1,NA,NA
U2034,fatty_acid,S2034FA1,NA,NA
U2035,fatty_acid,S2035FA1,NA,NA
U2036,fatty_acid,S2036FA1,NA,NA
U2037,fatty_acid,S2037FA1,NA,NA
U2038,fatty_acid,S2038FA1,NA,NA
U2039,fatty_acid,S2039FA1,NA,NA
U2040,fatty_acid,S2040FA1,NA,NA
U2041,fatty_acid,S2041FA1,NA,NA
U2042,fatty_acid,S2042FA1,NA,NA
U2043,fatty_acid,S2043FA1,NA,NA
U2044,fatty_acid,S2044FA1,NA,NA
U2045,fatty_acid,S2045FA1,NA,NA
U2046,fatty_acid,S2046FA1,NA,NA
U2047,fatty_acid,S2047FA1,NA,NA
U2048,fatty_acid,S2048FA1,NA,NA
U2049,fatty_acid,S2049FA1,NA,NA
U2051,fatty_acid,S2051FA1,NA,NA
U2052,fatty_acid,S2052FA1,NA,NA
U2053,fatty_acid,S2053FA1,NA,NA
U2054,fatty_acid,S2054FA1,NA,NA
U2055,fatty_acid,S2055FA1,NA,NA
U2056,fatty_acid,S2056FA1,NA,NA
U2057,fatty_acid,S2057FA1,NA,NA
U2058,fatty_acid,S2058FA1,NA,NA
U2059,fatty_acid,S2059FA1,NA,NA
U2060,fatty_acid,S2060FA1,NA,NA
U2071,fatty_acid,S2071FA1,NA,JGarzke_UBC
U2072,fatty_acid,S2072FA1,NA,NA
U2073,fatty_acid,S2073FA1,NA,NA
U2074,fatty_acid,S2074FA1,NA,NA
U2075,fatty_acid,S2075FA1,NA,NA
U2076,fatty_acid,S2076FA1,NA,NA
U2077,fatty_acid,S2077FA1,NA,NA
U2078,fatty_acid,S2078FA1,NA,NA
U2079,fatty_acid,S2079FA1,NA,NA
U2080,fatty_acid,S2080FA1,NA,NA
U2081,fatty_acid,S2081FA1,NA,NA
U2082,fatty_acid,S2082FA1,NA,NA
U2083,fatty_acid,S2083FA1,NA,NA
U2084,fatty_acid,S2084FA1,NA,NA
U2085,fatty_acid,S2085FA1,NA,NA
U2086,fatty_acid,S2086FA1,NA,NA
U2087,fatty_acid,S2087FA1,NA,NA
U2088,fatty_acid,S2088FA1,NA,NA
U2089,fatty_acid,S2089FA1,NA,NA
U2090,fatty_acid,S2090FA1,NA,NA
U2091,fatty_acid,S2091FA1,NA,NA
U2092,fatty_acid,S2092FA1,NA,NA
U2093,fatty_acid,S2093FA1,NA,NA
U2094,fatty_acid,S2094FA1,NA,NA
U2095,fatty_acid,S2095FA1,NA,NA
U2096,fatty_acid,S2096FA1,NA,NA
U2097,fatty_acid,S2097FA1,NA,NA
U2098,fatty_acid,S2098FA1,NA,NA
U2099,fatty_acid,S2099FA1,NA,NA
U2110,fatty_acid,S2110FA1,NA,NA
U2111,fatty_acid,S2111FA1,NA,NA
U2112,fatty_acid,S2112FA1,NA,NA
U2113,fatty_acid,S2113FA1,NA,NA
U2114,fatty_acid,S2114FA1,NA,NA
U2115,fatty_acid,S2115FA1,NA,NA
U2116,fatty_acid,S2116FA1,NA,NA
U2117,fatty_acid,S2117FA1,NA,NA
U2118,fatty_acid,S2118FA1,NA,NA
U2119,fatty_acid,S2119FA1,NA,NA
U2120,fatty_acid,S2120FA1,Vial mislabeled as 2020,NA
U2131,fatty_acid,S2131FA1,NA,NA
U2132,fatty_acid,S2132FA1,NA,NA
U2133,fatty_acid,S2133FA1,NA,NA
U2134,fatty_acid,S2134FA1,NA,NA
U2135,fatty_acid,S2135FA1,NA,NA
U2141,fatty_acid,S2141FA1,NA,NA
U2142,fatty_acid,S2142FA1,NA,NA
U2143,fatty_acid,S2143FA1,NA,NA
U2144,fatty_acid,S2144FA1,NA,NA
U2145,fatty_acid,S2145FA1,NA,NA
U2146,fatty_acid,S2146FA1,NA,NA
U2149,fatty_acid,S2149FA1,NA,NA
U2150,fatty_acid,S2150FA1,NA,NA
U2156,fatty_acid,S2156FA1,NA,NA
U2157,fatty_acid,S2157FA1,NA,NA
U2158,fatty_acid,S2158FA1,NA,NA
U2159,fatty_acid,S2159FA1,NA,NA
U2160,fatty_acid,S2160FA1,NA,NA
U2161,fatty_acid,S2161FA1,NA,NA
U2162,fatty_acid,S2162FA1,NA,NA
U2163,fatty_acid,S2163FA1,NA,NA
U2164,fatty_acid,S2164FA1,NA,NA
U2165,fatty_acid,S2165FA1,NA,NA
U2166,fatty_acid,S2166FA1,NA,NA
U2167,fatty_acid,S2167FA1,NA,NA
U2168,fatty_acid,S2168FA1,NA,NA
U2169,fatty_acid,S2169FA1,NA,NA
U2170,fatty_acid,S2170FA1,NA,NA
U2171,fatty_acid,S2171FA1,NA,NA
U2172,fatty_acid,S2172FA1,NA,NA
U2173,fatty_acid,S2173FA1,NA,NA
U2174,fatty_acid,S2174FA1,NA,NA
U2175,fatty_acid,S2175FA1,NA,NA
U2176,fatty_acid,S2176FA1,NA,NA
U2177,fatty_acid,S2177FA1,NA,NA
U2178,fatty_acid,S2178FA1,NA,NA
U2179,fatty_acid,S2179FA1,NA,NA
U2180,fatty_acid,S2180FA1,NA,NA
U2181,fatty_acid,S2181FA1,NA,NA
U2182,fatty_acid,S2182FA1,NA,NA
U2183,fatty_acid,S2183FA1,NA,NA
U2184,fatty_acid,S2184FA1,NA,NA
U2185,fatty_acid,S2185FA1,NA,NA
U2186,fatty_acid,S2186FA1,NA,NA
U2187,fatty_acid,S2187FA1,NA,NA
U2188,fatty_acid,S2188FA1,NA,NA
U2189,fatty_acid,S2189FA1,NA,NA
U2191,fatty_acid,SFA5144,NA,NA
U2192,fatty_acid,SFA5145,NA,NA
U2193,fatty_acid,SFA5146,NA,NA
U2194,fatty_acid,SFA5147,NA,NA
U2195,fatty_acid,SFA5148,NA,NA
U2196,fatty_acid,SFA5149,NA,NA
U2197,fatty_acid,SFA5150,NA,NA
U2198,fatty_acid,SFA5151,NA,NA
U2199,fatty_acid,SFA5152,NA,NA
U2200,fatty_acid,SFA5153,NA,NA
U2201,fatty_acid,S2201FA1,NA,NA
U2202,fatty_acid,S2202FA1,NA,NA
U2203,fatty_acid,S2203FA1,NA,NA
U2204,fatty_acid,S2204FA1,NA,NA
U2205,fatty_acid,S2205FA1,NA,NA
U2206,fatty_acid,S2206FA1,NA,NA
U2207,fatty_acid,S2207FA1,NA,NA
U2208,fatty_acid,S2208FA1,NA,NA
U2209,fatty_acid,S2209FA1,NA,NA
U2210,fatty_acid,S2210FA1,NA,NA
U2211,fatty_acid,S2211FA1,NA,NA
U2212,fatty_acid,S2212FA1,NA,NA
U2213,fatty_acid,S2213FA1,NA,NA
U2214,fatty_acid,S2214FA1,NA,NA
U2215,fatty_acid,S2215FA1,NA,JGarzke_UBC
U2216,fatty_acid,S2216FA1,NA,JGarzke_UBC
U2217,fatty_acid,S2217FA1,NA,JGarzke_UBC
U2218,fatty_acid,S2218FA1,NA,JGarzke_UBC
U2219,fatty_acid,S2219FA1,NA,JGarzke_UBC
U2220,fatty_acid,S2220FA1,NA,JGarzke_UBC
U2241,fatty_acid,S2241FA1,NA,NA
U2242,fatty_acid,S2242FA1,NA,NA
U2243,fatty_acid,S2243FA1,NA,NA
U2244,fatty_acid,S2244FA1,NA,NA
U2245,fatty_acid,S2245FA1,NA,NA
U2246,fatty_acid,S2246FA1,NA,NA
U2247,fatty_acid,S2247FA1,NA,NA
U2248,fatty_acid,S2248FA1,NA,NA
U2249,fatty_acid,S2249FA1,NA,NA
U2250,fatty_acid,S2250FA1,NA,NA
U2261,fatty_acid,S2261FA1,NA,NA
U2262,fatty_acid,S2262FA1,NA,NA
U2263,fatty_acid,S2263FA1,NA,NA
U2264,fatty_acid,S2264FA1,NA,NA
U2265,fatty_acid,S2265FA1,NA,NA
U2266,fatty_acid,S2266FA1,NA,NA
U2267,fatty_acid,S2267FA1,NA,NA
U2268,fatty_acid,S2268FA1,NA,NA
U2269,fatty_acid,S2269FA1,NA,NA
U2270,fatty_acid,S2270FA1,NA,NA
U2271,fatty_acid,S2271FA1,NA,NA
U2272,fatty_acid,S2272FA1,NA,NA
U2273,fatty_acid,S2273FA1,NA,NA
U2274,fatty_acid,S2274FA1,NA,NA
U2275,fatty_acid,S2275FA1,NA,NA
U2276,fatty_acid,S2276FA1,NA,NA
U2277,fatty_acid,S2277FA1,NA,NA
U2278,fatty_acid,S2278FA1,NA,NA
U2279,fatty_acid,S2279FA1,NA,NA
U2280,fatty_acid,S2280FA1,NA,NA
U2300,fatty_acid,S2300FA1,NA,JGarzke_UBC
U2301,fatty_acid,S2301FA1,NA,NA
U2302,fatty_acid,S2302FA1,NA,NA
U2303,fatty_acid,S2303FA1,NA,NA
U2304,fatty_acid,S2304FA1,NA,NA
U2325,fatty_acid,S2325FA1,NA,NA
U2326,fatty_acid,S2326FA1,NA,NA
U2327,fatty_acid,S2327FA1,NA,NA
U2328,fatty_acid,S2328FA1,NA,NA
U2329,fatty_acid,S2329FA1,NA,NA
U2330,fatty_acid,S2330FA1,NA,NA
U2331,fatty_acid,S2331FA1,NA,NA
U2332,fatty_acid,S2332FA1,NA,NA
U2333,fatty_acid,S2333FA1,NA,NA
U2334,fatty_acid,S2334FA1,NA,NA
U2335,fatty_acid,S2335FA1,NA,NA
U2336,fatty_acid,S2336FA1,NA,NA
U2337,fatty_acid,S2337FA1,NA,NA
