sample_id,sample_type,ufn,tissue_type,sample_comments,analyzing_lab,quality_log
S11021DN1,DNA,U11021,liver,NA,NA,NA
S11022DN1,DNA,U11022,liver,NA,NA,NA
S11023DN1,DNA,U11023,liver,NA,NA,NA
S11041FC1,DNA,U11041,fin_clip,NA,PBS,NA
S11042FC1,DNA,U11042,fin_clip,NA,PBS,NA
S11043FC1,DNA,U11043,fin_clip,NA,PBS,NA
S11044FC1,DNA,U11044,fin_clip,NA,PBS,NA
S11045FC1,DNA,U11045,fin_clip,NA,PBS,NA
S11046FC1,DNA,U11046,fin_clip,NA,PBS,NA
S11047FC1,DNA,U11047,fin_clip,NA,PBS,NA
S11048FC1,DNA,U11048,fin_clip,NA,PBS,NA
S11049FC1,DNA,U11049,fin_clip,NA,PBS,NA
S11050FC1,DNA,U11050,fin_clip,NA,PBS,NA
S11051FC1,DNA,U11051,fin_clip,NA,PBS,NA
S11052FC1,DNA,U11052,fin_clip,NA,PBS,NA
S11053FC1,DNA,U11053,fin_clip,NA,PBS,NA
S11054FC1,DNA,U11054,fin_clip,NA,PBS,NA
S11055FC1,DNA,U11055,fin_clip,NA,PBS,NA
S11056FC1,DNA,U11056,fin_clip,NA,PBS,NA
S11057FC1,DNA,U11057,fin_clip,NA,PBS,NA
S11058FC1,DNA,U11058,fin_clip,NA,PBS,NA
S11059FC1,DNA,U11059,fin_clip,NA,PBS,NA
S11060FC1,DNA,U11060,fin_clip,NA,PBS,NA
S11061FC1,DNA,U11061,fin_clip,NA,PBS,NA
S11062FC1,DNA,U11062,fin_clip,NA,PBS,NA
S11063FC1,DNA,U11063,fin_clip,NA,PBS,NA
S11064FC1,DNA,U11064,fin_clip,NA,PBS,NA
S11065FC1,DNA,U11065,fin_clip,NA,PBS,NA
S11066FC1,DNA,U11066,fin_clip,NA,PBS,NA
S11067FC1,DNA,U11067,fin_clip,NA,PBS,NA
S11068FC1,DNA,U11068,fin_clip,NA,PBS,NA
S11069FC1,DNA,U11069,fin_clip,NA,PBS,NA
S11070FC1,DNA,U11070,fin_clip,NA,PBS,NA
S11081DN1,DNA,U11081,liver,NA,NA,NA
S11082DN1,DNA,U11082,liver,NA,NA,NA
S11083DN1,DNA,U11083,liver,NA,NA,NA
S11084DN1,DNA,U11084,liver,NA,NA,NA
S11085DN1,DNA,U11085,liver,NA,NA,NA
S11086DN1,DNA,U11086,liver,NA,NA,NA
S11087DN1,DNA,U11087,liver,NA,NA,NA
S11088DN1,DNA,U11088,liver,NA,NA,NA
S11089DN1,DNA,U11089,liver,NA,NA,NA
S11090DN1,DNA,U11090,liver,NA,NA,NA
S11121FC1,DNA,U11121,fin_clip,NA,PBS,NA
S11122FC1,DNA,U11122,fin_clip,NA,PBS,NA
S11123FC1,DNA,U11123,fin_clip,NA,PBS,NA
S11124FC1,DNA,U11124,fin_clip,NA,PBS,NA
S11125FC1,DNA,U11125,fin_clip,NA,PBS,NA
S11126FC1,DNA,U11126,fin_clip,NA,PBS,NA
S11127FC1,DNA,U11127,fin_clip,NA,PBS,NA
S11128FC1,DNA,U11128,fin_clip,NA,PBS,NA
S11129FC1,DNA,U11129,fin_clip,NA,PBS,NA
S11130FC1,DNA,U11130,fin_clip,NA,PBS,NA
S11161DN1,DNA,U11161,liver,NA,NA,NA
S11162DN1,DNA,U11162,liver,NA,NA,NA
S11163DN1,DNA,U11163,liver,NA,NA,NA
S11164DN1,DNA,U11164,liver,NA,NA,NA
S11165DN1,DNA,U11165,liver,NA,NA,NA
S11166DN1,DNA,U11166,liver,NA,NA,NA
S11167DN1,DNA,U11167,liver,NA,NA,NA
S11168DN1,DNA,U11168,liver,NA,NA,NA
S11169DN1,DNA,U11169,liver,NA,NA,NA
S11170DN1,DNA,U11170,liver,NA,NA,NA
S11241DN1,DNA,U11241,liver,NA,NA,NA
S11242DN1,DNA,U11242,liver,NA,NA,NA
S11243DN1,DNA,U11243,liver,NA,NA,NA
S11244DN1,DNA,U11244,liver,NA,NA,NA
S11245DN1,DNA,U11245,liver,NA,NA,NA
S11246DN1,DNA,U11246,liver,NA,NA,NA
S11247DN1,DNA,U11247,liver,NA,NA,NA
S11248DN1,DNA,U11248,liver,NA,NA,NA
S11249DN1,DNA,U11249,liver,NA,NA,NA
S11250DN1,DNA,U11250,liver,NA,NA,NA
S11281FC1,DNA,U11281,fin_clip,NA,PBS,NA
S11282FC1,DNA,U11282,fin_clip,NA,PBS,NA
S11311DN1,DNA,U11311,liver,NA,NA,NA
S11321DN1,DNA,U11321,liver,NA,NA,NA
S11322DN1,DNA,U11322,liver,NA,NA,NA
S11323DN1,DNA,U11323,liver,NA,NA,NA
S11324DN1,DNA,U11324,liver,NA,NA,NA
S11325DN1,DNA,U11325,liver,NA,NA,NA
S11326DN1,DNA,U11326,liver,NA,NA,NA
S11327DN1,DNA,U11327,liver,NA,NA,NA
S11328DN1,DNA,U11328,liver,NA,NA,NA
S11329DN1,DNA,U11329,liver,NA,NA,NA
S11330DN1,DNA,U11330,liver,NA,NA,NA
S11401DN1,DNA,U11401,liver,NA,NA,NA
S11402DN1,DNA,U11402,liver,NA,NA,NA
S11403DN1,DNA,U11403,liver,NA,NA,NA
S11404DN1,DNA,U11404,liver,NA,NA,NA
S11405DN1,DNA,U11405,liver,NA,NA,NA
S11406DN1,DNA,U11406,liver,NA,NA,NA
S11407DN1,DNA,U11407,liver,NA,NA,NA
S11408DN1,DNA,U11408,liver,NA,NA,NA
S11409DN1,DNA,U11409,liver,NA,NA,NA
S11410DN1,DNA,U11410,liver,NA,NA,NA
S12401FC1,DNA,U12401,fin_clip,NA,PBS,NA
S12402FC1,DNA,U12402,fin_clip,NA,PBS,NA
S12403FC1,DNA,U12403,fin_clip,NA,PBS,NA
S12404FC1,DNA,U12404,fin_clip,NA,PBS,NA
S12405FC1,DNA,U12405,fin_clip,NA,PBS,NA
S12406FC1,DNA,U12406,fin_clip,NA,PBS,NA
S12407FC1,DNA,U12407,fin_clip,NA,PBS,NA
S12408FC1,DNA,U12408,fin_clip,NA,PBS,NA
S12409FC1,DNA,U12409,fin_clip,NA,PBS,NA
S12410FC1,DNA,U12410,fin_clip,NA,PBS,NA
S12411FC1,DNA,U12411,fin_clip,NA,PBS,NA
S12412FC1,DNA,U12412,fin_clip,NA,PBS,NA
S12413FC1,DNA,U12413,fin_clip,NA,PBS,NA
S12414FC1,DNA,U12414,fin_clip,NA,PBS,NA
S12415FC1,DNA,U12415,fin_clip,NA,PBS,NA
S12416FC1,DNA,U12416,fin_clip,NA,PBS,NA
S12417FC1,DNA,U12417,fin_clip,NA,NA,NA
S12418FC1,DNA,U12418,fin_clip,NA,PBS,NA
S12419FC1,DNA,U12419,fin_clip,NA,PBS,NA
S12420FC1,DNA,U12420,fin_clip,NA,PBS,NA
S12421FC1,DNA,U12421,fin_clip,NA,PBS,NA
S12422FC1,DNA,U12422,fin_clip,NA,PBS,NA
S12423FC1,DNA,U12423,fin_clip,NA,NA,NA
S12441DN1,DNA,U12441,liver,NA,NA,NA
S12442DN1,DNA,U12442,liver,NA,NA,NA
S12443DN1,DNA,U12443,liver,NA,NA,NA
S12444DN1,DNA,U12444,liver,NA,NA,NA
S12445DN1,DNA,U12445,liver,NA,NA,NA
S12446DN1,DNA,U12446,liver,NA,NA,NA
S12447DN1,DNA,U12447,liver,NA,NA,NA
S12448DN1,DNA,U12448,liver,NA,NA,NA
S12449DN1,DNA,U12449,liver,NA,NA,NA
S12450DN1,DNA,U12450,liver,NA,NA,NA
S12451DN1,DNA,U12451,liver,NA,NA,NA
S12452DN1,DNA,U12452,liver,NA,NA,NA
S12453DN1,DNA,U12453,liver,NA,NA,NA
S12454DN1,DNA,U12454,liver,NA,NA,NA
S12455DN1,DNA,U12455,liver,NA,NA,NA
S12456DN1,DNA,U12456,liver,NA,NA,NA
S12457DN1,DNA,U12457,liver,NA,NA,NA
S12458DN1,DNA,U12458,liver,NA,NA,NA
S12551FC1,DNA,U12551,fin_clip,NA,PBS,NA
S12552FC1,DNA,U12552,fin_clip,NA,PBS,NA
S12553FC1,DNA,U12553,fin_clip,NA,PBS,NA
S12554FC1,DNA,U12554,fin_clip,NA,PBS,NA
S12555FC1,DNA,U12555,fin_clip,NA,PBS,NA
S12556FC1,DNA,U12556,fin_clip,NA,PBS,NA
S12557FC1,DNA,U12557,fin_clip,NA,PBS,NA
S12561FC1,DNA,U12561,fin_clip,NA,PBS,NA
S12562FC1,DNA,U12562,fin_clip,NA,PBS,NA
S12563FC1,DNA,U12563,fin_clip,NA,PBS,NA
S12564FC1,DNA,U12564,fin_clip,NA,PBS,NA
S12565FC1,DNA,U12565,fin_clip,NA,PBS,NA
S12566FC1,DNA,U12566,fin_clip,NA,PBS,NA
S12567FC1,DNA,U12567,fin_clip,NA,PBS,NA
S12568FC1,DNA,U12568,fin_clip,NA,PBS,NA
S12569FC1,DNA,U12569,fin_clip,NA,PBS,NA
S12570FC1,DNA,U12570,fin_clip,NA,NA,NA
S12571FC1,DNA,U12571,fin_clip,NA,PBS,NA
S12572FC1,DNA,U12572,fin_clip,NA,PBS,NA
S12573FC1,DNA,U12573,fin_clip,NA,PBS,NA
S12574FC1,DNA,U12574,fin_clip,NA,PBS,NA
S12575FC1,DNA,U12575,fin_clip,NA,PBS,NA
S12576FC1,DNA,U12576,fin_clip,NA,PBS,NA
S12577FC1,DNA,U12577,fin_clip,NA,PBS,NA
S12578FC1,DNA,U12578,fin_clip,NA,PBS,NA
S12579FC1,DNA,U12579,fin_clip,NA,PBS,NA
S12580FC1,DNA,U12580,fin_clip,NA,PBS,NA
S12581FC1,DNA,U12581,fin_clip,NA,PBS,NA
S12582FC1,DNA,U12582,fin_clip,NA,PBS,NA
S12583FC1,DNA,U12583,fin_clip,NA,PBS,NA
S12584FC1,DNA,U12584,fin_clip,NA,PBS,NA
S12585FC1,DNA,U12585,fin_clip,NA,PBS,NA
S12586FC1,DNA,U12586,fin_clip,NA,PBS,NA
S12587FC1,DNA,U12587,fin_clip,NA,PBS,NA
S12588FC1,DNA,U12588,fin_clip,NA,PBS,NA
S12589FC1,DNA,U12589,fin_clip,NA,PBS,NA
S12590FC1,DNA,U12590,fin_clip,NA,PBS,NA
S12601DN1,DNA,U12601,liver,NA,NA,NA
S12602DN1,DNA,U12602,liver,NA,NA,NA
S12603DN1,DNA,U12603,liver,NA,NA,NA
S12604DN1,DNA,U12604,liver,NA,NA,NA
S12605DN1,DNA,U12605,liver,NA,NA,NA
S12606DN1,DNA,U12606,liver,NA,NA,NA
S12607DN1,DNA,U12607,liver,NA,NA,NA
S12608DN1,DNA,U12608,liver,NA,NA,NA
S12609DN1,DNA,U12609,liver,NA,NA,NA
S12610DN1,DNA,U12610,liver,NA,NA,NA
S12611DN1,DNA,U12611,liver,NA,NA,NA
S12612DN1,DNA,U12612,liver,NA,NA,NA
S12613DN1,DNA,U12613,liver,NA,NA,NA
S12614DN1,DNA,U12614,liver,NA,NA,NA
S12615DN1,DNA,U12615,liver,NA,NA,NA
S12616DN1,DNA,U12616,liver,NA,NA,NA
S12617DN1,DNA,U12617,liver,NA,NA,NA
S12618DN1,DNA,U12618,liver,NA,NA,NA
S12619DN1,DNA,U12619,liver,NA,NA,NA
S12620DN1,DNA,U12620,liver,NA,NA,NA
S12641FC1,DNA,U12641,fin_clip,NA,PBS,NA
S12642FC1,DNA,U12642,fin_clip,NA,PBS,NA
S12643FC1,DNA,U12643,fin_clip,NA,PBS,NA
S12644FC1,DNA,U12644,fin_clip,NA,PBS,NA
S12645FC1,DNA,U12645,fin_clip,NA,PBS,NA
S12646FC1,DNA,U12646,fin_clip,NA,PBS,NA
S12647FC1,DNA,U12647,fin_clip,NA,PBS,NA
S12648FC1,DNA,U12648,fin_clip,NA,PBS,NA
S12649FC1,DNA,U12649,fin_clip,NA,PBS,NA
S12650FC1,DNA,U12650,fin_clip,NA,PBS,NA
S12651FC1,DNA,U12651,fin_clip,NA,PBS,NA
S12652FC1,DNA,U12652,fin_clip,NA,PBS,NA
S12653FC1,DNA,U12653,fin_clip,NA,PBS,NA
S12654FC1,DNA,U12654,fin_clip,NA,PBS,NA
S12655FC1,DNA,U12655,fin_clip,NA,PBS,NA
S12656FC1,DNA,U12656,fin_clip,NA,PBS,NA
S12657FC1,DNA,U12657,fin_clip,NA,PBS,NA
S12658FC1,DNA,U12658,fin_clip,NA,PBS,NA
S12659FC1,DNA,U12659,fin_clip,NA,PBS,NA
S12660FC1,DNA,U12660,fin_clip,NA,PBS,NA
S12661FC1,DNA,U12661,fin_clip,NA,PBS,NA
S12662FC1,DNA,U12662,fin_clip,NA,PBS,NA
S12663FC1,DNA,U12663,fin_clip,NA,PBS,NA
S12664FC1,DNA,U12664,fin_clip,NA,PBS,NA
S12665FC1,DNA,U12665,fin_clip,NA,PBS,NA
S12666FC1,DNA,U12666,fin_clip,NA,PBS,NA
S12667FC1,DNA,U12667,fin_clip,NA,PBS,NA
S12668FC1,DNA,U12668,fin_clip,NA,PBS,NA
S12669FC1,DNA,U12669,fin_clip,NA,PBS,NA
S12670FC1,DNA,U12670,fin_clip,NA,PBS,NA
S12681DN1,DNA,U12681,liver,NA,NA,NA
S12682DN1,DNA,U12682,liver,NA,NA,NA
S12683DN1,DNA,U12683,liver,NA,NA,NA
S12684DN1,DNA,U12684,liver,NA,NA,NA
S12685DN1,DNA,U12685,liver,NA,NA,NA
S12686DN1,DNA,U12686,liver,NA,NA,NA
S12687DN1,DNA,U12687,liver,NA,NA,NA
S12688DN1,DNA,U12688,liver,NA,NA,NA
S12689DN1,DNA,U12689,liver,NA,NA,NA
S12690DN1,DNA,U12690,liver,NA,NA,NA
S12691DN1,DNA,U12691,liver,NA,NA,NA
S12692DN1,DNA,U12692,liver,NA,NA,NA
S12693DN1,DNA,U12693,liver,NA,NA,NA
S12694DN1,DNA,U12694,liver,NA,NA,NA
S12695DN1,DNA,U12695,liver,NA,NA,NA
S12696DN1,DNA,U12696,liver,NA,NA,NA
S12697DN1,DNA,U12697,liver,NA,NA,NA
S12698DN1,DNA,U12698,liver,NA,NA,NA
S12699DN1,DNA,U12699,liver,NA,NA,NA
S12700DN1,DNA,U12700,liver,NA,NA,NA
S12701DN1,DNA,U12701,liver,NA,NA,NA
S12702DN1,DNA,U12702,liver,NA,NA,NA
S12703DN1,DNA,U12703,liver,NA,NA,NA
S12704DN1,DNA,U12704,liver,NA,NA,NA
S12705DN1,DNA,U12705,liver,NA,NA,NA
S12706DN1,DNA,U12706,liver,NA,NA,NA
S12707DN1,DNA,U12707,liver,NA,NA,NA
S12708DN1,DNA,U12708,liver,NA,NA,NA
S12709DN1,DNA,U12709,liver,NA,NA,NA
S12710DN1,DNA,U12710,liver,NA,NA,NA
S12721FC1,DNA,U12721,fin_clip,NA,PBS,NA
S12722FC1,DNA,U12722,fin_clip,NA,PBS,NA
S12723FC1,DNA,U12723,fin_clip,NA,PBS,NA
S12724FC1,DNA,U12724,fin_clip,NA,PBS,NA
S12725FC1,DNA,U12725,fin_clip,NA,PBS,NA
S12726FC1,DNA,U12726,fin_clip,NA,PBS,NA
S12727FC1,DNA,U12727,fin_clip,NA,PBS,NA
S12728FC1,DNA,U12728,fin_clip,NA,PBS,NA
S12729FC1,DNA,U12729,fin_clip,NA,PBS,NA
S12730FC1,DNA,U12730,fin_clip,NA,PBS,NA
S12731FC1,DNA,U12731,fin_clip,NA,PBS,NA
S12732FC1,DNA,U12732,fin_clip,NA,PBS,NA
S12733FC1,DNA,U12733,fin_clip,NA,PBS,NA
S12734FC1,DNA,U12734,fin_clip,NA,PBS,NA
S12735FC1,DNA,U12735,fin_clip,NA,PBS,NA
S12736FC1,DNA,U12736,fin_clip,NA,PBS,NA
S12737FC1,DNA,U12737,fin_clip,NA,PBS,NA
S12738FC1,DNA,U12738,fin_clip,NA,PBS,NA
S12739FC1,DNA,U12739,fin_clip,NA,PBS,NA
S12740FC1,DNA,U12740,fin_clip,NA,PBS,NA
S12741FC1,DNA,U12741,fin_clip,NA,PBS,NA
S12742FC1,DNA,U12742,fin_clip,NA,PBS,NA
S12743FC1,DNA,U12743,fin_clip,NA,PBS,NA
S12744FC1,DNA,U12744,fin_clip,NA,PBS,NA
S12745FC1,DNA,U12745,fin_clip,NA,PBS,NA
S12746FC1,DNA,U12746,fin_clip,NA,PBS,NA
S12747FC1,DNA,U12747,fin_clip,NA,PBS,NA
S12748FC1,DNA,U12748,fin_clip,NA,PBS,NA
S12749FC1,DNA,U12749,fin_clip,NA,NA,NA
S12750FC1,DNA,U12750,fin_clip,NA,PBS,NA
S12751DN1,DNA,U12751,liver,NA,NA,NA
S12761DN1,DNA,U12761,liver,NA,NA,NA
S12762DN1,DNA,U12762,liver,NA,NA,NA
S12763DN1,DNA,U12763,liver,NA,NA,NA
S12764DN1,DNA,U12764,liver,NA,NA,NA
S12765DN1,DNA,U12765,liver,NA,NA,NA
S12766DN1,DNA,U12766,liver,NA,NA,NA
S12767DN1,DNA,U12767,liver,NA,NA,NA
S12768DN1,DNA,U12768,liver,NA,NA,NA
S12769DN1,DNA,U12769,liver,NA,NA,NA
S12770DN1,DNA,U12770,liver,NA,NA,NA
S12771DN1,DNA,U12771,liver,NA,NA,NA
S12772DN1,DNA,U12772,liver,NA,NA,NA
S12773DN1,DNA,U12773,liver,NA,NA,NA
S12774DN1,DNA,U12774,liver,NA,NA,NA
S12775DN1,DNA,U12775,liver,NA,NA,NA
S12781DN1,DNA,U12781,liver,NA,NA,NA
S12782DN1,DNA,U12782,liver,NA,NA,NA
S12783DN1,DNA,U12783,liver,NA,NA,NA
S12784DN1,DNA,U12784,liver,NA,NA,NA
S12785DN1,DNA,U12785,liver,NA,NA,NA
S12786DN1,DNA,U12786,liver,NA,NA,NA
S12787DN1,DNA,U12787,liver,NA,NA,NA
S12788DN1,DNA,U12788,liver,NA,NA,NA
S12789DN1,DNA,U12789,liver,NA,NA,NA
S12790DN1,DNA,U12790,liver,NA,NA,NA
S12801FC1,DNA,U12801,fin_clip,NA,PBS,NA
S12802FC1,DNA,U12802,fin_clip,NA,PBS,NA
S12803FC1,DNA,U12803,fin_clip,NA,PBS,NA
S12804FC1,DNA,U12804,fin_clip,NA,PBS,NA
S12805FC1,DNA,U12805,fin_clip,NA,PBS,NA
S12806FC1,DNA,U12806,fin_clip,NA,PBS,NA
S12807FC1,DNA,U12807,fin_clip,NA,PBS,NA
S12808FC1,DNA,U12808,fin_clip,NA,PBS,NA
S12809FC1,DNA,U12809,fin_clip,NA,PBS,NA
S12810FC1,DNA,U12810,fin_clip,NA,PBS,NA
S12811FC1,DNA,U12811,fin_clip,NA,PBS,NA
S12812FC1,DNA,U12812,fin_clip,NA,PBS,NA
S12813FC1,DNA,U12813,fin_clip,NA,PBS,NA
S12814FC1,DNA,U12814,fin_clip,NA,PBS,NA
S12815FC1,DNA,U12815,fin_clip,NA,PBS,NA
S12816FC1,DNA,U12816,fin_clip,NA,PBS,NA
S12817FC1,DNA,U12817,fin_clip,NA,PBS,NA
S12818FC1,DNA,U12818,fin_clip,NA,PBS,NA
S12819FC1,DNA,U12819,fin_clip,NA,PBS,NA
S12820FC1,DNA,U12820,fin_clip,NA,PBS,NA
S12821FC1,DNA,U12821,fin_clip,NA,PBS,NA
S12822FC1,DNA,U12822,fin_clip,NA,PBS,NA
S12823FC1,DNA,U12823,fin_clip,NA,PBS,NA
S12824FC1,DNA,U12824,fin_clip,NA,PBS,NA
S12825FC1,DNA,U12825,fin_clip,NA,PBS,NA
S12826FC1,DNA,U12826,fin_clip,NA,PBS,NA
S12827FC1,DNA,U12827,fin_clip,NA,PBS,NA
S12828FC1,DNA,U12828,fin_clip,NA,PBS,NA
S12829FC1,DNA,U12829,fin_clip,NA,PBS,NA
S12830FC1,DNA,U12830,fin_clip,NA,PBS,NA
S12841DN1,DNA,U12841,liver,NA,NA,NA
S12842DN1,DNA,U12842,liver,NA,NA,NA
S12843DN1,DNA,U12843,liver,NA,NA,NA
S12844DN1,DNA,U12844,liver,NA,NA,NA
S12845DN1,DNA,U12845,liver,NA,NA,NA
S12846DN1,DNA,U12846,liver,NA,NA,NA
S12847DN1,DNA,U12847,liver,NA,NA,NA
S12848DN1,DNA,U12848,liver,NA,NA,NA
S12849DN1,DNA,U12849,liver,NA,NA,NA
S12850DN1,DNA,U12850,liver,NA,NA,NA
S12861DN1,DNA,U12861,liver,NA,NA,NA
S12862DN1,DNA,U12862,liver,NA,NA,NA
S12881FC1,DNA,U12881,fin_clip,NA,PBS,NA
S12882FC1,DNA,U12882,fin_clip,NA,PBS,NA
S12883FC1,DNA,U12883,fin_clip,NA,PBS,NA
S12884FC1,DNA,U12884,fin_clip,NA,PBS,NA
S12885FC1,DNA,U12885,fin_clip,NA,PBS,NA
S12886FC1,DNA,U12886,fin_clip,NA,PBS,NA
S12887FC1,DNA,U12887,fin_clip,NA,PBS,NA
S12888FC1,DNA,U12888,fin_clip,NA,PBS,NA
S12889FC1,DNA,U12889,fin_clip,NA,PBS,NA
S12890FC1,DNA,U12890,fin_clip,NA,PBS,NA
S12891FC1,DNA,U12891,fin_clip,NA,PBS,NA
S12892FC1,DNA,U12892,fin_clip,NA,PBS,NA
S12893FC1,DNA,U12893,fin_clip,NA,PBS,NA
S12894FC1,DNA,U12894,fin_clip,NA,PBS,NA
S12895FC1,DNA,U12895,fin_clip,NA,PBS,NA
S12896FC1,DNA,U12896,fin_clip,NA,PBS,NA
S12897FC1,DNA,U12897,fin_clip,NA,PBS,NA
S12898FC1,DNA,U12898,fin_clip,NA,PBS,NA
S12899FC1,DNA,U12899,fin_clip,NA,PBS,NA
S12900FC1,DNA,U12900,fin_clip,NA,PBS,NA
S12901FC1,DNA,U12901,fin_clip,NA,PBS,NA
S12902FC1,DNA,U12902,fin_clip,NA,PBS,NA
S12903FC1,DNA,U12903,fin_clip,NA,PBS,NA
S12904FC1,DNA,U12904,fin_clip,NA,PBS,NA
S12905FC1,DNA,U12905,fin_clip,NA,PBS,NA
S12906FC1,DNA,U12906,fin_clip,NA,PBS,NA
S12911DN1,DNA,U12911,liver,NA,NA,NA
S12912DN1,DNA,U12912,liver,NA,NA,NA
S12913DN1,DNA,U12913,liver,NA,NA,NA
S12921DN1,DNA,U12921,liver,NA,NA,NA
S12922DN1,DNA,U12922,liver,NA,NA,NA
S12923DN1,DNA,U12923,liver,NA,NA,NA
S12924DN1,DNA,U12924,liver,NA,NA,NA
S12925DN1,DNA,U12925,liver,NA,NA,NA
S12926DN1,DNA,U12926,liver,NA,NA,NA
S12927DN1,DNA,U12927,liver,NA,NA,NA
S12928DN1,DNA,U12928,liver,NA,NA,NA
S12929DN1,DNA,U12929,liver,NA,NA,NA
S12930DN1,DNA,U12930,liver,NA,NA,NA
S12931DN1,DNA,U12931,liver,NA,NA,NA
S12932DN1,DNA,U12932,liver,NA,NA,NA
S12941DN1,DNA,U12941,liver,NA,NA,NA
S12951FC1,DNA,U12951,fin_clip,"On whatman sheet, UFN is ""U12907""",PBS,NA
S12952FC1,DNA,U12952,fin_clip,"On whatman sheet, UFN is ""U12909""",PBS,NA
S12953FC1,DNA,U12953,fin_clip,"On whatman sheet, UFN is ""U12908""",PBS,NA
S12954FC1,DNA,U12954,fin_clip,"On whatman sheet, UFN is ""U12910""",PBS,NA
S12961FC1,DNA,U12961,fin_clip,NA,PBS,NA
S12962FC1,DNA,U12962,fin_clip,NA,PBS,NA
S12963FC1,DNA,U12963,fin_clip,NA,PBS,NA
S12964FC1,DNA,U12964,fin_clip,NA,PBS,NA
S12965FC1,DNA,U12965,fin_clip,NA,PBS,NA
S12966FC1,DNA,U12966,fin_clip,NA,PBS,NA
S12967FC1,DNA,U12967,fin_clip,NA,PBS,NA
S12968FC1,DNA,U12968,fin_clip,NA,PBS,NA
S12969FC1,DNA,U12969,fin_clip,NA,PBS,NA
S12970FC1,DNA,U12970,fin_clip,NA,PBS,NA
S12971FC1,DNA,U12971,fin_clip,NA,PBS,NA
S12972FC1,DNA,U12972,fin_clip,NA,PBS,NA
S12973FC1,DNA,U12973,fin_clip,NA,PBS,NA
S12974FC1,DNA,U12974,fin_clip,NA,PBS,NA
S12975FC1,DNA,U12975,fin_clip,NA,PBS,NA
S12976FC1,DNA,U12976,fin_clip,NA,PBS,NA
S12977FC1,DNA,U12977,fin_clip,NA,PBS,NA
S12978FC1,DNA,U12978,fin_clip,NA,PBS,NA
S12979FC1,DNA,U12979,fin_clip,NA,PBS,NA
S12980FC1,DNA,U12980,fin_clip,NA,PBS,NA
S12981FC1,DNA,U12981,fin_clip,NA,PBS,NA
S12982FC1,DNA,U12982,fin_clip,NA,PBS,NA
S12983FC1,DNA,U12983,fin_clip,NA,PBS,NA
S12984FC1,DNA,U12984,fin_clip,NA,PBS,NA
S12985FC1,DNA,U12985,fin_clip,NA,PBS,NA
S12986FC1,DNA,U12986,fin_clip,NA,PBS,NA
S12987FC1,DNA,U12987,fin_clip,NA,PBS,NA
S12988FC1,DNA,U12988,fin_clip,NA,PBS,NA
S12989FC1,DNA,U12989,fin_clip,NA,PBS,NA
S12990FC1,DNA,U12990,fin_clip,NA,PBS,NA
S12991DN1,DNA,U12991,liver,NA,NA,NA
S12992DN1,DNA,U12992,liver,NA,NA,NA
S12993DN1,DNA,U12993,liver,NA,NA,NA
S12994DN1,DNA,U12994,liver,NA,NA,NA
S12995DN1,DNA,U12995,liver,NA,NA,NA
S12996DN1,DNA,U12996,liver,NA,NA,NA
S12997DN1,DNA,U12997,liver,NA,NA,NA
S12998DN1,DNA,U12998,liver,NA,NA,NA
S12999DN1,DNA,U12999,liver,NA,NA,NA
S13000DN1,DNA,U13000,liver,NA,NA,NA
S13001DN1,DNA,U13001,liver,NA,NA,NA
S13002DN1,DNA,U13002,liver,NA,NA,NA
S13003DN1,DNA,U13003,liver,NA,NA,NA
S13004DN1,DNA,U13004,liver,NA,NA,NA
S13005DN1,DNA,U13005,liver,NA,NA,NA
S13006DN1,DNA,U13006,liver,NA,NA,NA
S13007DN1,DNA,U13007,liver,NA,NA,NA
S13008DN1,DNA,U13008,liver,NA,NA,NA
S13009DN1,DNA,U13009,liver,NA,NA,NA
S13010DN1,DNA,U13010,liver,NA,NA,NA
S13011DN1,DNA,U13011,liver,NA,NA,NA
S13012DN1,DNA,U13012,liver,NA,NA,NA
S13013DN1,DNA,U13013,liver,NA,NA,NA
S13014DN1,DNA,U13014,liver,NA,NA,NA
S13021DN1,DNA,U13021,liver,NA,NA,NA
S13022DN1,DNA,U13022,liver,NA,NA,NA
S13023DN1,DNA,U13023,liver,NA,NA,NA
S13024DN1,DNA,U13024,liver,NA,NA,NA
S13025DN1,DNA,U13025,liver,NA,NA,NA
S13071DN1,DNA,U13071,liver,NA,NA,NA
S13072DN1,DNA,U13072,liver,NA,NA,NA
S13073DN1,DNA,U13073,liver,NA,NA,NA
S13074DN1,DNA,U13074,liver,NA,NA,NA
S13075DN1,DNA,U13075,liver,NA,NA,NA
S13076DN1,DNA,U13076,liver,NA,NA,NA
S13081DN1,DNA,U13081,liver,NA,NA,NA
S13082DN1,DNA,U13082,liver,NA,NA,NA
S13083DN1,DNA,U13083,liver,NA,NA,NA
S13084DN1,DNA,U13084,liver,NA,NA,NA
S13085DN1,DNA,U13085,liver,NA,NA,NA
S13086DN1,DNA,U13086,liver,NA,NA,NA
S13087DN1,DNA,U13087,liver,NA,NA,NA
S13088DN1,DNA,U13088,liver,NA,NA,NA
S13089DN1,DNA,U13089,liver,NA,NA,NA
S13090DN1,DNA,U13090,liver,NA,NA,NA
S13101DN1,DNA,U13101,liver,NA,NA,NA
S13102DN1,DNA,U13102,liver,NA,NA,NA
S13103DN1,DNA,U13103,liver,NA,NA,NA
S13104DN1,DNA,U13104,liver,NA,NA,NA
