sample_id,sample_type,ufn,tissue_type,sample_comments,analyzing_lab,quality_log
SDN907,DNA,U951,liver,NA,PBS,NA
SDN908,DNA,U952,liver,NA,PBS,NA
SDN909,DNA,U953,liver,NA,PBS,NA
SDN910,DNA,U954,liver,NA,PBS,NA
SDN911,DNA,U955,liver,NA,PBS,NA
SDN912,DNA,U956,liver,NA,PBS,NA
SDN924,DNA,U957,liver,NA,PBS,NA
SDN925,DNA,U958,liver,NA,PBS,NA
SDN926,DNA,U959,liver,NA,PBS,NA
SDN927,DNA,U960,liver,NA,PBS,NA
SDN899,DNA,U961,liver,NA,PBS,NA
SDN900,DNA,U962,liver,NA,PBS,NA
SDN901,DNA,U963,liver,NA,PBS,NA
SDN913,DNA,U964,liver,NA,PBS,NA
SDN914,DNA,U965,liver,NA,PBS,NA
SDN915,DNA,U966,liver,NA,PBS,NA
SDN916,DNA,U967,liver,NA,PBS,NA
SDN917,DNA,U968,liver,NA,PBS,NA
SDN918,DNA,U969,liver,NA,PBS,NA
SDN928,DNA,U970,liver,NA,PBS,NA
SDN1324,DNA,U971,liver,NA,PBS,NA
SDN1325,DNA,U972,liver,NA,PBS,NA
SDN1340,DNA,U973,liver,NA,PBS,NA
SDN1341,DNA,U974,liver,NA,PBS,NA
SDN1342,DNA,U975,liver,NA,PBS,NA
SDN1343,DNA,U976,liver,NA,PBS,NA
SDN1359,DNA,U977,liver,NA,PBS,NA
SDN1360,DNA,U978,liver,NA,PBS,NA
SDN1361,DNA,U979,liver,NA,PBS,NA
SDN1362,DNA,U980,liver,NA,PBS,NA
SDN919,DNA,U981,liver,NA,PBS,NA
SDN920,DNA,U982,liver,NA,PBS,NA
SDN929,DNA,U983,liver,NA,PBS,NA
SDN930,DNA,U984,liver,NA,PBS,NA
SDN931,DNA,U985,liver,NA,PBS,NA
SDN932,DNA,U986,liver,NA,PBS,NA
SDN933,DNA,U987,liver,NA,PBS,NA
SDN947,DNA,U988,liver,NA,PBS,NA
SDN948,DNA,U989,liver,NA,PBS,NA
SDN949,DNA,U990,liver,NA,PBS,NA
SDN934,DNA,U991,liver,NA,PBS,NA
SDN935,DNA,U992,liver,NA,PBS,NA
SDN936,DNA,U993,liver,NA,PBS,NA
SDN937,DNA,U994,liver,NA,PBS,NA
SDN950,DNA,U995,liver,NA,PBS,NA
SDN951,DNA,U996,liver,NA,PBS,NA
SDN952,DNA,U997,liver,NA,PBS,NA
SDN953,DNA,U998,liver,NA,PBS,NA
SDN954,DNA,U999,liver,NA,PBS,NA
SDN955,DNA,U1000,liver,NA,PBS,NA
SDN938,DNA,U1001,liver,NA,PBS,NA
SDN939,DNA,U1002,liver,NA,PBS,NA
SDN940,DNA,U1003,liver,NA,PBS,NA
SDN941,DNA,U1004,liver,NA,PBS,NA
SDN942,DNA,U1005,liver,NA,PBS,NA
SDN943,DNA,U1006,liver,NA,PBS,NA
SDN956,DNA,U1007,liver,NA,PBS,NA
SDN957,DNA,U1008,liver,NA,PBS,NA
SDN958,DNA,U1009,liver,NA,PBS,NA
SDN959,DNA,U1010,liver,NA,PBS,NA
SDN944,DNA,U1011,liver,NA,PBS,NA
SDN945,DNA,U1012,liver,NA,PBS,NA
SDN946,DNA,U1013,liver,NA,PBS,NA
SDN960,DNA,U1014,liver,NA,PBS,NA
SDN961,DNA,U1015,liver,NA,PBS,NA
SDN962,DNA,U1016,liver,NA,PBS,NA
SDN963,DNA,U1017,liver,NA,PBS,NA
SDN972,DNA,U1018,liver,NA,PBS,NA
SDN973,DNA,U1019,liver,NA,PBS,NA
SDN974,DNA,U1020,liver,NA,PBS,NA
SDN964,DNA,U1021,liver,NA,PBS,NA
SDN965,DNA,U1022,liver,NA,PBS,NA
SDN975,DNA,U1023,liver,NA,PBS,NA
SDN976,DNA,U1024,liver,NA,PBS,NA
SDN977,DNA,U1025,liver,NA,PBS,NA
SDN978,DNA,U1026,liver,NA,PBS,NA
SDN979,DNA,U1027,liver,NA,PBS,NA
SDN980,DNA,U1028,liver,NA,PBS,NA
SDN990,DNA,U1029,liver,NA,PBS,NA
SDN1009,DNA,U1030,liver,NA,PBS,NA
SDN966,DNA,U1031,liver,NA,PBS,NA
SDN967,DNA,U1032,liver,NA,PBS,NA
SDN981,DNA,U1033,liver,NA,PBS,NA
SDN982,DNA,U1034,liver,NA,PBS,NA
SDN991,DNA,U1035,liver,NA,PBS,NA
SDN992,DNA,U1036,liver,NA,PBS,NA
SDN993,DNA,U1037,liver,NA,PBS,NA
SDN994,DNA,U1038,liver,NA,PBS,NA
SDN995,DNA,U1039,liver,NA,PBS,NA
SDN996,DNA,U1040,liver,NA,PBS,NA
SDN983,DNA,U1041,liver,NA,PBS,NA
SDN984,DNA,U1042,liver,NA,PBS,NA
SDN985,DNA,U1043,liver,NA,PBS,NA
SDN986,DNA,U1044,liver,NA,PBS,NA
SDN997,DNA,U1045,liver,NA,PBS,NA
SDN998,DNA,U1046,liver,NA,PBS,NA
SDN999,DNA,U1047,liver,NA,PBS,NA
SDN1000,DNA,U1048,liver,NA,PBS,NA
SDN1001,DNA,U1049,liver,NA,PBS,NA
SDN1002,DNA,U1050,liver,NA,PBS,NA
S1051DN1,DNA,U1051,liver,NA,NA,NA
SDN988,DNA,U1052,liver,NA,PBS,NA
SDN989,DNA,U1053,liver,NA,PBS,NA
SDN1003,DNA,U1054,liver,NA,PBS,NA
SDN1004,DNA,U1055,liver,NA,PBS,NA
SDN1005,DNA,U1056,liver,NA,PBS,NA
SDN1006,DNA,U1057,liver,NA,PBS,NA
SDN1010,DNA,U1058,liver,NA,PBS,NA
SDN1011,DNA,U1059,liver,NA,PBS,NA
SDN1012,DNA,U1060,liver,NA,PBS,NA
SDN1013,DNA,U1061,liver,NA,PBS,NA
SDN1014,DNA,U1062,liver,NA,PBS,NA
SDN1015,DNA,U1063,liver,NA,PBS,NA
SDN1016,DNA,U1064,liver,NA,PBS,NA
SDN1041,DNA,U1065,liver,NA,PBS,NA
SDN1042,DNA,U1066,liver,NA,PBS,NA
SDN1043,DNA,U1067,liver,NA,PBS,NA
SDN1058,DNA,U1068,liver,NA,PBS,NA
SDN1059,DNA,U1069,liver,NA,PBS,NA
SDN1060,DNA,U1070,liver,NA,PBS,NA
SDN1007,DNA,U1071,liver,NA,PBS,NA
SDN1008,DNA,U1072,liver,NA,PBS,NA
SDN1017,DNA,U1073,liver,NA,PBS,NA
SDN1018,DNA,U1074,liver,NA,PBS,NA
SDN1019,DNA,U1075,liver,NA,PBS,NA
SDN1028,DNA,U1076,liver,NA,PBS,NA
SDN1029,DNA,U1077,liver,NA,PBS,NA
SDN1030,DNA,U1078,liver,NA,PBS,NA
SDN1031,DNA,U1079,liver,NA,PBS,NA
SDN1044,DNA,U1080,liver,NA,PBS,NA
SDN1020,DNA,U1081,liver,NA,PBS,NA
SDN1021,DNA,U1082,liver,NA,PBS,NA
SDN1022,DNA,U1083,liver,NA,PBS,NA
SDN1032,DNA,U1084,liver,NA,PBS,NA
SDN1033,DNA,U1085,liver,NA,PBS,NA
SDN1034,DNA,U1086,liver,NA,PBS,NA
SDN1035,DNA,U1087,liver,NA,PBS,NA
SDN1036,DNA,U1088,liver,NA,PBS,NA
SDN1037,DNA,U1089,liver,NA,PBS,NA
SDN1045,DNA,U1090,liver,NA,PBS,NA
SDN1023,DNA,U1091,liver,NA,PBS,NA
SDN1024,DNA,U1092,liver,NA,PBS,NA
SDN1025,DNA,U1093,liver,NA,PBS,NA
SDN1026,DNA,U1094,liver,NA,PBS,NA
S1095DN1,DNA,U1095,liver,NA,NA,NA
SDN1038,DNA,U1096,fin_clip,NA,PBS,NA
SDN1039,DNA,U1097,liver,NA,PBS,NA
SDN1040,DNA,U1098,other,"very small fish, liver too small for DNA so collected caudal peduncle and part of caudal fin for DNA instead",PBS,NA
SDN1046,DNA,U1099,liver,DNA liver touched styrofoam box,PBS,NA
SDN1047,DNA,U1100,liver,NA,PBS,NA
SDN1048,DNA,U1101,liver,NA,PBS,NA
SDN1061,DNA,U1102,liver,NA,PBS,NA
SDN1062,DNA,U1103,liver,NA,PBS,NA
SDN1063,DNA,U1104,liver,NA,PBS,NA
SDN1064,DNA,U1105,liver,NA,PBS,NA
SDN1065,DNA,U1106,liver,NA,PBS,NA
SDN1076,DNA,U1107,liver,NA,PBS,NA
SDN1077,DNA,U1108,liver,NA,PBS,NA
SDN1078,DNA,U1109,liver,NA,PBS,NA
SDN1079,DNA,U1110,liver,NA,PBS,NA
SDN1326,DNA,U1111,liver,NA,PBS,NA
SDN1327,DNA,U1112,liver,NA,PBS,NA
SDN1328,DNA,U1113,liver,NA,PBS,NA
SDN1344,DNA,U1114,liver,NA,PBS,NA
SDN1345,DNA,U1115,liver,NA,PBS,NA
SDN1346,DNA,U1116,liver,NA,PBS,NA
SDN1363,DNA,U1117,liver,NA,PBS,NA
SDN1364,DNA,U1118,liver,NA,PBS,NA
S1119DN1,DNA,U1119,liver,NA,NA,NA
SDN1366,DNA,U1120,liver,NA,PBS,NA
SDN1049,DNA,U1121,liver,NA,PBS,NA
SDN1050,DNA,U1122,liver,NA,PBS,NA
SDN1051,DNA,U1123,liver,NA,PBS,NA
SDN1052,DNA,U1124,liver,NA,PBS,NA
SDN1053,DNA,U1125,liver,NA,PBS,NA
SDN1066,DNA,U1126,liver,NA,PBS,NA
SDN1067,DNA,U1127,liver,NA,PBS,NA
SDN1068,DNA,U1128,liver,NA,PBS,NA
SDN1080,DNA,U1129,liver,NA,PBS,NA
SDN1081,DNA,U1130,liver,NA,PBS,NA
SDN1054,DNA,U1131,liver,NA,PBS,NA
SDN1055,DNA,U1132,liver,NA,PBS,NA
SDN1056,DNA,U1133,liver,NA,PBS,NA
SDN1057,DNA,U1134,liver,NA,PBS,NA
SDN1069,DNA,U1135,liver,NA,PBS,NA
SDN1070,DNA,U1136,liver,NA,PBS,NA
SDN1071,DNA,U1137,liver,NA,PBS,NA
SDN1072,DNA,U1138,liver,NA,PBS,NA
SDN1082,DNA,U1139,liver,NA,PBS,NA
SDN1083,DNA,U1140,liver,NA,PBS,NA
SDN1073,DNA,U1141,liver,NA,PBS,NA
SDN1074,DNA,U1142,liver,NA,PBS,NA
SDN1075,DNA,U1143,liver,NA,PBS,NA
SDN1084,DNA,U1144,liver,NA,PBS,NA
SDN1085,DNA,U1145,liver,NA,PBS,NA
SDN1086,DNA,U1146,liver,NA,PBS,NA
SDN1094,DNA,U1147,liver,NA,PBS,NA
SDN1095,DNA,U1148,liver,NA,PBS,NA
SDN1096,DNA,U1149,liver,NA,PBS,NA
S1150DN1,DNA,U1150,liver,NA,NA,NA
SDN1087,DNA,U1151,liver,NA,PBS,NA
SDN1088,DNA,U1152,liver,NA,PBS,NA
SDN1089,DNA,U1153,liver,NA,PBS,NA
SDN1098,DNA,U1154,liver,NA,PBS,NA
SDN1099,DNA,U1155,liver,NA,PBS,NA
SDN1100,DNA,U1156,liver,NA,PBS,NA
SDN1101,DNA,U1157,liver,NA,PBS,NA
SDN1108,DNA,U1158,liver,NA,PBS,NA
SDN1109,DNA,U1159,liver,NA,PBS,NA
SDN1110,DNA,U1160,liver,NA,PBS,NA
SDN1090,DNA,U1161,liver,NA,PBS,NA
SDN1091,DNA,U1162,liver,NA,PBS,NA
SDN1092,DNA,U1163,liver,NA,PBS,NA
SDN1093,DNA,U1164,liver,NA,PBS,NA
SDN1102,DNA,U1165,liver,NA,PBS,NA
SDN1103,DNA,U1166,liver,NA,PBS,NA
SDN1111,DNA,U1167,liver,NA,PBS,NA
SDN1112,DNA,U1168,liver,NA,PBS,NA
SDN1113,DNA,U1169,liver,NA,PBS,NA
SDN1118,DNA,U1170,liver,NA,PBS,NA
SDN1104,DNA,U1171,liver,NA,PBS,NA
SDN1105,DNA,U1172,liver,NA,PBS,NA
SDN1106,DNA,U1173,liver,NA,PBS,NA
SDN1119,DNA,U1174,liver,NA,PBS,NA
SDN1120,DNA,U1175,liver,NA,PBS,NA
SDN1121,DNA,U1176,liver,NA,PBS,NA
SDN1122,DNA,U1177,liver,NA,PBS,NA
SDN1123,DNA,U1178,liver,NA,PBS,NA
SDN1124,DNA,U1179,liver,NA,PBS,NA
SDN1139,DNA,U1180,liver,NA,PBS,NA
SDN1347,DNA,U1181,liver,NA,PBS,NA
SDN1348,DNA,U1182,liver,NA,PBS,NA
SDN1349,DNA,U1183,liver,NA,PBS,NA
SDN1350,DNA,U1184,liver,NA,PBS,NA
SDN1367,DNA,U1185,liver,NA,PBS,NA
SDN1368,DNA,U1186,liver,NA,PBS,NA
SDN1369,DNA,U1187,liver,NA,PBS,NA
S1188DN1,DNA,U1188,liver,NA,NA,NA
S1189DN1,DNA,U1189,liver,NA,NA,NA
S1190DN1,DNA,U1190,liver,NA,NA,NA
SDN1107,DNA,U1191,liver,NA,PBS,NA
SDN1114,DNA,U1192,liver,NA,PBS,NA
SDN1115,DNA,U1193,liver,NA,PBS,NA
SDN1116,DNA,U1194,liver,NA,PBS,NA
SDN1125,DNA,U1195,liver,NA,PBS,NA
SDN1126,DNA,U1196,liver,NA,PBS,NA
SDN1127,DNA,U1197,liver,NA,PBS,NA
SDN1128,DNA,U1198,liver,NA,PBS,NA
SDN1129,DNA,U1199,liver,NA,PBS,NA
SDN1130,DNA,U1200,liver,NA,PBS,NA
SDN1117,DNA,U1201,liver,NA,PBS,NA
SDN1131,DNA,U1202,liver,NA,PBS,NA
SDN1132,DNA,U1203,liver,NA,PBS,NA
SDN1133,DNA,U1204,liver,NA,PBS,NA
SDN1134,DNA,U1205,liver,NA,PBS,NA
SDN1140,DNA,U1206,liver,NA,PBS,NA
SDN1141,DNA,U1207,liver,NA,PBS,NA
SDN1142,DNA,U1208,liver,NA,PBS,NA
SDN1143,DNA,U1209,liver,NA,PBS,NA
SDN1144,DNA,U1210,liver,NA,PBS,NA
SDN1135,DNA,U1211,liver,NA,PBS,NA
SDN1136,DNA,U1212,liver,NA,PBS,NA
SDN1137,DNA,U1213,liver,NA,PBS,NA
SDN1145,DNA,U1214,liver,NA,PBS,NA
SDN1146,DNA,U1215,liver,NA,PBS,NA
SDN1147,DNA,U1216,liver,NA,PBS,NA
SDN1148,DNA,U1217,liver,NA,PBS,NA
SDN1149,DNA,U1218,liver,NA,PBS,NA
SDN1150,DNA,U1219,liver,NA,PBS,NA
SDN1151,DNA,U1220,liver,NA,PBS,NA
SDN1138,DNA,U1221,liver,NA,PBS,NA
SDN1152,DNA,U1222,liver,NA,PBS,NA
SDN1153,DNA,U1223,liver,NA,PBS,NA
SDN1154,DNA,U1224,liver,NA,PBS,NA
SDN1155,DNA,U1225,liver,NA,PBS,NA
SDN1161,DNA,U1226,liver,NA,PBS,NA
SDN1162,DNA,U1227,liver,NA,PBS,NA
SDN1163,DNA,U1228,liver,NA,PBS,NA
SDN1164,DNA,U1229,liver,NA,PBS,NA
SDN1165,DNA,U1230,liver,NA,PBS,NA
SDN1156,DNA,U1231,liver,NA,PBS,NA
SDN1166,DNA,U1232,liver,NA,PBS,NA
SDN1167,DNA,U1233,liver,NA,PBS,NA
SDN1168,DNA,U1234,liver,NA,PBS,NA
SDN1191,DNA,U1235,liver,NA,PBS,NA
SDN1192,DNA,U1236,liver,NA,PBS,NA
SDN1193,DNA,U1237,liver,NA,PBS,NA
S1238DN1,DNA,U1238,liver,NA,NA,NA
SDN1209,DNA,U1239,liver,NA,PBS,NA
SDN1210,DNA,U1240,liver,NA,PBS,NA
SDN1157,DNA,U1241,liver,NA,PBS,NA
SDN1158,DNA,U1242,liver,NA,PBS,NA
SDN1159,DNA,U1243,liver,NA,PBS,NA
SDN1169,DNA,U1244,liver,NA,PBS,NA
SDN1170,DNA,U1245,liver,NA,PBS,NA
SDN1171,DNA,U1246,liver,NA,PBS,NA
SDN1177,DNA,U1247,liver,NA,PBS,NA
SDN1178,DNA,U1248,liver,NA,PBS,NA
S1249DN1,DNA,U1249,liver,NA,NA,NA
SDN1180,DNA,U1250,liver,NA,PBS,NA
SDN1160,DNA,U1251,liver,NA,PBS,NA
SDN1172,DNA,U1252,liver,NA,PBS,NA
SDN1173,DNA,U1253,liver,NA,PBS,NA
SDN1174,DNA,U1254,liver,NA,PBS,NA
SDN1175,DNA,U1255,liver,NA,PBS,NA
SDN1181,DNA,U1256,liver,NA,PBS,NA
SDN1182,DNA,U1257,liver,NA,PBS,NA
SDN1183,DNA,U1258,liver,NA,PBS,NA
S1259DN1,DNA,U1259,liver,NA,NA,NA
SDN1185,DNA,U1260,liver,NA,PBS,NA
SDN1176,DNA,U1261,liver,NA,PBS,NA
SDN1186,DNA,U1262,liver,NA,PBS,NA
SDN1187,DNA,U1263,liver,NA,PBS,NA
SDN1188,DNA,U1264,liver,NA,PBS,NA
SDN1189,DNA,U1265,liver,NA,PBS,NA
SDN1190,DNA,U1266,liver,NA,PBS,NA
SDN1195,DNA,U1267,liver,NA,PBS,NA
SDN1211,DNA,U1268,liver,NA,PBS,NA
SDN1212,DNA,U1269,liver,NA,PBS,NA
SDN1213,DNA,U1270,liver,NA,PBS,NA
SDN1196,DNA,U1271,liver,NA,PBS,NA
SDN1197,DNA,U1272,liver,NA,PBS,NA
SDN1198,DNA,U1273,liver,NA,PBS,NA
SDN1199,DNA,U1274,liver,NA,PBS,NA
SDN1200,DNA,U1275,liver,NA,PBS,NA
SDN1201,DNA,U1276,liver,NA,PBS,NA
SDN1202,DNA,U1277,liver,NA,PBS,NA
SDN1214,DNA,U1278,liver,NA,PBS,NA
SDN1215,DNA,U1279,liver,NA,PBS,NA
SDN1216,DNA,U1280,liver,NA,PBS,NA
SDN1203,DNA,U1281,liver,NA,PBS,NA
SDN1204,DNA,U1282,liver,NA,PBS,NA
SDN1205,DNA,U1283,liver,NA,PBS,NA
SDN1206,DNA,U1284,liver,NA,PBS,NA
SDN1207,DNA,U1285,liver,NA,PBS,NA
SDN1208,DNA,U1286,liver,NA,PBS,NA
SDN1217,DNA,U1287,liver,NA,PBS,NA
SDN1218,DNA,U1288,liver,NA,PBS,NA
SDN1219,DNA,U1289,liver,NA,PBS,NA
SDN1220,DNA,U1290,liver,NA,PBS,NA
SDN1221,DNA,U1291,liver,NA,PBS,NA
SDN1222,DNA,U1292,liver,NA,PBS,NA
SDN1229,DNA,U1293,liver,NA,PBS,NA
SDN1230,DNA,U1294,liver,NA,PBS,NA
SDN1231,DNA,U1295,liver,NA,PBS,NA
SDN1232,DNA,U1296,liver,NA,PBS,NA
SDN1251,DNA,U1297,liver,NA,PBS,NA
SDN1252,DNA,U1298,liver,NA,PBS,NA
SDN1253,DNA,U1299,liver,NA,PBS,NA
SDN1264,DNA,U1300,liver,NA,PBS,NA
SDN1223,DNA,U1301,liver,NA,PBS,NA
SDN1224,DNA,U1302,liver,NA,PBS,NA
SDN1225,DNA,U1303,liver,NA,PBS,NA
SDN1233,DNA,U1304,liver,NA,PBS,NA
SDN1234,DNA,U1305,liver,NA,PBS,NA
SDN1235,DNA,U1306,liver,NA,PBS,NA
SDN1236,DNA,U1307,liver,NA,PBS,NA
SDN1237,DNA,U1308,liver,NA,PBS,NA
SDN1245,DNA,U1309,liver,NA,PBS,NA
SDN1248,DNA,U1310,liver,NA,PBS,NA
SDN1226,DNA,U1311,liver,NA,PBS,NA
SDN1227,DNA,U1312,liver,NA,PBS,NA
SDN1228,DNA,U1313,liver,NA,PBS,NA
SDN1238,DNA,U1314,liver,NA,PBS,NA
S1315DN1,DNA,U1315,liver,NA,NA,NA
SDN1249,DNA,U1316,liver,NA,PBS,NA
SDN1254,DNA,U1317,liver,NA,PBS,NA
SDN1255,DNA,U1318,liver,NA,PBS,NA
SDN1256,DNA,U1319,liver,NA,PBS,NA
SDN1257,DNA,U1320,liver,NA,PBS,NA
SDN1239,DNA,U1321,liver,NA,PBS,NA
SDN1240,DNA,U1322,liver,NA,PBS,NA
SDN1241,DNA,U1323,liver,NA,PBS,NA
SDN1242,DNA,U1324,liver,NA,PBS,NA
SDN1243,DNA,U1325,liver,NA,PBS,NA
SDN1244,DNA,U1326,liver,NA,PBS,NA
SDN1247,DNA,U1327,liver,NA,PBS,NA
SDN1250,DNA,U1328,liver,NA,PBS,NA
SDN1258,DNA,U1329,liver,NA,PBS,NA
SDN1259,DNA,U1330,liver,NA,PBS,NA
SDN1260,DNA,U1331,liver,NA,PBS,NA
SDN1261,DNA,U1332,liver,NA,PBS,NA
SDN1262,DNA,U1333,liver,NA,PBS,NA
SDN1265,DNA,U1334,liver,NA,PBS,NA
SDN1266,DNA,U1335,liver,NA,PBS,NA
SDN1267,DNA,U1336,liver,NA,PBS,NA
SDN1268,DNA,U1337,liver,NA,PBS,NA
SDN1269,DNA,U1338,liver,NA,PBS,NA
SDN1270,DNA,U1339,liver,NA,PBS,NA
SDN1271,DNA,U1340,liver,NA,PBS,NA
SDN1272,DNA,U1341,liver,NA,PBS,NA
SDN1273,DNA,U1342,liver,NA,PBS,NA
SDN1284,DNA,U1343,liver,NA,PBS,NA
S1344DN1,DNA,U1344,liver,NA,NA,NA
SDN1286,DNA,U1345,liver,NA,PBS,NA
SDN1287,DNA,U1346,liver,NA,PBS,NA
SDN1288,DNA,U1347,liver,NA,PBS,NA
SDN1302,DNA,U1348,liver,NA,PBS,NA
SDN1303,DNA,U1349,liver,NA,PBS,NA
SDN1304,DNA,U1350,liver,NA,PBS,NA
SDN1263,DNA,U1351,liver,NA,PBS,NA
S1352DN1,DNA,U1352,liver,NA,NA,NA
SDN1275,DNA,U1353,liver,NA,PBS,NA
SDN1276,DNA,U1354,liver,NA,PBS,NA
SDN1277,DNA,U1355,liver,NA,PBS,NA
SDN1278,DNA,U1356,liver,NA,PBS,NA
SDN1279,DNA,U1357,liver,NA,PBS,NA
SDN1289,DNA,U1358,liver,NA,PBS,NA
S1359DN1,DNA,U1359,liver,NA,NA,NA
SDN1291,DNA,U1360,liver,NA,PBS,NA
SDN1280,DNA,U1361,liver,NA,PBS,NA
SDN1281,DNA,U1362,liver,NA,PBS,NA
SDN1282,DNA,U1363,liver,NA,PBS,NA
SDN1283,DNA,U1364,liver,NA,PBS,NA
SDN1292,DNA,U1365,liver,NA,PBS,NA
SDN1293,DNA,U1366,liver,NA,PBS,NA
SDN1294,DNA,U1367,liver,NA,PBS,NA
SDN1295,DNA,U1368,liver,NA,PBS,NA
SDN1296,DNA,U1369,liver,NA,PBS,NA
SDN1297,DNA,U1370,liver,NA,PBS,NA
SDN1370,DNA,U1371,liver,NA,PBS,NA
SDN1371,DNA,U1372,liver,NA,PBS,NA
SDN1372,DNA,U1373,liver,NA,PBS,NA
SDN1373,DNA,U1374,liver,NA,PBS,NA
S1375DN1,DNA,U1375,liver,NA,NA,NA
S1376DN1,DNA,U1376,liver,NA,NA,NA
SDN1351,DNA,U1381,liver,NA,PBS,NA
SDN1352,DNA,U1382,liver,NA,PBS,NA
SDN1374,DNA,U1383,liver,NA,PBS,NA
SDN1375,DNA,U1384,liver,NA,PBS,NA
S1385DN1,DNA,U1385,liver,NA,NA,NA
S1386DN1,DNA,U1386,liver,NA,NA,NA
S1387DN1,DNA,U1387,liver,NA,NA,NA
S1388DN1,DNA,U1388,liver,NA,NA,NA
S1389DN1,DNA,U1389,liver,NA,NA,NA
S1390DN1,DNA,U1390,liver,NA,NA,NA
SDN1376,DNA,U1391,liver,NA,PBS,NA
S1392DN1,DNA,U1392,liver,NA,NA,NA
S1393DN1,DNA,U1393,liver,NA,NA,NA
S1394DN1,DNA,U1394,liver,NA,NA,NA
S1395DN1,DNA,U1395,liver,NA,NA,NA
S1396DN1,DNA,U1396,liver,NA,NA,NA
S1397DN1,DNA,U1397,liver,NA,NA,NA
S1398DN1,DNA,U1398,liver,NA,NA,NA
S1401DN1,DNA,U1401,liver,NA,NA,NA
S1402DN1,DNA,U1402,liver,NA,NA,NA
S1403DN1,DNA,U1403,liver,NA,NA,NA
S1404DN1,DNA,U1404,liver,NA,NA,NA
S1405DN1,DNA,U1405,liver,NA,NA,NA
S1406DN1,DNA,U1406,liver,NA,NA,NA
S1407DN1,DNA,U1407,liver,NA,NA,NA
S1408DN1,DNA,U1408,liver,NA,NA,NA
S1411DN1,DNA,U1411,liver,NA,NA,NA
S1412DN1,DNA,U1412,liver,NA,NA,NA
JS01302,DNA,U1422,fin_clip,NA,NA,NA
JS01307,DNA,U1423,fin_clip,NA,NA,NA
JS01308,DNA,U1424,fin_clip,NA,NA,NA
JS00412,DNA,U1425,fin_clip,NA,PBS,NA
JS00416,DNA,U1426,fin_clip,NA,PBS,NA
JS00417,DNA,U1427,fin_clip,NA,PBS,NA
DS00708,DNA,U1428,fin_clip,NA,PBS,NA
DS00705,DNA,U1429,fin_clip,NA,PBS,NA
DS00710,DNA,U1430,fin_clip,NA,PBS,NA
JS01301,DNA,U1431,fin_clip,NA,PBS,NA
JS01306,DNA,U1432,fin_clip,NA,NA,NA
JS01309,DNA,U1433,fin_clip,NA,NA,NA
JS01303,DNA,U1434,fin_clip,NA,NA,NA
JS01310,DNA,U1435,fin_clip,NA,NA,NA
JS01304,DNA,U1436,fin_clip,NA,NA,NA
JS01205,DNA,U1437,fin_clip,NA,PBS,NA
JS01206,DNA,U1438,fin_clip,NA,PBS,NA
JS01045,DNA,U1439,fin_clip,NA,PBS,NA
JS01041,DNA,U1440,fin_clip,NA,PBS,NA
JS01305,DNA,U1441,fin_clip,NA,NA,NA
JS01204,DNA,U1442,fin_clip,NA,PBS,NA
JS01210,DNA,U1443,fin_clip,NA,PBS,NA
JS01208,DNA,U1444,fin_clip,NA,PBS,NA
JS01209,DNA,U1445,fin_clip,NA,PBS,NA
JS01202,DNA,U1446,fin_clip,NA,PBS,NA
JS01048,DNA,U1447,fin_clip,NA,PBS,NA
JS01042,DNA,U1448,fin_clip,NA,PBS,NA
JS01043,DNA,U1449,fin_clip,NA,PBS,NA
JS01046,DNA,U1450,fin_clip,NA,PBS,NA
JS01201,DNA,U1451,fin_clip,NA,PBS,NA
JS01207,DNA,U1452,fin_clip,NA,PBS,NA
JS01203,DNA,U1453,fin_clip,NA,PBS,NA
JS01044,DNA,U1454,fin_clip,NA,PBS,NA
JS01050,DNA,U1455,fin_clip,NA,PBS,NA
JS01049,DNA,U1461,fin_clip,NA,PBS,NA
JS01280,DNA,U1462,fin_clip,NA,PBS,NA
JS01271,DNA,U1463,fin_clip,NA,PBS,NA
JS01277,DNA,U1464,fin_clip,NA,PBS,NA
JS01098,DNA,U1465,fin_clip,NA,PBS,NA
JS01096,DNA,U1466,fin_clip,NA,PBS,NA
JS01093,DNA,U1467,fin_clip,NA,PBS,NA
JS01099,DNA,U1468,fin_clip,NA,PBS,NA
JS01091,DNA,U1469,fin_clip,NA,PBS,NA
JS00994,DNA,U1470,fin_clip,NA,PBS,NA
JS01047,DNA,U1471,fin_clip,NA,PBS,NA
JS01274,DNA,U1472,fin_clip,NA,PBS,NA
JS01278,DNA,U1473,fin_clip,NA,PBS,NA
JS01279,DNA,U1474,fin_clip,NA,NA,NA
JS01272,DNA,U1475,fin_clip,NA,PBS,NA
JS01275,DNA,U1476,fin_clip,NA,PBS,NA
JS01273,DNA,U1477,fin_clip,NA,PBS,NA
JS01276,DNA,U1478,fin_clip,NA,PBS,NA
DS01025,DNA,U1479,fin_clip,NA,PBS,NA
DS01029,DNA,U1480,fin_clip,NA,PBS,NA
DS01026,DNA,U1481,fin_clip,NA,PBS,NA
DS01030,DNA,U1482,fin_clip,NA,PBS,NA
DS01022,DNA,U1483,fin_clip,NA,PBS,NA
DS01024,DNA,U1484,fin_clip,NA,PBS,NA
DS01023,DNA,U1485,fin_clip,NA,PBS,NA
DS01027,DNA,U1486,fin_clip,NA,PBS,NA
DS01028,DNA,U1487,fin_clip,NA,NA,NA
DS01021,DNA,U1488,fin_clip,NA,PBS,NA
