ufn,sample_type,sample_id,sample_comments,analyzing_lab,sample_quality_flag,sample_quality_log
U1512,RNA_DNA,S1512RD1,NA,UBC_Hunt,AV,NA
U1511,RNA_DNA,S1511RD1,NA,UBC_Hunt,AV,NA
U1470,RNA_DNA,S1470RD1,NA,UBC_Hunt,AV,NA
U1469,RNA_DNA,S1469RD1,NA,UBC_Hunt,AV,NA
U1468,RNA_DNA,S1468RD1,NA,UBC_Hunt,AV,NA
U1467,RNA_DNA,S1467RD1,NA,UBC_Hunt,AV,NA
U1509,RNA_DNA,S1509RD1,Improper handling of RNA microtube caps may have cross contaminated tissue samples,UBC_Hunt,AV,NA
U1545,RNA_DNA,S1545RD1,Improper handling of RNA microtube caps may have cross contaminated tissue samples,UBC_Hunt,AV,NA
U1544,RNA_DNA,S1544RD1,Improper handling of RNA microtube caps may have cross contaminated tissue samples,UBC_Hunt,AV,NA
U1543,RNA_DNA,S1543RD1,Improper handling of RNA microtube caps may have cross contaminated tissue samples,UBC_Hunt,AV,NA
U1542,RNA_DNA,S1542RD1,Improper handling of RNA microtube caps may have cross contaminated tissue samples,UBC_Hunt,AV,NA
U1541,RNA_DNA,S1541RD1,Improper handling of RNA microtube caps may have cross contaminated tissue samples,UBC_Hunt,AV,NA
U1530,RNA_DNA,S1530RD1,Improper handling of RNA microtube caps may have cross contaminated tissue samples,UBC_Hunt,AV,NA
U1529,RNA_DNA,S1529RD1,Improper handling of RNA microtube caps may have cross contaminated tissue samples,UBC_Hunt,AV,NA
U1528,RNA_DNA,S1528RD1,Improper handling of RNA microtube caps may have cross contaminated tissue samples,UBC_Hunt,AV,NA
U1563,RNA_DNA,S1563RD1,Improper handling of RNA microtube caps may have cross contaminated tissue samples,UBC_Hunt,AV,NA
U1562,RNA_DNA,S1562RD1,Improper handling of RNA microtube caps may have cross contaminated tissue samples,UBC_Hunt,AV,NA
U1561,RNA_DNA,S1561RD1,Improper handling of RNA microtube caps may have cross contaminated tissue samples,UBC_Hunt,AV,NA
U1550,RNA_DNA,S1550RD1,Improper handling of RNA microtube caps may have cross contaminated tissue samples,UBC_Hunt,AV,NA
U1549,RNA_DNA,S1549RD1,Improper handling of RNA microtube caps may have cross contaminated tissue samples,UBC_Hunt,AV,NA
U1548,RNA_DNA,S1548RD1,Improper handling of RNA microtube caps may have cross contaminated tissue samples,UBC_Hunt,AV,NA
U1547,RNA_DNA,S1547RD1,Improper handling of RNA microtube caps may have cross contaminated tissue samples,UBC_Hunt,AV,NA
U1546,RNA_DNA,S1546RD1,Improper handling of RNA microtube caps may have cross contaminated tissue samples,UBC_Hunt,AV,NA
U1539,RNA_DNA,S1539RD1,NA,UBC_Hunt,AV,NA
U1555,RNA_DNA,S1555RD1,NA,UBC_Hunt,AV,NA
U1554,RNA_DNA,S1554RD1,NA,UBC_Hunt,AV,NA
U1553,RNA_DNA,S1553RD1,NA,UBC_Hunt,AV,NA
U1552,RNA_DNA,S1552RD1,NA,UBC_Hunt,AV,NA
U1551,RNA_DNA,S1551RD1,NA,UBC_Hunt,AV,NA
U1540,RNA_DNA,S1540RD1,NA,UBC_Hunt,AV,NA
U1571,RNA_DNA,S1571RD1,Improper handling of RNA microtube caps may have cross contaminated tissue samples,UBC_Hunt,AV,NA
U1570,RNA_DNA,S1570RD1,Improper handling of RNA microtube caps may have cross contaminated tissue samples,UBC_Hunt,AV,NA
U1569,RNA_DNA,S1569RD1,Improper handling of RNA microtube caps may have cross contaminated tissue samples,UBC_Hunt,AV,NA
U1568,RNA_DNA,S1568RD1,Improper handling of RNA microtube caps may have cross contaminated tissue samples,UBC_Hunt,AV,NA
U1567,RNA_DNA,S1567RD1,Improper handling of RNA microtube caps may have cross contaminated tissue samples,UBC_Hunt,AV,NA
U1566,RNA_DNA,S1566RD1,Improper handling of RNA microtube caps may have cross contaminated tissue samples,UBC_Hunt,AV,NA
U1565,RNA_DNA,S1565RD1,Improper handling of RNA microtube caps may have cross contaminated tissue samples,UBC_Hunt,AV,NA
U1564,RNA_DNA,S1564RD1,Improper handling of RNA microtube caps may have cross contaminated tissue samples,UBC_Hunt,AV,NA
U1577,RNA_DNA,S1577RD1,Improper handling of RNA microtube caps may have cross contaminated tissue samples,UBC_Hunt,AV,NA
U1576,RNA_DNA,S1576RD1,Improper handling of RNA microtube caps may have cross contaminated tissue samples,UBC_Hunt,AV,NA
U1575,RNA_DNA,S1575RD1,Improper handling of RNA microtube caps may have cross contaminated tissue samples,UBC_Hunt,AV,NA
U1574,RNA_DNA,S1574RD1,Improper handling of RNA microtube caps may have cross contaminated tissue samples,UBC_Hunt,AV,NA
U1573,RNA_DNA,S1573RD1,Improper handling of RNA microtube caps may have cross contaminated tissue samples,UBC_Hunt,AV,NA
U1572,RNA_DNA,S1572RD1,Improper handling of RNA microtube caps may have cross contaminated tissue samples,UBC_Hunt,AV,NA
U1558,RNA_DNA,S1558RD1,NA,UBC_Hunt,AV,NA
U1557,RNA_DNA,S1557RD1,NA,UBC_Hunt,AV,NA
U1585,RNA_DNA,S1585RD1,Improper handling of RNA microtube caps may have cross contaminated tissue samples,UBC_Hunt,AV,NA
U1584,RNA_DNA,S1584RD1,Improper handling of RNA microtube caps may have cross contaminated tissue samples,UBC_Hunt,AV,NA
U1583,RNA_DNA,S1583RD1,Improper handling of RNA microtube caps may have cross contaminated tissue samples,UBC_Hunt,AV,NA
U1582,RNA_DNA,S1582RD1,Improper handling of RNA microtube caps may have cross contaminated tissue samples,UBC_Hunt,AV,NA
U1581,RNA_DNA,S1581RD1,Improper handling of RNA microtube caps may have cross contaminated tissue samples,UBC_Hunt,AV,NA
U1580,RNA_DNA,S1580RD1,Improper handling of RNA microtube caps may have cross contaminated tissue samples,UBC_Hunt,AV,NA
U1579,RNA_DNA,S1579RD1,Improper handling of RNA microtube caps may have cross contaminated tissue samples,UBC_Hunt,AV,NA
U1578,RNA_DNA,S1578RD1,Improper handling of RNA microtube caps may have cross contaminated tissue samples,UBC_Hunt,AV,NA
U1591,RNA_DNA,S1591RD1,NA,UBC_Hunt,AV,NA
U1520,RNA_DNA,S1520RD1,NA,UBC_Hunt,AV,NA
U1519,RNA_DNA,S1519RD1,NA,UBC_Hunt,AV,NA
U1518,RNA_DNA,S1518RD1,NA,UBC_Hunt,AV,NA
U1517,RNA_DNA,S1517RD1,NA,UBC_Hunt,AV,NA
U1516,RNA_DNA,S1516RD1,NA,UBC_Hunt,AV,NA
U1515,RNA_DNA,S1515RD1,NA,UBC_Hunt,AV,NA
U1514,RNA_DNA,S1514RD1,NA,UBC_Hunt,AV,NA
U1603,RNA_DNA,S1603RD1,Improper handling of RNA microtube caps may have cross contaminated tissue samples,UBC_Hunt,AV,NA
U1602,RNA_DNA,S1602RD1,Improper handling of RNA microtube caps may have cross contaminated tissue samples,UBC_Hunt,AV,NA
U1601,RNA_DNA,S1601RD1,Improper handling of RNA microtube caps may have cross contaminated tissue samples,UBC_Hunt,AV,NA
U1590,RNA_DNA,S1590RD1,Improper handling of RNA microtube caps may have cross contaminated tissue samples,UBC_Hunt,AV,NA
U1589,RNA_DNA,S1589RD1,Improper handling of RNA microtube caps may have cross contaminated tissue samples,UBC_Hunt,AV,NA
U1588,RNA_DNA,S1588RD1,Improper handling of RNA microtube caps may have cross contaminated tissue samples,UBC_Hunt,AV,NA
U1587,RNA_DNA,S1587RD1,Improper handling of RNA microtube caps may have cross contaminated tissue samples,UBC_Hunt,AV,NA
U1586,RNA_DNA,S1586RD1,Improper handling of RNA microtube caps may have cross contaminated tissue samples,UBC_Hunt,AV,NA
U1599,RNA_DNA,S1599RD1,NA,UBC_Hunt,AV,NA
U1598,RNA_DNA,S1598RD1,NA,UBC_Hunt,AV,NA
U1597,RNA_DNA,S1597RD1,NA,UBC_Hunt,AV,NA
U1596,RNA_DNA,S1596RD1,NA,UBC_Hunt,AV,NA
U1595,RNA_DNA,S1595RD1,NA,UBC_Hunt,AV,NA
U1594,RNA_DNA,S1594RD1,NA,UBC_Hunt,AV,NA
U1593,RNA_DNA,S1593RD1,NA,UBC_Hunt,AV,NA
U1592,RNA_DNA,S1592RD1,NA,UBC_Hunt,AV,NA
U1621,RNA_DNA,S1621RD1,Improper handling of RNA microtube caps may have cross contaminated tissue samples,UBC_Hunt,AV,NA
U1610,RNA_DNA,S1610RD1,Improper handling of RNA microtube caps may have cross contaminated tissue samples,UBC_Hunt,AV,NA
U1609,RNA_DNA,S1609RD1,Improper handling of RNA microtube caps may have cross contaminated tissue samples,UBC_Hunt,AV,NA
U1608,RNA_DNA,S1608RD1,Improper handling of RNA microtube caps may have cross contaminated tissue samples,UBC_Hunt,AV,NA
U1607,RNA_DNA,S1607RD1,Improper handling of RNA microtube caps may have cross contaminated tissue samples,UBC_Hunt,AV,NA
U1606,RNA_DNA,S1606RD1,Improper handling of RNA microtube caps may have cross contaminated tissue samples,UBC_Hunt,AV,NA
U1605,RNA_DNA,S1605RD1,Improper handling of RNA microtube caps may have cross contaminated tissue samples,UBC_Hunt,AV,NA
U1604,RNA_DNA,S1604RD1,Improper handling of RNA microtube caps may have cross contaminated tissue samples,UBC_Hunt,AV,NA
U1629,RNA_DNA,S1629RD1,Improper handling of RNA microtube caps may have cross contaminated tissue samples,UBC_Hunt,AV,NA
U1628,RNA_DNA,S1628RD1,Improper handling of RNA microtube caps may have cross contaminated tissue samples,UBC_Hunt,AV,NA
U1627,RNA_DNA,S1627RD1,Improper handling of RNA microtube caps may have cross contaminated tissue samples,UBC_Hunt,AV,NA
U1626,RNA_DNA,S1626RD1,Improper handling of RNA microtube caps may have cross contaminated tissue samples,UBC_Hunt,AV,NA
U1625,RNA_DNA,S1625RD1,Improper handling of RNA microtube caps may have cross contaminated tissue samples,UBC_Hunt,AV,NA
U1624,RNA_DNA,S1624RD1,Improper handling of RNA microtube caps may have cross contaminated tissue samples,UBC_Hunt,AV,NA
U1623,RNA_DNA,S1623RD1,Improper handling of RNA microtube caps may have cross contaminated tissue samples,UBC_Hunt,AV,NA
U1622,RNA_DNA,S1622RD1,Improper handling of RNA microtube caps may have cross contaminated tissue samples,UBC_Hunt,AV,NA
U1613,RNA_DNA,S1613RD1,NA,UBC_Hunt,AV,NA
U1612,RNA_DNA,S1612RD1,NA,UBC_Hunt,AV,NA
U1611,RNA_DNA,S1611RD1,NA,UBC_Hunt,AV,NA
U1560,RNA_DNA,S1560RD1,NA,UBC_Hunt,AV,NA
U1559,RNA_DNA,S1559RD1,NA,UBC_Hunt,AV,NA
U1427,RNA_DNA,S1427RD1,NA,UBC_Hunt,AV,NA
U1426,RNA_DNA,S1426RD1,NA,UBC_Hunt,AV,NA
U1425,RNA_DNA,S1425RD1,NA,UBC_Hunt,AV,NA
U1429,RNA_DNA,S1429RD1,NA,UBC_Hunt,AV,NA
U1428,RNA_DNA,S1428RD1,NA,UBC_Hunt,AV,NA
U1635,RNA_DNA,S1635RD1,NA,UBC_Hunt,AV,NA
U1634,RNA_DNA,S1634RD1,NA,UBC_Hunt,AV,NA
U1633,RNA_DNA,S1633RD1,NA,UBC_Hunt,AV,NA
U1632,RNA_DNA,S1632RD1,NA,UBC_Hunt,AV,NA
U1631,RNA_DNA,S1631RD1,NA,UBC_Hunt,AV,NA
U1600,RNA_DNA,S1600RD1,NA,UBC_Hunt,AV,NA
U1614,RNA_DNA,S1614RD1,NA,UBC_Hunt,AV,NA
U1646,RNA_DNA,S1646RD1,NA,UBC_Hunt,AV,NA
U1645,RNA_DNA,S1645RD1,NA,UBC_Hunt,AV,NA
U1644,RNA_DNA,S1644RD1,NA,UBC_Hunt,AV,NA
U1643,RNA_DNA,S1643RD1,NA,UBC_Hunt,AV,NA
U1642,RNA_DNA,S1642RD1,NA,UBC_Hunt,AV,NA
U1641,RNA_DNA,S1641RD1,NA,UBC_Hunt,AV,NA
U1630,RNA_DNA,S1630RD1,Improper handling of RNA microtube caps may have cross contaminated tissue samples,UBC_Hunt,AV,NA
U1640,RNA_DNA,S1640RD1,NA,UBC_Hunt,AV,NA
U1649,RNA_DNA,S1649RD1,NA,UBC_Hunt,AV,NA
U1648,RNA_DNA,S1648RD1,NA,UBC_Hunt,AV,NA
U1647,RNA_DNA,S1647RD1,NA,UBC_Hunt,AV,NA
U1639,RNA_DNA,S1639RD1,NA,UBC_Hunt,AV,NA
U1638,RNA_DNA,S1638RD1,NA,UBC_Hunt,AV,NA
U1637,RNA_DNA,S1637RD1,NA,UBC_Hunt,AV,NA
U1636,RNA_DNA,S1636RD1,NA,UBC_Hunt,AV,NA
U1657,RNA_DNA,S1657RD1,NA,UBC_Hunt,AV,NA
U1656,RNA_DNA,S1656RD1,NA,UBC_Hunt,AV,NA
U1655,RNA_DNA,S1655RD1,NA,UBC_Hunt,AV,NA
U1654,RNA_DNA,S1654RD1,NA,UBC_Hunt,AV,NA
U1653,RNA_DNA,S1653RD1,NA,UBC_Hunt,AV,NA
U1652,RNA_DNA,S1652RD1,NA,UBC_Hunt,AV,NA
U1651,RNA_DNA,S1651RD1,NA,UBC_Hunt,AV,NA
U1430,RNA_DNA,S1430RD1,NA,UBC_Hunt,AV,NA
U1661,RNA_DNA,S1661RD1,NA,UBC_Hunt,AV,NA
U1662,RNA_DNA,S1662RD1,NA,UBC_Hunt,AV,NA
U1663,RNA_DNA,S1663RD1,NA,UBC_Hunt,AV,NA
U1664,RNA_DNA,S1664RD1,NA,UBC_Hunt,AV,NA
U1665,RNA_DNA,S1665RD1,NA,UBC_Hunt,AV,NA
U1666,RNA_DNA,S1666RD1,NA,UBC_Hunt,AV,NA
U1667,RNA_DNA,S1667RD1,NA,UBC_Hunt,AV,NA
U1668,RNA_DNA,S1668RD1,NA,UBC_Hunt,AV,NA
U1671,RNA_DNA,S1671RD1,NA,UBC_Hunt,AV,NA
U1672,RNA_DNA,S1672RD1,NA,UBC_Hunt,AV,NA
U1673,RNA_DNA,S1673RD1,NA,UBC_Hunt,AV,NA
U1674,RNA_DNA,S1674RD1,NA,UBC_Hunt,AV,NA
U1675,RNA_DNA,S1675RD1,NA,UBC_Hunt,AV,NA
U1676,RNA_DNA,S1676RD1,NA,UBC_Hunt,AV,NA
U1677,RNA_DNA,S1677RD1,NA,UBC_Hunt,AV,NA
U1678,RNA_DNA,S1678RD1,NA,UBC_Hunt,AV,NA
U1658,RNA_DNA,S1658RD1,NA,UBC_Hunt,AV,NA
U1659,RNA_DNA,S1659RD1,NA,UBC_Hunt,AV,NA
U1660,RNA_DNA,S1660RD1,NA,UBC_Hunt,AV,NA
U1691,RNA_DNA,S1691RD1,NA,UBC_Hunt,AV,NA
U1692,RNA_DNA,S1692RD1,NA,UBC_Hunt,AV,NA
U1693,RNA_DNA,S1693RD1,NA,UBC_Hunt,AV,NA
U1694,RNA_DNA,S1694RD1,NA,UBC_Hunt,AV,NA
U1695,RNA_DNA,S1695RD1,NA,UBC_Hunt,AV,NA
U1669,RNA_DNA,S1669RD1,NA,UBC_Hunt,AV,NA
U1670,RNA_DNA,S1670RD1,NA,UBC_Hunt,AV,NA
U1701,RNA_DNA,S1701RD1,NA,UBC_Hunt,AV,NA
U1702,RNA_DNA,S1702RD1,NA,UBC_Hunt,AV,NA
U1703,RNA_DNA,S1703RD1,Forgot to cap vials overnight. Muscle contaminated with that of U1704,UBC_Hunt,AV,NA
U1704,RNA_DNA,S1704RD1,NA,UBC_Hunt,AV,NA
U1705,RNA_DNA,S1705RD1,NA,UBC_Hunt,AV,NA
U1706,RNA_DNA,S1706RD1,NA,UBC_Hunt,AV,NA
U1707,RNA_DNA,S1707RD1,NA,UBC_Hunt,AV,NA
U1708,RNA_DNA,S1708RD1,NA,UBC_Hunt,AV,NA
U1709,RNA_DNA,S1709RD1,NA,UBC_Hunt,AV,NA
U1710,RNA_DNA,S1710RD1,NA,UBC_Hunt,AV,NA
U1711,RNA_DNA,S1711RD1,NA,UBC_Hunt,AV,NA
U1712,RNA_DNA,S1712RD1,NA,UBC_Hunt,AV,NA
U1713,RNA_DNA,S1713RD1,NA,UBC_Hunt,AV,NA
U1714,RNA_DNA,S1714RD1,NA,UBC_Hunt,AV,NA
U1696,RNA_DNA,S1696RD1,NA,UBC_Hunt,AV,NA
U1697,RNA_DNA,S1697RD1,NA,UBC_Hunt,AV,NA
U1698,RNA_DNA,S1698RD1,NA,UBC_Hunt,AV,NA
U1699,RNA_DNA,S1699RD1,NA,UBC_Hunt,AV,NA
U1700,RNA_DNA,S1700RD1,NA,UBC_Hunt,AV,NA
U1741,RNA_DNA,S1741RD1,NA,UBC_Hunt,AV,NA
U1742,RNA_DNA,S1742RD1,NA,UBC_Hunt,AV,NA
U1743,RNA_DNA,S1743RD1,Fish fell on floor,UBC_Hunt,AV,NA
U1715,RNA_DNA,S1715RD1,NA,UBC_Hunt,AV,NA
U1716,RNA_DNA,S1716RD1,NA,UBC_Hunt,AV,NA
U1717,RNA_DNA,S1717RD1,NA,UBC_Hunt,AV,NA
U1718,RNA_DNA,S1718RD1,NA,UBC_Hunt,AV,NA
U1720,RNA_DNA,S1720RD1,NA,UBC_Hunt,AV,NA
U1731,RNA_DNA,S1731RD1,NA,UBC_Hunt,AV,NA
U1732,RNA_DNA,S1732RD1,NA,UBC_Hunt,AV,NA
U1744,RNA_DNA,S1744RD1,NA,UBC_Hunt,AV,NA
U1745,RNA_DNA,S1745RD1,NA,UBC_Hunt,AV,NA
U1746,RNA_DNA,S1746RD1,NA,UBC_Hunt,AV,NA
U1747,RNA_DNA,S1747RD1,NA,UBC_Hunt,AV,NA
U1748,RNA_DNA,S1748RD1,NA,UBC_Hunt,AV,NA
U1749,RNA_DNA,S1749RD1,NA,UBC_Hunt,AV,NA
U1750,RNA_DNA,S1750RD1,NA,UBC_Hunt,AV,NA
U1781,RNA_DNA,S1781RD1,NA,UBC_Hunt,AV,NA
U1733,RNA_DNA,S1733RD1,NA,UBC_Hunt,AV,NA
U1734,RNA_DNA,S1734RD1,NA,UBC_Hunt,AV,NA
U1735,RNA_DNA,S1735RD1,NA,UBC_Hunt,AV,NA
U1736,RNA_DNA,S1736RD1,NA,UBC_Hunt,AV,NA
U1737,RNA_DNA,S1737RD1,NA,UBC_Hunt,AV,NA
U1738,RNA_DNA,S1738RD1,NA,UBC_Hunt,AV,NA
U1739,RNA_DNA,S1739RD1,NA,UBC_Hunt,AV,NA
U1740,RNA_DNA,S1740RD1,NA,UBC_Hunt,AV,NA
U1782,RNA_DNA,S1782RD1,NA,UBC_Hunt,AV,NA
U1783,RNA_DNA,S1783RD1,NA,UBC_Hunt,AV,NA
U1784,RNA_DNA,S1784RD1,NA,UBC_Hunt,AV,NA
U1785,RNA_DNA,S1785RD1,NA,UBC_Hunt,AV,NA
U1786,RNA_DNA,S1786RD1,NA,UBC_Hunt,AV,NA
U1787,RNA_DNA,S1787RD1,NA,UBC_Hunt,AV,NA
U1788,RNA_DNA,S1788RD1,NA,UBC_Hunt,AV,NA
U1789,RNA_DNA,S1789RD1,NA,UBC_Hunt,AV,NA
U1771,RNA_DNA,S1771RD1,NA,UBC_Hunt,AV,NA
U1772,RNA_DNA,S1772RD1,NA,UBC_Hunt,AV,NA
U1773,RNA_DNA,S1773RD1,NA,UBC_Hunt,AV,NA
U1774,RNA_DNA,S1774RD1,NA,UBC_Hunt,AV,NA
U1775,RNA_DNA,S1775RD1,NA,UBC_Hunt,AV,NA
U1776,RNA_DNA,S1776RD1,NA,UBC_Hunt,AV,NA
U1777,RNA_DNA,S1777RD1,NA,UBC_Hunt,AV,NA
U1778,RNA_DNA,S1778RD1,NA,UBC_Hunt,AV,NA
U1779,RNA_DNA,S1779RD1,NA,UBC_Hunt,AV,NA
U1780,RNA_DNA,S1780RD1,NA,UBC_Hunt,AV,NA
U1801,RNA_DNA,S1801RD1,NA,UBC_Hunt,AV,NA
U1802,RNA_DNA,S1802RD1,NA,UBC_Hunt,AV,NA
U1803,RNA_DNA,S1803RD1,NA,UBC_Hunt,AV,NA
U1804,RNA_DNA,S1804RD1,NA,UBC_Hunt,AV,NA
U1805,RNA_DNA,S1805RD1,NA,UBC_Hunt,AV,NA
U1806,RNA_DNA,S1806RD1,NA,UBC_Hunt,AV,NA
U1790,RNA_DNA,S1790RD1,NA,UBC_Hunt,AV,NA
U1811,RNA_DNA,S1811RD1,NA,UBC_Hunt,AV,NA
U1812,RNA_DNA,S1812RD1,NA,UBC_Hunt,AV,NA
U1813,RNA_DNA,S1813RD1,NA,UBC_Hunt,AV,NA
U1814,RNA_DNA,S1814RD1,NA,UBC_Hunt,AV,NA
U1815,RNA_DNA,S1815RD1,NA,UBC_Hunt,AV,NA
U1816,RNA_DNA,S1816RD1,NA,UBC_Hunt,AV,NA
U1817,RNA_DNA,S1817RD1,NA,UBC_Hunt,AV,NA
U1807,RNA_DNA,S1807RD1,NA,UBC_Hunt,AV,NA
U1808,RNA_DNA,S1808RD1,NA,UBC_Hunt,AV,NA
U1809,RNA_DNA,S1809RD1,NA,UBC_Hunt,AV,NA
U1810,RNA_DNA,S1810RD1,NA,UBC_Hunt,AV,NA
U1821,RNA_DNA,S1821RD1,NA,UBC_Hunt,AV,NA
U1822,RNA_DNA,S1822RD1,NA,UBC_Hunt,AV,NA
U1823,RNA_DNA,S1823RD1,NA,UBC_Hunt,AV,NA
U1824,RNA_DNA,S1824RD1,NA,UBC_Hunt,AV,NA
U1818,RNA_DNA,S1818RD1,NA,UBC_Hunt,AV,NA
U1819,RNA_DNA,S1819RD1,NA,UBC_Hunt,AV,NA
U1820,RNA_DNA,S1820RD1,NA,UBC_Hunt,AV,NA
U1831,RNA_DNA,S1831RD1,NA,UBC_Hunt,AV,NA
U1832,RNA_DNA,S1832RD1,NA,UBC_Hunt,AV,NA
U1833,RNA_DNA,S1833RD1,NA,UBC_Hunt,AV,NA
U1834,RNA_DNA,S1834RD1,Fish fell on floor,UBC_Hunt,AV,NA
U1835,RNA_DNA,S1835RD1,NA,UBC_Hunt,AV,NA
U1825,RNA_DNA,S1825RD1,NA,UBC_Hunt,AV,NA
U1826,RNA_DNA,S1826RD1,NA,UBC_Hunt,AV,NA
U1827,RNA_DNA,S1827RD1,NA,UBC_Hunt,AV,NA
U1828,RNA_DNA,S1828RD1,NA,UBC_Hunt,AV,NA
U1829,RNA_DNA,S1829RD1,NA,UBC_Hunt,AV,NA
U1830,RNA_DNA,S1830RD1,NA,UBC_Hunt,AV,NA
U1841,RNA_DNA,S1841RD1,NA,UBC_Hunt,AV,NA
U1842,RNA_DNA,S1842RD1,NA,UBC_Hunt,AV,NA
U1836,RNA_DNA,S1836RD1,NA,UBC_Hunt,AV,NA
U1837,RNA_DNA,S1837RD1,NA,UBC_Hunt,AV,NA
U1840,RNA_DNA,S1840RD1,NA,UBC_Hunt,AV,NA
U1851,RNA_DNA,S1851RD1,NA,UBC_Hunt,AV,NA
U1852,RNA_DNA,S1852RD1,NA,UBC_Hunt,AV,NA
U1853,RNA_DNA,S1853RD1,NA,UBC_Hunt,AV,NA
U1843,RNA_DNA,S1843RD1,NA,UBC_Hunt,AV,NA
U1846,RNA_DNA,S1846RD1,NA,UBC_Hunt,AV,NA
U1847,RNA_DNA,S1847RD1,NA,UBC_Hunt,AV,NA
U1848,RNA_DNA,S1848RD1,NA,UBC_Hunt,AV,NA
U1849,RNA_DNA,S1849RD1,NA,UBC_Hunt,AV,NA
U1850,RNA_DNA,S1850RD1,NA,UBC_Hunt,AV,NA
U1679,RNA_DNA,S1679RD1,NA,UBC_Hunt,AV,NA
U1680,RNA_DNA,S1680RD1,NA,UBC_Hunt,AV,NA
U1681,RNA_DNA,S1681RD1,NA,UBC_Hunt,AV,NA
U1682,RNA_DNA,S1682RD1,NA,UBC_Hunt,AV,NA
U1683,RNA_DNA,S1683RD1,NA,UBC_Hunt,AV,NA
U1684,RNA_DNA,S1684RD1,NA,UBC_Hunt,AV,NA
U1685,RNA_DNA,S1685RD1,NA,UBC_Hunt,AV,NA
U1686,RNA_DNA,S1686RD1,NA,UBC_Hunt,AV,NA
U1861,RNA_DNA,S1861RD1,NA,UBC_Hunt,AV,NA
U1862,RNA_DNA,S1862RD1,NA,UBC_Hunt,AV,NA
U1863,RNA_DNA,S1863RD1,NA,UBC_Hunt,AV,NA
U1864,RNA_DNA,S1864RD1,NA,UBC_Hunt,AV,NA
U1865,RNA_DNA,S1865RD1,NA,UBC_Hunt,AV,NA
U1866,RNA_DNA,S1866RD1,NA,UBC_Hunt,AV,NA
U1867,RNA_DNA,S1867RD1,NA,UBC_Hunt,AV,NA
U1868,RNA_DNA,S1868RD1,NA,UBC_Hunt,AV,NA
U1854,RNA_DNA,S1854RD1,NA,UBC_Hunt,AV,NA
U1855,RNA_DNA,S1855RD1,NA,UBC_Hunt,AV,NA
U1856,RNA_DNA,S1856RD1,NA,UBC_Hunt,AV,NA
U1857,RNA_DNA,S1857RD1,NA,UBC_Hunt,AV,NA
U1858,RNA_DNA,S1858RD1,NA,UBC_Hunt,AV,NA
U1859,RNA_DNA,S1859RD1,NA,UBC_Hunt,AV,NA
U1860,RNA_DNA,S1860RD1,NA,UBC_Hunt,AV,NA
U1876,RNA_DNA,S1876RD1,NA,UBC_Hunt,AV,NA
U1687,RNA_DNA,S1687RD1,NA,UBC_Hunt,AV,NA
U1688,RNA_DNA,S1688RD1,NA,UBC_Hunt,AV,NA
U1689,RNA_DNA,S1689RD1,NA,UBC_Hunt,AV,NA
U1690,RNA_DNA,S1690RD1,NA,UBC_Hunt,AV,NA
U1891,RNA_DNA,S1891RD1,NA,UBC_Hunt,AV,NA
U1892,RNA_DNA,S1892RD1,NA,UBC_Hunt,AV,NA
U1893,RNA_DNA,S1893RD1,NA,UBC_Hunt,AV,NA
U1894,RNA_DNA,S1894RD1,NA,UBC_Hunt,AV,NA
U1869,RNA_DNA,S1869RD1,NA,UBC_Hunt,AV,NA
U1870,RNA_DNA,S1870RD1,NA,UBC_Hunt,AV,NA
U1886,RNA_DNA,S1886RD1,NA,UBC_Hunt,AV,NA
U1887,RNA_DNA,S1887RD1,NA,UBC_Hunt,AV,NA
U1888,RNA_DNA,S1888RD1,NA,UBC_Hunt,AV,NA
U1889,RNA_DNA,S1889RD1,NA,UBC_Hunt,AV,NA
U1890,RNA_DNA,S1890RD1,NA,UBC_Hunt,AV,NA
U1971,RNA_DNA,S1971RD1,NA,UBC_Hunt,AV,NA
U1895,RNA_DNA,S1895RD1,NA,UBC_Hunt,AV,NA
U1896,RNA_DNA,S1896RD1,NA,UBC_Hunt,AV,NA
U1897,RNA_DNA,S1897RD1,NA,UBC_Hunt,AV,NA
U1898,RNA_DNA,S1898RD1,NA,UBC_Hunt,AV,NA
U1899,RNA_DNA,S1899RD1,NA,UBC_Hunt,AV,NA
U1900,RNA_DNA,S1900RD1,NA,UBC_Hunt,AV,NA
U1901,RNA_DNA,S1901RD1,NA,UBC_Hunt,AV,NA
U1902,RNA_DNA,S1902RD1,NA,UBC_Hunt,AV,NA
U1903,RNA_DNA,S1903RD1,NA,UBC_Hunt,AV,NA
U1904,RNA_DNA,S1904RD1,NA,UBC_Hunt,AV,NA
U1905,RNA_DNA,S1905RD1,NA,UBC_Hunt,AV,NA
U1906,RNA_DNA,S1906RD1,NA,UBC_Hunt,AV,NA
U1907,RNA_DNA,S1907RD1,NA,UBC_Hunt,AV,NA
U1908,RNA_DNA,S1908RD1,NA,UBC_Hunt,AV,NA
U1909,RNA_DNA,S1909RD1,NA,UBC_Hunt,AV,NA
U1910,RNA_DNA,S1910RD1,NA,UBC_Hunt,AV,NA
U1877,RNA_DNA,S1877RD1,NA,UBC_Hunt,AV,NA
U1878,RNA_DNA,S1878RD1,NA,UBC_Hunt,AV,NA
U1879,RNA_DNA,S1879RD1,NA,UBC_Hunt,AV,NA
