sample_id,stock_1,region_1,prob_1,stock_2,region_2,prob_2,stock_3,region_3,prob_3,stock_4,region_4,prob_4,stock_5,region_5,prob_5
SDN673,Birkenhead,3,1,,,,,,,,,,,,
SDN674,Chilko,3,0.6828,Chilko_south,2,0.2141,Eagle_L,4,0.0341,Little,4,0.0272,Pinchi_Cr,3,0.0206
SDN678,Gates_Cr,2,1,,,,,,,,,,,,
SDN679,Little,4,0.3854,L_Shuswap,4,0.2597,Quesnel_Horsef,3,0.1815,MiddleShuswap,4,0.0675,L_Adams,4,0.0475
SDN680,Pitt,2,0.3784,Long_Lake,15,0.3411,Smokehouse_Ck,15,0.0887,Big_Silver,4,0.0731,Little,4,0.054
SDN675,Birkenhead,3,1,,,,,,,,,,,,
SDN683,Little,4,0.4037,Quesnel_Horsef,3,0.2891,Chilko_south,2,0.1212,L_Adams,4,0.0806,Eagle_L,4,0.0394
SDN676,Quesnel_Horsef,3,0.8187,Little,4,0.0773,Pinchi_Cr,3,0.0413,M_Horsefly,3,0.0332,Chilko_south,2,0.0107
SDN687,Seymour,2,0.5878,L_Shuswap,4,0.21,Eagle,2,0.1649,Scotch,2,0.0303,L_Adams,4,0.0055
SDN688,Chilko,3,0.9013,Quesnel_Horsef,3,0.0777,Pinchi_Cr,3,0.0096,Chilko_south,2,0.005,M_Horsefly,3,0.0031
SDN689,Gates_Cr,2,1,,,,,,,,,,,,
SDN720,Chilko_south,2,0.7169,Little,4,0.1637,Chilko,3,0.0695,Birkenhead,3,0.0258,Quesnel_Horsef,3,0.0165
SDN721,Quesnel_Horsef,3,0.9954,M_Horsefly,3,0.002,Little,4,0.0006,L_Adams,4,0.0006,Blue_Lead_Ck,3,0.0005
SDN725,Seymour,2,0.6055,Eagle,2,0.197,Scotch,2,0.0838,L_Shuswap,4,0.0816,Eagle_L,4,0.0092
SDN734,Seymour,2,0.7812,Scotch,2,0.173,Eagle,2,0.0458,,,,,,
SDN735,Quesnel_Horsef,3,0.8026,Chilko,3,0.0758,Little,4,0.0606,Pinchi_Cr,3,0.0128,Chilko_south,2,0.0115
SDN736,Chilko_south,2,0.6159,Chilko,3,0.3812,Quesnel_Horsef,3,0.0015,Felix,1,0.0005,M_Horsefly,3,0.0005
S715DN1,Nimpkish,7,0.9773,Vernon,7,0.0222,Woss_Lake,7,0.0005,,,,,,
SDN697,Nimpkish,7,0.9948,Vernon,7,0.0032,Woss_Lake,7,0.002,,,,,,
SDN698,Nimpkish,7,0.9896,Vernon,7,0.007,Woss_Lake,7,0.0034,,,,,,
SDN699,Nimpkish,7,0.9879,Vernon,7,0.0111,Bivouac,1,0.001,,,,,,
S729DN1,Nimpkish,7,0.9835,Vernon,7,0.0155,Woss_Lake,7,0.001,,,,,,
SDN703,Nimpkish,7,0.9961,Woss_Lake,7,0.002,Vernon,7,0.0019,,,,,,
SDN704,Little,4,0.7071,Seymour,2,0.1487,Chilko_south,2,0.0758,L_Adams,4,0.0275,Eagle_L,4,0.0115
SDN708,Nimpkish,7,0.998,Woss_Lake,7,0.0014,Vernon,7,0.0006,,,,,,
SDN709,Nimpkish,7,1,,,,,,,,,,,,
SDN761,Pinchi_Cr,3,0.8647,Chilko_south,2,0.049,Kuzkwa_Cr,3,0.0268,Middle,3,0.0212,Tachie,3,0.0152
SDN578,Seymour,2,0.792,Portage_Cr,4,0.208,,,,,,,,,
SDN579,Quesnel_Horsef,3,0.998,Blue_Lead_Ck,3,0.001,McKinley,3,0.001,,,,,,
SDN584,Quesnel_Mitche,3,0.872,Mitchell,3,0.128,,,,,,,,,
SDN585,Chilko,3,0.879,Quesnel_Horsef,3,0.121,,,,,,,,,
SDN591,Seymour,2,0.996,Portage_Cr,4,0.002,Eagle_L,4,0.001,Eagle,2,0.001,,,
SDN586,Seymour,2,1,,,,,,,,,,,,
SDN595,Quesnel_Mitche,3,0.871,Mitchell,3,0.129,,,,,,,,,
SDN588,Chilko,3,0.996,Mitchell,3,0.003,Quesnel_Horsef,3,0.001,,,,,,
SDN589,Seymour,2,0.992,Chilko,3,0.008,,,,,,,,,
SDN590,Chilko,3,0.376,Portage_Cr,4,0.304,MiddleShuswap,4,0.184,Thompson_N,2,0.046,Eagle_L,4,0.038
SDN599,Quesnel_Horsef,3,0.988,Portage_Cr,4,0.004,L_Horsefly,3,0.003,Raft,2,0.002,Chilko,3,0.001
SDN594,Nimpkish,7,0.851,Woss_Lake,7,0.148,Vernon,7,0.001,,,,,,
SDN606,Nimpkish,7,0.705,Woss_Lake,7,0.295,,,,,,,,,
SDN597,Nimpkish,7,0.974,Woss_Lake,7,0.026,,,,,,,,,
SDN598,Nimpkish,7,0.959,Woss_Lake,7,0.041,,,,,,,,,
SDN607,Woss_Lake,7,0.809,Nimpkish,7,0.181,Vernon,7,0.01,,,,,,
SDN608,Nimpkish,7,0.993,Woss_Lake,7,0.007,,,,,,,,,
SDN609,Quesnel_Mitche,3,0.855,Mitchell,3,0.144,Quesnel_Horsef,3,0.001,,,,,,
SDN612,Woss_Lake,7,0.984,Nimpkish,7,0.016,,,,,,,,,
SDN605,Nimpkish,7,0.963,Woss_Lake,7,0.037,,,,,,,,,
SDN614,Nimpkish,7,0.632,Woss_Lake,7,0.367,Vernon,7,0.001,,,,,,
SDN615,Woss_Lake,7,0.993,Vernon,7,0.005,Nimpkish,7,0.002,,,,,,
SDN619,Portage_Cr,4,0.396,Seymour,2,0.377,MiddleShuswap,4,0.155,Chilko,3,0.049,Eagle_L,4,0.01
SDN802,Seymour,2,0.414,Chilko,3,0.384,Rossette,1,0.065,Sinta,1,0.056,Sandpoint,1,0.028
SDN803,Chilko,3,0.572,Portage_Cr,4,0.315,MiddleShuswap,4,0.107,L_Adams,4,0.004,Eagle_L,4,0.002
SDN815,Quesnel_Mitche,3,0.857,Mitchell,3,0.132,Blue_Lead_Ck,3,0.009,Nimpkish,7,0.001,Roaring,3,0.001
SDN817,Gates_Cr,2,1,,,,,,,,,,,,
SDN1245,Paula,1,0.447,Forfar,1,0.127,Rossette,1,0.122,Sinta,1,0.072,Sandpoint,1,0.045
SDN1247,Portage_Cr,4,0.469,MiddleShuswap,4,0.247,Eagle_L,4,0.147,Seymour,2,0.073,Chilko,3,0.033
SDN523,Woss_Lake,7,0.983,Nimpkish,7,0.017,,,,,,,,,
SDN524,Woss_Lake,7,0.988,Nimpkish,7,0.012,,,,,,,,,
SDN525,Woss_Lake,7,0.997,Nimpkish,7,0.003,,,,,,,,,
SDN526,Woss_Lake,7,0.95,Nimpkish,7,0.05,,,,,,,,,
SDN528,Woss_Lake,7,0.998,Nimpkish,7,0.002,,,,,,,,,
SDN529,Woss_Lake,7,0.996,Nimpkish,7,0.004,,,,,,,,,
SDN530,Woss_Lake,7,0.999,Nimpkish,7,0.001,,,,,,,,,
SDN535,L_Shuswap,4,0.776,MiddleShuswap,4,0.224,,,,,,,,,
SDN536,Woss_Lake,7,0.992,Nimpkish,7,0.008,,,,,,,,,
SDN537,Woss_Lake,7,0.997,Nimpkish,7,0.003,,,,,,,,,
SDN369,Pinchi_Cr,3,0.705,Tachie,3,0.2698,Kuzkwa_Cr,3,0.0206,Stellako,3,0.0034,FiveMile,1,0.0008
SDN370,Weaver,4,1,,,,,,,,,,,,
SDN371,Quesnel_Decept,3,0.6934,Mitchell,3,0.2682,Blue_Lead_Ck,3,0.0192,Quesnel_Mitche,3,0.0132,Wasko_Cr,3,0.0052
SDN381,Weaver,4,0.999,Chilko,3,0.0008,Tachie,3,0.0002,,,,,,
SDN382,Pinchi_Cr,3,0.7042,Tachie,3,0.26,Kuzkwa_Cr,3,0.0192,Hudson_Bay,1,0.015,Bivouac,1,0.0008
SDN383,Thompson_N,2,0.6386,L_Adams,4,0.1096,Chilko,3,0.1048,Eagle_L,4,0.04,Little,4,0.0328
SDN372,Thompson_N,2,0.569,Pinchi_Cr,3,0.2364,Tachie,3,0.0592,Quesnel_Decept,3,0.0284,L_Shuswap,4,0.027
SDN373,Pinchi_Cr,3,0.8098,Tachie,3,0.185,Stellako,3,0.0052,,,,,,
SDN374,Pinchi_Cr,3,0.5446,Tachie,3,0.3198,Driftwood,1,0.05,Stellako,3,0.0322,Kuzkwa_Cr,3,0.0216
SDN386,Pinchi_Cr,3,0.7624,Tachie,3,0.1728,Stellako,3,0.0432,Kuzkwa_Cr,3,0.0142,FiveMile,1,0.0026
SDN278,Pinchi_Cr,3,0.7282,Tachie,3,0.2462,Stellako,3,0.0236,Kuzkwa_Cr,3,0.002,,,
SDN279,Pinchi_Cr,3,0.264,Pitt,2,0.236,Raft,2,0.2026,Thompson_N,2,0.1482,L_Adams,4,0.0656
SDN280,Chilko,3,0.9992,Chilko-North,3,0.0008,,,,,,,,,
SDN284,Chilko,3,0.9942,Quesnel_Decept,3,0.0024,Chilko-North,3,0.0008,Pinchi_Cr,3,0.0008,Thompson_N,2,0.0008
SDN285,Chilko,3,0.9386,Chilko-North,3,0.0368,L_Adams,4,0.0128,Thompson_N,2,0.0074,Quesnel_Decept,3,0.0024
SDN292,Pinchi_Cr,3,0.7518,Tachie,3,0.2132,Stellako,3,0.0224,FiveMile,1,0.0088,Kynock,1,0.0018
SDN289,Chilko,3,0.914,Chilko-North,3,0.0412,Pinchi_Cr,3,0.0332,Chilko_south,2,0.0068,L_Adams,4,0.0024
SDN290,Chilko,3,0.8192,Quesnel_Decept,3,0.082,L_Adams,4,0.0312,Pinchi_Cr,3,0.019,Eagle_L,4,0.0154
SDN1012,Pinchi_Cr,3,0.65,Tachie,3,0.2636,Stellako,3,0.0848,Middle,3,0.0008,Kuzkwa_Cr,3,0.0008
SDN1021,Chilko,3,0.8798,Weaver,4,0.0454,Pinchi_Cr,3,0.043,Tachie,3,0.0152,Chilko-North,3,0.0056
SDN293,Pinchi_Cr,3,0.618,Tachie,3,0.3164,L_Adams,4,0.0184,L_Shuswap,4,0.0124,Kuzkwa_Cr,3,0.0108
SDN294,Chilko,3,0.9984,Chilko-North,3,0.0016,,,,,,,,,
SDN295,Birkenhead,3,0.9744,Pitt,2,0.0248,Weaver,4,0.0008,,,,,,
SDN296,Quesnel_Decept,3,0.667,Pitt,2,0.2226,Pinchi_Cr,3,0.0922,Tachie,3,0.005,Chilko,3,0.0046
SDN297,Gates_Cr,2,1,,,,,,,,,,,,
SDN298,Chilko,3,0.9698,Chilko-North,3,0.026,Chilko_south,2,0.0034,Weaver,4,0.0008,,,
SDN308,Chilko,3,0.9136,Thompson_N,2,0.0422,Tachie,3,0.0212,Chilko-North,3,0.0122,Chilko_south,2,0.0048
SDN299,Pinchi_Cr,3,0.621,Tachie,3,0.29,Stellako,3,0.0532,Kuzkwa_Cr,3,0.017,Thompson_N,2,0.0044
SDN300,Weaver,4,0.9974,Quesnel_Decept,3,0.0008,Harrison,4,0.0008,Pitt,2,0.0008,Tachie,3,0.0002
SDN301,Chilko,3,0.9862,Thompson_N,2,0.0062,Chilko-North,3,0.0024,Pinchi_Cr,3,0.0016,Chilko_south,2,0.0016
SDN302,Quesnel_Decept,3,0.7452,Weaver,4,0.0928,Pinchi_Cr,3,0.0634,Mitchell,3,0.0338,Chilko,3,0.023
SDN303,Weaver,4,1,,,,,,,,,,,,
SDN311,Pinchi_Cr,3,0.646,Tachie,3,0.2968,Stellako,3,0.0556,Middle,3,0.0008,Kuzkwa_Cr,3,0.0008
SDN304,Chilko,3,0.618,Thompson_N,2,0.189,L_Adams,4,0.092,Raft,2,0.0506,Little,4,0.0232
SDN305,Weaver,4,1,,,,,,,,,,,,
SDN306,Pinchi_Cr,3,0.3774,Thompson_N,2,0.2608,L_Adams,4,0.0928,Quesnel_Decept,3,0.0866,Tachie,3,0.0694
SDN307,Pinchi_Cr,3,0.6542,Tachie,3,0.1466,Quesnel_Decept,3,0.0656,Chilko,3,0.0344,FiveMile,1,0.024
SDN316,Chilko,3,0.6886,Thompson_N,2,0.0946,Pinchi_Cr,3,0.086,Raft,2,0.0358,Chilko-North,3,0.0232
SDN321,Pinchi_Cr,3,0.645,Tachie,3,0.276,Stellako,3,0.066,Kuzkwa_Cr,3,0.013,,,
SDN483,Chilko,3,0.99,Chilko-North,3,0.01,,,,,,,,,
SDN484,Birkenhead,3,0.999,Pitt,2,0.001,,,,,,,,,
SDN499,Chilko,3,0.929,Thompson_N,2,0.021,Blue_Lead_Ck,3,0.017,Fennell,2,0.009,Chilko-North,3,0.007
SDN501,Chilko,3,0.998,Chilko-North,3,0.002,,,,,,,,,
SDN502,Chilko,3,0.995,Blue_Lead_Ck,3,0.004,Quesnel_Horsef,3,0.001,,,,,,
SDN503,Chilko,3,0.992,Chilko-North,3,0.008,,,,,,,,,
SDN498,Chilko,3,0.99,Chilko-North,3,0.004,Stellako,3,0.004,Horsefly,3,0.001,Tachie,3,0.001
SDN505,Chilko,3,0.998,Chilko_south,2,0.001,Chilko-North,3,0.001,,,,,,
SDN506,Birkenhead,3,1,,,,,,,,,,,,
SDN507,Chilko,3,0.994,Chilko-North,3,0.006,,,,,,,,,
SDN264,Stellako,3,0.776,Tachie,3,0.223,Pinchi_Cr,3,0.001,,,,,,
SDN266,Stellako,3,0.784,Tachie,3,0.216,,,,,,,,,
SDN267,Chilko,3,0.949,Thompson_N,2,0.025,Tachie,3,0.01,Quesnel_Horsef,3,0.005,Raft,2,0.003
SDN268,Chilko,3,0.978,Chilko-North,3,0.011,Stellako,3,0.009,M_Horsefly,3,0.002,,,
SDN269,Chilko,3,0.604,Thompson_N,2,0.109,Stellako,3,0.089,Tachie,3,0.085,Quesnel_Horsef,3,0.081
SDN272,Chilko,3,0.991,Thompson_N,2,0.005,Chilko-North,3,0.004,,,,,,
SDN273,Chilko,3,1,,,,,,,,,,,,
SDN274,Chilko,3,0.908,Raft,2,0.044,Thompson_N,2,0.03,Fennell,2,0.012,Chilko-North,3,0.003
SDN338,Birkenhead,3,1,,,,,,,,,,,,
SDN347,Chilko,3,0.489,Raft,2,0.366,Thompson_N,2,0.074,Fennell,2,0.04,M_Horsefly,3,0.012
SDN348,Chilko,3,0.687,Stellako,3,0.16,Tachie,3,0.102,Pitt,2,0.015,Blue_Lead_Ck,3,0.014
SDN344,Blue_Lead_Ck,3,0.423,Quesnel_Mitche,3,0.247,Quesnel_Horsef,3,0.14,Wasko_Cr,3,0.061,U_Horsefly,3,0.046
SDN345,Stellako,3,0.77,Tachie,3,0.219,Pinchi_Cr,3,0.005,Porter_Cr,1,0.004,Thompson_N,2,0.002
SDN349,Chilko,3,0.968,Raft,2,0.015,Blue_Lead_Ck,3,0.007,Chilko-North,3,0.005,M_Horsefly,3,0.002
SDN346,Pitt,2,0.801,Tachie,3,0.112,TakuMainstem,16,0.028,Big_Silver,4,0.027,Birkenhead,3,0.01
SDN353,Chilko,3,0.981,Chilko-North,3,0.014,Tachie,3,0.002,Stellako,3,0.002,Chilko_south,2,0.001
SDN354,Stellako,3,0.534,Chilko,3,0.174,Tachie,3,0.139,Thompson_N,2,0.122,Blue_Lead_Ck,3,0.025
SDN120,Blue_Lead_Ck,3,0.44,Quesnel_Mitche,3,0.395,Wasko_Cr,3,0.114,Quesnel_Decept,3,0.026,Quesnel_Horsef,3,0.017
SDN221,Thompson_N,2,0.571,Chilko,3,0.303,Chilko-North,3,0.072,Weaver,4,0.028,Tachie,3,0.01
SDN209,Chilko,3,0.998,Chilko_south,2,0.002,,,,,,,,,
SDN213,Chilko,3,0.989,Chilko-North,3,0.011,,,,,,,,,
SDN214,Thompson_N,2,0.451,Chilko,3,0.315,Raft,2,0.234,,,,,,
SDN222,Stellako,3,0.776,Tachie,3,0.177,Nadina,2,0.034,Chilko,3,0.009,Hudson_Bay,1,0.002
SDN217,Chilko,3,0.97,Chilko-North,3,0.022,Raft,2,0.005,Fennell,2,0.002,Thompson_N,2,0.001
SDN218,Quesnel_Horsef,3,0.343,Blue_Lead_Ck,3,0.22,M_Horsefly,3,0.186,McKinley,3,0.078,U_Horsefly,3,0.075
SDN219,Raft,2,0.409,Chilko,3,0.297,Fennell,2,0.162,Thompson_N,2,0.13,Birkenhead,3,0.001
SDN228,Chilko,3,0.997,Wasko_Cr,3,0.001,Chilko-North,3,0.001,FiveMile,1,0.001,,,
SDN220,Birkenhead,3,1,,,,,,,,,,,,
SDN390,Chilko,3,0.994,Stellako,3,0.003,Chilko-North,3,0.002,Tachie,3,0.001,,,
SDN392,Quesnel_Mitche,3,0.756,Blue_Lead_Ck,3,0.244,,,,,,,,,
SDN393,Chilko,3,0.989,MiddleShuswap,4,0.003,M_Horsefly,3,0.002,Thompson_N,2,0.002,McKinley,3,0.001
SDN375,Blue_Lead_Ck,3,0.397,Quesnel_Mitche,3,0.317,Chilko,3,0.132,Wasko_Cr,3,0.091,Quesnel_Decept,3,0.03
SDN376,Chilko,3,0.918,Tachie,3,0.028,Chilko-North,3,0.016,Stellako,3,0.012,Thompson_N,2,0.01
SDN377,Quesnel_Mitche,3,0.73,Blue_Lead_Ck,3,0.26,Mitchell,3,0.005,Wasko_Cr,3,0.005,,,
SDN378,Chilko,3,1,,,,,,,,,,,,
SDN379,Thompson_N,2,0.552,Raft,2,0.44,Fennell,2,0.007,Pitt,2,0.001,,,
SDN380,Chilko,3,0.958,Stellako,3,0.026,Thompson_N,2,0.009,Tachie,3,0.004,Raft,2,0.003
SDN384,Chilko,3,0.966,Nadina,2,0.016,Thompson_N,2,0.005,Raft,2,0.004,Tachie,3,0.004
SDN385,Chilko,3,0.961,Stellako,3,0.01,Driftwood,1,0.005,Chilko_south,2,0.004,McKinley,3,0.004
SDN387,Chilko,3,0.91,Quesnel_Horsef,3,0.027,Blue_Lead_Ck,3,0.026,M_Horsefly,3,0.013,Chilko-North,3,0.008
SDN388,Chilko,3,0.949,Chilko-North,3,0.029,Raft,2,0.016,Quesnel_Horsef,3,0.004,U_Horsefly,3,0.002
SDN389,Chilko,3,0.99,Thompson_N,2,0.006,Chilko_south,2,0.002,Blue_Lead_Ck,3,0.001,U_Horsefly,3,0.001
SDN480,Chilko,3,0.998,Thompson_N,2,0.001,Chilko-North,3,0.001,,,,,,
SDN481,Chilko,3,0.946,Quesnel_Horsef,3,0.021,Tachie,3,0.007,Chilko-North,3,0.007,Chilko_south,2,0.005
SDN482,Chilko,3,0.73,Blue_Lead_Ck,3,0.22,Quesnel_Mitche,3,0.027,Wasko_Cr,3,0.007,Thompson_N,2,0.005
SDN489,Chilko,3,0.965,Tachie,3,0.028,Stellako,3,0.006,Chilko_south,2,0.001,,,
SDN490,Quesnel_Horsef,3,0.357,M_Horsefly,3,0.26,U_Horsefly,3,0.145,Thompson_N,2,0.089,McKinley,3,0.076
SDN491,Chilko,3,1,,,,,,,,,,,,
SDN492,Chilko,3,0.971,Fennell,2,0.007,Raft,2,0.006,Quesnel_Horsef,3,0.005,Nadina,2,0.004
SDN495,Chilko,3,1,,,,,,,,,,,,
SDN496,Chilko,3,0.868,Stellako,3,0.035,M_Horsefly,3,0.018,Quesnel_Horsef,3,0.018,Thompson_N,2,0.018
SDN309,Weaver,4,0.6835,Chilko,3,0.1665,Wannock,18,0.0376,Pitt,2,0.0334,Thompson_N,2,0.0156
SDN310,Chilko,3,0.998,Horsefly,3,0.0014,Stellako,3,0.0006,,,,,,
SDN312,Horsefly,3,0.8521,Quesnel_Horsef,3,0.0606,L_Horsefly,3,0.0585,McKinley,3,0.0177,U_Horsefly,3,0.006
SDN313,Thompson_N,2,0.9289,Chilko,3,0.0543,L_Adams,4,0.0097,Portage_Cr,4,0.0034,Horsefly,3,0.0014
SDN317,Quesnel_Mitche,3,0.9863,Mitchell,3,0.0116,Roaring,3,0.0011,Blue_Lead_Ck,3,0.001,,,
SDN318,Chilko,3,0.9967,L_Adams,4,0.001,Chilko-North,3,0.0009,Porter_Cr,1,0.0009,Chilko_south,2,0.0005
SDN319,Chilko,3,0.7009,L_Adams,4,0.1347,Thompson_N,2,0.0999,Horsefly,3,0.0599,Pitt,2,0.0011
SDN453,Horsefly,3,0.7082,L_Adams,4,0.1285,L_Horsefly,3,0.0578,Quesnel_Horsef,3,0.0504,Chilko,3,0.0186
SDN322,Porter_Cr,1,0.8215,Gluskie,1,0.0719,FiveMile,1,0.0448,Blackwater,1,0.0316,Forfar,1,0.012
SDN323,L_Adams,4,0.5359,Thompson_N,2,0.1481,Horsefly,3,0.1235,Portage_Cr,4,0.0559,Chilko,3,0.0476
SDN324,Pitt,2,0.9771,Birkenhead,3,0.0221,Devon_Lake,15,0.0008,,,,,,
SDN454,Porter_Cr,1,0.8473,FiveMile,1,0.0539,Blackwater,1,0.0244,Gluskie,1,0.0233,Stellako,3,0.0208
SDN455,Chilko,3,0.9951,Gluskie,1,0.0037,L_Adams,4,0.0006,Blackwater,1,0.0004,Thompson_N,2,0.0001
SDN456,L_Adams,4,0.7988,Horsefly,3,0.0659,Stellako,3,0.0488,Chilko,3,0.0343,Portage_Cr,4,0.0284
SDN457,Gates_Cr,2,1,,,,,,,,,,,,
SDN458,Gluskie,1,0.6331,Porter_Cr,1,0.0925,Sandpoint,1,0.0819,Blackwater,1,0.0659,Paula,1,0.045
SDN459,Stellako,3,0.9979,Porter_Cr,1,0.0019,FiveMile,1,0.0001,Blackwater,1,0.0001,,,
SDN461,Chilko,3,0.8685,Thompson_N,2,0.0839,Horsefly,3,0.047,Portage_Cr,4,0.0005,L_Adams,4,0.0001
SDN463,Thompson_N,2,0.9562,Chilko,3,0.0289,L_Adams,4,0.0064,Stellako,3,0.0037,Horsefly,3,0.0023
SDN497,Chilko,3,0.9684,Horsefly,3,0.0188,L_Adams,4,0.0093,Porter_Cr,1,0.0009,Chilko-North,3,0.0008
SDN465,Stellako,3,0.4445,Porter_Cr,1,0.3526,Gluskie,1,0.0722,Blackwater,1,0.025,FiveMile,1,0.0237
SDN466,Chilko,3,0.9131,Thompson_N,2,0.069,L_Adams,4,0.0128,Weaver,4,0.0041,Dust,1,0.0005
SDN467,Chilko,3,0.9631,Stellako,3,0.0268,Horsefly,3,0.0096,Middle,3,0.0004,Sandpoint,1,0.0001
SDN468,Porter_Cr,1,0.7059,Stellako,3,0.1025,FiveMile,1,0.0625,Blackwater,1,0.0434,Paula,1,0.0217
SDN469,Thompson_N,2,0.8305,Chilko,3,0.1088,Gluskie,1,0.0359,L_Adams,4,0.0189,Porter_Cr,1,0.0023
SDN464,Horsefly,3,0.8655,L_Horsefly,3,0.055,Quesnel_Horsef,3,0.0536,McKinley,3,0.0174,U_Horsefly,3,0.0062
SDN473,Porter_Cr,1,0.7417,Stellako,3,0.0603,Blackwater,1,0.0498,FiveMile,1,0.0456,Middle,3,0.0306
SDN474,Gluskie,1,0.9368,L_Adams,4,0.0245,Forfar,1,0.0166,Sandpoint,1,0.0081,Porter_Cr,1,0.005
SDN475,Chilko,3,0.9436,L_Adams,4,0.0331,Thompson_N,2,0.0133,Portage_Cr,4,0.0039,Stellako,3,0.0033
SDN476,Chilko,3,0.9958,Horsefly,3,0.0025,L_Adams,4,0.0016,L_Horsefly,3,0.0001,,,
SDN477,Porter_Cr,1,0.573,Gluskie,1,0.2828,FiveMile,1,0.0477,Blackwater,1,0.0324,Chilko,3,0.02
SDN1232,Chilko,3,0.9832,Porter_Cr,1,0.0055,Chilko-North,3,0.0028,L_Adams,4,0.0019,Blackwater,1,0.0016
SDN314,Gluskie,1,0.9333,FiveMile,1,0.0555,Forfar,1,0.0042,Blackwater,1,0.0024,Porter_Cr,1,0.0016
SDN315,Chilko,3,0.9955,Horsefly,3,0.0019,L_Adams,4,0.0014,Quesnel_Mitche,3,0.0006,McKinley,3,0.0004
SDN320,Stellako,3,0.5686,L_Adams,4,0.3419,Chilko,3,0.0416,Seymour,2,0.0194,Eagle,2,0.0107
SDN325,Chilko,3,0.9984,Porter_Cr,1,0.001,Chilko-North,3,0.0006,,,,,,
SDN327,L_Adams,4,0.4939,Gluskie,1,0.1739,Porter_Cr,1,0.1207,Kynock,1,0.0461,Sandpoint,1,0.0429
SDN328,Stellako,3,0.9965,L_Adams,4,0.0018,Gluskie,1,0.0009,Tachie,3,0.0004,Kuzkwa_Cr,3,0.0001
SDN326,Gates_Cr,2,1,,,,,,,,,,,,
SDN333,Gates_Cr,2,1,,,,,,,,,,,,
SDN334,Chilko,3,0.5073,L_Adams,4,0.3931,Portage_Cr,4,0.0957,Chilko-North,3,0.0008,Blue_Lead_Ck,3,0.0007
SDN340,Horsefly,3,0.2428,Chilko,3,0.2379,L_Adams,4,0.2298,Thompson_N,2,0.1186,Porter_Cr,1,0.103
SDN391,Chilko,3,0.9978,L_Adams,4,0.0011,Horsefly,3,0.0005,Quesnel_Mitche,3,0.0005,Kuzkwa_Cr,3,0.0001
SDN394,Chilko,3,0.9732,Horsefly,3,0.0056,Porter_Cr,1,0.005,L_Adams,4,0.0042,Thompson_N,2,0.0031
SDN395,Porter_Cr,1,0.5194,Gluskie,1,0.3754,FiveMile,1,0.0509,Blackwater,1,0.0308,Kynock,1,0.0122
SDN396,Chilko,3,0.9025,Horsefly,3,0.0743,Quesnel_Horsef,3,0.0103,L_Horsefly,3,0.0063,Quesnel_Mitche,3,0.0026
SDN397,Porter_Cr,1,0.8494,FiveMile,1,0.0593,Blackwater,1,0.036,Gluskie,1,0.0236,Sandpoint,1,0.0101
SDN398,Gluskie,1,0.46,Chilko,3,0.3551,Porter_Cr,1,0.0557,L_Adams,4,0.0275,Sandpoint,1,0.0189
SDN401,Stellako,3,0.7063,Chilko,3,0.2161,Thompson_N,2,0.0369,L_Adams,4,0.0337,Middle,3,0.0026
SDN402,Stellako,3,0.9781,Porter_Cr,1,0.0065,Middle,3,0.0035,L_Adams,4,0.0023,Kuzkwa_Cr,3,0.0016
SDN403,Chilko,3,0.9914,Portage_Cr,4,0.0041,L_Adams,4,0.0035,Thompson_N,2,0.001,,,
SDN404,Chilko,3,0.9969,Chilko-North,3,0.0016,Gluskie,1,0.0008,Pitt,2,0.0005,L_Horsefly,3,0.0001
SDN427,Quesnel_Mitche,3,0.9659,Mitchell,3,0.0219,Roaring,3,0.0045,Horsefly,3,0.0028,Blue_Lead_Ck,3,0.0018
SDN442,Stellako,3,0.3462,Gluskie,1,0.3399,Porter_Cr,1,0.079,Chilko,3,0.073,Kynock,1,0.0482
SDN443,Quesnel_Mitche,3,0.9929,Mitchell,3,0.005,Chilko,3,0.0011,Blue_Lead_Ck,3,0.001,,,
SDN444,Quesnel_Mitche,3,0.9882,Mitchell,3,0.0114,Blue_Lead_Ck,3,0.0004,,,,,,
SDN445,Stellako,3,0.9969,Kuzkwa_Cr,3,0.0013,Pinchi_Cr,3,0.001,Chilko,3,0.0005,FiveMile,1,0.0002
SDN446,Chilko,3,1,,,,,,,,,,,,
SDN423,Stellako,3,0.9948,Kuzkwa_Cr,3,0.0019,Pinchi_Cr,3,0.0011,Porter_Cr,1,0.0007,Kynock,1,0.0005
SDN424,L_Adams,4,0.678,Chilko,3,0.2999,Thompson_N,2,0.0127,Portage_Cr,4,0.0047,Eagle_L,4,0.0021
SDN428,Chilko,3,0.997,Portage_Cr,4,0.0011,Chilko-North,3,0.0009,Porter_Cr,1,0.0005,Pitt,2,0.0004
SDN429,Pitt,2,0.9968,Tuskwa,16,0.002,Basin_Cr,17,0.0006,Harrison,4,0.0005,VernRichie,17,0.0001
SDN425,Porter_Cr,1,0.7021,Chilko,3,0.1669,Thompson_N,2,0.0463,Gluskie,1,0.0251,Sandpoint,1,0.0214
SDN426,Porter_Cr,1,0.7478,Gluskie,1,0.0626,FiveMile,1,0.0614,Blackwater,1,0.0416,Stellako,3,0.036
SDN431,Quesnel_Mitche,3,0.9997,Roaring,3,0.0002,Mitchell,3,0.0001,,,,,,
