sample_id,ufn,Stock_1,Region_1,Prob_1,Stock_2,Region_2,Prob_2,Stock_3,Region_3,Prob_3,Stock_4,Region_4,Prob_4,Stock_5,Region_5,Prob_5
SDN731,U773,Mitchell,3,0.9974,Quesnel_Mitche,3,0.0025,Quesnel_Decept,3,0.0001,,,,,,
SDN741,U774,Chilko,3,0.9597,Portage_Cr,4,0.0234,L_Adams,4,0.0059,Chilko_south,2,0.0037,Sandpoint,1,0.003
SDN737,U791,Quesnel_Decept,3,0.8224,Portage_Cr,4,0.037,L_Adams,4,0.026,Quesnel_Horsef,3,0.0215,Horsefly,3,0.0206
SDN816,U866,Portage_Cr,4,0.7718,L_Adams,4,0.2239,Eagle_L,4,0.0043,,,,,,
SDN819,U867,Seymour,2,0.947,Scotch,2,0.0523,Portage_Cr,4,0.0007,,,,,,
SDN820,U868,Portage_Cr,4,0.5799,L_Adams,4,0.2198,Seymour,2,0.1601,Scotch,2,0.0229,Little,4,0.006
SDN821,U869,Mitchell,3,0.999,Quesnel_Mitche,3,0.001,,,,,,,,,
SDN822,U870,Mitchell,3,0.9949,Quesnel_Mitche,3,0.0044,Quesnel_Decept,3,0.0007,,,,,,
SDN818,U881,Seymour,2,0.9355,Scotch,2,0.0639,MiddleShuswap,4,0.0004,L_Adams,4,0.0002,,,
SDN823,U882,Pitt,2,0.9976,Tachie,3,0.0014,Ashlulm,18,0.0007,Portage_Cr,4,0.0002,Sheemahant,18,0.0001
SDN824,U883,Seymour,2,0.9018,Tachie,3,0.0307,L_Adams,4,0.0291,Scotch,2,0.0249,Kuzkwa_Cr,3,0.0054
SDN825,U884,Quesnel_Decept,3,0.8074,Mitchell,3,0.1589,L_Adams,4,0.0152,Roaring,3,0.007,Chilko,3,0.0045
SDN827,U891,Portage_Cr,4,0.5647,L_Adams,4,0.2399,Seymour,2,0.1239,Scotch,2,0.033,MiddleShuswap,4,0.0149
SDN980,U1028,L_Adams,4,0.4109,Chilko,3,0.3297,Quesnel_Decept,3,0.0885,Portage_Cr,4,0.0739,U_Horsefly,3,0.042
SDN981,U1033,Tachie,3,0.5435,Pinchi_Cr,3,0.2678,Quesnel_Decept,3,0.0388,Chilko,3,0.0307,Portage_Cr,4,0.0242
SDN982,U1034,Pitt,2,0.9996,Birkenhead,3,0.0004,,,,,,,,,
SDN991,U1035,Tachie,3,0.6223,Pinchi_Cr,3,0.3709,Middle,3,0.0052,Nadina,2,0.0014,Kuzkwa_Cr,3,0.0001
SDN997,U1045,L_Adams,4,0.4211,Scotch,2,0.3005,Seymour,2,0.2026,Portage_Cr,4,0.0695,Eagle_L,4,0.0015
SDN998,U1046,Birkenhead,3,0.9538,Pitt,2,0.0372,Chilko,3,0.0071,Weaver,4,0.0019,,,
SDN988,U1052,L_Adams,4,0.66,Portage_Cr,4,0.3334,Quesnel_Decept,3,0.004,MiddleShuswap,4,0.0013,Little,4,0.0011
SDN989,U1053,L_Adams,4,0.7021,Seymour,2,0.1731,Scotch,2,0.0426,Eagle_L,4,0.0279,Chilko,3,0.0252
SDN1003,U1054,Chilko,3,0.9622,Chilko_south,2,0.0245,U_Horsefly,3,0.005,Quesnel_Horsef,3,0.0042,L_Horsefly,3,0.0017
SDN1013,U1061,U_Horsefly,3,0.3552,Quesnel_Horsef,3,0.2451,Quesnel_Decept,3,0.2244,L_Horsefly,3,0.0726,Roaring,3,0.0453
SDN1014,U1062,L_Adams,4,0.8866,Portage_Cr,4,0.1035,Little,4,0.0044,Eagle_L,4,0.0042,Dust,1,0.0006
SDN1015,U1063,L_Adams,4,0.5592,Portage_Cr,4,0.4149,Birkenhead,3,0.0069,Pitt,2,0.0068,Scotch,2,0.0033
SDN1018,U1074,Birkenhead,3,0.9984,Marble_Cr,18,0.0012,Lowe,15,0.0004,,,,,,
SDN1019,U1075,Chilko,3,0.542,L_Adams,4,0.3169,Chilko_south,2,0.0791,Portage_Cr,4,0.0129,Narrows,1,0.0103
SDN1022,U1083,Pitt,2,1,,,,,,,,,,,,
SDN1024,U1092,Chilko,3,0.9778,Chilko_south,2,0.0132,L_Adams,4,0.0081,Quesnel_Decept,3,0.0002,Sinta,1,0.0002
SDN1025,U1093,L_Adams,4,0.658,Portage_Cr,4,0.3083,Scotch,2,0.0253,Birkenhead,3,0.0034,Pinchi_Cr,3,0.002
SDN1026,U1094,Birkenhead,3,0.8674,Portage_Cr,4,0.0437,Big_Silver,4,0.0415,Weaver,4,0.0124,Pitt,2,0.0069
SDN1294,U1367,Tachie,3,0.258,Pinchi_Cr,3,0.2004,Chilko,3,0.1558,L_Adams,4,0.1452,Portage_Cr,4,0.0873
SDN1298,U471,Chilko,3,0.7063,L_Adams,4,0.1858,Chilko_south,2,0.0758,Quesnel_Horsef,3,0.007,Quesnel_Decept,3,0.007
SDN1299,U472,Pitt,2,0.9573,L_Adams,4,0.0224,Portage_Cr,4,0.0187,Seymour,2,0.0016,,,
SDN1300,U473,Chilko,3,0.9872,L_Adams,4,0.0073,Chilko_south,2,0.0051,Seymour,2,0.0002,Eagle_L,4,0.0001
SDN462,U481,Tachie,3,0.5399,Pinchi_Cr,3,0.3643,Paula,1,0.0391,Bivouac,1,0.0121,Dust,1,0.0093
SDN1270,U1339,Birkenhead,3,0.3883,Quesnel_Mitche,3,0.3247,Mitchell,3,0.2038,Roaring,3,0.0692,Quesnel_Decept,3,0.0094
SDN1271,U1340,Chilko,3,0.3509,Portage_Cr,4,0.3264,L_Adams,4,0.282,Chilko_south,2,0.0133,Scotch,2,0.0083
SDN1284,U1343,Chilko,3,0.9709,Chilko_south,2,0.0205,Quesnel_Decept,3,0.0037,Tachie,3,0.0015,Mitchell,3,0.0008
SDN1279,U1357,L_Adams,4,0.5878,Portage_Cr,4,0.3611,Chilko,3,0.0407,Tachie,3,0.0053,Middle,3,0.0024
SDN1283,U1364,Chilko,3,0.6963,L_Adams,4,0.125,Portage_Cr,4,0.0665,U_Horsefly,3,0.0403,Chilko_south,2,0.0305
SDN1292,U1365,Scotch,2,0.6061,Seymour,2,0.3804,L_Adams,4,0.0133,Eagle_L,4,0.0001,Eagle,2,0.0001
SDN1293,U1366,Chilko,3,0.9163,Quesnel_Decept,3,0.0394,U_Horsefly,3,0.0247,Quesnel_Horsef,3,0.0052,Chilko_south,2,0.004
SDN760,U756,Scotch,2,0.7492,Seymour,2,0.2382,L_Adams,4,0.0088,Gates_Cr,2,0.0024,Portage_Cr,4,0.0013
SDN745,U778,Tachie,3,0.5467,Pinchi_Cr,3,0.3279,Middle,3,0.033,Paula,1,0.0202,Bivouac,1,0.016
SDN746,U779,Chilko,3,0.9935,Chilko_south,2,0.0064,Quesnel_Decept,3,0.0001,,,,,,
SDN747,U780,U_Horsefly,3,0.4328,Quesnel_Horsef,3,0.2705,Quesnel_Decept,3,0.0726,L_Horsefly,3,0.0721,L_Adams,4,0.0669
SDN752,U797,Mitchell,3,0.5888,Quesnel_Mitche,3,0.4093,Roaring,3,0.0019,,,,,,
SDN753,U798,Seymour,2,0.2505,Scotch,2,0.18,Bivouac,1,0.1298,Quesnel_Horsef,3,0.1012,Narrows,1,0.0859
SDN757,U804,L_Adams,4,0.7098,Portage_Cr,4,0.1885,Nadina,2,0.0651,Chilko_south,2,0.0114,Seymour,2,0.0113
SDN758,U805,L_Adams,4,0.2307,Tachie,3,0.1852,Pinchi_Cr,3,0.1234,Narrows,1,0.1202,Scotch,2,0.0839
SDN759,U806,Chilko,3,0.9127,L_Adams,4,0.0383,Chilko_south,2,0.0246,Portage_Cr,4,0.0121,Quesnel_Horsef,3,0.0032
SDN841,U852,L_Adams,4,0.8112,Seymour,2,0.0653,Scotch,2,0.0454,Portage_Cr,4,0.0336,Tachie,3,0.0199
SDN834,U890,U_Horsefly,3,0.3332,Quesnel_Horsef,3,0.1835,Pinchi_Cr,3,0.1367,Quesnel_Decept,3,0.1246,L_Horsefly,3,0.0677
SDN839,U897,L_Adams,4,0.6407,Chilko,3,0.1837,Portage_Cr,4,0.1649,Chilko_south,2,0.0064,Quesnel_Decept,3,0.0027
SDN840,U898,Chilko,3,0.6289,L_Adams,4,0.2543,Seymour,2,0.0987,Tachie,3,0.0089,Eagle_L,4,0.0046
SDN842,U899,Mitchell,3,0.5776,Quesnel_Mitche,3,0.4164,Quesnel_Decept,3,0.0039,Roaring,3,0.0018,Wasko_Cr,3,0.0002
SDN843,U900,Tachie,3,0.5862,Pinchi_Cr,3,0.3679,Middle,3,0.0168,Nadina,2,0.0134,Kuzkwa_Cr,3,0.0058
SDN844,U901,Scotch,2,0.7271,Seymour,2,0.2729,,,,,,,,,
SDN845,U902,Scotch,2,0.7022,Seymour,2,0.2877,L_Adams,4,0.0082,Portage_Cr,4,0.0018,U_Adams,2,0.0001
SDN846,U903,L_Adams,4,0.5824,Chilko,3,0.1269,Quesnel_Decept,3,0.1085,Roaring,3,0.0921,U_Horsefly,3,0.0481
SDN848,U911,L_Adams,4,0.7554,Portage_Cr,4,0.2162,Eagle_L,4,0.0147,Chilko,3,0.0095,M_Horsefly,3,0.0013
SDN1260,U1331,Birkenhead,3,1,,,,,,,,,,,,
SDN763,U799,Quesnel_Decept,3,0.7674,Quesnel_Mitche,3,0.1368,Mitchell,3,0.0651,Quesnel_Horsef,3,0.0154,Roaring,3,0.0066
SDN765,U807,Gates_Cr,2,1,,,,,,,,,,,,
SDN766,U808,L_Adams,4,0.7062,Portage_Cr,4,0.2566,Eagle_L,4,0.014,Chilko,3,0.0083,Scotch,2,0.0042
SDN769,U811,Baker_Lake,5,1,,,,,,,,,,,,
SDN770,U812,Scotch,2,0.619,Seymour,2,0.2882,U_Horsefly,3,0.0349,L_Adams,4,0.0181,Chilko,3,0.0115
SDN948,U989,Pitt,2,0.9909,Birkenhead,3,0.0091,,,,,,,,,
SDN949,U990,Mitchell,3,0.5641,Quesnel_Mitche,3,0.4119,Quesnel_Decept,3,0.0218,Roaring,3,0.002,Blue_Lead_Ck,3,0.0002
SDN951,U996,L_Adams,4,0.8442,Portage_Cr,4,0.1082,Scotch,2,0.0288,Eagle_L,4,0.0062,Little,4,0.0049
SDN952,U997,U_Horsefly,3,0.4291,Quesnel_Horsef,3,0.2828,Quesnel_Decept,3,0.1438,L_Horsefly,3,0.1173,McKinley,3,0.021
SDN953,U998,Chilko,3,0.2182,Scotch,2,0.2008,L_Adams,4,0.1119,Pinchi_Cr,3,0.1042,Portage_Cr,4,0.0779
SDN938,U1001,Quesnel_Decept,3,0.6044,Quesnel_Mitche,3,0.3716,Mitchell,3,0.0192,Roaring,3,0.0048,,,
SDN939,U1002,Scotch,2,0.7476,Seymour,2,0.2483,L_Adams,4,0.0041,,,,,,
SDN940,U1003,L_Adams,4,0.4647,Portage_Cr,4,0.3945,U_Horsefly,3,0.1139,Quesnel_Horsef,3,0.0127,McKinley,3,0.0033
SDN941,U1004,Chilko,3,0.5047,Quesnel_Decept,3,0.3396,Roaring,3,0.1099,Quesnel_Horsef,3,0.0269,Mitchell,3,0.0126
SDN944,U1011,L_Adams,4,0.5902,Chilko,3,0.1239,Portage_Cr,4,0.1076,Tachie,3,0.0766,Pinchi_Cr,3,0.0718
SDN945,U1012,Quesnel_Decept,3,0.7083,Quesnel_Horsef,3,0.1338,U_Horsefly,3,0.0877,L_Horsefly,3,0.0193,Roaring,3,0.0174
SDN992,U1036,L_Adams,4,0.7081,Portage_Cr,4,0.2848,Seymour,2,0.0023,Eagle_L,4,0.0009,L_Shuswap,4,0.0008
SDN999,U1047,Scotch,2,0.6064,Seymour,2,0.386,L_Adams,4,0.0054,U_Adams,2,0.0012,Portage_Cr,4,0.0007
SDN1004,U1055,Chilko,3,0.6934,L_Adams,4,0.1769,Portage_Cr,4,0.077,Chilko_south,2,0.028,Nadina,2,0.0166
SDN849,U853,Chilko,3,0.878,Pinchi_Cr,3,0.045,Tachie,3,0.042,Quesnel_Horsef,3,0.01,Chilko-North,3,0.008
SDN850,U872,Seymour,2,0.84,Scotch,2,0.078,L_Adams,4,0.062,Little,4,0.01,Portage_Cr,4,0.003
SDN851,U873,Pitt,2,0.999,Chilko,3,0.001,,,,,,,,,
SDN852,U874,L_Adams,4,0.5,Seymour,2,0.267,Little,4,0.135,Eagle_L,4,0.029,Portage_Cr,4,0.021
SDN853,U875,Chilko,3,0.974,Quesnel_Horsef,3,0.011,Chilko-North,3,0.004,Quesnel_Decept,3,0.004,M_Horsefly,3,0.002
SDN847,U904,Birkenhead,3,0.707,Chilko,3,0.22,Quesnel_Decept,3,0.038,Tachie,3,0.011,Driftwood,1,0.006
SDN856,U905,Quesnel_Decept,3,0.94,Mitchell,3,0.043,Blue_Lead_Ck,3,0.013,Wasko_Cr,3,0.003,Quesnel_Mitche,3,0.001
SDN857,U906,Quesnel_Decept,3,0.623,Mitchell,3,0.242,L_Adams,4,0.092,Birkenhead,3,0.011,Seymour,2,0.009
SDN862,U912,Tachie,3,0.247,Driftwood,1,0.175,Birkenhead,3,0.125,Sinta,1,0.077,Narrows,1,0.07
SDN863,U913,Seymour,2,0.953,Scotch,2,0.044,L_Adams,4,0.003,,,,,,
SDN990,U1029,Mitchell,3,0.955,Quesnel_Decept,3,0.044,Blue_Lead_Ck,3,0.001,,,,,,
SDN1009,U1030,Seymour,2,0.604,L_Adams,4,0.145,Little,4,0.135,Scotch,2,0.049,MiddleShuswap,4,0.034
SDN995,U1039,Chilko,3,0.989,Chilko-North,3,0.011,,,,,,,,,
SDN996,U1040,Gates_Cr,2,0.877,Quesnel_Decept,3,0.092,Seymour,2,0.026,Chilko,3,0.005,,,
SDN1002,U1050,Pitt,2,0.996,Birkenhead,3,0.003,Blackwater,1,0.001,,,,,,
SDN1010,U1058,Chilko,3,0.986,Chilko-North,3,0.011,L_Adams,4,0.002,Little,4,0.001,,,
SDN1011,U1059,Birkenhead,3,1,,,,,,,,,,,,
SDN1007,U1071,Quesnel_Decept,3,0.979,L_Horsefly,3,0.01,M_Horsefly,3,0.01,U_Horsefly,3,0.001,,,
SDN1008,U1072,Pitt,2,1,,,,,,,,,,,,
SDN1017,U1073,Chilko,3,0.84,Quesnel_Decept,3,0.071,Little,4,0.025,L_Adams,4,0.022,Pinchi_Cr,3,0.021
SDN1020,U1081,Seymour,2,0.979,L_Adams,4,0.011,Scotch,2,0.004,Little,4,0.003,MiddleShuswap,4,0.001
SDN993,U1037,Chilko,3,0.867,Pinchi_Cr,3,0.069,Tachie,3,0.032,Chilko-North,3,0.023,L_Adams,4,0.004
SDN994,U1038,Pitt,2,1,,,,,,,,,,,,
SDN1000,U1048,Tachie,3,0.549,Pinchi_Cr,3,0.409,Forfar,1,0.033,Kuzkwa_Cr,3,0.005,Chilko,3,0.002
SDN1001,U1049,L_Adams,4,0.517,Little,4,0.357,Eagle_L,4,0.052,Portage_Cr,4,0.044,Narrows,1,0.009
SDN1005,U1056,Chilko,3,0.76,L_Adams,4,0.08,Tachie,3,0.062,Pinchi_Cr,3,0.028,Quesnel_Decept,3,0.023
SDN1006,U1057,Seymour,2,0.991,Scotch,2,0.007,L_Adams,4,0.002,,,,,,
SDN789,U835,Quesnel_Decept,3,0.436,Quesnel_Horsef,3,0.307,L_Horsefly,3,0.103,U_Horsefly,3,0.068,McKinley,3,0.034
SDN790,U836,Mitchell,3,0.999,Blue_Lead_Ck,3,0.001,,,,,,,,,
SDN791,U837,Tachie,3,0.363,Chilko,3,0.124,Pitt,2,0.066,Pinchi_Cr,3,0.061,L_Adams,4,0.06
SDN792,U838,Pitt,2,1,,,,,,,,,,,,
SDN794,U841,Birkenhead,3,1,,,,,,,,,,,,
SDN795,U842,Chilko,3,0.964,Chilko-North,3,0.011,Little,4,0.009,L_Adams,4,0.004,L_Horsefly,3,0.002
SDN796,U843,Chilko,3,0.997,Tachie,3,0.003,,,,,,,,,
SDN829,U851,L_Adams,4,0.381,Chilko,3,0.34,Little,4,0.166,MiddleShuswap,4,0.059,Portage_Cr,4,0.039
SDN826,U885,Seymour,2,0.973,Scotch,2,0.014,L_Adams,4,0.008,Little,4,0.003,Eagle,2,0.001
SDN830,U886,Mitchell,3,0.992,Quesnel_Decept,3,0.005,Blue_Lead_Ck,3,0.003,,,,,,
SDN831,U887,Quesnel_Decept,3,0.96,Mitchell,3,0.03,Blue_Lead_Ck,3,0.004,Roaring,3,0.003,Wasko_Cr,3,0.002
SDN832,U888,L_Adams,4,0.617,Portage_Cr,4,0.122,Seymour,2,0.092,Eagle_L,4,0.088,U_Adams,2,0.022
SDN833,U889,Tachie,3,0.57,Pinchi_Cr,3,0.362,Forfar,1,0.029,Stellako,3,0.015,Dust,1,0.01
SDN828,U892,Seymour,2,0.993,Scotch,2,0.007,,,,,,,,,
SDN835,U893,Chilko,3,0.959,Pinchi_Cr,3,0.015,Chilko-North,3,0.009,Narrows,1,0.004,L_Adams,4,0.003
SDN836,U894,Tachie,3,0.559,Pinchi_Cr,3,0.398,Stellako,3,0.031,Forfar,1,0.009,Kuzkwa_Cr,3,0.002
SDN837,U895,L_Adams,4,0.431,Little,4,0.377,Birkenhead,3,0.066,Narrows,1,0.044,Forfar,1,0.028
SDN838,U896,Quesnel_Decept,3,0.324,Pitt,2,0.149,Stellako,3,0.117,Pinchi_Cr,3,0.116,Chilko,3,0.114
SDN560,U560,Sakinaw,6,1,,,,,,,,,,,,
SDN573,U570,Narrows,1,0.5054,Blackwater,1,0.1605,U_Horsefly,3,0.1584,Hudson_Bay,1,0.1345,Sinta,1,0.0072
SDN563,U571,U_Horsefly,3,0.8221,Horsefly,3,0.0948,Quesnel_Horsef,3,0.0712,L_Horsefly,3,0.0056,McKinley,3,0.0054
SDN564,U572,U_Horsefly,3,0.8469,Horsefly,3,0.0839,Quesnel_Horsef,3,0.0688,Narrows,1,0.0001,Kynock,1,0.0001
SDN565,U573,U_Horsefly,3,0.8458,Horsefly,3,0.0858,Quesnel_Horsef,3,0.0682,M_Horsefly,3,0.0002,,,
SDN566,U574,Scotch,2,0.4896,Seymour,2,0.4809,Blackwater,1,0.0084,Narrows,1,0.0072,MiddleShuswap,4,0.002
SDN574,U575,Seymour,2,0.3511,Narrows,1,0.2581,Scotch,2,0.2466,Blackwater,1,0.0565,Hudson_Bay,1,0.055
SDN568,U587,Narrows,1,0.4473,Paula,1,0.2202,Blackwater,1,0.1862,Hudson_Bay,1,0.1019,Sandpoint,1,0.0182
SDN569,U588,Birkenhead,3,0.9815,LakeWashington,5,0.009,Narrows,1,0.0068,Hudson_Bay,1,0.0018,Blackwater,1,0.0009
SDN570,U589,Narrows,1,0.2795,Paula,1,0.1538,U_Horsefly,3,0.1454,Blackwater,1,0.1421,Hudson_Bay,1,0.0592
SDN592,U597,U_Horsefly,3,0.8358,Horsefly,3,0.0904,Quesnel_Horsef,3,0.0718,L_Horsefly,3,0.002,,,
SDN593,U598,Quesnel_Mitche,3,0.9993,Mitchell,3,0.0006,Roaring,3,0.0001,,,,,,
SDN596,U613,Quesnel_Mitche,3,0.9959,Mitchell,3,0.0038,Birkenhead,3,0.0002,Wasko_Cr,3,0.0001,,,
SDN600,U635,Birkenhead,3,0.9806,Quesnel_Mitche,3,0.0063,U_Horsefly,3,0.0037,Craig,14,0.003,Hugh_Smith,20,0.0027
SDN601,U636,Quesnel_Mitche,3,0.9977,Mitchell,3,0.0021,Blue_Lead_Ck,3,0.0002,,,,,,
SDN602,U637,U_Horsefly,3,0.7977,Horsefly,3,0.0839,Quesnel_Horsef,3,0.066,Quesnel_Mitche,3,0.0384,Roaring,3,0.0085
SDN603,U638,Quesnel_Mitche,3,0.9969,Mitchell,3,0.0013,Wasko_Cr,3,0.0009,Roaring,3,0.0009,,,
SDN604,U639,Quesnel_Mitche,3,0.9999,Mitchell,3,0.0001,,,,,,,,,
SDN227,U223,Seymour,2,0.5475,Scotch,2,0.4259,Chilko-North,3,0.0239,Thompson_N,2,0.0018,Chilko,3,0.0009
SDN232,U240,Chilko-North,3,0.8518,Chilko,3,0.1107,Blackwater,1,0.023,Narrows,1,0.0076,Paula,1,0.001
SDN236,U245,Chilko-North,3,0.862,Chilko,3,0.1258,Birkenhead,3,0.0088,Narrows,1,0.0016,Bivouac,1,0.0009
SDN237,U246,U_Horsefly,3,0.8237,Horsefly,3,0.082,Quesnel_Horsef,3,0.0669,Seymour,2,0.0127,L_Horsefly,3,0.0103
SDN238,U247,U_Horsefly,3,0.8149,Horsefly,3,0.0923,Quesnel_Horsef,3,0.0765,L_Horsefly,3,0.0091,McKinley,3,0.0045
SDN239,U248,U_Horsefly,3,0.8448,Horsefly,3,0.0741,Quesnel_Horsef,3,0.0739,L_Horsefly,3,0.0054,Quesnel_Decept,3,0.0018
SDN242,U251,Seymour,2,0.5229,Scotch,2,0.2719,Chilko-North,3,0.1419,Chilko,3,0.0387,Thompson_N,2,0.013
SDN243,U252,Quesnel_Mitche,3,0.7036,U_Horsefly,3,0.1127,Paula,1,0.033,Quesnel_Horsef,3,0.0324,Narrows,1,0.027
SDN244,U253,Chilko-North,3,0.8667,Chilko,3,0.1264,U_Horsefly,3,0.0036,Birkenhead,3,0.0011,Raft,2,0.001
SDN1259,U1330,Chilko-North,3,0.8503,Chilko,3,0.0986,Birkenhead,3,0.0503,Narrows,1,0.0005,Quesnel_Horsef,3,0.0003
SDN532,U540,Chilko,3,0.741,Seymour,2,0.232,Eagle,2,0.015,Scotch,2,0.009,Eagle_L,4,0.002
SDN543,U554,Forfar,1,0.411,Sandpoint,1,0.334,Narrows,1,0.143,Kynock,1,0.077,Bivouac,1,0.017
SDN544,U555,Seymour,2,0.448,Chilko,3,0.25,Scotch,2,0.068,Horsefly,3,0.053,M_Horsefly,3,0.045
SDN545,U556,Chilko,3,0.96,Chilko_south,2,0.039,Pinchi_Cr,3,0.001,,,,,,
SDN541,U561,Mitchell,3,0.893,Chilko,3,0.072,Wasko_Cr,3,0.027,Blue_Lead_Ck,3,0.002,Roaring,3,0.002
SDN548,U562,Mitchell,3,0.993,Wasko_Cr,3,0.006,Roaring,3,0.001,,,,,,
SDN549,U563,Chilko,3,0.97,Horsefly,3,0.012,Chilko_south,2,0.012,M_Horsefly,3,0.004,McKinley,3,0.001
SDN550,U564,Chilko,3,0.922,Sandpoint,1,0.026,Chilko_south,2,0.024,Narrows,1,0.022,Thompson_N,2,0.003
SDN554,U581,Forfar,1,0.433,Sandpoint,1,0.317,Narrows,1,0.147,Kynock,1,0.084,Chilko,3,0.015
SDN555,U582,Chilko,3,0.995,Chilko_south,2,0.005,,,,,,,,,
SDN556,U583,Seymour,2,0.657,Scotch,2,0.123,Eagle,2,0.119,Little,4,0.087,L_Adams,4,0.013
SDN644,U667,Mitchell,3,0.53,Chilko,3,0.396,Wasko_Cr,3,0.054,Roaring,3,0.006,Quesnel_Horsef,3,0.005
SDN649,U675,Nahatlatch,2,0.924,Seymour,2,0.076,,,,,,,,,
SDN654,U683,Mitchell,3,0.998,Wasko_Cr,3,0.001,Quesnel_Mitche,3,0.001,,,,,,
SDN655,U684,Pitt,2,0.53,Seymour,2,0.157,Chilko,3,0.153,Mitchell,3,0.069,Chilko_south,2,0.03
SDN629,U650,Chilko,3,0.989,Nahatlatch,2,0.007,Middle,3,0.002,Thompson_N,2,0.001,Roaring,3,0.001
SDN634,U658,Mitchell,3,0.983,Wasko_Cr,3,0.013,Blue_Lead_Ck,3,0.003,Roaring,3,0.001,,,
SDN637,U662,Forfar,1,0.406,Sandpoint,1,0.344,Narrows,1,0.15,Kynock,1,0.076,Porter_Cr,1,0.009
SDN638,U663,Pitt,2,0.716,Neechanz,18,0.227,Iskut,14,0.022,Marble_Cr,18,0.021,Inziana,18,0.014
SDN639,U671,Mitchell,3,0.999,Blue_Lead_Ck,3,0.001,,,,,,,,,
SDN247,U129,L_Adams,4,1,,,,,,,,,,,,
SDN248,U224,L_Adams,4,0.9,Raft,2,0.081,Thompson_N,2,0.015,Eagle_L,4,0.003,Little,4,0.001
SDN249,U225,L_Adams,4,0.951,Pinchi_Cr,3,0.019,Raft,2,0.011,Tachie,3,0.006,MiddleShuswap,4,0.006
SDN240,U249,L_Adams,4,0.998,Little,4,0.002,,,,,,,,,
SDN241,U250,L_Adams,4,0.995,Bowron,2,0.005,,,,,,,,,
SDN245,U254,L_Adams,4,0.955,Chilko-North,3,0.026,Little,4,0.01,MiddleShuswap,4,0.007,Chilko,3,0.001
SDN246,U255,L_Adams,4,0.994,Bowron,2,0.003,Little,4,0.002,Stellako,3,0.001,,,
SDN254,U256,L_Adams,4,0.989,Little,4,0.01,L_Shuswap,4,0.001,,,,,,
SDN258,U260,L_Adams,4,0.999,MiddleShuswap,4,0.001,,,,,,,,,
SDN259,U261,L_Adams,4,0.937,MiddleShuswap,4,0.024,L_Shuswap,4,0.015,Raft,2,0.01,Little,4,0.009
SDN260,U262,L_Adams,4,0.986,Little,4,0.012,Horsefly,3,0.001,Chilko,3,0.001,,,
SDN531,U539,Bowron,2,1,,,,,,,,,,,,
SDN538,U550,L_Adams,4,0.999,Eagle_L,4,0.001,,,,,,,,,
SDN539,U551,L_Adams,4,0.928,MiddleShuswap,4,0.024,L_Shuswap,4,0.017,Little,4,0.01,Scotch,2,0.009
SDN540,U552,L_Adams,4,0.874,Chilko-North,3,0.039,Bowron,2,0.036,Chilko,3,0.03,Little,4,0.013
SDN542,U553,L_Adams,4,0.995,Raft,2,0.002,Little,4,0.001,L_Shuswap,4,0.001,Thompson_N,2,0.001
SDN329,U337,McKinley,3,0.8938,L_Horsefly,3,0.0534,Quesnel_Horsef,3,0.0415,M_Horsefly,3,0.0066,L_Adams,4,0.0016
SDN331,U339,Chilko,3,0.9997,Chilko-North,3,0.0003,,,,,,,,,
SDN332,U340,Chilko,3,0.9924,McKinley,3,0.0027,Middle,3,0.0017,Quesnel_Horsef,3,0.0014,L_Horsefly,3,0.0006
SDN335,U344,Weaver,4,1,,,,,,,,,,,,
SDN336,U345,Chilko,3,0.9961,Thompson_N,2,0.0022,Chilko-North,3,0.0017,,,,,,
SDN337,U346,Chilko,3,0.9929,Chilko-North,3,0.0047,Chilko_south,2,0.0014,Thompson_N,2,0.001,,,
SDN341,U352,Blue_Lead_Ck,3,0.7403,Wasko_Cr,3,0.172,Roaring,3,0.0765,McKinley,3,0.0042,Mitchell,3,0.004
SDN342,U353,McKinley,3,0.8937,L_Horsefly,3,0.054,Quesnel_Horsef,3,0.0432,U_Horsefly,3,0.0029,Wasko_Cr,3,0.0021
SDN343,U354,Thompson_N,2,0.9087,McKinley,3,0.0277,Chilko,3,0.0156,Quesnel_Horsef,3,0.0117,Raft,2,0.0099
SDN407,U322,Chilko,3,0.9686,Thompson_N,2,0.0217,Middle,3,0.0051,McKinley,3,0.0026,Chilko_south,2,0.0007
SDN408,U323,Middle,3,0.9668,Chilko,3,0.016,Stellako,3,0.0101,Forfar,1,0.0014,Dust,1,0.0014
SDN409,U324,Blue_Lead_Ck,3,0.7194,Mitchell,3,0.2641,Wasko_Cr,3,0.0103,Quesnel_Mitche,3,0.0044,Roaring,3,0.0018
SDN399,U417,Middle,3,0.6954,Weaver,4,0.2596,Chilko,3,0.0437,Pinchi_Cr,3,0.001,Chilko_south,2,0.0003
SDN400,U418,Chilko,3,0.9927,Middle,3,0.0036,Blue_Lead_Ck,3,0.0024,McKinley,3,0.0007,Wasko_Cr,3,0.0006
SDN411,U419,McKinley,3,0.781,Wasko_Cr,3,0.1046,Quesnel_Horsef,3,0.0355,Roaring,3,0.024,Blue_Lead_Ck,3,0.0155
SDN412,U420,Blue_Lead_Ck,3,0.7467,Wasko_Cr,3,0.1551,Roaring,3,0.0862,Mitchell,3,0.0081,Quesnel_Mitche,3,0.0021
SDN405,U425,Chilko,3,0.6393,Thompson_N,2,0.3502,Raft,2,0.0099,Roaring,3,0.0003,Wasko_Cr,3,0.0003
