sample_id,ufn,Stock_1,Region_1,Prob_1,Stock_2,Region_2,Prob_2,Stock_3,Region_3,Prob_3,Stock_4,Region_4,Prob_4,Stock_5,Region_5,Prob_5
JS01113,U2060,L_Adams,4,0.573,MiddleShuswap,4,0.403,Scotch,2,0.007,Seymour,2,0.007,L_Shuswap,4,0.006
JS01114,U2054,Mitchell,3,1,,,,,,,,,,,,
JS01115,U2053,L_Adams,4,0.837,MiddleShuswap,4,0.135,L_Shuswap,4,0.023,Seymour,2,0.004,U_Adams,2,0.001
JS01116,U2057,Chilko,3,0.848,L_Adams,4,0.119,Chilko-North,3,0.017,Scotch,2,0.01,MiddleShuswap,4,0.003
JS01117,U2052,L_Adams,4,0.966,L_Shuswap,4,0.021,Portage_Cr,4,0.011,MiddleShuswap,4,0.002,,,
JS01118,U2056,MiddleShuswap,4,0.537,L_Shuswap,4,0.359,L_Adams,4,0.055,Chilko,3,0.021,Chilko-North,3,0.016
JS01119,U2025,L_Adams,4,0.571,Seymour,2,0.262,Scotch,2,0.084,MiddleShuswap,4,0.052,Chilko,3,0.024
JS01120,U2055,Chilko,3,0.733,Chilko-North,3,0.197,L_Shuswap,4,0.025,MiddleShuswap,4,0.025,L_Adams,4,0.01
DS00931,U2049,Seymour,2,0.8871,Scotch,2,0.1129,,,,,,,,,
DS00932,U2149,Horsefly,3,0.8905,Chilko,3,0.1051,Middle,3,0.003,L_Horsefly,3,0.0005,Kynock,1,0.0003
DS00933,U2044,MiddleShuswap,4,0.6593,L_Shuswap,4,0.2962,L_Adams,4,0.0368,Seymour,2,0.0031,Eagle_L,4,0.0025
DS00934,U2048,L_Shuswap,4,0.5404,MiddleShuswap,4,0.4596,,,,,,,,,
DS00935,U2045,MiddleShuswap,4,0.5585,L_Shuswap,4,0.3192,L_Adams,4,0.1092,Eagle_L,4,0.0125,Thompson_N,2,0.0004
DS00936,U2046,L_Shuswap,4,0.636,MiddleShuswap,4,0.3311,L_Adams,4,0.0279,Eagle_L,4,0.0029,Dust,1,0.0017
DS00937,U2182,Horsefly,3,0.7954,Fennell,2,0.0766,L_Adams,4,0.048,Chilko,3,0.0307,MiddleShuswap,4,0.0247
DS00938,U2150,L_Shuswap,4,0.5639,MiddleShuswap,4,0.3083,L_Adams,4,0.1033,Eagle_L,4,0.0173,Chilko,3,0.0062
DS00939,U2181,L_Adams,4,0.7087,Eagle_L,4,0.1363,L_Shuswap,4,0.1121,MiddleShuswap,4,0.0272,Little,4,0.0059
DS00940,U2047,L_Adams,4,0.6505,L_Shuswap,4,0.2831,MiddleShuswap,4,0.04,Eagle_L,4,0.0179,Horsefly,3,0.0085
DS00961,U1703,Chilko,3,0.7105,L_Adams,4,0.2102,MiddleShuswap,4,0.0426,L_Shuswap,4,0.0305,Horsefly,3,0.003
DS00962,U1704,MiddleShuswap,4,0.8394,L_Adams,4,0.1046,Eagle_L,4,0.0536,Seymour,2,0.0012,U_Adams,2,0.0005
DS00963,U1694,Chilko,3,0.7041,L_Adams,4,0.1775,MiddleShuswap,4,0.0467,L_Shuswap,4,0.0406,Horsefly,3,0.0185
DS00964,U1707,Chilko,3,0.7286,Kynock,1,0.0783,Bivouac,1,0.0779,Gluskie,1,0.0524,Forfar,1,0.0285
DS00965,U1708,MiddleShuswap,4,0.462,L_Adams,4,0.4148,Eagle_L,4,0.0526,L_Shuswap,4,0.0427,Seymour,2,0.0178
DS00966,U1709,MiddleShuswap,4,0.6195,L_Adams,4,0.2584,L_Shuswap,4,0.1154,Eagle_L,4,0.0058,Portage_Cr,4,0.0007
DS00967,U1705,Bivouac,1,0.4587,Kynock,1,0.3384,Gluskie,1,0.1114,Forfar,1,0.0375,Sinta,1,0.033
DS00968,U1706,L_Shuswap,4,0.4736,L_Adams,4,0.4498,Quesnel_Decept,3,0.0288,Eagle_L,4,0.0152,MiddleShuswap,4,0.0152
DS00969,U1710,MiddleShuswap,4,0.6384,L_Shuswap,4,0.2689,L_Adams,4,0.0838,Horsefly,3,0.0047,Eagle_L,4,0.0036
DS00970,U1711,MiddleShuswap,4,0.7384,L_Shuswap,4,0.2376,L_Adams,4,0.0235,Little,4,0.0005,,,
DS00971,U4315,MiddleShuswap,4,0.8884,L_Adams,4,0.0518,Seymour,2,0.0468,L_Shuswap,4,0.0105,Chilko,3,0.001
DS00972,U4317,MiddleShuswap,4,0.4803,L_Adams,4,0.3817,Chilko,3,0.1045,L_Shuswap,4,0.0291,Eagle_L,4,0.0018
DS00973,U4316,Chilko,3,0.7132,L_Shuswap,4,0.1418,L_Adams,4,0.1376,Quesnel_Decept,3,0.0028,Eagle_L,4,0.0025
DS00974,U4200,Chilko,3,0.494,Kynock,1,0.1401,Bivouac,1,0.1078,Gluskie,1,0.0473,Sandpoint,1,0.0425
DS00975,U4198,Seymour,2,0.4974,L_Adams,4,0.3455,Eagle_L,4,0.0754,Scotch,2,0.0572,MiddleShuswap,4,0.0181
DS00976,U4345,Seymour,2,0.8835,Scotch,2,0.1157,L_Adams,4,0.0008,,,,,,
DS00977,U4199,L_Shuswap,4,0.4483,L_Adams,4,0.3635,MiddleShuswap,4,0.1186,Eagle_L,4,0.0574,Seymour,2,0.0067
DS00978,U4196,L_Adams,4,0.6,MiddleShuswap,4,0.1835,L_Shuswap,4,0.1517,Eagle_L,4,0.0591,Seymour,2,0.0039
DS00979,U4197,Horsefly,3,0.9549,Quesnel_Decept,3,0.0383,Quesnel_Horsef,3,0.0031,McKinley,3,0.0014,M_Horsefly,3,0.0012
DS00980,U4314,MiddleShuswap,4,0.8623,L_Shuswap,4,0.1377,,,,,,,,,
DS00981,U4420,Chilko,3,0.8011,Horsefly,3,0.1525,L_Adams,4,0.0389,Kynock,1,0.0055,Quesnel_Decept,3,0.0015
DS00982,U4394,Horsefly,3,0.756,Quesnel_Decept,3,0.12,Quesnel_Mitche,3,0.0563,Quesnel_Horsef,3,0.02,L_Adams,4,0.0161
DS00983,U4393,MiddleShuswap,4,0.7899,L_Shuswap,4,0.1951,L_Adams,4,0.0129,Seymour,2,0.0019,Thompson_N,2,0.0001
DS00984,U4223,MiddleShuswap,4,0.5303,L_Shuswap,4,0.3017,L_Adams,4,0.1165,Horsefly,3,0.0216,Eagle_L,4,0.0094
DS00985,U4417,Quesnel_Mitche,3,0.6191,Mitchell,3,0.3809,,,,,,,,,
DS00986,U4222,MiddleShuswap,4,0.4672,L_Adams,4,0.1896,L_Shuswap,4,0.1837,Eagle_L,4,0.1463,Horsefly,3,0.0072
DS00987,U4419,Chilko,3,0.9672,Horsefly,3,0.0236,L_Adams,4,0.0051,Chilko-North,3,0.001,MiddleShuswap,4,0.001
DS00988,U4224,MiddleShuswap,4,0.828,L_Adams,4,0.0612,Horsefly,3,0.0576,L_Shuswap,4,0.0339,Eagle_L,4,0.0112
DS00989,U4344,L_Shuswap,4,0.5929,MiddleShuswap,4,0.4037,L_Adams,4,0.0026,Eagle_L,4,0.0008,,,
DS00990,U4418,Chilko,3,0.69,L_Adams,4,0.1377,Eagle_L,4,0.0772,MiddleShuswap,4,0.0542,Thompson_N,2,0.0147
DS00991,U2379,L_Adams,4,0.6444,MiddleShuswap,4,0.1796,Seymour,2,0.1,L_Shuswap,4,0.0468,Eagle_L,4,0.0235
DS00992,U2378,MiddleShuswap,4,0.5293,L_Shuswap,4,0.4674,L_Adams,4,0.0029,Eagle_L,4,0.0003,Little,4,0.0001
DS00993,U2382,L_Adams,4,0.7371,Eagle_L,4,0.165,L_Shuswap,4,0.0723,MiddleShuswap,4,0.0143,Chilko,3,0.0055
DS00994,U2381,Chilko,3,0.9806,Horsefly,3,0.0101,MiddleShuswap,4,0.004,L_Adams,4,0.0038,Chilko_south,2,0.0008
DS00995,U2380,MiddleShuswap,4,0.5243,L_Shuswap,4,0.4757,,,,,,,,,
DS00997,U2383,L_Adams,4,0.7395,Forfar,1,0.047,Stellako,3,0.0435,Kynock,1,0.042,Sinta,1,0.0328
DS01261,U1576,MiddleShuswap,4,0.649,L_Adams,4,0.1835,Chilko,3,0.1233,L_Shuswap,4,0.0231,Eagle_L,4,0.0079
DS01262,U1574,MiddleShuswap,4,0.8763,L_Adams,4,0.0666,L_Shuswap,4,0.0542,Eagle_L,4,0.0029,,,
DS01263,U1577,Horsefly,3,0.9812,Quesnel_Horsef,3,0.0051,U_Horsefly,3,0.0036,Chilko,3,0.0028,M_Horsefly,3,0.0021
DS01264,U1569,Horsefly,3,0.9389,L_Adams,4,0.0228,MiddleShuswap,4,0.0135,Chilko,3,0.0073,Quesnel_Horsef,3,0.0063
DS01265,U1570,L_Shuswap,4,0.6092,MiddleShuswap,4,0.3705,L_Adams,4,0.0157,Eagle_L,4,0.0023,Horsefly,3,0.0022
DS01266,U1571,MiddleShuswap,4,0.7716,L_Adams,4,0.157,L_Shuswap,4,0.0633,Horsefly,3,0.0052,U_Horsefly,3,0.0014
DS01267,U1575,MiddleShuswap,4,0.6459,L_Adams,4,0.2801,L_Shuswap,4,0.0633,Chilko,3,0.0058,Eagle_L,4,0.0041
DS01268,U1573,Seymour,2,0.4414,L_Adams,4,0.3315,Scotch,2,0.1536,MiddleShuswap,4,0.0408,Chilko,3,0.0179
DS01269,U1572,MiddleShuswap,4,0.8126,L_Shuswap,4,0.1772,L_Adams,4,0.008,Eagle_L,4,0.0022,,,
DS01270,U1578,MiddleShuswap,4,0.5884,L_Adams,4,0.2404,L_Shuswap,4,0.1656,Eagle_L,4,0.0026,Seymour,2,0.0015
DS01271,U1796,MiddleShuswap,4,0.8701,L_Shuswap,4,0.1147,L_Adams,4,0.0148,Eagle_L,4,0.0003,Little,4,0.0001
DS01272,U1791,MiddleShuswap,4,0.5601,L_Shuswap,4,0.2839,L_Adams,4,0.1306,Chilko,3,0.0154,Eagle_L,4,0.0077
DS01273,U1797,L_Adams,4,0.7025,MiddleShuswap,4,0.2171,Horsefly,3,0.0374,L_Shuswap,4,0.0356,Eagle_L,4,0.0047
DS01274,U1795,MiddleShuswap,4,0.9098,L_Adams,4,0.0738,L_Shuswap,4,0.0134,Chilko,3,0.0017,Eagle_L,4,0.0009
DS01275,U1800,MiddleShuswap,4,0.699,L_Shuswap,4,0.301,,,,,,,,,
DS01276,U1798,L_Adams,4,0.5904,MiddleShuswap,4,0.2683,Eagle_L,4,0.1204,L_Shuswap,4,0.0173,Seymour,2,0.0021
DS01277,U1793,L_Adams,4,0.77,Eagle_L,4,0.1818,MiddleShuswap,4,0.0205,Horsefly,3,0.0143,Seymour,2,0.0099
DS01278,U1794,Seymour,2,0.8447,Scotch,2,0.1154,L_Adams,4,0.0393,Eagle,2,0.0004,Eagle_L,4,0.0001
DS01279,U1799,Quesnel_Mitche,3,0.5818,Mitchell,3,0.3563,Quesnel_Decept,3,0.0489,Blue_Lead_Ck,3,0.0102,Wasko_Cr,3,0.0018
DS01280,U1792,Chilko,3,0.6964,Quesnel_Mitche,3,0.1233,MiddleShuswap,4,0.0727,Mitchell,3,0.0658,Quesnel_Decept,3,0.0127
DS01281,U4295,MiddleShuswap,4,0.8903,L_Shuswap,4,0.106,L_Adams,4,0.0036,Eagle_L,4,0.0001,,,
DS01282,U4304,MiddleShuswap,4,0.7396,L_Shuswap,4,0.2463,L_Adams,4,0.0137,Horsefly,3,0.0002,Dust,1,0.0001
DS01283,U4292,Horsefly,3,0.9426,Chilko,3,0.0378,Quesnel_Horsef,3,0.0089,U_Horsefly,3,0.0045,Quesnel_Decept,3,0.0036
DS01284,U4302,MiddleShuswap,4,0.8555,L_Shuswap,4,0.1049,L_Adams,4,0.0375,Eagle_L,4,0.0021,,,
DS01285,U4294,MiddleShuswap,4,0.988,L_Adams,4,0.0075,Eagle_L,4,0.0037,Seymour,2,0.0004,L_Shuswap,4,0.0003
DS01286,U4296,MiddleShuswap,4,0.9126,L_Adams,4,0.074,L_Shuswap,4,0.0116,Eagle_L,4,0.0009,Portage_Cr,4,0.0007
DS01287,U4177,L_Shuswap,4,0.7216,MiddleShuswap,4,0.2618,L_Adams,4,0.0081,Thompson_N,2,0.007,Horsefly,3,0.001
DS01288,U4293,Horsefly,3,0.962,Quesnel_Decept,3,0.0346,Blue_Lead_Ck,3,0.0016,Quesnel_Horsef,3,0.0015,M_Horsefly,3,0.0002
DS01289,U4303,MiddleShuswap,4,0.2872,L_Shuswap,4,0.2435,L_Adams,4,0.1943,Seymour,2,0.1156,Horsefly,3,0.0556
DS01290,U4305,L_Shuswap,4,0.4188,MiddleShuswap,4,0.4178,L_Adams,4,0.1488,Seymour,2,0.0097,Eagle_L,4,0.0031
DS01021,U1488,L_Adams,4,0.7171,Eagle_L,4,0.2121,L_Shuswap,4,0.0549,MiddleShuswap,4,0.014,Fennell,2,0.0007
DS01022,U1483,Seymour,2,0.5342,MiddleShuswap,4,0.3675,Scotch,2,0.0726,L_Adams,4,0.0134,L_Shuswap,4,0.0107
DS01023,U1485,Fennell,2,0.4837,MiddleShuswap,4,0.1769,Chilko,3,0.1219,L_Adams,4,0.0995,L_Shuswap,4,0.0401
DS01024,U1484,MiddleShuswap,4,0.5504,Quesnel_Decept,3,0.1483,L_Adams,4,0.1312,L_Shuswap,4,0.0963,Eagle_L,4,0.0443
DS01025,U1479,L_Shuswap,4,0.9939,MiddleShuswap,4,0.0051,L_Adams,4,0.001,,,,,,
DS01026,U1481,Seymour,2,0.8609,Scotch,2,0.1204,Chilko,3,0.0176,L_Adams,4,0.0011,,,
DS01027,U1486,MiddleShuswap,4,0.6979,L_Shuswap,4,0.267,L_Adams,4,0.0257,Eagle_L,4,0.0094,,,
DS01029,U1480,MiddleShuswap,4,0.9696,L_Adams,4,0.03,L_Shuswap,4,0.0003,Eagle_L,4,0.0001,,,
DS01030,U1482,MiddleShuswap,4,0.709,L_Shuswap,4,0.291,,,,,,,,,
JS01141,U19523,MiddleShuswap,4,0.7401,L_Shuswap,4,0.149,Seymour,2,0.0634,L_Adams,4,0.0339,Eagle_L,4,0.0069
JS01142,U19524,Seymour,2,0.4828,L_Shuswap,4,0.1626,MiddleShuswap,4,0.1352,L_Adams,4,0.1105,Scotch,2,0.0979
JS01143,U19525,MiddleShuswap,4,0.3988,L_Adams,4,0.3515,L_Shuswap,4,0.2376,Seymour,2,0.003,Horsefly,3,0.0029
JS01144,U19526,MiddleShuswap,4,0.8435,L_Shuswap,4,0.0917,L_Adams,4,0.0509,Eagle_L,4,0.0124,Seymour,2,0.0008
JS01145,U19527,L_Adams,4,0.3898,MiddleShuswap,4,0.3741,L_Shuswap,4,0.089,Seymour,2,0.0812,Scotch,2,0.0369
JS01146,U19528,MiddleShuswap,4,0.7288,L_Adams,4,0.2137,L_Shuswap,4,0.0527,Eagle_L,4,0.0048,,,
JS01147,U19529,Horsefly,3,0.9269,MiddleShuswap,4,0.0254,L_Shuswap,4,0.0108,Chilko,3,0.0092,Quesnel_Decept,3,0.0077
JS01148,U19530,Horsefly,3,0.9581,L_Adams,4,0.0259,Eagle_L,4,0.0086,Quesnel_Horsef,3,0.0056,Quesnel_Decept,3,0.0014
JS01149,U19531,Horsefly,3,0.8583,L_Adams,4,0.0951,Eagle_L,4,0.0145,Chilko,3,0.014,MiddleShuswap,4,0.0091
JS01150,U19532,Chilko,3,0.3394,Kynock,1,0.2417,Bivouac,1,0.1593,Horsefly,3,0.1388,Gluskie,1,0.0433
JS01171,U1745,Bivouac,1,0.3663,Kynock,1,0.3175,Gluskie,1,0.1204,Forfar,1,0.0456,Sandpoint,1,0.0321
JS01172,U1718,Horsefly,3,0.9954,M_Horsefly,3,0.0038,U_Horsefly,3,0.0007,Quesnel_Horsef,3,0.0001,,,
JS01173,U1741,Horsefly,3,0.5448,MiddleShuswap,4,0.2368,L_Adams,4,0.1495,L_Shuswap,4,0.0441,Eagle_L,4,0.0142
JS01174,U1720,L_Shuswap,4,0.5882,MiddleShuswap,4,0.4097,L_Adams,4,0.001,Seymour,2,0.0008,Eagle_L,4,0.0003
JS01175,U1742,MiddleShuswap,4,0.465,L_Adams,4,0.3819,L_Shuswap,4,0.0919,Seymour,2,0.0514,Eagle_L,4,0.0095
JS01176,U1743,L_Shuswap,4,0.4596,MiddleShuswap,4,0.398,L_Adams,4,0.0784,Seymour,2,0.0565,Eagle_L,4,0.0038
JS01177,U1744,MiddleShuswap,4,0.7901,L_Shuswap,4,0.1466,L_Adams,4,0.053,Seymour,2,0.0081,Eagle_L,4,0.0013
JS01178,U1700,MiddleShuswap,4,0.7828,L_Adams,4,0.1946,L_Shuswap,4,0.0166,Horsefly,3,0.0039,Chilko,3,0.0013
JS01179,U1717,L_Shuswap,4,0.6751,MiddleShuswap,4,0.3094,L_Adams,4,0.0089,Seymour,2,0.0042,Scotch,2,0.0021
JS01180,U2040,Horsefly,3,0.5148,L_Adams,4,0.4349,Stellako,3,0.0173,MiddleShuswap,4,0.0112,L_Shuswap,4,0.004
JS01201,U1451,MiddleShuswap,4,0.5231,L_Adams,4,0.1885,Seymour,2,0.107,L_Shuswap,4,0.0853,Eagle_L,4,0.0505
JS01202,U1446,MiddleShuswap,4,0.4282,L_Adams,4,0.3391,L_Shuswap,4,0.2171,Eagle_L,4,0.0064,Horsefly,3,0.0056
JS01203,U1453,Quesnel_Mitche,3,0.6131,Mitchell,3,0.3755,Blue_Lead_Ck,3,0.0056,Quesnel_Decept,3,0.0035,Wasko_Cr,3,0.0013
JS01204,U1442,L_Adams,4,0.5999,MiddleShuswap,4,0.3311,Eagle_L,4,0.0542,L_Shuswap,4,0.0131,Seymour,2,0.0017
JS01205,U1437,MiddleShuswap,4,0.7921,L_Shuswap,4,0.2013,L_Adams,4,0.0065,Chilko,3,0.0001,,,
JS01206,U1438,MiddleShuswap,4,0.5724,L_Shuswap,4,0.4024,L_Adams,4,0.022,Seymour,2,0.0028,Eagle_L,4,0.0003
JS01207,U1452,Nimpkish,7,1,,,,,,,,,,,,
JS01208,U1444,Nimpkish,7,0.9958,Woss_Lake,7,0.0042,,,,,,,,,
JS01209,U1445,Nimpkish,7,0.9251,Woss_Lake,7,0.0749,,,,,,,,,
JS01210,U1443,MiddleShuswap,4,0.5327,L_Shuswap,4,0.3523,L_Adams,4,0.112,Eagle_L,4,0.0028,Little,4,0.0002
JS01211,U1722,Seymour,2,0.881,Scotch,2,0.1189,L_Adams,4,0.0001,,,,,,
JS01212,U1724,Nimpkish,7,0.9326,Woss_Lake,7,0.067,Vernon,7,0.0004,,,,,,
JS01213,U1721,Nimpkish,7,0.8915,Woss_Lake,7,0.1085,,,,,,,,,
JS01214,U1725,Quesnel_Mitche,3,0.6138,Mitchell,3,0.3823,Blue_Lead_Ck,3,0.0031,Quesnel_Decept,3,0.0007,Wasko_Cr,3,0.0001
JS01215,U1726,Chilko,3,0.6435,L_Adams,4,0.2661,L_Shuswap,4,0.0526,MiddleShuswap,4,0.0198,Eagle_L,4,0.0112
JS01216,U1727,Horsefly,3,0.7358,L_Adams,4,0.2322,Eagle_L,4,0.0083,MiddleShuswap,4,0.0078,L_Shuswap,4,0.0069
JS01217,U1729,MiddleShuswap,4,0.6805,L_Shuswap,4,0.285,L_Adams,4,0.0268,Eagle_L,4,0.007,Chilko,3,0.0007
JS01218,U1723,Nimpkish,7,0.9055,Woss_Lake,7,0.0945,,,,,,,,,
JS01219,U1728,L_Adams,4,0.3072,Horsefly,3,0.2355,L_Shuswap,4,0.1748,MiddleShuswap,4,0.1024,Seymour,2,0.0904
JS01220,U1730,L_Adams,4,0.7666,L_Shuswap,4,0.1029,MiddleShuswap,4,0.0517,Thompson_N,2,0.0488,Horsefly,3,0.0101
JS01221,U4181,Quesnel_Mitche,3,0.5857,Mitchell,3,0.3559,Quesnel_Decept,3,0.0305,Horsefly,3,0.0143,Blue_Lead_Ck,3,0.0094
JS01222,U4182,Horsefly,3,0.3509,MiddleShuswap,4,0.3115,L_Adams,4,0.1791,Chilko,3,0.0859,L_Shuswap,4,0.0478
JS01223,U4308,L_Adams,4,0.7753,L_Shuswap,4,0.1206,Eagle_L,4,0.0704,MiddleShuswap,4,0.0216,Portage_Cr,4,0.0067
JS01224,U4183,L_Shuswap,4,0.5972,MiddleShuswap,4,0.34,L_Adams,4,0.0384,Seymour,2,0.0195,Scotch,2,0.0035
JS01225,U4307,Horsefly,3,0.9117,Quesnel_Decept,3,0.027,Quesnel_Horsef,3,0.0174,MiddleShuswap,4,0.0146,M_Horsefly,3,0.0132
JS01226,U4178,Chilko,3,0.6042,Horsefly,3,0.2333,MiddleShuswap,4,0.0765,L_Adams,4,0.0416,Quesnel_Decept,3,0.0301
JS01227,U4179,L_Adams,4,0.7202,MiddleShuswap,4,0.0817,Chilko,3,0.0751,Seymour,2,0.0493,L_Shuswap,4,0.0413
JS01228,U4306,Nimpkish,7,0.9087,Woss_Lake,7,0.0909,Vernon,7,0.0004,,,,,,
JS01229,U4180,Nimpkish,7,0.9453,Woss_Lake,7,0.0545,Vernon,7,0.0002,,,,,,
JS01230,U4184,L_Adams,4,0.7231,Eagle_L,4,0.167,Horsefly,3,0.0415,L_Shuswap,4,0.0385,MiddleShuswap,4,0.0137
JS01231,U2220,L_Adams,4,0.6585,MiddleShuswap,4,0.2454,L_Shuswap,4,0.0812,Eagle_L,4,0.0078,Little,4,0.0052
JS01232,U2216,MiddleShuswap,4,0.5258,L_Shuswap,4,0.4202,L_Adams,4,0.0438,Eagle_L,4,0.009,Fennell,2,0.0008
JS01233,U2218,Horsefly,3,0.3763,MiddleShuswap,4,0.3134,L_Adams,4,0.1872,Eagle_L,4,0.0776,L_Shuswap,4,0.0381
JS01234,U2217,Chilko,3,0.998,Quesnel_Decept,3,0.0015,Horsefly,3,0.0002,Chilko-North,3,0.0001,Roaring,3,0.0001
JS01235,U2219,MiddleShuswap,4,0.5073,L_Adams,4,0.4594,L_Shuswap,4,0.0258,Eagle_L,4,0.0064,Portage_Cr,4,0.0009
JS01236,U2215,Chilko,3,0.9983,MiddleShuswap,4,0.0007,L_Shuswap,4,0.0005,L_Adams,4,0.0003,Eagle_L,4,0.0002
JS01266,U2151,Little,4,0.5579,L_Adams,4,0.1649,Scotch,2,0.1029,Seymour,2,0.067,MiddleShuswap,4,0.0533
JS01271,U1463,MiddleShuswap,4,0.8219,L_Shuswap,4,0.0916,Chilko,3,0.0302,Scotch,2,0.0184,Little,4,0.0158
JS01272,U1475,Quesnel_Horsef,3,0.5323,Horsefly,3,0.4586,U_Horsefly,3,0.0037,L_Horsefly,3,0.0027,McKinley,3,0.0017
JS01273,U1477,L_Adams,4,0.4069,MiddleShuswap,4,0.2621,Little,4,0.253,Chilko,3,0.0431,Seymour,2,0.0232
JS01274,U1472,Quesnel_Horsef,3,0.2625,Little,4,0.2256,L_Adams,4,0.2007,Horsefly,3,0.1057,MiddleShuswap,4,0.0938
JS01275,U1476,Chilko,3,0.5191,Chilko-North,3,0.126,Horsefly,3,0.0938,Tachie,3,0.0562,Quesnel_Horsef,3,0.0461
JS01276,U1478,Quesnel_Horsef,3,0.4592,Horsefly,3,0.4571,L_Adams,4,0.032,L_Shuswap,4,0.0167,MiddleShuswap,4,0.0074
JS01277,U1464,Chilko,3,0.8492,Chilko-North,3,0.1429,Chilko_south,2,0.0041,FiveMile,1,0.0017,Horsefly,3,0.0005
JS01278,U1473,Chilko,3,0.9374,Chilko-North,3,0.0302,Horsefly,3,0.011,Quesnel_Decept,3,0.0049,Chilko_south,2,0.0041
JS01280,U1462,MiddleShuswap,4,0.937,L_Shuswap,4,0.0272,Little,4,0.0186,L_Adams,4,0.0169,Eagle_L,4,0.0003
JS01291,U2098,Quesnel_Mitche,3,0.93,Mitchell,3,0.0406,Roaring,3,0.0211,Blue_Lead_Ck,3,0.0041,Wasko_Cr,3,0.0015
JS01292,U2099,Scotch,2,0.3733,Seymour,2,0.2473,Little,4,0.1836,L_Adams,4,0.1749,MiddleShuswap,4,0.0047
JS01293,U2029,Quesnel_Horsef,3,0.4537,Horsefly,3,0.3353,MiddleShuswap,4,0.0872,L_Adams,4,0.0765,Quesnel_Decept,3,0.0131
JS01294,U2096,MiddleShuswap,4,0.5303,L_Shuswap,4,0.4671,Little,4,0.0026,,,,,,
JS01295,U2094,MiddleShuswap,4,0.8043,L_Shuswap,4,0.0916,L_Adams,4,0.0726,Little,4,0.0212,Eagle_L,4,0.0103
JS01296,U2093,MiddleShuswap,4,0.6551,L_Shuswap,4,0.3401,L_Adams,4,0.0022,Chilko,3,0.0012,Little,4,0.0012
JS01297,U2092,MiddleShuswap,4,0.5304,L_Shuswap,4,0.4246,L_Adams,4,0.0299,Little,4,0.0079,Eagle_L,4,0.0072
JS01299,U2097,L_Shuswap,4,0.7671,MiddleShuswap,4,0.2321,Little,4,0.0006,L_Adams,4,0.0002,,,
JS01300,U2091,Little,4,0.4524,L_Adams,4,0.4478,L_Shuswap,4,0.0725,Scotch,2,0.0225,MiddleShuswap,4,0.0035
JS01301,U1431,Scotch,2,0.9025,Seymour,2,0.095,L_Adams,4,0.0024,L_Shuswap,4,0.0001,,,
DS01051,U4519,Fennell,2,0.9816,Chilko,3,0.0092,L_Adams,4,0.0049,Chilko_south,2,0.0032,MiddleShuswap,4,0.0004
DS01052,U4542,MiddleShuswap,4,0.8215,L_Shuswap,4,0.1085,L_Adams,4,0.0367,Scotch,2,0.0181,Little,4,0.0108
DS01053,U1853,MiddleShuswap,4,0.4643,L_Shuswap,4,0.2948,L_Adams,4,0.2106,Little,4,0.0285,Eagle_L,4,0.0014
DS01054,U1848,MiddleShuswap,4,0.4289,Seymour,2,0.143,Quesnel_Horsef,3,0.1082,L_Adams,4,0.0758,Scotch,2,0.0698
DS01055,U1850,MiddleShuswap,4,0.5105,Little,4,0.2886,L_Adams,4,0.1416,Scotch,2,0.0245,L_Shuswap,4,0.0166
DS01056,U4540,MiddleShuswap,4,0.8192,Seymour,2,0.0705,L_Shuswap,4,0.0497,Little,4,0.0342,L_Adams,4,0.0199
DS01057,U1849,MiddleShuswap,4,0.6781,Chilko,3,0.1392,Horsefly,3,0.0774,L_Shuswap,4,0.0591,L_Adams,4,0.0297
DS01058,U4541,MiddleShuswap,4,0.5791,L_Adams,4,0.2751,Little,4,0.0821,Scotch,2,0.0232,Seymour,2,0.0144
DS01059,U1847,MiddleShuswap,4,0.5655,Little,4,0.2224,L_Shuswap,4,0.1451,L_Adams,4,0.0641,Chilko,3,0.0013
DS01060,U1852,MiddleShuswap,4,0.6632,Little,4,0.1322,L_Shuswap,4,0.1267,L_Adams,4,0.058,Scotch,2,0.0059
DS01061,U1836,Chilko,3,0.8874,Chilko-North,3,0.0923,Tachie,3,0.0104,Chilko_south,2,0.0052,Kuzkwa_Cr,3,0.0019
DS01062,U1843,MiddleShuswap,4,0.6263,L_Shuswap,4,0.3446,Little,4,0.0172,L_Adams,4,0.0115,Eagle_L,4,0.0003
DS01063,U1837,MiddleShuswap,4,0.9723,L_Shuswap,4,0.0138,Little,4,0.0066,L_Adams,4,0.0065,Horsefly,3,0.0005
DS01064,U1842,MiddleShuswap,4,0.3925,L_Adams,4,0.3074,Little,4,0.216,L_Shuswap,4,0.0387,Eagle_L,4,0.0174
DS01101,U1714,Little,4,0.5821,L_Adams,4,0.1882,Tachie,3,0.1094,Chilko,3,0.0643,Quesnel_Decept,3,0.0382
DS01102,U1697,Quesnel_Mitche,3,0.9671,Mitchell,3,0.0328,Blue_Lead_Ck,3,0.0001,,,,,,
DS01103,U1698,MiddleShuswap,4,0.8714,L_Shuswap,4,0.092,L_Adams,4,0.0224,Little,4,0.0102,Chilko,3,0.0035
DS01104,U1715,Little,4,0.4695,L_Adams,4,0.3383,Seymour,2,0.1262,Scotch,2,0.0299,L_Shuswap,4,0.0182
