ufn,cm_lab,cpaf_lab,caf_lab,cgf_lab,ucal_lab,lpaf_lab,lpam_lab,lam_lab,laf_lab,lgf_lab,ulep_lab,lab_count_motiles,comments,quality_level,quality_log
U3979,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4943,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3994,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3967,0,0,0,1,0,0,0,0,0,0,0,1,NA,Raw,NA
U10221,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U10301,1,1,0,0,0,0,0,0,0,0,0,2,NA,Raw,NA
U10461,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U10541,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U10623,0,0,0,1,0,0,0,0,0,0,0,1,NA,Raw,NA
U10701,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U11021,0,0,0,2,0,0,0,0,0,0,0,2,NA,Raw,NA
U11023,0,0,0,1,0,0,0,0,0,0,0,1,NA,Raw,NA
U12702,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U12703,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U10782,0,0,0,1,0,0,0,0,0,0,0,1,NA,Raw,NA
U13021,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U13024,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U10861,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U10941,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U10942,1,0,0,1,0,0,0,0,0,0,0,2,NA,Raw,NA
U13103,1,0,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U13108,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U13109,0,0,0,2,1,0,0,0,0,0,0,3,NA,Raw,NA
U13110,0,0,0,1,0,0,0,0,0,0,0,1,NA,Raw,NA
U14001,1,0,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U14002,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U14003,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U14039,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U14040,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U14041,1,0,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U14004,1,0,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U4836,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4719,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4874,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4876,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4837,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4838,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4835,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4834,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4875,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4718,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4131,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4099,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4126,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4130,0,0,1,1,0,0,0,0,0,0,0,2,NA,Raw,NA
U4133,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4128,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4132,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4127,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4100,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4129,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U2912,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U2828,0,0,1,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U2827,0,0,1,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U2830,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U2635,1,0,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U5040,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U5036,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U5037,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U5041,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3065,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U2940,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3281,0,0,1,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U2936,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3285,0,1,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U2935,0,0,1,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U4751,0,0,0,0,1,0,0,0,0,0,0,1,NA,Raw,NA
U4705,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4831,2,0,0,0,0,0,0,0,0,0,0,2,NA,Raw,NA
U4828,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4830,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4704,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4750,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4706,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4862,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4829,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4976,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4973,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4975,1,0,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U4978,0,0,0,0,0,1,0,0,0,0,0,1,NA,Raw,NA
U4171,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4977,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4172,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4972,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4974,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U5039,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U5038,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U5025,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U5028,0,0,0,1,0,0,0,0,0,0,0,1,NA,Raw,NA
U4802,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4776,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4728,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4801,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4777,0,1,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U4779,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4778,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4800,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4780,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4849,1,0,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U4745,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4821,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4743,1,0,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U4744,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4742,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3122,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3121,2,0,0,0,0,0,0,0,0,0,0,2,NA,Raw,NA
U3111,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3108,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3241,0,0,0,0,0,0,1,0,0,0,0,1,NA,Raw,NA
U3268,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3267,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3269,0,1,0,1,0,0,0,0,0,0,0,2,NA,Raw,NA
U3274,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3270,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U2859,0,0,1,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U2528,0,0,1,1,0,0,1,0,1,0,0,4,NA,Raw,NA
U2626,0,0,0,1,0,0,0,0,0,0,0,1,NA,Raw,NA
U2634,0,0,1,1,0,0,0,0,0,0,0,2,NA,Raw,NA
U2831,0,0,1,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U4979,0,0,0,0,0,0,1,0,0,0,0,1,NA,Raw,NA
U4088,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4090,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4044,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4089,0,0,0,1,0,0,0,0,0,0,0,1,NA,Raw,NA
U4079,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4085,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4086,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4092,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4087,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U5043,0,0,0,0,0,1,1,1,0,0,0,3,NA,Raw,NA
U5023,0,0,0,1,0,0,0,0,0,0,0,1,NA,Raw,NA
U2921,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U2833,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U2832,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U2922,1,0,1,1,0,0,0,0,0,0,0,3,NA,Raw,NA
U2923,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3239,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3124,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3117,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3120,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3125,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3123,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4073,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3749,1,0,0,0,0,1,0,0,0,0,0,2,NA,Raw,NA
U4075,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4076,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4042,2,0,0,0,0,0,0,0,0,0,0,2,NA,Raw,NA
U4074,0,0,0,0,0,0,0,0,1,0,0,1,NA,Raw,NA
U4060,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U2636,1,0,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U3012,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U2933,0,0,1,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U3018,0,0,0,1,0,0,0,0,0,0,0,1,NA,Raw,NA
U4043,0,0,0,0,0,0,0,1,0,0,0,1,NA,Raw,NA
U3189,0,0,0,1,0,0,0,0,0,0,0,1,NA,Raw,NA
U3064,0,1,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U3057,0,0,0,0,0,0,0,0,0,0,1,1,NA,Raw,NA
U3054,0,1,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U3061,0,0,0,0,0,0,0,1,0,0,0,1,NA,Raw,NA
U3055,0,0,0,1,0,0,0,0,0,0,0,1,NA,Raw,NA
U3053,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3172,0,1,0,0,1,0,0,0,0,0,0,2,NA,Raw,NA
U3175,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3098,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3119,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3097,0,0,0,1,0,0,0,0,0,0,0,1,NA,Raw,NA
U3116,0,0,0,0,0,1,0,0,0,0,0,1,NA,Raw,NA
U3115,1,0,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U3271,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3256,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3248,0,0,0,0,1,0,0,0,0,0,0,1,NA,Raw,NA
U4072,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4057,1,0,0,1,0,0,0,0,0,0,0,2,NA,Raw,NA
U4056,0,1,0,0,1,0,0,0,0,0,0,2,NA,Raw,NA
U4058,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4055,1,0,1,0,0,0,0,0,0,0,0,2,NA,Raw,NA
U3748,0,1,1,0,0,0,0,0,0,0,0,2,NA,Raw,NA
U4059,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4071,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4070,0,0,0,0,1,0,0,0,0,0,0,1,NA,Raw,NA
U4069,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4865,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4794,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4795,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4871,0,0,0,1,0,0,0,0,0,0,0,1,NA,Raw,NA
U4863,0,1,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U4799,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4864,1,0,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U4798,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4757,0,2,0,0,0,0,0,0,0,0,0,2,NA,Raw,NA
U4797,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4868,0,0,1,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U4866,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4796,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4759,1,0,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U4867,0,1,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U4869,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4760,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4758,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4870,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4152,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4150,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4151,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4166,0,0,2,2,1,1,0,0,0,1,0,7,NA,Raw,NA
U4169,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4153,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4165,0,1,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U4167,0,0,0,0,0,0,1,0,0,0,0,1,NA,Raw,NA
U4168,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4154,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4082,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4119,1,0,1,1,0,0,0,0,0,0,0,3,NA,Raw,NA
U4083,0,0,0,0,1,0,0,0,0,0,0,1,NA,Raw,NA
U4125,0,1,0,2,0,0,0,0,0,0,0,3,NA,Raw,NA
U4117,0,1,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U4081,1,0,0,2,0,0,0,0,0,0,0,3,NA,Raw,NA
U4045,0,0,0,0,1,0,0,0,0,0,0,1,NA,Raw,NA
U4124,0,0,0,0,1,0,0,0,0,0,0,1,NA,Raw,NA
U4118,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4116,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U2914,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3005,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3001,1,0,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U3003,0,0,0,1,0,0,0,0,0,0,0,1,NA,Raw,NA
U2916,0,0,0,1,1,0,0,0,0,0,0,2,NA,Raw,NA
U3031,0,0,1,0,0,0,0,0,0,0,1,2,NA,Raw,NA
U5012,0,0,0,1,0,0,0,0,0,0,0,1,NA,Raw,NA
U5009,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U5010,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4955,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4956,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U5000,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U5013,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4954,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U5011,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U5008,0,0,0,1,0,0,0,0,0,0,0,1,NA,Raw,NA
U2547,1,0,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U2545,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U2546,0,1,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U2544,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U2542,0,1,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U2826,0,0,0,1,1,0,0,0,0,0,0,2,NA,Raw,NA
U3279,0,0,0,1,0,0,0,0,0,0,0,1,NA,Raw,NA
U3272,0,0,1,2,0,0,0,0,0,0,0,3,NA,Raw,NA
U3273,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3230,1,1,1,0,0,0,0,0,0,0,0,3,NA,Raw,NA
U3266,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3260,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3280,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U2550,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3261,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3193,0,0,0,1,2,0,0,0,0,0,0,3,NA,Raw,NA
U2939,0,0,0,0,1,0,0,0,0,0,0,1,NA,Raw,NA
U3194,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U2943,1,0,1,0,0,0,0,0,0,0,0,2,NA,Raw,NA
U3188,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U5057,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U5061,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4923,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4919,0,0,0,0,0,1,1,0,0,1,0,3,NA,Raw,NA
U4921,1,0,0,2,0,0,0,0,0,0,0,3,NA,Raw,NA
U4920,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4922,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4928,1,0,0,1,0,0,0,0,0,0,0,2,NA,Raw,NA
U4707,1,0,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U4709,0,0,1,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U4708,1,0,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U3151,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3142,1,0,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U3090,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3148,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3143,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U2629,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4155,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4170,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4960,0,1,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U2628,0,0,0,0,1,1,0,0,0,0,0,2,NA,Raw,NA
U2824,1,0,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U4965,0,0,0,1,0,0,0,0,0,0,0,1,NA,Raw,NA
U2633,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U2625,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3101,0,0,0,0,1,0,0,0,0,0,0,1,NA,Raw,NA
U2549,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4723,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4722,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4713,1,0,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U4720,1,0,0,0,1,0,0,0,0,0,0,2,NA,Raw,NA
U4721,1,0,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U4710,3,0,0,0,1,0,0,0,0,0,0,4,NA,Raw,NA
U4712,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4756,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4711,2,0,0,0,0,0,0,0,0,0,0,2,NA,Raw,NA
U3207,0,0,0,0,0,1,0,0,0,1,0,2,NA,Raw,NA
U2861,1,0,0,0,0,0,0,1,0,0,0,2,NA,Raw,NA
U2863,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U2525,0,0,0,1,0,0,0,0,0,1,0,2,NA,Raw,NA
U2530,0,0,0,0,0,0,0,1,1,1,0,3,NA,Raw,NA
U2862,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U2513,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U2865,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U2867,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U2870,0,1,1,0,0,0,0,0,0,0,0,2,NA,Raw,NA
U2869,1,0,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U2866,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U2532,0,0,1,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U2864,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U2531,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U2533,1,0,0,1,1,0,0,0,0,0,0,3,NA,Raw,NA
U2868,1,0,1,0,0,0,0,0,0,0,0,2,NA,Raw,NA
U2664,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U2665,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U2661,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3141,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U2032,1,0,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U4156,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4157,0,0,1,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U4971,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4158,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3029,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3028,0,0,0,1,0,0,0,0,0,0,0,1,NA,Raw,NA
U2932,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3027,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U2918,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3030,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3162,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4855,1,1,0,0,0,0,0,0,0,0,0,2,NA,Raw,NA
U4854,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4747,0,0,0,2,0,0,0,0,0,0,0,2,NA,Raw,NA
U4746,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4853,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4748,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4850,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4851,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4749,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4924,0,0,0,3,0,0,0,0,0,0,0,3,NA,Raw,NA
U4053,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4052,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4068,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4067,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3745,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4066,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3746,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3747,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4051,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4054,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U2838,0,1,0,1,0,0,1,2,0,0,0,5,NA,Raw,NA
U2517,1,0,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U2839,0,1,1,0,0,0,0,0,1,0,0,3,NA,Raw,NA
U3153,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3158,1,0,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U3156,0,0,0,1,0,0,0,0,0,0,0,1,NA,Raw,NA
U2666,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U2543,0,0,1,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U3025,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U2931,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3020,1,0,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U3024,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3022,0,0,0,1,0,0,0,0,0,0,0,1,NA,Raw,NA
U3058,0,1,1,0,0,0,0,0,0,0,0,2,NA,Raw,NA
U3060,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3063,0,0,1,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U3066,0,0,0,0,1,0,0,0,0,0,0,1,NA,Raw,NA
U2652,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3040,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3037,0,0,0,0,0,0,0,1,0,0,0,1,NA,Raw,NA
