sample_id,sample_type,ufn,sample_comments,analyzing_lab,quality_level,quality_log
SXM5406,extra_muscle,U4906,NA,NA,raw,NA
SXM5408,extra_muscle,U4908,NA,NA,raw,NA
SXM5409,extra_muscle,U4909,NA,NA,raw,NA
SXM5410,extra_muscle,U4910,NA,NA,raw,NA
SXM5411,extra_muscle,U4911,NA,NA,raw,NA
SXM5412,extra_muscle,U4912,NA,NA,raw,NA
SXM5413,extra_muscle,U4913,NA,NA,raw,NA
SXM5414,extra_muscle,U4914,NA,NA,raw,NA
SXM5415,extra_muscle,U4915,NA,NA,raw,NA
SXM5416,extra_muscle,U4916,NA,NA,raw,NA
SXM5418,extra_muscle,U4918,NA,NA,raw,NA
SXM5419,extra_muscle,U4919,NA,NA,raw,NA
SXM5420,extra_muscle,U4920,NA,NA,raw,NA
SXM5421,extra_muscle,U4921,NA,NA,raw,NA
SXM5422,extra_muscle,U4922,NA,NA,raw,NA
SXM5423,extra_muscle,U4923,NA,NA,raw,NA
SXM5424,extra_muscle,U4924,NA,NA,raw,NA
SXM5425,extra_muscle,U4925,NA,NA,raw,NA
SXM5426,extra_muscle,U4926,NA,NA,raw,NA
SXM5427,extra_muscle,U4927,NA,NA,raw,NA
SXM5428,extra_muscle,U4928,NA,NA,raw,NA
SXM5429,extra_muscle,U4929,NA,NA,raw,NA
SXM5430,extra_muscle,U4930,NA,NA,raw,NA
SXM5431,extra_muscle,U4931,NA,NA,raw,NA
SXM5432,extra_muscle,U4932,NA,NA,raw,NA
SXM5433,extra_muscle,U4933,NA,NA,raw,NA
SXM5434,extra_muscle,U4934,NA,NA,raw,NA
SXM5435,extra_muscle,U4935,NA,NA,raw,NA
SXM5436,extra_muscle,U4936,NA,NA,raw,NA
SXM5437,extra_muscle,U4937,NA,NA,raw,NA
SXM5438,extra_muscle,U4938,NA,NA,raw,NA
SXM5439,extra_muscle,U4939,NA,NA,raw,NA
SXM5440,extra_muscle,U4940,NA,NA,raw,NA
SXM5441,extra_muscle,U4941,NA,NA,raw,NA
SXM5442,extra_muscle,U4942,NA,NA,raw,NA
SXM5443,extra_muscle,U4943,NA,NA,raw,NA
SXM5444,extra_muscle,U4944,NA,NA,raw,NA
SXM5445,extra_muscle,U4945,NA,NA,raw,NA
SXM5446,extra_muscle,U4946,NA,NA,raw,NA
SXM5447,extra_muscle,U4947,NA,NA,raw,NA
SXM5448,extra_muscle,U4948,NA,NA,raw,NA
SXM5449,extra_muscle,U4949,NA,NA,raw,NA
SXM5450,extra_muscle,U4950,NA,NA,raw,NA
SXM5451,extra_muscle,U4951,NA,NA,raw,NA
SXM5452,extra_muscle,U4952,NA,NA,raw,NA
SXM5453,extra_muscle,U4953,NA,NA,raw,NA
SXM5454,extra_muscle,U4954,NA,NA,raw,NA
SXM5455,extra_muscle,U4955,NA,NA,raw,NA
SXM5456,extra_muscle,U4956,NA,NA,raw,NA
SXM5457,extra_muscle,U4957,NA,NA,raw,NA
SXM4496,extra_muscle,U4096,NA,NA,raw,NA
SXM4465,extra_muscle,U4065,NA,NA,raw,NA
SXM5509,extra_muscle,U4970,NA,NA,raw,NA
SXM5510,extra_muscle,U4971,NA,NA,raw,NA
SXM5511,extra_muscle,U4972,NA,NA,raw,NA
SXM5512,extra_muscle,U4973,NA,NA,raw,NA
SXM5513,extra_muscle,U4974,NA,NA,raw,NA
SXM5514,extra_muscle,U4975,NA,NA,raw,NA
SXM5515,extra_muscle,U4976,NA,NA,raw,NA
SXM5516,extra_muscle,U4977,NA,NA,raw,NA
SXM5517,extra_muscle,U4978,NA,NA,raw,NA
SXM5518,extra_muscle,U4979,NA,NA,raw,NA
SXM5519,extra_muscle,U4980,NA,NA,raw,NA
SXM5537,extra_muscle,U4998,NA,NA,raw,NA
SXM5538,extra_muscle,U4999,NA,NA,raw,NA
SXM5539,extra_muscle,U5000,NA,NA,raw,NA
SXM5540,extra_muscle,U5001,NA,NA,raw,NA
SXM5541,extra_muscle,U5002,NA,NA,raw,NA
SXM5542,extra_muscle,U5003,NA,NA,raw,NA
SXM5543,extra_muscle,U5004,NA,NA,raw,NA
SXM5544,extra_muscle,U5005,NA,NA,raw,NA
SXM5545,extra_muscle,U5006,NA,NA,raw,NA
SXM5546,extra_muscle,U5007,NA,NA,raw,NA
SXM5547,extra_muscle,U5008,NA,NA,raw,NA
SXM5548,extra_muscle,U5009,NA,NA,raw,NA
SXM5549,extra_muscle,U5010,NA,NA,raw,NA
SXM5550,extra_muscle,U5011,NA,NA,raw,NA
SXM5551,extra_muscle,U5012,NA,NA,raw,NA
SXM5552,extra_muscle,U5013,NA,NA,raw,NA
SXM5553,extra_muscle,U5014,NA,NA,raw,NA
SXM5554,extra_muscle,U5015,NA,NA,raw,NA
SXM5555,extra_muscle,U5016,NA,NA,raw,NA
SXM5556,extra_muscle,U5017,NA,NA,raw,NA
SXM5557,extra_muscle,U5018,NA,NA,raw,NA
SXM5558,extra_muscle,U5019,NA,NA,raw,NA
SXM5559,extra_muscle,U5020,NA,NA,raw,NA
SXM5560,extra_muscle,U5021,NA,NA,raw,NA
SXM5561,extra_muscle,U5022,NA,NA,raw,NA
SXM5562,extra_muscle,U5023,NA,NA,raw,NA
SXM5563,extra_muscle,U5024,NA,NA,raw,NA
SXM5564,extra_muscle,U5025,NA,NA,raw,NA
SXM5565,extra_muscle,U5026,NA,NA,raw,NA
SXM5566,extra_muscle,U5027,NA,NA,raw,NA
SXM5567,extra_muscle,U5028,NA,NA,raw,NA
SXM5568,extra_muscle,U5029,NA,NA,raw,NA
SXM5569,extra_muscle,U5030,NA,NA,raw,NA
SXM5570,extra_muscle,U5031,NA,NA,raw,NA
SXM5571,extra_muscle,U5032,NA,NA,raw,NA
SXM5572,extra_muscle,U5033,NA,NA,raw,NA
SXM5573,extra_muscle,U5034,NA,NA,raw,NA
SXM5574,extra_muscle,U5035,NA,NA,raw,NA
SXM5575,extra_muscle,U5036,NA,NA,raw,NA
SXM5576,extra_muscle,U5037,NA,NA,raw,NA
SXM5577,extra_muscle,U5038,NA,NA,raw,NA
SXM5578,extra_muscle,U5039,NA,NA,raw,NA
SXM5579,extra_muscle,U5040,NA,NA,raw,NA
SXM5580,extra_muscle,U5041,NA,NA,raw,NA
SXM5581,extra_muscle,U5042,NA,NA,raw,NA
SXM5582,extra_muscle,U5043,NA,NA,raw,NA
SXM5584,extra_muscle,U5045,NA,NA,raw,NA
SXM5585,extra_muscle,U5046,NA,NA,raw,NA
SXM5586,extra_muscle,U5047,NA,NA,raw,NA
SXM5587,extra_muscle,U5048,NA,NA,raw,NA
SXM5588,extra_muscle,U5049,NA,NA,raw,NA
SXM5589,extra_muscle,U5050,NA,NA,raw,NA
SXM5590,extra_muscle,U5051,NA,NA,raw,NA
SXM5591,extra_muscle,U5052,NA,NA,raw,NA
SXM5592,extra_muscle,U5053,NA,NA,raw,NA
SXM5593,extra_muscle,U5054,NA,NA,raw,NA
SXM5594,extra_muscle,U5055,NA,NA,raw,NA
SXM5595,extra_muscle,U5056,NA,NA,raw,NA
SXM5596,extra_muscle,U5057,NA,NA,raw,NA
SXM5597,extra_muscle,U5058,NA,NA,raw,NA
SXM5598,extra_muscle,U5059,NA,NA,raw,NA
SXM5599,extra_muscle,U5060,NA,NA,raw,NA
SXM5600,extra_muscle,U5061,NA,NA,raw,NA
SXM5601,extra_muscle,U5062,NA,NA,raw,NA
SXM5602,extra_muscle,U5063,NA,NA,raw,NA
SXM5603,extra_muscle,U5064,NA,NA,raw,NA
SXM5604,extra_muscle,U5065,NA,NA,raw,NA
SXM5605,extra_muscle,U5066,NA,NA,raw,NA
SXM5606,extra_muscle,U5067,NA,NA,raw,NA
SXM5607,extra_muscle,U5068,NA,NA,raw,NA
SXM5608,extra_muscle,U5069,NA,NA,raw,NA
SXM5609,extra_muscle,U5070,NA,NA,raw,NA
S10187XM1,extra_muscle,U10187,Sample accidentally left in dry ice cooler at -65C overnight,NA,raw,NA
S10186XM1,extra_muscle,U10186,Sample accidentally left in dry ice cooler at -65C overnight,NA,raw,NA
S12740XM1,extra_muscle,U12740,Fish have been compromised because they were sitting at -65C for ~4 hours (accidentally forgotten in Freezer 1 during while it was defrosting on 2017-12-08,NA,raw,NA
S12736XM1,extra_muscle,U12736,Fish have been compromised because they were sitting at -65C for ~4 hours (accidentally forgotten in Freezer 1 during while it was defrosting on 2017-12-08,NA,raw,NA
S12735XM1,extra_muscle,U12735,Fish have been compromised because they were sitting at -65C for ~4 hours (accidentally forgotten in Freezer 1 during while it was defrosting on 2017-12-08,NA,raw,NA
S12988XM1,extra_muscle,U12988,NA,NA,raw,NA
S12981XM1,extra_muscle,U12981,NA,NA,raw,NA
S12982XM1,extra_muscle,U12982,NA,NA,raw,NA
S12983XM1,extra_muscle,U12983,NA,NA,raw,NA
S12987XM1,extra_muscle,U12987,NA,NA,raw,NA
S12989XM1,extra_muscle,U12989,NA,NA,raw,NA
S12986XM1,extra_muscle,U12986,NA,NA,raw,NA
S12990XM1,extra_muscle,U12990,NA,NA,raw,NA
S12985XM1,extra_muscle,U12985,NA,NA,raw,NA
S12984XM1,extra_muscle,U12984,NA,NA,raw,NA
S12827XM1,extra_muscle,U12827,NA,NA,raw,NA
S12822XM1,extra_muscle,U12822,NA,NA,raw,NA
S10182XM1,extra_muscle,U10182,Sample accidentally left in dry ice cooler at -65C overnight,NA,raw,NA
S10183XM1,extra_muscle,U10183,Sample accidentally left in dry ice cooler at -65C overnight,NA,raw,NA
S10185XM1,extra_muscle,U10185,Sample accidentally left in dry ice cooler at -65C overnight,NA,raw,NA
S10189XM1,extra_muscle,U10189,Sample accidentally left in dry ice cooler at -65C overnight,NA,raw,NA
S10181XM1,extra_muscle,U10181,Sample accidentally left in dry ice cooler at -65C overnight,NA,raw,NA
S10184XM1,extra_muscle,U10184,Sample accidentally left in dry ice cooler at -65C overnight,NA,raw,NA
S10190XM1,extra_muscle,U10190,Sample accidentally left in dry ice cooler at -65C overnight,NA,raw,NA
S12824XM1,extra_muscle,U12824,NA,NA,raw,NA
S12821XM1,extra_muscle,U12821,NA,NA,raw,NA
S12825XM1,extra_muscle,U12825,NA,NA,raw,NA
S12823XM1,extra_muscle,U12823,NA,NA,raw,NA
S12830XM1,extra_muscle,U12830,NA,NA,raw,NA
S12829XM1,extra_muscle,U12829,NA,NA,raw,NA
S12828XM1,extra_muscle,U12828,NA,NA,raw,NA
S12826XM1,extra_muscle,U12826,NA,NA,raw,NA
S12745XM1,extra_muscle,U12745,NA,NA,raw,NA
S12742XM1,extra_muscle,U12742,NA,NA,raw,NA
S12749XM1,extra_muscle,U12749,NA,NA,raw,NA
S12750XM1,extra_muscle,U12750,NA,NA,raw,NA
S12748XM1,extra_muscle,U12748,NA,NA,raw,NA
S10188XM1,extra_muscle,U10188,Sample accidentally left in dry ice cooler at -65C overnight,NA,raw,NA
S10177XM1,extra_muscle,U10177,sample partially thawed. Sample accidentally left in dry ice cooler at -65C overnight,NA,raw,NA
S10179XM1,extra_muscle,U10179,Sample accidentally left in dry ice cooler at -65C overnight,NA,raw,NA
S10171XM1,extra_muscle,U10171,Sample accidentally left in dry ice cooler at -65C overnight,NA,raw,NA
S10173XM1,extra_muscle,U10173,Sample accidentally left in dry ice cooler at -65C overnight,NA,raw,NA
S10172XM1,extra_muscle,U10172,Sample accidentally left in dry ice cooler at -65C overnight,NA,raw,NA
S10175XM1,extra_muscle,U10175,Sample accidentally left in dry ice cooler at -65C overnight,NA,raw,NA
S10180XM1,extra_muscle,U10180,Sample accidentally left in dry ice cooler at -65C overnight,NA,raw,NA
S12731XM1,extra_muscle,U12731,Fish have been compromised because they were sitting at -65C for ~4 hours (accidentally forgotten in Freezer 1 during while it was defrosting on 2017-12-08,NA,raw,NA
S12732XM1,extra_muscle,U12732,Fish have been compromised because they were sitting at -65C for ~4 hours (accidentally forgotten in Freezer 1 during while it was defrosting on 2017-12-08,NA,raw,NA
S12733XM1,extra_muscle,U12733,Fish have been compromised because they were sitting at -65C for ~4 hours (accidentally forgotten in Freezer 1 during while it was defrosting on 2017-12-08,NA,raw,NA
S12734XM1,extra_muscle,U12734,Fish have been compromised because they were sitting at -65C for ~4 hours (accidentally forgotten in Freezer 1 during while it was defrosting on 2017-12-08,NA,raw,NA
S12738XM1,extra_muscle,U12738,Fish have been compromised because they were sitting at -65C for ~4 hours (accidentally forgotten in Freezer 1 during while it was defrosting on 2017-12-08,NA,raw,NA
S12739XM1,extra_muscle,U12739,Fish have been compromised because they were sitting at -65C for ~4 hours (accidentally forgotten in Freezer 1 during while it was defrosting on 2017-12-08,NA,raw,NA
S12737XM1,extra_muscle,U12737,Fish have been compromised because they were sitting at -65C for ~4 hours (accidentally forgotten in Freezer 1 during while it was defrosting on 2017-12-08,NA,raw,NA
S10990XM1,extra_muscle,U10990,NA,NA,raw,NA
S10983XM1,extra_muscle,U10983,NA,NA,raw,NA
S10984XM1,extra_muscle,U10984,NA,NA,raw,NA
S10989XM1,extra_muscle,U10989,NA,NA,raw,NA
S10988XM1,extra_muscle,U10988,NA,NA,raw,NA
S10985XM1,extra_muscle,U10985,NA,NA,raw,NA
S10982XM1,extra_muscle,U10982,NA,NA,raw,NA
S10986XM1,extra_muscle,U10986,NA,NA,raw,NA
S10987XM1,extra_muscle,U10987,NA,NA,raw,NA
S10981XM1,extra_muscle,U10981,NA,NA,raw,NA
S10660XM1,extra_muscle,U10660,NA,NA,raw,NA
S10657XM1,extra_muscle,U10657,NA,NA,raw,NA
S10651XM1,extra_muscle,U10651,NA,NA,raw,NA
S12741XM1,extra_muscle,U12741,NA,NA,raw,NA
S12744XM1,extra_muscle,U12744,NA,NA,raw,NA
S12743XM1,extra_muscle,U12743,NA,NA,raw,NA
S12747XM1,extra_muscle,U12747,NA,NA,raw,NA
S12746XM1,extra_muscle,U12746,NA,NA,raw,NA
S10092XM1,extra_muscle,U10092,NA,NA,raw,NA
S10095XM1,extra_muscle,U10095,NA,NA,raw,NA
S10099XM1,extra_muscle,U10099,NA,NA,raw,NA
S10098XM1,extra_muscle,U10098,NA,NA,raw,NA
S10100XM1,extra_muscle,U10100,NA,NA,raw,NA
S10096XM1,extra_muscle,U10096,NA,NA,raw,NA
S10097XM1,extra_muscle,U10097,NA,NA,raw,NA
S10094XM1,extra_muscle,U10094,NA,NA,raw,NA
S10093XM1,extra_muscle,U10093,NA,NA,raw,NA
S10091XM1,extra_muscle,U10091,NA,NA,raw,NA
S12816XM1,extra_muscle,U12816,NA,NA,raw,NA
S12814XM1,extra_muscle,U12814,NA,NA,raw,NA
S12812XM1,extra_muscle,U12812,NA,NA,raw,NA
S12815XM1,extra_muscle,U12815,NA,NA,raw,NA
S12813XM1,extra_muscle,U12813,NA,NA,raw,NA
S12811XM1,extra_muscle,U12811,NA,NA,raw,NA
S12817XM1,extra_muscle,U12817,NA,NA,raw,NA
S12818XM1,extra_muscle,U12818,NA,NA,raw,NA
S12820XM1,extra_muscle,U12820,NA,NA,raw,NA
S12819XM1,extra_muscle,U12819,NA,NA,raw,NA
S12972XM1,extra_muscle,U12972,NA,NA,raw,NA
S10178XM1,extra_muscle,U10178,Sample accidentally left in dry ice cooler at -65C overnight,NA,raw,NA
S10176XM1,extra_muscle,U10176,Sample accidentally left in dry ice cooler at -65C overnight,NA,raw,NA
S10174XM1,extra_muscle,U10174,Sample accidentally left in dry ice cooler at -65C overnight,NA,raw,NA
S10584XM1,extra_muscle,U10584,Sample accidentally left in dry ice cooler at -65C overnight,NA,raw,NA
S10590XM1,extra_muscle,U10590,Sample accidentally left in dry ice cooler at -65C overnight,NA,raw,NA
S12974XM1,extra_muscle,U12974,NA,NA,raw,NA
S12971XM1,extra_muscle,U12971,NA,NA,raw,NA
S12973XM1,extra_muscle,U12973,NA,NA,raw,NA
S12975XM1,extra_muscle,U12975,NA,NA,raw,NA
S12976XM1,extra_muscle,U12976,NA,NA,raw,NA
S12977XM1,extra_muscle,U12977,NA,NA,raw,NA
S12979XM1,extra_muscle,U12979,NA,NA,raw,NA
S12978XM1,extra_muscle,U12978,NA,NA,raw,NA
S12980XM1,extra_muscle,U12980,NA,NA,raw,NA
S10588XM1,extra_muscle,U10588,Sample accidentally left in dry ice cooler at -65C overnight,NA,raw,NA
S10585XM1,extra_muscle,U10585,Sample accidentally left in dry ice cooler at -65C overnight,NA,raw,NA
S10581XM1,extra_muscle,U10581,Sample accidentally left in dry ice cooler at -65C overnight,NA,raw,NA
S10587XM1,extra_muscle,U10587,Sample accidentally left in dry ice cooler at -65C overnight,NA,raw,NA
S10582XM1,extra_muscle,U10582,Sample accidentally left in dry ice cooler at -65C overnight,NA,raw,NA
S10583XM1,extra_muscle,U10583,Sample accidentally left in dry ice cooler at -65C overnight,NA,raw,NA
S10586XM1,extra_muscle,U10586,Sample accidentally left in dry ice cooler at -65C overnight,NA,raw,NA
S10589XM1,extra_muscle,U10589,Sample accidentally left in dry ice cooler at -65C overnight,NA,raw,NA
S10670XM1,extra_muscle,U10670,Sample accidentally left in dry ice cooler at -65C overnight,NA,raw,NA
S10972XM1,extra_muscle,U10972,NA,NA,raw,NA
S10971XM1,extra_muscle,U10971,NA,NA,raw,NA
S10976XM1,extra_muscle,U10976,NA,NA,raw,NA
S10973XM1,extra_muscle,U10973,NA,NA,raw,NA
S10974XM1,extra_muscle,U10974,NA,NA,raw,NA
S10975XM1,extra_muscle,U10975,NA,NA,raw,NA
S10980XM1,extra_muscle,U10980,NA,NA,raw,NA
S10978XM1,extra_muscle,U10978,NA,NA,raw,NA
S10977XM1,extra_muscle,U10977,NA,NA,raw,NA
S10979XM1,extra_muscle,U10979,NA,NA,raw,NA
S10110XM1,extra_muscle,U10110,NA,NA,raw,NA
S10103XM1,extra_muscle,U10103,NA,NA,raw,NA
S10652XM1,extra_muscle,U10652,NA,NA,raw,NA
S10659XM1,extra_muscle,U10659,NA,NA,raw,NA
S10653XM1,extra_muscle,U10653,NA,NA,raw,NA
S10658XM1,extra_muscle,U10658,NA,NA,raw,NA
S10654XM1,extra_muscle,U10654,NA,NA,raw,NA
S10656XM1,extra_muscle,U10656,NA,NA,raw,NA
S10655XM1,extra_muscle,U10655,NA,NA,raw,NA
S12904XM1,extra_muscle,U12904,sample taken from right side,NA,raw,NA
S12901XM1,extra_muscle,U12901,sample taken from right side,NA,raw,NA
S12902XM1,extra_muscle,U12902,sample taken from right side,NA,raw,NA
S12905XM1,extra_muscle,U12905,sample taken from right side,NA,raw,NA
S10736XM1,extra_muscle,U10736,NA,NA,raw,NA
S10734XM1,extra_muscle,U10734,NA,NA,raw,NA
S10740XM1,extra_muscle,U10740,NA,NA,raw,NA
S10663XM1,extra_muscle,U10663,Sample accidentally left in dry ice cooler at -65C overnight,NA,raw,NA
S10661XM1,extra_muscle,U10661,Sample accidentally left in dry ice cooler at -65C overnight,NA,raw,NA
S10669XM1,extra_muscle,U10669,Sample accidentally left in dry ice cooler at -65C overnight,NA,raw,NA
S10662XM1,extra_muscle,U10662,Sample accidentally left in dry ice cooler at -65C overnight,NA,raw,NA
S10667XM1,extra_muscle,U10667,Sample accidentally left in dry ice cooler at -65C overnight,NA,raw,NA
S10665XM1,extra_muscle,U10665,Sample accidentally left in dry ice cooler at -65C overnight,NA,raw,NA
S10664XM1,extra_muscle,U10664,Sample accidentally left in dry ice cooler at -65C overnight,NA,raw,NA
S10666XM1,extra_muscle,U10666,Sample accidentally left in dry ice cooler at -65C overnight,NA,raw,NA
S10668XM1,extra_muscle,U10668,Sample accidentally left in dry ice cooler at -65C overnight,NA,raw,NA
S10732XM1,extra_muscle,U10732,NA,NA,raw,NA
S10738XM1,extra_muscle,U10738,NA,NA,raw,NA
S10733XM1,extra_muscle,U10733,NA,NA,raw,NA
S10737XM1,extra_muscle,U10737,NA,NA,raw,NA
S10731XM1,extra_muscle,U10731,NA,NA,raw,NA
S10735XM1,extra_muscle,U10735,NA,NA,raw,NA
S10739XM1,extra_muscle,U10739,NA,NA,raw,NA
S12572XM1,extra_muscle,U12572,NA,NA,raw,NA
S12574XM1,extra_muscle,U12574,NA,NA,raw,NA
S12571XM1,extra_muscle,U12571,NA,NA,raw,NA
S12573XM1,extra_muscle,U12573,NA,NA,raw,NA
S12575XM1,extra_muscle,U12575,NA,NA,raw,NA
S12578XM1,extra_muscle,U12578,NA,NA,raw,NA
S12577XM1,extra_muscle,U12577,NA,NA,raw,NA
S12579XM1,extra_muscle,U12579,NA,NA,raw,NA
S12580XM1,extra_muscle,U12580,NA,NA,raw,NA
S12652XM1,extra_muscle,U12652,Sample accidentally left in dry ice cooler at -65C overnight,NA,raw,NA
S12657XM1,extra_muscle,U12657,Sample accidentally left in dry ice cooler at -65C overnight,NA,raw,NA
S12660XM1,extra_muscle,U12660,Sample accidentally left in dry ice cooler at -65C overnight,NA,raw,NA
S12651XM1,extra_muscle,U12651,Sample accidentally left in dry ice cooler at -65C overnight,NA,raw,NA
S12654XM1,extra_muscle,U12654,Sample accidentally left in dry ice cooler at -65C overnight,NA,raw,NA
S12659XM1,extra_muscle,U12659,Sample accidentally left in dry ice cooler at -65C overnight,NA,raw,NA
S12656XM1,extra_muscle,U12656,Sample accidentally left in dry ice cooler at -65C overnight,NA,raw,NA
S12653XM1,extra_muscle,U12653,Sample accidentally left in dry ice cooler at -65C overnight,NA,raw,NA
S12655XM1,extra_muscle,U12655,Sample accidentally left in dry ice cooler at -65C overnight,NA,raw,NA
S10106XM1,extra_muscle,U10106,NA,NA,raw,NA
S10109XM1,extra_muscle,U10109,NA,NA,raw,NA
S10104XM1,extra_muscle,U10104,NA,NA,raw,NA
S10101XM1,extra_muscle,U10101,NA,NA,raw,NA
S10102XM1,extra_muscle,U10102,NA,NA,raw,NA
S10105XM1,extra_muscle,U10105,NA,NA,raw,NA
S12576XM1,extra_muscle,U12576,NA,NA,raw,NA
S12664XM1,extra_muscle,U12664,NA,NA,raw,NA
S12669XM1,extra_muscle,U12669,NA,NA,raw,NA
S12665XM1,extra_muscle,U12665,NA,NA,raw,NA
S12663XM1,extra_muscle,U12663,NA,NA,raw,NA
S12668XM1,extra_muscle,U12668,NA,NA,raw,NA
S12662XM1,extra_muscle,U12662,NA,NA,raw,NA
S12667XM1,extra_muscle,U12667,NA,NA,raw,NA
S12670XM1,extra_muscle,U12670,NA,NA,raw,NA
S10107XM1,extra_muscle,U10107,NA,NA,raw,NA
S10108XM1,extra_muscle,U10108,NA,NA,raw,NA
S12661XM1,extra_muscle,U12661,NA,NA,raw,NA
S12666XM1,extra_muscle,U12666,NA,NA,raw,NA
S12419XM1,extra_muscle,U12419,NA,NA,raw,NA
S12418XM1,extra_muscle,U12418,NA,NA,raw,NA
S12413XM1,extra_muscle,U12413,NA,NA,raw,NA
S12411XM1,extra_muscle,U12411,NA,NA,raw,NA
S12415XM1,extra_muscle,U12415,NA,NA,raw,NA
S12416XM1,extra_muscle,U12416,NA,NA,raw,NA
S12417XM1,extra_muscle,U12417,NA,NA,raw,NA
S12412XM1,extra_muscle,U12412,NA,NA,raw,NA
S12414XM1,extra_muscle,U12414,NA,NA,raw,NA
S12420XM1,extra_muscle,U12420,took sample from right side,NA,raw,NA
S12658XM1,extra_muscle,U12658,Sample accidentally left in dry ice cooler at -65C overnight,NA,raw,NA
S10506XM1,extra_muscle,U10506,Sample accidentally left in dry ice cooler at -65C overnight,NA,raw,NA
S10505XM1,extra_muscle,U10505,Sample accidentally left in dry ice cooler at -65C overnight,NA,raw,NA
S10504XM1,extra_muscle,U10504,Sample accidentally left in dry ice cooler at -65C overnight,NA,raw,NA
S10510XM1,extra_muscle,U10510,Sample accidentally left in dry ice cooler at -65C overnight,NA,raw,NA
S10509XM1,extra_muscle,U10509,Sample accidentally left in dry ice cooler at -65C overnight,NA,raw,NA
S10503XM1,extra_muscle,U10503,Sample accidentally left in dry ice cooler at -65C overnight,NA,raw,NA
S10507XM1,extra_muscle,U10507,Sample accidentally left in dry ice cooler at -65C overnight,NA,raw,NA
S10502XM1,extra_muscle,U10502,Sample accidentally left in dry ice cooler at -65C overnight,NA,raw,NA
S10508XM1,extra_muscle,U10508,Sample accidentally left in dry ice cooler at -65C overnight,NA,raw,NA
S10501XM1,extra_muscle,U10501,Sample accidentally left in dry ice cooler at -65C overnight,NA,raw,NA
S10496XM1,extra_muscle,U10496,NA,NA,raw,NA
S10491XM1,extra_muscle,U10491,NA,NA,raw,NA
S10497XM1,extra_muscle,U10497,NA,NA,raw,NA
S10499XM1,extra_muscle,U10499,NA,NA,raw,NA
S10492XM1,extra_muscle,U10492,NA,NA,raw,NA
S10571XM1,extra_muscle,U10571,NA,NA,raw,NA
S10580XM1,extra_muscle,U10580,NA,NA,raw,NA
S10572XM1,extra_muscle,U10572,NA,NA,raw,NA
S10573XM1,extra_muscle,U10573,NA,NA,raw,NA
S10574XM1,extra_muscle,U10574,NA,NA,raw,NA
S10575XM1,extra_muscle,U10575,NA,NA,raw,NA
S10576XM1,extra_muscle,U10576,NA,NA,raw,NA
S10577XM1,extra_muscle,U10577,NA,NA,raw,NA
S10578XM1,extra_muscle,U10578,NA,NA,raw,NA
S10579XM1,extra_muscle,U10579,NA,NA,raw,NA
S12587XM1,extra_muscle,U12587,Sample accidentally left in dry ice cooler at -65C overnight,NA,raw,NA
S12588XM1,extra_muscle,U12588,Sample accidentally left in dry ice cooler at -65C overnight,NA,raw,NA
S12590XM1,extra_muscle,U12590,Sample accidentally left in dry ice cooler at -65C overnight,NA,raw,NA
S12589XM1,extra_muscle,U12589,Sample accidentally left in dry ice cooler at -65C overnight,NA,raw,NA
S12581XM1,extra_muscle,U12581,Sample accidentally left in dry ice cooler at -65C overnight,NA,raw,NA
S12586XM1,extra_muscle,U12586,Sample accidentally left in dry ice cooler at -65C overnight,NA,raw,NA
S12582XM1,extra_muscle,U12582,Taken after RNA. Sample accidentally left in dry ice cooler at -65C overnight,NA,raw,NA
S12585XM1,extra_muscle,U12585,Taken after RNA. Sample accidentally left in dry ice cooler at -65C overnight,NA,raw,NA
S12584XM1,extra_muscle,U12584,Sample accidentally left in dry ice cooler at -65C overnight,NA,raw,NA
S12583XM1,extra_muscle,U12583,Sample accidentally left in dry ice cooler at -65C overnight,NA,raw,NA
S12953XM1,extra_muscle,U12953,Sample accidentally left in dry ice cooler at -65C overnight,NA,raw,NA
S11057XM1,extra_muscle,U11057,NA,NA,raw,NA
S11051XM1,extra_muscle,U11051,NA,NA,raw,NA
S11056XM1,extra_muscle,U11056,NA,NA,raw,NA
S11058XM1,extra_muscle,U11058,NA,NA,raw,NA
S10498XM1,extra_muscle,U10498,NA,NA,raw,NA
S10500XM1,extra_muscle,U10500,NA,NA,raw,NA
S10493XM1,extra_muscle,U10493,NA,NA,raw,NA
S10494XM1,extra_muscle,U10494,NA,NA,raw,NA
S10742XM1,extra_muscle,U10742,NA,NA,raw,NA
S10741XM1,extra_muscle,U10741,NA,NA,raw,NA
S12422XM1,extra_muscle,U12422,NA,NA,raw,NA
S12423XM1,extra_muscle,U12423,XM sample from right side,NA,raw,NA
S12421XM1,extra_muscle,U12421,NA,NA,raw,NA
S10411XM1,extra_muscle,U10411,NA,NA,raw,NA
S12952XM1,extra_muscle,U12952,NA,NA,raw,NA
S12951XM1,extra_muscle,U12951,NA,NA,raw,NA
S12954XM1,extra_muscle,U12954,NA,NA,raw,NA
S12557XM1,extra_muscle,U12557,NA,NA,raw,NA
S12553XM1,extra_muscle,U12553,NA,NA,raw,NA
S12554XM1,extra_muscle,U12554,NA,NA,raw,NA
S12552XM1,extra_muscle,U12552,NA,NA,raw,NA
S12551XM1,extra_muscle,U12551,NA,NA,raw,NA
S12556XM1,extra_muscle,U12556,NA,NA,raw,NA
S12555XM1,extra_muscle,U12555,NA,NA,raw,NA
