ufn,sample_id,tissue_type,stock_1,region_1,prob_1,stock_2,region_2,prob_2,stock_3,region_3,prob_3,stock_4,region_4,prob_4,stock_5,region_5,prob_5,analyzing_lab,quality_level,quality_log
U2189,JS00838,finclip,CHILKO,3,0.72,CHILKO-NORTH,3,0.09,L_ADAMS,4,0.08,BOWRON,2,0.07,QUESNEL_HORSEF,3,0.02,PBS,provisional,NA
U2191,JS00984,finclip,QUESNEL_HORSEF,3,0.75,MCKINLEY,3,0.15,M_HORSEFLY,3,0.03,CHILKO,3,0.03,L_ADAMS,4,0.01,PBS,provisional,NA
U2192,JS00990,finclip,L_ADAMS,4,0.61,MIDDLESHUSWAP,4,0.35,L_SHUSWAP,4,0.02,CHILKO,3,0.02,PORTAGE_CR,4,0.01,PBS,provisional,NA
U2193,JS00985,finclip,CHILKO,3,0.71,L_ADAMS,4,0.17,SEYMOUR,2,0.05,CHILKO-NORTH,3,0.03,MIDDLESHUSWAP,4,0.02,PBS,provisional,NA
U2194,JS00987,finclip,CHILKO,3,0.92,CHILKO-NORTH,3,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U2195,JS00986,finclip,L_SHUSWAP,4,0.64,MIDDLESHUSWAP,4,0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U2196,JS00983,finclip,MIDDLESHUSWAP,4,0.5,L_ADAMS,4,0.25,QUESNEL_HORSEF,3,0.2,L_SHUSWAP,4,0.03,SCOTCH,2,0.01,PBS,provisional,NA
U2197,JS00982,finclip,QUESNEL_HORSEF,3,0.73,MCKINLEY,3,0.14,L_ADAMS,4,0.05,M_HORSEFLY,3,0.05,L_SHUSWAP,4,0.01,PBS,provisional,NA
U2198,JS00981,finclip,L_ADAMS,4,0.62,MIDDLESHUSWAP,4,0.22,CHILKO-NORTH,3,0.07,CHILKO,3,0.04,L_SHUSWAP,4,0.02,PBS,provisional,NA
U2199,JS00989,finclip,MIDDLESHUSWAP,4,0.49,L_ADAMS,4,0.3,L_SHUSWAP,4,0.2,PORTAGE_CR,4,0,SEYMOUR,2,0,PBS,provisional,NA
U2200,JS00988,finclip,L_ADAMS,4,0.91,SEYMOUR,2,0.03,MIDDLESHUSWAP,4,0.03,HUDSON_BAY,1,0.01,L_SHUSWAP,4,0.01,PBS,provisional,NA
U2201,DS00876,finclip,L_SHUSWAP,4,1,MIDDLESHUSWAP,4,0,L_ADAMS,4,0,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U2202,DS00873,finclip,CHILKO-NORTH,3,0.9,CHILKO,3,0.1,QUESNEL_HORSEF,3,0,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U2203,DS00872,finclip,L_SHUSWAP,4,0.61,LITTLE,4,0.37,L_ADAMS,4,0.02,MIDDLESHUSWAP,4,0,SCOTCH,2,0,PBS,provisional,NA
U2204,DS00871,finclip,L_SHUSWAP,4,1,LITTLE,4,0,MIDDLESHUSWAP,4,0,L_ADAMS,4,0,NA,NA,NA,PBS,provisional,NA
U2205,DS00643,finclip,L_SHUSWAP,4,0.5,L_ADAMS,4,0.44,LITTLE,4,0.04,PORTAGE_CR,4,0.01,CHILKO,3,0,PBS,provisional,NA
U2206,DS00641,finclip,L_ADAMS,4,0.73,LITTLE,4,0.21,L_SHUSWAP,4,0.05,MIDDLESHUSWAP,4,0,PORTAGE_CR,4,0,PBS,provisional,NA
U2207,DS00645,finclip,L_SHUSWAP,4,0.84,HORSEFLY,3,0.11,L_ADAMS,4,0.04,MIDDLESHUSWAP,4,0,SCOTCH,2,0,PBS,provisional,NA
U2208,DS00646,finclip,L_SHUSWAP,4,0.9,L_ADAMS,4,0.06,SCOTCH,2,0.02,LITTLE,4,0.01,MIDDLESHUSWAP,4,0,PBS,provisional,NA
U2209,DS00644,finclip,L_SHUSWAP,4,0.99,SCOTCH,2,0.01,MIDDLESHUSWAP,4,0,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U2210,DS00647,finclip,L_SHUSWAP,4,1,MIDDLESHUSWAP,4,0,LITTLE,4,0,SCOTCH,2,0,L_ADAMS,4,0,PBS,provisional,NA
U2211,DS00642,finclip,CHILKO,3,0.5,L_SHUSWAP,4,0.39,HORSEFLY,3,0.04,EAGLE_L,4,0.03,LITTLE,4,0.02,PBS,provisional,NA
U2212,DS00649,finclip,L_SHUSWAP,4,0.43,L_ADAMS,4,0.36,SCOTCH,2,0.14,LITTLE,4,0.05,PORTAGE_CR,4,0.01,PBS,provisional,NA
U2213,DS00650,finclip,L_ADAMS,4,0.87,L_SHUSWAP,4,0.07,LITTLE,4,0.05,PORTAGE_CR,4,0.01,EAGLE_L,4,0,PBS,provisional,NA
U2214,DS00648,finclip,L_ADAMS,4,0.64,LITTLE,4,0.19,L_SHUSWAP,4,0.14,PORTAGE_CR,4,0.03,NAHATLATCH,2,0,PBS,provisional,NA
U2215,JS01236,finclip,CHILKO,3,1,MIDDLESHUSWAP,4,0,L_ADAMS,4,0,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U2216,JS01232,finclip,MIDDLESHUSWAP,4,0.9,L_ADAMS,4,0.1,HORSEFLY,3,0,EAGLE_L,4,0,L_HORSEFLY,3,0,PBS,provisional,NA
U2217,JS01234,finclip,CHILKO,3,0.99,CHILKO-NORTH,3,0.01,HORSEFLY,3,0,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U2218,JS01233,finclip,HORSEFLY,3,0.63,L_ADAMS,4,0.21,MIDDLESHUSWAP,4,0.14,SCOTCH,2,0.01,EAGLE_L,4,0.01,PBS,provisional,NA
U2219,JS01235,finclip,L_ADAMS,4,0.53,MIDDLESHUSWAP,4,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U2220,JS01231,finclip,L_ADAMS,4,0.75,MIDDLESHUSWAP,4,0.25,CHILKO_SOUTH,2,0,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U2241,DS01173,finclip,CHILKO,3,1,L_ADAMS,4,0,QUESNEL_HORSEF,3,0,FENNELL,2,0,CHILKO-NORTH,3,0,PBS,provisional,NA
U2242,DS01179,finclip,QUESNEL_MITCHE,3,0.83,CHILKO,3,0.1,TACHIE,3,0.03,MITCHELL,3,0.01,MIDDLESHUSWAP,4,0.01,PBS,provisional,NA
U2243,DS01175,finclip,QUESNEL_HORSEF,3,0.6,HORSEFLY,3,0.3,U_HORSEFLY,3,0.1,MCKINLEY,3,0,L_HORSEFLY,3,0,PBS,provisional,NA
U2244,DS01174,finclip,CHILKO,3,0.74,TACHIE,3,0.12,BOWRON,2,0.06,HORSEFLY,3,0.04,QUESNEL_HORSEF,3,0.02,PBS,provisional,NA
U2245,DS01176,finclip,MIDDLESHUSWAP,4,0.81,L_ADAMS,4,0.12,LITTLE,4,0.03,CHILKO,3,0.02,FENNELL,2,0.02,PBS,provisional,NA
U2246,DS01178,finclip,MIDDLESHUSWAP,4,0.74,L_ADAMS,4,0.11,LITTLE,4,0.05,TACHIE,3,0.04,FENNELL,2,0.02,PBS,provisional,NA
U2247,DS01171,finclip,MIDDLESHUSWAP,4,0.95,L_ADAMS,4,0.02,LITTLE,4,0.02,DUST,1,0,L_SHUSWAP,4,0,PBS,provisional,NA
U2248,DS01177,finclip,TACHIE,3,0.45,CHILKO,3,0.12,HUDSON_BAY,1,0.08,PORTER_CR,1,0.06,PINCHI_CR,3,0.06,PBS,provisional,NA
U2249,DS01172,finclip,MIDDLESHUSWAP,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U2250,DS01399,finclip,CHILKO,3,1,BOWRON,2,0,FIVEMILE,1,0,BLUE_LEAD_CK,3,0,NA,NA,NA,PBS,provisional,NA
U2251,JS01490,finclip,CHILKO,3,0.97,HORSEFLY,3,0.01,QUESNEL_HORSEF,3,0.01,L_SHUSWAP,4,0,CHILKO-NORTH,3,0,PBS,provisional,NA
U2252,JS01483,finclip,HORSEFLY,3,0.78,QUESNEL_HORSEF,3,0.14,EAGLE_L,4,0.02,L_SHUSWAP,4,0.02,ROARING,3,0.01,PBS,provisional,NA
U2253,JS01486,finclip,CHILKO,3,0.96,L_SHUSWAP,4,0.01,CHILKO-NORTH,3,0.01,LITTLE,4,0.01,MIDDLESHUSWAP,4,0,PBS,provisional,NA
U2254,JS01489,finclip,L_SHUSWAP,4,0.46,MIDDLESHUSWAP,4,0.23,LITTLE,4,0.22,CHILKO,3,0.04,SEYMOUR,2,0.01,PBS,provisional,NA
U2255,JS01484,finclip,CHILKO,3,0.34,LITTLE,4,0.25,HORSEFLY,3,0.24,QUESNEL_HORSEF,3,0.08,MIDDLESHUSWAP,4,0.03,PBS,provisional,NA
U2256,JS01482,finclip,HORSEFLY,3,0.62,QUESNEL_DECEPT,3,0.18,QUESNEL_HORSEF,3,0.12,LITTLE,4,0.02,CHILKO,3,0.02,PBS,provisional,NA
U2257,JS01488,finclip,LITTLE,4,0.46,MIDDLESHUSWAP,4,0.27,SCOTCH,2,0.12,L_SHUSWAP,4,0.12,L_ADAMS,4,0.01,PBS,provisional,NA
U2258,JS01487,finclip,SCOTCH,2,0.7,SEYMOUR,2,0.2,HORSEFLY,3,0.05,LITTLE,4,0.04,QUESNEL_HORSEF,3,0.01,PBS,provisional,NA
U2259,JS01485,finclip,LITTLE,4,0.47,HORSEFLY,3,0.23,CHILKO,3,0.12,QUESNEL_HORSEF,3,0.11,SCOTCH,2,0.06,PBS,provisional,NA
U2260,JS01481,finclip,CHILKO,3,0.65,LITTLE,4,0.15,CHILKO-NORTH,3,0.14,EAGLE_L,4,0.03,CHILKO_SOUTH,2,0.01,PBS,provisional,NA
U2264,JS00095,finclip,STELLAKO,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U2265,DS00434,finclip,L_ADAMS,4,0.39,L_SHUSWAP,4,0.33,LITTLE,4,0.26,MIDDLESHUSWAP,4,0.02,SEYMOUR,2,0,PBS,provisional,NA
U2266,DS00435,finclip,LITTLE,4,0.43,L_ADAMS,4,0.42,HORSEFLY,3,0.06,L_SHUSWAP,4,0.03,QUESNEL_HORSEF,3,0.02,PBS,provisional,NA
U2267,DS00440,finclip,SEYMOUR,2,0.69,L_ADAMS,4,0.26,L_SHUSWAP,4,0.04,LITTLE,4,0.01,MIDDLESHUSWAP,4,0,PBS,provisional,NA
U2268,DS00428,finclip,HORSEFLY,3,0.36,QUESNEL_HORSEF,3,0.24,U_HORSEFLY,3,0.15,L_ADAMS,4,0.11,L_SHUSWAP,4,0.07,PBS,provisional,NA
U2269,DS00436,finclip,LITTLE,4,0.94,L_ADAMS,4,0.06,L_SHUSWAP,4,0,U_HORSEFLY,3,0,HORSEFLY,3,0,PBS,provisional,NA
U2270,DS00429,finclip,L_ADAMS,4,0.71,LITTLE,4,0.19,L_SHUSWAP,4,0.08,PORTAGE_CR,4,0.01,MIDDLESHUSWAP,4,0.01,PBS,provisional,NA
U2271,DS01334,finclip,L_ADAMS,4,0.88,L_SHUSWAP,4,0.12,WEAVER,4,0,PORTAGE_CR,4,0,NA,NA,NA,PBS,provisional,NA
U2272,DS01335,finclip,BLUE_LEAD_CK,3,0.99,MITCHELL,3,0,WASKO_CR,3,0,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U2273,DS01337,finclip,L_ADAMS,4,0.58,L_SHUSWAP,4,0.42,SCOTCH,2,0,CHILKO-NORTH,3,0,EAGLE_L,4,0,PBS,provisional,NA
U2274,DS01332,finclip,L_ADAMS,4,0.6,L_SHUSWAP,4,0.4,DUST,1,0,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U2275,DS01339,finclip,BLUE_LEAD_CK,3,0.83,CHILKO-NORTH,3,0.1,KUZKWA_CR,3,0.02,QUESNEL_HORSEF,3,0.02,MIDDLE,3,0.01,PBS,provisional,NA
U2276,DS01336,finclip,BLUE_LEAD_CK,3,0.87,QUESNEL_HORSEF,3,0.04,HORSEFLY,3,0.03,M_HORSEFLY,3,0.02,L_ADAMS,4,0.01,PBS,provisional,NA
U2277,DS01333,finclip,SCOTCH,2,0.97,L_SHUSWAP,4,0.02,L_ADAMS,4,0.01,EAGLE,2,0,SEYMOUR,2,0,PBS,provisional,NA
U2278,DS01331,finclip,L_SHUSWAP,4,0.55,L_ADAMS,4,0.45,LITTLE,4,0,SCOTCH,2,0,NA,NA,NA,PBS,provisional,NA
U2279,DS01338,finclip,KUZKWA_CR,3,0.75,RAFT,2,0.13,L_ADAMS,4,0.08,TACHIE,3,0.04,NA,NA,NA,PBS,provisional,NA
U2280,DS01340,finclip,L_SHUSWAP,4,0.65,L_ADAMS,4,0.35,SCOTCH,2,0,MIDDLESHUSWAP,4,0,NA,NA,NA,PBS,provisional,NA
U2295,JS00530,finclip,MITCHELL,3,1,QUESNEL_HORSEF,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U2300,JS00761,finclip,L_SHUSWAP,4,1,MIDDLESHUSWAP,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U2301,JS00057,finclip,L_SHUSWAP,4,0.48,SEYMOUR,2,0.3,LITTLE,4,0.15,CHILKO,3,0.06,HORSEFLY,3,0.01,PBS,provisional,NA
U2303,JS00058,finclip,BLUE_LEAD_CK,3,0.86,CHILKO,3,0.07,LITTLE,4,0.05,U_HORSEFLY,3,0.01,HORSEFLY,3,0.01,PBS,provisional,NA
U2304,JS00053,finclip,SEYMOUR,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U2305,JS01340,finclip,WOSS_LAKE,7,0.5,NIMPKISH,7,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U2307,JS01335,finclip,CHILKO,3,0.87,CHILKO-NORTH,3,0.1,HUDSON_BAY,1,0.01,FIVEMILE,1,0,SANDPOINT,1,0,PBS,provisional,NA
U2308,JS01338,finclip,SEYMOUR,2,0.55,SCOTCH,2,0.45,EAGLE,2,0,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U2310,JS01334,finclip,NIMPKISH,7,0.64,WOSS_LAKE,7,0.35,VERNON,7,0.02,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U2312,JS01331,finclip,ROARING,3,0.28,QUESNEL_DECEPT,3,0.26,BLUE_LEAD_CK,3,0.2,HORSEFLY,3,0.14,QUESNEL_HORSEF,3,0.11,PBS,provisional,NA
U2313,JS01339,finclip,SEYMOUR,2,0.8,SCOTCH,2,0.1,EAGLE_L,4,0.09,EAGLE,2,0,LITTLE,4,0,PBS,provisional,NA
U2314,JS01333,finclip,L_SHUSWAP,4,0.67,MIDDLESHUSWAP,4,0.22,LITTLE,4,0.05,SCOTCH,2,0.04,SEYMOUR,2,0.01,PBS,provisional,NA
U2325,JS00055,finclip,SEYMOUR,2,0.61,LITTLE,4,0.23,L_SHUSWAP,4,0.14,CHILKO,3,0.02,BIRKENHEAD,3,0,PBS,provisional,NA
U2326,JS00054,finclip,LITTLE,4,0.52,CHILKO,3,0.32,L_SHUSWAP,4,0.08,HORSEFLY,3,0.03,U_HORSEFLY,3,0.02,PBS,provisional,NA
U2328,JS00056,finclip,BLUE_LEAD_CK,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U2329,JS00450,finclip,L_SHUSWAP,4,0.8,LITTLE,4,0.18,L_ADAMS,4,0.03,MIDDLESHUSWAP,4,0,NA,NA,NA,PBS,provisional,NA
U2330,JS00444,finclip,L_SHUSWAP,4,0.45,LITTLE,4,0.44,L_ADAMS,4,0.09,MIDDLESHUSWAP,4,0.02,PORTAGE_CR,4,0,PBS,provisional,NA
U2331,JS00445,finclip,L_SHUSWAP,4,0.61,LITTLE,4,0.21,L_ADAMS,4,0.13,PORTAGE_CR,4,0.02,MIDDLESHUSWAP,4,0.01,PBS,provisional,NA
U2333,JS00441,finclip,CHILKO,3,0.98,QUESNEL_DECEPT,3,0.01,ROARING,3,0.01,CHILKO-NORTH,3,0,L_SHUSWAP,4,0,PBS,provisional,NA
U2334,JS00447,finclip,CHILKO,3,0.88,L_SHUSWAP,4,0.09,KYNOCK,1,0.01,LITTLE,4,0.01,SCOTCH,2,0,PBS,provisional,NA
U2335,JS00442,finclip,QUESNEL_HORSEF,3,0.79,U_HORSEFLY,3,0.14,HORSEFLY,3,0.05,MCKINLEY,3,0.01,LITTLE,4,0,PBS,provisional,NA
U2336,JS00446,finclip,L_SHUSWAP,4,0.96,L_ADAMS,4,0.03,LITTLE,4,0.01,MIDDLESHUSWAP,4,0,EAGLE_L,4,0,PBS,provisional,NA
U2337,JS00448,finclip,L_SHUSWAP,4,0.99,MIDDLESHUSWAP,4,0.01,LITTLE,4,0,L_ADAMS,4,0,NA,NA,NA,PBS,provisional,NA
U2338,JS00449,finclip,QUESNEL_HORSEF,3,0.65,U_HORSEFLY,3,0.18,HORSEFLY,3,0.11,MCKINLEY,3,0.05,CHILKO,3,0,PBS,provisional,NA
U2339,DS01153,finclip,QUESNEL_HORSEF,3,0.39,HORSEFLY,3,0.19,TACHIE,3,0.12,U_HORSEFLY,3,0.06,CHILKO,3,0.05,PBS,provisional,NA
U2340,DS01154,finclip,MIDDLESHUSWAP,4,0.98,L_ADAMS,4,0.02,LITTLE,4,0,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U2341,DS01156,finclip,MIDDLESHUSWAP,4,0.99,SCOTCH,2,0.01,QUESNEL_HORSEF,3,0,L_ADAMS,4,0,SEYMOUR,2,0,PBS,provisional,NA
U2342,DS01155,finclip,MIDDLESHUSWAP,4,0.99,L_ADAMS,4,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U2343,DS01152,finclip,MIDDLESHUSWAP,4,0.96,L_ADAMS,4,0.04,LITTLE,4,0.01,DUST,1,0,NA,NA,NA,PBS,provisional,NA
U2344,DS01157,finclip,MIDDLESHUSWAP,4,0.82,L_ADAMS,4,0.14,LITTLE,4,0.04,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U2345,DS01151,finclip,QUESNEL_HORSEF,3,0.57,HORSEFLY,3,0.26,U_HORSEFLY,3,0.09,L_ADAMS,4,0.05,MIDDLESHUSWAP,4,0.02,PBS,provisional,NA
U2346,DS01158,finclip,FENNELL,2,1,MIDDLESHUSWAP,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U2347,DS01160,finclip,MIDDLESHUSWAP,4,0.98,L_ADAMS,4,0.01,LITTLE,4,0,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U2348,DS01159,finclip,L_ADAMS,4,0.4,CHILKO,3,0.35,LITTLE,4,0.2,CHILKO_SOUTH,2,0.03,FENNELL,2,0,PBS,provisional,NA
U2349,JS00169,finclip,PAULA,1,0.53,FORFAR,1,0.32,HUDSON_BAY,1,0.06,PORTER_CR,1,0.05,NARROWS,1,0.03,PBS,provisional,NA
U2350,JS00166,finclip,BLUE_LEAD_CK,3,0.99,QUESNEL_DECEPT,3,0,WASKO_CR,3,0,U_HORSEFLY,3,0,NA,NA,NA,PBS,provisional,NA
U2351,JS00170,finclip,CHILKO,3,0.88,HORSEFLY,3,0.09,SEYMOUR,2,0.01,L_SHUSWAP,4,0.01,RAFT,2,0.01,PBS,provisional,NA
U2352,JS00180,finclip,STELLAKO,3,1,NADINA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U2354,JS00176,finclip,PAULA,1,0.41,STELLAKO,3,0.26,HORSEFLY,3,0.11,U_HORSEFLY,3,0.09,FORFAR,1,0.07,PBS,provisional,NA
U2355,JS00168,finclip,CHILKO,3,0.99,HORSEFLY,3,0.01,RAFT,2,0.01,STELLAKO,3,0,NA,NA,NA,PBS,provisional,NA
U2356,JS00175,finclip,CHILKO,3,1,BLACKWATER,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U2357,JS00177,finclip,L_SHUSWAP,4,0.97,SEYMOUR,2,0.01,LITTLE,4,0.01,DUST,1,0,MIDDLESHUSWAP,4,0,PBS,provisional,NA
U2358,JS00172,finclip,HORSEFLY,3,0.61,U_HORSEFLY,3,0.37,M_HORSEFLY,3,0.02,QUESNEL_HORSEF,3,0,MCKINLEY,3,0,PBS,provisional,NA
U2359,JS00266,finclip,CHILKO,3,0.99,QUESNEL_HORSEF,3,0.01,TACHIE,3,0,ROARING,3,0,PINCHI_CR,3,0,PBS,provisional,NA
U2360,JS00268,finclip,KYNOCK,1,0.24,QUESNEL_HORSEF,3,0.24,CHILKO,3,0.14,HORSEFLY,3,0.09,DRIFTWOOD,1,0.06,PBS,provisional,NA
U2361,JS00263,finclip,LITTLE,4,0.62,QUESNEL_HORSEF,3,0.23,L_ADAMS,4,0.12,U_HORSEFLY,3,0.02,HORSEFLY,3,0.01,PBS,provisional,NA
U2362,JS00264,finclip,CHILKO,3,1,PORTAGE_CR,4,0,L_ADAMS,4,0,SEYMOUR,2,0,CHILKO-NORTH,3,0,PBS,provisional,NA
U2363,JS00262,finclip,QUESNEL_HORSEF,3,0.67,U_HORSEFLY,3,0.11,LITTLE,4,0.08,L_ADAMS,4,0.04,HORSEFLY,3,0.03,PBS,provisional,NA
U2364,JS00267,finclip,SCOTCH,2,0.9,SEYMOUR,2,0.08,EAGLE,2,0.01,HORSEFLY,3,0,QUESNEL_HORSEF,3,0,PBS,provisional,NA
U2365,JS00265,finclip,L_SHUSWAP,4,0.93,CHILKO,3,0.04,MIDDLESHUSWAP,4,0.02,SEYMOUR,2,0,SCOTCH,2,0,PBS,provisional,NA
U2366,JS00261,finclip,CHILKO,3,0.99,LITTLE,4,0.01,L_ADAMS,4,0,KYNOCK,1,0,SINTA,1,0,PBS,provisional,NA
U2367,JS00269,finclip,SCOTCH,2,0.9,LITTLE,4,0.08,L_ADAMS,4,0.01,EAGLE,2,0.01,SEYMOUR,2,0,PBS,provisional,NA
U2368,JS00270,finclip,LITTLE,4,0.69,L_ADAMS,4,0.16,QUESNEL_HORSEF,3,0.05,L_SHUSWAP,4,0.02,TACHIE,3,0.02,PBS,provisional,NA
U2369,JS00491,finclip,QUESNEL_HORSEF,3,0.92,L_ADAMS,4,0.03,HORSEFLY,3,0.02,M_HORSEFLY,3,0.01,L_SHUSWAP,4,0.01,PBS,provisional,NA
U2370,JS00492,finclip,L_SHUSWAP,4,0.99,L_ADAMS,4,0.01,MIDDLESHUSWAP,4,0,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U2371,JS00494,finclip,L_ADAMS,4,0.72,L_SHUSWAP,4,0.28,MIDDLESHUSWAP,4,0,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U2372,JS00493,finclip,L_ADAMS,4,0.9,L_SHUSWAP,4,0.09,MIDDLESHUSWAP,4,0,CHILKO,3,0,NA,NA,NA,PBS,provisional,NA
U2373,JS00495,finclip,SEYMOUR,2,0.86,L_ADAMS,4,0.14,CHILKO_SOUTH,2,0,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U2374,JS00496,finclip,MITCHELL,3,0.99,QUESNEL_MITCHE,3,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U2375,JS00498,finclip,SEYMOUR,2,0.99,L_SHUSWAP,4,0,L_ADAMS,4,0,SCOTCH,2,0,NA,NA,NA,PBS,provisional,NA
U2376,JS00488,finclip,SEYMOUR,2,1,SCOTCH,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U2377,JS00497,finclip,QUESNEL_HORSEF,3,0.67,CHILKO,3,0.25,L_ADAMS,4,0.03,CHILKO_SOUTH,2,0.01,CHILKO-NORTH,3,0.01,PBS,provisional,NA
U2378,DS00992,finclip,MIDDLESHUSWAP,4,0.6,L_SHUSWAP,4,0.4,EAGLE_L,4,0,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U2379,DS00991,finclip,MIDDLESHUSWAP,4,0.47,EAGLE_L,4,0.21,SEYMOUR,2,0.18,L_SHUSWAP,4,0.12,CHILKO,3,0.01,PBS,provisional,NA
U2380,DS00995,finclip,MIDDLESHUSWAP,4,0.56,L_SHUSWAP,4,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U2381,DS00994,finclip,CHILKO,3,0.88,CHILKO-NORTH,3,0.1,HORSEFLY,3,0,CHILKO_SOUTH,2,0,MIDDLESHUSWAP,4,0,PBS,provisional,NA
U2382,DS00993,finclip,EAGLE_L,4,0.94,L_SHUSWAP,4,0.05,MIDDLESHUSWAP,4,0.01,L_HORSEFLY,3,0,CHILKO,3,0,PBS,provisional,NA
U2383,DS00997,finclip,SINTA,1,0.61,MIDDLE,3,0.09,STELLAKO,3,0.08,TACHIE,3,0.06,CHILKO,3,0.03,PBS,provisional,NA
U2384,DS00725,finclip,SCOTCH,2,0.89,L_SHUSWAP,4,0.07,LITTLE,4,0.02,L_ADAMS,4,0.01,U_ADAMS,2,0.01,PBS,provisional,NA
U2385,DS00730,finclip,CHILKO,3,0.98,L_SHUSWAP,4,0.01,L_ADAMS,4,0.01,CHILKO_SOUTH,2,0,PORTAGE_CR,4,0,PBS,provisional,NA
U2386,DS00726,finclip,L_ADAMS,4,0.53,L_SHUSWAP,4,0.18,SCOTCH,2,0.15,LITTLE,4,0.1,PORTAGE_CR,4,0.01,PBS,provisional,NA
U2387,DS00729,finclip,L_ADAMS,4,0.8,L_SHUSWAP,4,0.16,PORTAGE_CR,4,0.02,EAGLE_L,4,0.01,LITTLE,4,0.01,PBS,provisional,NA
U2388,DS00721,finclip,L_SHUSWAP,4,0.95,LITTLE,4,0.03,L_ADAMS,4,0.03,PORTAGE_CR,4,0,MIDDLESHUSWAP,4,0,PBS,provisional,NA
U2389,DS00052,finclip,STELLAKO,3,0.69,DUST,1,0.22,TACHIE,3,0.05,FIVEMILE,1,0.01,NADINA,2,0.01,PBS,provisional,NA
U2390,DS00049,finclip,NADINA,2,0.99,CHILKO,3,0.01,TACHIE,3,0,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U2391,DS00050,finclip,NADINA,2,0.9,STELLAKO,3,0.07,TACHIE,3,0.03,FIVEMILE,1,0,DUST,1,0,PBS,provisional,NA
U2411,JS00767,finclip,SEYMOUR,2,1,L_ADAMS,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U2412,JS00766,finclip,PITT,2,0.54,L_ADAMS,4,0.4,CHILKO_SOUTH,2,0.03,KINGKOWN_S,15,0.01,CHILKO,3,0.01,PBS,provisional,NA
U2413,JS00768,finclip,L_ADAMS,4,1,SCOTCH,2,0,CHILKO_SOUTH,2,0,NA,NA,NA,NA,NA,NA,PBS,provisional,NA
U2414,JS00762,finclip,SEYMOUR,2,0.52,L_ADAMS,4,0.36,L_SHUSWAP,4,0.12,SCOTCH,2,0,MIDDLESHUSWAP,4,0,PBS,provisional,NA
U2415,JS00763,finclip,L_ADAMS,4,0.84,QUESNEL_HORSEF,3,0.12,HORSEFLY,3,0.02,M_HORSEFLY,3,0.01,L_SHUSWAP,4,0.01,PBS,provisional,NA
U2416,JS00770,finclip,MITCHELL,3,0.99,QUESNEL_HORSEF,3,0,M_HORSEFLY,3,0,QUESNEL_DECEPT,3,0,NA,NA,NA,PBS,provisional,NA
U2417,JS00764,finclip,QUESNEL_HORSEF,3,0.93,M_HORSEFLY,3,0.04,HORSEFLY,3,0.03,ROARING,3,0,U_HORSEFLY,3,0,PBS,provisional,NA
