ufn,sample_id,sample_comments,analyzing_lab,quality_level,quality_log
U905,S905FA1,NA,NA,Raw,
U906,S906FA1,NA,NA,Raw,
U907,S907FA1,NA,NA,Raw,
U908,S908FA1,NA,NA,Raw,
U909,S909FA1,NA,NA,Raw,
U910,S910FA1,NA,NA,Raw,
U911,S911FA1,NA,NA,Raw,
U912,S912FA1,NA,NA,Raw,
U913,S913FA1,NA,NA,Raw,
U914,S914FA1,NA,NA,Raw,
U915,S915FA1,NA,NA,Raw,
U916,S916FA1,NA,NA,Raw,
U917,S917FA1,NA,NA,Raw,
U918,S918FA1,NA,NA,Raw,
U919,S919FA1,NA,NA,Raw,
U920,S920FA1,NA,NA,Raw,
U921,S921FA1,NA,NA,Raw,
U922,S922FA1,NA,NA,Raw,
U923,S923FA1,NA,NA,Raw,
U924,S924FA1,NA,NA,Raw,
U925,S925FA1,NA,NA,Raw,
U926,S926FA1,NA,NA,Raw,
U927,S927FA1,NA,NA,Raw,
U928,S928FA1,NA,NA,Raw,
U929,S929FA1,NA,NA,Raw,
U930,S930FA1,NA,NA,Raw,
U931,S931FA1,NA,NA,Raw,
U932,S932FA1,NA,NA,Raw,
U933,S933FA1,NA,NA,Raw,
U934,S934FA1,NA,NA,Raw,
U935,S935FA1,NA,NA,Raw,
U936,S936FA1,NA,NA,Raw,
U937,S937FA1,NA,NA,Raw,
U938,S938FA1,NA,NA,Raw,
U939,S939FA1,"Thawed (left on tray), so may not be viable",NA,Raw,
U940,S940FA1,NA,NA,Raw,
U941,S941FA1,NA,NA,Raw,
U942,S942FA1,NA,NA,Raw,
U943,S943FA1,NA,NA,Raw,
U944,S944FA1,NA,NA,Raw,
U945,S945FA1,NA,NA,Raw,
U946,S946FA1,NA,NA,Raw,
U947,S947FA1,NA,NA,Raw,
U948,S948FA1,NA,NA,Raw,
U949,S949FA1,NA,NA,Raw,
U950,S950FA1,NA,NA,Raw,
U951,S951FA1,NA,NA,Raw,
U952,S952FA1,NA,NA,Raw,
U953,S953FA1,NA,NA,Raw,
U954,S954FA1,NA,NA,Raw,
U955,S955FA1,NA,NA,Raw,
U956,S956FA1,NA,NA,Raw,
U957,S957FA1,NA,NA,Raw,
U958,S958FA1,NA,NA,Raw,
U959,S959FA1,NA,NA,Raw,
U960,S960FA1,NA,NA,Raw,
U961,S961FA1,NA,NA,Raw,
U962,S962FA1,NA,NA,Raw,
U963,S963FA1,NA,NA,Raw,
U964,S964FA1,NA,NA,Raw,
U965,S965FA1,NA,NA,Raw,
U966,S966FA1,NA,NA,Raw,
U967,S967FA1,NA,NA,Raw,
U968,S968FA1,NA,NA,Raw,
U969,S969FA1,NA,NA,Raw,
U970,S970FA1,NA,NA,Raw,
U971,S971FA1,NA,NA,Raw,
U972,S972FA1,NA,NA,Raw,
U973,S973FA1,NA,NA,Raw,
U974,S974FA1,NA,NA,Raw,
U975,S975FA1,NA,NA,Raw,
U976,S976FA1,NA,NA,Raw,
U977,S977FA1,NA,NA,Raw,
U978,S978FA1,NA,NA,Raw,
U979,S979FA1,NA,NA,Raw,
U980,S980FA1,NA,NA,Raw,
U981,S981FA1,NA,NA,Raw,
U982,S982FA1,NA,NA,Raw,
U983,S983FA1,NA,NA,Raw,
U984,S984FA1,NA,NA,Raw,
U985,S985FA1,NA,NA,Raw,
U986,S986FA1,NA,NA,Raw,
U987,S987FA1,NA,NA,Raw,
U988,S988FA1,NA,NA,Raw,
U989,S989FA1,NA,NA,Raw,
U990,S990FA1,NA,NA,Raw,
U991,S991FA1,NA,NA,Raw,
U992,S992FA1,NA,NA,Raw,
U993,S993FA1,NA,NA,Raw,
U994,S994FA1,NA,NA,Raw,
U995,S995FA1,NA,NA,Raw,
U996,S996FA1,NA,NA,Raw,
U997,S997FA1,NA,NA,Raw,
U998,S998FA1,NA,NA,Raw,
U999,S999FA1,NA,NA,Raw,
U1000,S1000FA1,NA,NA,Raw,
U1001,S1001FA1,NA,NA,Raw,
U1002,S1002FA1,NA,NA,Raw,
U1003,S1003FA1,NA,NA,Raw,
U1004,S1004FA1,NA,NA,Raw,
U1005,S1005FA1,NA,NA,Raw,
U1006,S1006FA1,NA,NA,Raw,
U1007,S1007FA1,NA,NA,Raw,
U1008,S1008FA1,NA,NA,Raw,
U1009,S1009FA1,NA,NA,Raw,
U1010,S1010FA1,NA,NA,Raw,
U1011,S1011FA1,NA,NA,Raw,
U1012,S1012FA1,NA,NA,Raw,
U1013,S1013FA1,NA,NA,Raw,
U1014,S1014FA1,NA,NA,Raw,
U1015,S1015FA1,NA,NA,Raw,
U1016,S1016FA1,NA,NA,Raw,
U1017,S1017FA1,NA,NA,Raw,
U1018,S1018FA1,NA,NA,Raw,
U1019,S1019FA1,NA,NA,Raw,
U1020,S1020FA1,NA,NA,Raw,
U1021,S1021FA1,NA,NA,Raw,
U1022,S1022FA1,NA,NA,Raw,
U1023,S1023FA1,NA,NA,Raw,
U1024,S1024FA1,NA,NA,Raw,
U1025,S1025FA1,NA,NA,Raw,
U1026,S1026FA1,NA,NA,Raw,
U1027,S1027FA1,NA,NA,Raw,
U1028,S1028FA1,NA,NA,Raw,
U1029,S1029FA1,NA,NA,Raw,
U1030,S1030FA1,NA,NA,Raw,
U1031,S1031FA1,NA,NA,Raw,
U1032,S1032FA1,NA,NA,Raw,
U1033,S1033FA1,NA,NA,Raw,
U1034,S1034FA1,NA,NA,Raw,
U1035,S1035FA1,NA,NA,Raw,
U1036,S1036FA1,NA,NA,Raw,
U1037,S1037FA1,NA,NA,Raw,
U1038,S1038FA1,NA,NA,Raw,
U1039,S1039FA1,NA,NA,Raw,
U1040,S1040FA1,NA,NA,Raw,
U1041,S1041FA1,NA,NA,Raw,
U1042,S1042FA1,NA,NA,Raw,
U1043,S1043FA1,NA,NA,Raw,
U1044,S1044FA1,NA,NA,Raw,
U1045,S1045FA1,NA,NA,Raw,
U1046,S1046FA1,NA,NA,Raw,
U1047,S1047FA1,NA,NA,Raw,
U1048,S1048FA1,NA,NA,Raw,
U1049,S1049FA1,NA,NA,Raw,
U1050,S1050FA1,NA,NA,Raw,
U1051,S1051FA1,NA,NA,Raw,
U1052,S1052FA1,NA,NA,Raw,
U1053,S1053FA1,NA,NA,Raw,
U1054,S1054FA1,NA,NA,Raw,
U1055,S1055FA1,NA,NA,Raw,
U1056,S1056FA1,NA,NA,Raw,
U1057,S1057FA1,NA,NA,Raw,
U1058,S1058FA1,NA,NA,Raw,
U1059,S1059FA1,NA,NA,Raw,
U1060,S1060FA1,NA,NA,Raw,
U1061,S1061FA1,NA,NA,Raw,
U1062,S1062FA1,NA,NA,Raw,
U1063,S1063FA1,NA,NA,Raw,
U1064,S1064FA1,NA,NA,Raw,
U1065,S1065FA1,NA,NA,Raw,
U1066,S1066FA1,NA,NA,Raw,
U1067,S1067FA1,NA,NA,Raw,
U1068,S1068FA1,NA,NA,Raw,
U1069,S1069FA1,NA,NA,Raw,
U1070,S1070FA1,NA,NA,Raw,
U1071,S1071FA1,NA,NA,Raw,
U1072,S1072FA1,NA,NA,Raw,
U1074,S1074FA1,NA,NA,Raw,
U1075,S1075FA1,NA,NA,Raw,
U1076,S1076FA1,NA,NA,Raw,
U1077,S1077FA1,NA,NA,Raw,
U1078,S1078FA1,NA,NA,Raw,
U1079,S1079FA1,NA,NA,Raw,
U1080,S1080FA1,NA,NA,Raw,
U1081,S1081FA1,NA,NA,Raw,
U1082,S1082FA1,NA,NA,Raw,
U1083,S1083FA1,NA,NA,Raw,
U1084,S1084FA1,NA,NA,Raw,
U1085,S1085FA1,NA,NA,Raw,
U1086,S1086FA1,NA,NA,Raw,
U1087,S1087FA1,NA,NA,Raw,
U1088,S1088FA1,NA,NA,Raw,
U1089,S1089FA1,NA,NA,Raw,
U1090,S1090FA1,NA,NA,Raw,
U1091,S1091FA1,NA,NA,Raw,
U1092,S1092FA1,NA,NA,Raw,
U1093,S1093FA1,NA,NA,Raw,
U1094,S1094FA1,NA,NA,Raw,
U1095,S1095FA1,NA,NA,Raw,
U1096,S1096FA1,NA,NA,Raw,
U1097,S1097FA1,NA,NA,Raw,
U1098,S1098FA1,NA,NA,Raw,
U1099,S1099FA1,NA,NA,Raw,
U1100,S1100FA1,NA,NA,Raw,
U1101,S1101FA1,NA,NA,Raw,
U1102,S1102FA1,NA,NA,Raw,
U1103,S1103FA1,NA,NA,Raw,
U1104,S1104FA1,NA,NA,Raw,
U1105,S1105FA1,NA,NA,Raw,
U1106,S1106FA1,NA,NA,Raw,
U1107,S1107FA1,NA,NA,Raw,
U1108,S1108FA1,NA,NA,Raw,
U1109,S1109FA1,NA,NA,Raw,
U1110,S1110FA1,NA,NA,Raw,
U1111,S1111FA1,NA,NA,Raw,
U1112,S1112FA1,NA,NA,Raw,
U1113,S1113FA1,NA,NA,Raw,
U1114,S1114FA1,NA,NA,Raw,
U1115,S1115FA1,NA,NA,Raw,
U1116,S1116FA1,NA,NA,Raw,
U1117,S1117FA1,NA,NA,Raw,
U1118,S1118FA1,NA,NA,Raw,
U1119,S1119FA1,NA,NA,Raw,
U1120,S1120FA1,NA,NA,Raw,
U1121,S1121FA1,NA,NA,Raw,
U1122,S1122FA1,NA,NA,Raw,
U1123,S1123FA1,NA,NA,Raw,
U1124,S1124FA1,NA,NA,Raw,
U1125,S1125FA1,NA,NA,Raw,
U1126,S1126FA1,NA,NA,Raw,
U1127,S1127FA1,NA,NA,Raw,
U1128,S1128FA1,NA,NA,Raw,
U1129,S1129FA1,NA,NA,Raw,
U1130,S1130FA1,NA,NA,Raw,
U1131,S1131FA1,NA,NA,Raw,
U1132,S1132FA1,NA,NA,Raw,
U1133,S1133FA1,NA,NA,Raw,
U1134,S1134FA1,NA,NA,Raw,
U1135,S1135FA1,NA,NA,Raw,
U1136,S1136FA1,NA,NA,Raw,
U1137,S1137FA1,NA,NA,Raw,
U1138,S1138FA1,NA,NA,Raw,
U1139,S1139FA1,NA,NA,Raw,
U1140,S1140FA1,NA,NA,Raw,
U1141,S1141FA1,NA,NA,Raw,
U1142,S1142FA1,NA,NA,Raw,
U1143,S1143FA1,NA,NA,Raw,
U1144,S1144FA1,NA,NA,Raw,
U1145,S1145FA1,NA,NA,Raw,
U1146,S1146FA1,NA,NA,Raw,
U1147,S1147FA1,NA,NA,Raw,
U1148,S1148FA1,NA,NA,Raw,
U1149,S1149FA1,NA,NA,Raw,
U1150,S1150FA1,NA,NA,Raw,
U1151,S1151FA1,NA,NA,Raw,
U1152,S1152FA1,NA,NA,Raw,
U1153,S1153FA1,NA,NA,Raw,
U1154,S1154FA1,NA,NA,Raw,
U1155,S1155FA1,NA,NA,Raw,
U1156,S1156FA1,NA,NA,Raw,
U1157,S1157FA1,NA,NA,Raw,
U1158,S1158FA1,NA,NA,Raw,
U1159,S1159FA1,NA,NA,Raw,
U1160,S1160FA1,NA,NA,Raw,
U1161,S1161FA1,NA,NA,Raw,
U1162,S1162FA1,NA,NA,Raw,
U1163,S1163FA1,NA,NA,Raw,
U1164,S1164FA1,NA,NA,Raw,
U1165,S1165FA1,NA,NA,Raw,
U1166,S1166FA1,NA,NA,Raw,
U1167,S1167FA1,NA,NA,Raw,
U1168,S1168FA1,NA,NA,Raw,
U1169,S1169FA1,NA,NA,Raw,
U1170,S1170FA1,NA,NA,Raw,
U1171,S1171FA1,NA,NA,Raw,
U1172,S1172FA1,NA,NA,Raw,
U1173,S1173FA1,NA,NA,Raw,
U1174,S1174FA1,NA,NA,Raw,
U1175,S1175FA1,NA,NA,Raw,
U1176,S1176FA1,NA,NA,Raw,
U1177,S1177FA1,NA,NA,Raw,
U1178,S1178FA1,NA,NA,Raw,
U1179,S1179FA1,NA,NA,Raw,
U1180,S1180FA1,NA,NA,Raw,
U1181,S1181FA1,NA,NA,Raw,
U1182,S1182FA1,NA,NA,Raw,
U1183,S1183FA1,NA,NA,Raw,
U1184,S1184FA1,NA,NA,Raw,
U1185,S1185FA1,NA,NA,Raw,
U1186,S1186FA1,NA,NA,Raw,
U1187,S1187FA1,NA,NA,Raw,
U1189,S1189FA1,NA,NA,Raw,
U1190,S1190FA1,NA,NA,Raw,
U1191,S1191FA1,NA,NA,Raw,
U1192,S1192FA1,NA,NA,Raw,
U1193,S1193FA1,NA,NA,Raw,
U1194,S1194FA1,NA,NA,Raw,
U1195,S1195FA1,NA,NA,Raw,
U1196,S1196FA1,NA,NA,Raw,
U1197,S1197FA1,NA,NA,Raw,
U1198,S1198FA1,NA,NA,Raw,
U1199,S1199FA1,NA,NA,Raw,
U1200,S1200FA1,NA,NA,Raw,
U1201,S1201FA1,NA,NA,Raw,
U1202,S1202FA1,NA,NA,Raw,
U1203,S1203FA1,NA,NA,Raw,
U1204,S1204FA1,NA,NA,Raw,
U1205,S1205FA1,NA,NA,Raw,
U1206,S1206FA1,NA,NA,Raw,
U1207,S1207FA1,NA,NA,Raw,
U1208,S1208FA1,NA,NA,Raw,
U1209,S1209FA1,NA,NA,Raw,
U1210,S1210FA1,NA,NA,Raw,
U1211,S1211FA1,NA,NA,Raw,
U1212,S1212FA1,NA,NA,Raw,
U1213,S1213FA1,NA,NA,Raw,
U1214,S1214FA1,NA,NA,Raw,
U1215,S1215FA1,NA,NA,Raw,
U1216,S1216FA1,NA,NA,Raw,
U1217,S1217FA1,NA,NA,Raw,
U1218,S1218FA1,NA,NA,Raw,
U1219,S1219FA1,NA,NA,Raw,
U1220,S1220FA1,NA,NA,Raw,
U1221,S1221FA1,NA,NA,Raw,
U1222,S1222FA1,NA,NA,Raw,
U1223,S1223FA1,NA,NA,Raw,
U1224,S1224FA1,NA,NA,Raw,
U1225,S1225FA1,NA,NA,Raw,
U1226,S1226FA1,NA,NA,Raw,
U1227,S1227FA1,NA,NA,Raw,
U1228,S1228FA1,NA,NA,Raw,
U1229,S1229FA1,NA,NA,Raw,
U1230,S1230FA1,NA,NA,Raw,
U1231,S1231FA1,NA,NA,Raw,
U1232,S1232FA1,NA,NA,Raw,
U1233,S1233FA1,NA,NA,Raw,
U1234,S1234FA1,NA,NA,Raw,
U1235,S1235FA1,NA,NA,Raw,
U1236,S1236FA1,NA,NA,Raw,
U1237,S1237FA1,NA,NA,Raw,
U1238,S1238FA1,NA,NA,Raw,
U1239,S1239FA1,NA,NA,Raw,
U1240,S1240FA1,NA,NA,Raw,
U1241,S1241FA1,NA,NA,Raw,
U1242,S1242FA1,NA,NA,Raw,
U1243,S1243FA1,NA,NA,Raw,
U1244,S1244FA1,NA,NA,Raw,
U1245,S1245FA1,NA,NA,Raw,
U1246,S1246FA1,NA,NA,Raw,
U1247,S1247FA1,NA,NA,Raw,
U1248,S1248FA1,NA,NA,Raw,
U1249,S1249FA1,NA,NA,Raw,
U1250,S1250FA1,NA,NA,Raw,
U1251,S1251FA1,NA,NA,Raw,
U1252,S1252FA1,NA,NA,Raw,
U1253,S1253FA1,NA,NA,Raw,
U1254,S1254FA1,NA,NA,Raw,
U1255,S1255FA1,NA,NA,Raw,
U1256,S1256FA1,NA,NA,Raw,
U1257,S1257FA1,NA,NA,Raw,
U1258,S1258FA1,NA,NA,Raw,
U1259,S1259FA1,NA,NA,Raw,
U1260,S1260FA1,NA,NA,Raw,
U1261,S1261FA1,NA,NA,Raw,
U1262,S1262FA1,NA,NA,Raw,
U1263,S1263FA1,NA,NA,Raw,
U1264,S1264FA1,NA,NA,Raw,
U1265,S1265FA1,NA,NA,Raw,
U1266,S1266FA1,NA,NA,Raw,
U1267,S1267FA1,NA,NA,Raw,
U1268,S1268FA1,NA,NA,Raw,
U1269,S1269FA1,NA,NA,Raw,
U1270,S1270FA1,NA,NA,Raw,
U1271,S1271FA1,NA,NA,Raw,
U1272,S1272FA1,NA,NA,Raw,
U1273,S1273FA1,NA,NA,Raw,
U1274,S1274FA1,NA,NA,Raw,
U1275,S1275FA1,NA,NA,Raw,
U1276,S1276FA1,NA,NA,Raw,
U1277,S1277FA1,NA,NA,Raw,
U1278,S1278FA1,NA,NA,Raw,
U1279,S1279FA1,NA,NA,Raw,
U1280,S1280FA1,NA,NA,Raw,
U1281,S1281FA1,NA,NA,Raw,
U1282,S1282FA1,NA,NA,Raw,
U1283,S1283FA1,NA,NA,Raw,
U1284,S1284FA1,NA,NA,Raw,
U1285,S1285FA1,NA,NA,Raw,
U1286,S1286FA1,NA,NA,Raw,
U1287,S1287FA1,NA,NA,Raw,
U1288,S1288FA1,NA,NA,Raw,
U1289,S1289FA1,NA,NA,Raw,
U1290,S1290FA1,NA,NA,Raw,
U1291,S1291FA1,NA,NA,Raw,
U1292,S1292FA1,NA,NA,Raw,
U1293,S1293FA1,NA,NA,Raw,
U1294,S1294FA1,NA,NA,Raw,
U1295,S1295FA1,NA,NA,Raw,
U1296,S1296FA1,NA,NA,Raw,
U1297,S1297FA1,NA,NA,Raw,
U1298,S1298FA1,NA,NA,Raw,
U1299,S1299FA1,NA,NA,Raw,
U1300,S1300FA1,NA,NA,Raw,
U1301,S1301FA1,NA,NA,Raw,
U1302,S1302FA1,NA,NA,Raw,
U1303,S1303FA1,NA,NA,Raw,
U1304,S1304FA1,NA,NA,Raw,
U1305,S1305FA1,NA,NA,Raw,
U1306,S1306FA1,NA,NA,Raw,
U1307,S1307FA1,NA,NA,Raw,
U1308,S1308FA1,NA,NA,Raw,
U1309,S1309FA1,NA,NA,Raw,
U1310,S1310FA1,NA,NA,Raw,
U1311,S1311FA1,NA,NA,Raw,
U1312,S1312FA1,NA,NA,Raw,
U1313,S1313FA1,NA,NA,Raw,
U1314,S1314FA1,NA,NA,Raw,
U1315,S1315FA1,NA,NA,Raw,
U1316,S1316FA1,NA,NA,Raw,
U1317,S1317FA1,NA,NA,Raw,
U1318,S1318FA1,NA,NA,Raw,
U1319,S1319FA1,NA,NA,Raw,
U1320,S1320FA1,NA,NA,Raw,
U1321,S1321FA1,NA,NA,Raw,
U1322,S1322FA1,NA,NA,Raw,
U1323,S1323FA1,NA,NA,Raw,
U1324,S1324FA1,NA,NA,Raw,
U1325,S1325FA1,NA,NA,Raw,
U1326,S1326FA1,NA,NA,Raw,
U1327,S1327FA1,NA,NA,Raw,
U1328,S1328FA1,NA,NA,Raw,
U1329,S1329FA1,NA,NA,Raw,
U1330,S1330FA1,NA,NA,Raw,
U1331,S1331FA1,NA,NA,Raw,
U1332,S1332FA1,NA,NA,Raw,
U1333,S1333FA1,NA,NA,Raw,
U1334,S1334FA1,NA,NA,Raw,
U1335,S1335FA1,NA,NA,Raw,
U1336,S1336FA1,NA,NA,Raw,
U1337,S1337FA1,NA,NA,Raw,
U1338,S1338FA1,NA,NA,Raw,
U1339,S1339FA1,NA,NA,Raw,
U1340,S1340FA1,NA,NA,Raw,
U1341,S1341FA1,NA,NA,Raw,
U1342,S1342FA1,NA,NA,Raw,
U1343,S1343FA1,NA,NA,Raw,
U1344,S1344FA1,NA,NA,Raw,
U1345,S1345FA1,NA,NA,Raw,
U1346,S1346FA1,NA,NA,Raw,
U1347,S1347FA1,NA,NA,Raw,
U1348,S1348FA1,NA,NA,Raw,
U1349,S1349FA1,NA,NA,Raw,
U1350,S1350FA1,NA,NA,Raw,
U1351,S1351FA1,NA,NA,Raw,
U1352,S1352FA1,NA,NA,Raw,
U1353,S1353FA1,NA,NA,Raw,
U1354,S1354FA1,NA,NA,Raw,
U1355,S1355FA1,NA,NA,Raw,
U1356,S1356FA1,NA,NA,Raw,
U1357,S1357FA1,NA,NA,Raw,
U1358,S1358FA1,NA,NA,Raw,
U1359,S1359FA1,NA,NA,Raw,
U1360,S1360FA1,NA,NA,Raw,
U1361,S1361FA1,NA,NA,Raw,
U1362,S1362FA1,NA,NA,Raw,
U1363,S1363FA1,NA,NA,Raw,
U1364,S1364FA1,NA,NA,Raw,
U1365,S1365FA1,NA,NA,Raw,
U1366,S1366FA1,NA,NA,Raw,
U1367,S1367FA1,NA,NA,Raw,
U1368,S1368FA1,NA,NA,Raw,
U1369,S1369FA1,NA,NA,Raw,
U1370,S1370FA1,NA,NA,Raw,
U1371,S1371FA1,NA,NA,Raw,
U1372,S1372FA1,NA,NA,Raw,
U1373,S1373FA1,NA,NA,Raw,
U1374,S1374FA1,NA,NA,Raw,
U1375,S1375FA1,NA,NA,Raw,
U1376,S1376FA1,NA,NA,Raw,
U1381,S1381FA1,NA,NA,Raw,
U1382,S1382FA1,NA,NA,Raw,
U1383,S1383FA1,NA,NA,Raw,
U1384,S1384FA1,NA,NA,Raw,
U1385,S1385FA1,NA,NA,Raw,
U1386,S1386FA1,NA,NA,Raw,
U1387,S1387FA1,NA,NA,Raw,
U1388,S1388FA1,NA,NA,Raw,
U1389,S1389FA1,NA,NA,Raw,
U1390,S1390FA1,NA,NA,Raw,
U1391,S1391FA1,NA,NA,Raw,
U1392,S1392FA1,NA,NA,Raw,
U1393,S1393FA1,NA,NA,Raw,
U1394,S1394FA1,NA,NA,Raw,
U1395,S1395FA1,NA,NA,Raw,
U1396,S1396FA1,NA,NA,Raw,
U1397,S1397FA1,NA,NA,Raw,
U1398,S1398FA1,NA,NA,Raw,
U1401,S1401FA1,NA,NA,Raw,
U1402,S1402FA1,NA,NA,Raw,
U1403,S1403FA1,NA,NA,Raw,
U1404,S1404FA1,NA,NA,Raw,
U1405,S1405FA1,NA,NA,Raw,
U1406,S1406FA1,NA,NA,Raw,
U1407,S1407FA1,NA,NA,Raw,
U1408,S1408FA1,NA,NA,Raw,
U1411,S1411FA1,NA,NA,Raw,
U1412,S1412FA1,NA,NA,Raw,
U1422,S1422FA1,NA,NA,Raw,
U1423,S1423FA1,NA,NA,Raw,
U1424,S1424FA1,NA,NA,Raw,
U1425,S1425FA1,NA,NA,Raw,
U1426,S1426FA1,NA,NA,Raw,
U1427,S1427FA1,NA,NA,Raw,
U1428,S1428FA1,NA,NA,Raw,
U1429,S1429FA1,NA,NA,Raw,
U1430,S1430FA1,NA,NA,Raw,
U1431,S1431FA1,NA,NA,Raw,
U1432,S1432FA1,NA,NA,Raw,
U1433,S1433FA1,NA,NA,Raw,
U1434,S1434FA1,NA,NA,Raw,
U1435,S1435FA1,NA,NA,Raw,
U1436,S1436FA1,NA,NA,Raw,
U1437,S1437FA1,NA,NA,Raw,
U1438,S1438FA1,NA,NA,Raw,
U1439,S1439FA1,NA,NA,Raw,
U1440,S1440FA1,NA,NA,Raw,
U1441,S1441FA1,NA,NA,Raw,
U1442,S1442FA1,NA,NA,Raw,
U1443,S1443FA1,NA,NA,Raw,
U1444,S1444FA1,NA,NA,Raw,
U1445,S1445FA1,NA,NA,Raw,
U1446,S1446FA1,NA,NA,Raw,
U1447,S1447FA1,NA,NA,Raw,
U1448,S1448FA1,NA,NA,Raw,
U1449,S1449FA1,NA,NA,Raw,
U1450,S1450FA1,NA,NA,Raw,
U1451,S1451FA1,NA,NA,Raw,
U1452,S1452FA1,NA,NA,Raw,
U1453,S1453FA1,NA,NA,Raw,
U1454,S1454FA1,NA,NA,Raw,
U1455,S1455FA1,NA,NA,Raw,
U1461,S1461FA1,NA,NA,Raw,
U1462,S1462FA1,NA,NA,Raw,
U1463,S1463FA1,NA,NA,Raw,
U1464,S1464FA1,NA,NA,Raw,
U1465,S1465FA1,NA,NA,Raw,
U1466,S1466FA1,NA,NA,Raw,
U1467,S1467FA1,NA,NA,Raw,
U1468,S1468FA1,NA,NA,Raw,
U1469,S1469FA1,NA,NA,Raw,
U1470,S1470FA1,NA,NA,Raw,
U1471,S1471FA1,NA,NA,Raw,
U1472,S1472FA1,NA,NA,Raw,
U1473,S1473FA1,NA,NA,Raw,
U1474,S1474FA1,NA,NA,Raw,
U1475,S1475FA1,NA,NA,Raw,
U1476,S1476FA1,NA,NA,Raw,
U1477,S1477FA1,NA,NA,Raw,
U1478,S1478FA1,NA,NA,Raw,
U1479,S1479FA1,NA,NA,Raw,
U1480,S1480FA1,NA,NA,Raw,
U1481,S1481FA1,NA,NA,Raw,
U1482,S1482FA1,NA,NA,Raw,
U1483,S1483FA1,NA,NA,Raw,
U1484,S1484FA1,NA,NA,Raw,
U1485,S1485FA1,NA,NA,Raw,
U1486,S1486FA1,NA,NA,Raw,
U1487,S1487FA1,NA,NA,Raw,
U1488,S1488FA1,NA,NA,Raw,
U1489,S1489FA1,NA,NA,Raw,
U1490,S1490FA1,NA,NA,Raw,
U1491,S1491FA1,NA,NA,Raw,
U1492,S1492FA1,NA,NA,Raw,
U1493,S1493FA1,NA,NA,Raw,
U1494,S1494FA1,NA,NA,Raw,
U1495,S1495FA1,NA,NA,Raw,
U1496,S1496FA1,NA,NA,Raw,
U1497,S1497FA1,NA,NA,Raw,
U1498,S1498FA1,NA,NA,Raw,
U1499,S1499FA1,NA,NA,Raw,
U1500,S1500FA1,NA,NA,Raw,
U1501,S1501FA1,NA,NA,Raw,
U1502,S1502FA1,NA,NA,Raw,
U1503,S1503FA1,NA,NA,Raw,
U1504,S1504FA1,NA,NA,Raw,
U1505,S1505FA1,NA,NA,Raw,
U1506,S1506FA1,NA,NA,Raw,
U1507,S1507FA1,NA,NA,Raw,
U1508,S1508FA1,NA,NA,Raw,
U1509,S1509FA1,NA,NA,Raw,
U1511,S1511FA1,NA,NA,Raw,
U1512,S1512FA1,NA,NA,Raw,
U1513,S1513FA1,NA,NA,Raw,
U1514,S1514FA1,NA,NA,Raw,
U1515,S1515FA1,NA,NA,Raw,
U1516,S1516FA1,NA,NA,Raw,
U1517,S1517FA1,NA,NA,Raw,
U1518,S1518FA1,NA,NA,Raw,
U1519,S1519FA1,NA,NA,Raw,
U1520,S1520FA1,NA,NA,Raw,
U1528,S1528FA1,NA,NA,Raw,
U1529,S1529FA1,NA,NA,Raw,
U1530,S1530FA1,NA,NA,Raw,
U1532,S1532FA1,NA,NA,Raw,
U1533,S1533FA1,NA,NA,Raw,
U1534,S1534FA1,NA,NA,Raw,
U1535,S1535FA1,NA,NA,Raw,
U1536,S1536FA1,NA,NA,Raw,
U1537,S1537FA1,NA,NA,Raw,
U1538,S1538FA1,NA,NA,Raw,
U1539,S1539FA1,NA,NA,Raw,
U1540,S1540FA1,NA,NA,Raw,
U1541,S1541FA1,NA,NA,Raw,
U1542,S1542FA1,NA,NA,Raw,
U1543,S1543FA1,NA,NA,Raw,
U1544,S1544FA1,NA,NA,Raw,
U1545,S1545FA1,NA,NA,Raw,
U1546,S1546FA1,NA,NA,Raw,
U1547,S1547FA1,NA,NA,Raw,
U1548,S1548FA1,NA,NA,Raw,
U1549,S1549FA1,NA,NA,Raw,
U1550,S1550FA1,NA,NA,Raw,
U1551,S1551FA1,NA,NA,Raw,
U1552,S1552FA1,NA,NA,Raw,
U1553,S1553FA1,NA,NA,Raw,
U1554,S1554FA1,NA,NA,Raw,
U1555,S1555FA1,NA,NA,Raw,
U1557,S1557FA1,NA,NA,Raw,
U1558,S1558FA1,NA,NA,Raw,
U1559,S1559FA1,NA,NA,Raw,
U1560,S1560FA1,NA,NA,Raw,
U1561,S1561FA1,NA,NA,Raw,
U1562,S1562FA1,NA,NA,Raw,
U1563,S1563FA1,NA,NA,Raw,
U1564,S1564FA1,NA,NA,Raw,
U1565,S1565FA1,NA,NA,Raw,
U1566,S1566FA1,NA,NA,Raw,
U1567,S1567FA1,NA,NA,Raw,
U1568,S1568FA1,NA,NA,Raw,
U1569,S1569FA1,NA,NA,Raw,
U1570,S1570FA1,NA,NA,Raw,
U1571,S1571FA1,NA,NA,Raw,
U1572,S1572FA1,NA,NA,Raw,
U1573,S1573FA1,NA,NA,Raw,
U1574,S1574FA1,NA,NA,Raw,
U1575,S1575FA1,NA,NA,Raw,
U1576,S1576FA1,NA,NA,Raw,
U1577,S1577FA1,NA,NA,Raw,
U1578,S1578FA1,NA,NA,Raw,
U1579,S1579FA1,NA,NA,Raw,
U1580,S1580FA1,NA,NA,Raw,
