sample_id,stock_1,region_1,prob_1,stock_2,region_2,prob_2,stock_3,region_3,prob_3,stock_4,region_4,prob_4,stock_5,region_5,prob_5,analyzing_lab,stock_id_quality_flag,stock_id_quality_level,stock_id_quality_log
S16188FC1,CHILKO,3,1,CHILKO_SOUTH,2,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
S16189FC1,CHILKO_SOUTH,2,0.87,CHILKO,3,0.12,THOMPSON_N,2,0.01,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
S16190FC1,CHILKO,3,0.51,CHILKO_SOUTH,2,0.49,PINCHI_CR,3,0,CHILKO-NORTH,3,0,NA,NA,NA,PBS,AV,level1,NA
S16141FC1,DOLLYVARDEN_CR,3,0.99,CHILLIW_LAKE,2,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
S16142FC1,CHILKO,3,0.97,PINCHI_CR,3,0.01,TACHIE,3,0.01,CHILKO_SOUTH,2,0.01,CHILKO-NORTH,3,0,PBS,AV,level1,NA
S16143FC1,THOMPSON_N,2,0.68,CHILKO,3,0.19,CHILKO_SOUTH,2,0.12,MIDDLE,3,0.01,STELLAKO,3,0,PBS,AV,level1,NA
S16144FC1,CHILKO,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
S16145FC1,CHILKO,3,0.99,CHILKO_SOUTH,2,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
S16146FC1,CHILKO,3,0.93,CHILKO_SOUTH,2,0.06,THOMPSON_N,2,0.01,PITT,2,0.01,NA,NA,NA,PBS,AV,level1,NA
S16147FC1,CHILKO,3,0.88,CHILKO_SOUTH,2,0.1,THOMPSON_N,2,0.02,TACHIE,3,0,PINCHI_CR,3,0,PBS,AV,level1,NA
S16148FC1,CHILKO,3,0.68,CHILKO_SOUTH,2,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
S16149FC1,THOMPSON_N,2,0.95,RAFT,2,0.05,CHILKO_SOUTH,2,0,CHILKO,3,0,NA,NA,NA,PBS,AV,level1,NA
S16150FC1,CHILKO,3,0.85,CHILKO_SOUTH,2,0.15,PINCHI_CR,3,0,CHILKO-NORTH,3,0,NA,NA,NA,PBS,AV,level1,NA
S16351FC1,PITT,2,0.64,CHILKO,3,0.2,TACHIE,3,0.06,PINCHI_CR,3,0.03,DOLLYVARDEN_CR,3,0.02,PBS,AV,level1,NA
S16352FC1,CHILKO,3,0.94,CHILKO_SOUTH,2,0.04,RAFT,2,0.01,PINCHI_CR,3,0,MIDDLE,3,0,PBS,AV,level1,NA
S16353FC1,CHILKO,3,0.99,PINCHI_CR,3,0.01,TACHIE,3,0.01,CHILKO_SOUTH,2,0,NA,NA,NA,PBS,AV,level1,NA
S16354FC1,CHILKO,3,0.95,CHILKO_SOUTH,2,0.05,BOWRON,2,0,THOMPSON_N,2,0,NA,NA,NA,PBS,AV,level1,NA
S16355FC1,CHILKO,3,0.54,CHILKO_SOUTH,2,0.41,THOMPSON_N,2,0.03,TACHIE,3,0.01,PINCHI_CR,3,0.01,PBS,AV,level1,NA
S16356FC1,THOMPSON_N,2,0.95,RAFT,2,0.04,CHILKO,3,0.01,FENNELL,2,0,U_HORSEFLY,3,0,PBS,AV,level1,NA
S16357FC1,CHILKO,3,0.99,CHILKO_SOUTH,2,0.01,PINCHI_CR,3,0.01,TACHIE,3,0,CHILKO-NORTH,3,0,PBS,AV,level1,NA
S16358FC1,CHILKO,3,0.9,THOMPSON_N,2,0.04,CHILKO_SOUTH,2,0.03,PINCHI_CR,3,0.02,TACHIE,3,0.01,PBS,AV,level1,NA
S16359FC1,CHILKO,3,0.91,CHILKO_SOUTH,2,0.07,THOMPSON_N,2,0.01,CHILKO-NORTH,3,0,KUZKWA_CR,3,0,PBS,AV,level1,NA
S16360FC1,THOMPSON_N,2,0.99,RAFT,2,0,CHILKO_SOUTH,2,0,WASKO_CR,3,0,CHILKO,3,0,PBS,AV,level1,NA
S16121FC1,THOMPSON_N,2,1,RAFT,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
S16122FC1,THOMPSON_N,2,1,RAFT,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
S16123FC1,CHILKO,3,0.98,CHILKO_SOUTH,2,0.01,BLUE_LEAD_CK,3,0,L_ADAMS,4,0,SCOTCH,2,0,PBS,AV,level1,NA
S17092FC1,CHILKO_SOUTH,2,0.99,CHILKO,3,0.01,TACHIE,3,0,GLUSKIE,1,0,NA,NA,NA,PBS,AV,level1,NA
S17093FC1,PINCHI_CR,3,0.46,TACHIE,3,0.38,KUZKWA_CR,3,0.06,CHILKO,3,0.03,STELLAKO,3,0.02,PBS,AV,level1,NA
S17094FC1,CHILKO,3,0.98,CHILKO_SOUTH,2,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
S17095FC1,CHILKO,3,0.8,CHILKO_SOUTH,2,0.19,CHILKO-NORTH,3,0.01,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
S17096FC1,PINCHI_CR,3,0.47,TACHIE,3,0.42,KUZKWA_CR,3,0.1,MIDDLE,3,0.01,STELLAKO,3,0,PBS,AV,level1,NA
S17097FC1,CHILKO,3,0.58,CHILKO_SOUTH,2,0.41,THOMPSON_N,2,0.01,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
S17098FC1,THOMPSON_N,2,0.78,CHILKO,3,0.18,DOLLYVARDEN_CR,3,0.04,"NADINA",2,0.01,RAFT,2,0,PBS,AV,level1,NA
S17099FC1,PINCHI_CR,3,0.5,TACHIE,3,0.4,KUZKWA_CR,3,0.09,STELLAKO,3,0.01,CHILKO_SOUTH,2,0,PBS,AV,level1,NA
S17100FC1,CHILKO_SOUTH,2,0.84,CHILKO,3,0.14,TACHIE,3,0.02,RAFT,2,0,THOMPSON_N,2,0,PBS,AV,level1,NA
S16011FC1,CHILKO,3,0.91,CHILKO_SOUTH,2,0.06,PINCHI_CR,3,0.03,KUZKWA_CR,3,0,DUST,1,0,PBS,AV,level1,NA
S16012FC1,THOMPSON_N,2,0.97,RAFT,2,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
S16013FC1,CHILKO,3,0.83,THOMPSON_N,2,0.12,TACHIE,3,0.03,PINCHI_CR,3,0.01,"NADINA",2,0.01,PBS,AV,level1,NA
S16014FC1,CHILKO,3,0.4,PINCHI_CR,3,0.34,TACHIE,3,0.19,CHILKO_SOUTH,2,0.04,KUZKWA_CR,3,0.02,PBS,AV,level1,NA
S16015FC1,CHILKO,3,0.71,THOMPSON_N,2,0.08,PINCHI_CR,3,0.08,TACHIE,3,0.06,CHILKO_SOUTH,2,0.01,PBS,AV,level1,NA
S16016FC1,CHILKO,3,0.43,THOMPSON_N,2,0.39,CHILKO_SOUTH,2,0.15,RAFT,2,0.03,NA,NA,NA,PBS,AV,level1,NA
S16017FC1,CHILKO,3,0.93,CHILKO_SOUTH,2,0.06,THOMPSON_N,2,0,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
S16018FC1,CHILKO,3,0.54,CHILKO_SOUTH,2,0.43,CHILKO-NORTH,3,0.01,WASKO_CR,3,0.01,THOMPSON_N,2,0.01,PBS,AV,level1,NA
S16019FC1,DOLLYVARDEN_CR,3,0.99,YONAKINA,16,0.01,KITLOPE,15,0,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
S16020FC1,PINCHI_CR,3,0.49,TACHIE,3,0.41,KUZKWA_CR,3,0.1,STELLAKO,3,0,NA,NA,NA,PBS,AV,level1,NA
S16021FC1,PITT,2,0.69,DOLLYVARDEN_CR,3,0.13,HARRISON,4,0.07,KALUM_LAKE,10,0.04,WASHWASH,18,0.01,PBS,AV,level1,NA
S16022FC1,CHILKO_SOUTH,2,0.45,CHILKO,3,0.31,TACHIE,3,0.12,PINCHI_CR,3,0.11,KUZKWA_CR,3,0.01,PBS,AV,level1,NA
S16023FC1,CHILKO,3,0.82,CHILKO_SOUTH,2,0.16,THOMPSON_N,2,0.02,CHILKO-NORTH,3,0,RAFT,2,0,PBS,AV,level1,NA
S16024FC1,CHILKO,3,0.89,"NADINA",2,0.04,PINCHI_CR,3,0.04,TACHIE,3,0.01,THOMPSON_N,2,0.01,PBS,AV,level1,NA
S20201FC1,CHILKO,3,1,TACHIE,3,0,CHILKO_SOUTH,2,0,FELIX,1,0,CHILKO-NORTH,3,0,PBS,AV,level1,NA
S20210FC1,TACHIE,3,0.91,CHILKO,3,0.03,CHILKO_SOUTH,2,0.03,MIDDLE,3,0.01,THOMPSON_N,2,0,PBS,AV,level1,NA
S20221FC1,CHILKO,3,1,CHILKO-NORTH,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
S20222FC1,TACHIE,3,0.9,MIDDLE,3,0.06,FORFAR,1,0.03,STELLAKO,3,0,GLUSKIE,1,0,PBS,AV,level1,NA
S20223FC1,TACHIE,3,0.95,STELLAKO,3,0.02,MIDDLE,3,0.02,CHILKO,3,0,PINCHI_CR,3,0,PBS,AV,level1,NA
S20224FC1,CHILKO,3,0.83,CHILKO_SOUTH,2,0.09,PORTAGE_CR,4,0.04,WASKO_CR,3,0.03,THOMPSON_N,2,0,PBS,AV,level1,NA
S20225FC1,TACHIE,3,0.97,FIVEMILE,1,0.01,DRIFTWOOD,1,0.01,FELIX,1,0,STELLAKO,3,0,PBS,AV,level1,NA
S20226FC1,CHILKO,3,0.99,CHILKO_SOUTH,2,0,CHILKO-NORTH,3,0,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
S20227FC1,GATES_CR,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
S20228FC1,CHILKO,3,0.64,THOMPSON_N,2,0.35,CHILKO_SOUTH,2,0,PORTAGE_CR,4,0,TACHIE,3,0,PBS,AV,level1,NA
S20229FC1,THOMPSON_N,2,0.32,QUESNEL_HORSEF,3,0.29,ROARING,3,0.11,WASKO_CR,3,0.11,CHILKO,3,0.08,PBS,AV,level1,NA
S20202FC1,TACHIE,3,0.72,FIVEMILE,1,0.08,MIDDLE,3,0.07,HUDSON_BAY,1,0.04,FELIX,1,0.03,PBS,AV,level1,NA
S20230FC1,GATES_CR,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
S20231FC1,TACHIE,3,0.99,MIDDLE,3,0.01,CHILKO,3,0,FORFAR,1,0,PORTER_CR,1,0,PBS,AV,level1,NA
S20232FC1,WEAVER,4,1,TACHIE,3,0,BIRKENHEAD,3,0,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
S20233FC1,TACHIE,3,0.72,STELLAKO,3,0.28,MIDDLE,3,0,"NADINA",2,0,CHILKO,3,0,PBS,AV,level1,NA
S20234FC1,TACHIE,3,0.63,QUESNEL_HORSEF,3,0.18,STELLAKO,3,0.05,CHILKO,3,0.05,HORSEFLY,3,0.03,PBS,AV,level1,NA
S20235FC1,TACHIE,3,0.91,WEAVER,4,0.02,MIDDLE,3,0.02,BIRKENHEAD,3,0.02,FIVEMILE,1,0.01,PBS,AV,level1,NA
S20236FC1,CHILKO,3,0.42,PORTAGE_CR,4,0.3,TACHIE,3,0.17,QUESNEL_HORSEF,3,0.06,LITTLE,4,0.03,PBS,AV,level1,NA
S20237FC1,CHILKO,3,0.99,CHILKO_SOUTH,2,0,CHILKO-NORTH,3,0,ROARING,3,0,BLUE_LEAD_CK,3,0,PBS,AV,level1,NA
S20238FC1,BIRKENHEAD,3,0.29,TACHIE,3,0.28,CHILKO,3,0.18,PORTAGE_CR,4,0.08,STELLAKO,3,0.05,PBS,AV,level1,NA
S20239FC1,WEAVER,4,1,BIRKENHEAD,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
S20203FC1,CHILKO,3,0.98,CHILKO_SOUTH,2,0.01,CHILKO-NORTH,3,0.01,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
S20240FC1,TACHIE,3,0.99,FORFAR,1,0,MIDDLE,3,0,STELLAKO,3,0,WASKO_CR,3,0,PBS,AV,level1,NA
S20204FC1,CHILKO,3,1,QUESNEL_HORSEF,3,0,WASKO_CR,3,0,QUESNEL_DECEPT,3,0,THOMPSON_N,2,0,PBS,AV,level1,NA
S20205FC1,THOMPSON_N,2,0.81,CHILKO,3,0.08,TACHIE,3,0.06,LITTLE,4,0.02,QUESNEL_HORSEF,3,0.01,PBS,AV,level1,NA
S20206FC1,WEAVER,4,1,LITTLE,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
S20207FC1,QUESNEL_HORSEF,3,0.83,TACHIE,3,0.08,HORSEFLY,3,0.03,CHILKO,3,0.03,LITTLE,4,0.02,PBS,AV,level1,NA
S20208FC1,TACHIE,3,0.88,STELLAKO,3,0.12,PINCHI_CR,3,0.01,KUZKWA_CR,3,0,FIVEMILE,1,0,PBS,AV,level1,NA
S20209FC1,WEAVER,4,0.71,PORTAGE_CR,4,0.17,CHILKO,3,0.12,BIRKENHEAD,3,0,NA,NA,NA,PBS,AV,level1,NA
S20321FC1,CHILKO,3,0.8,CHILKO_SOUTH,2,0.15,TACHIE,3,0.05,STELLAKO,3,0,WEAVER,4,0,PBS,AV,level1,NA
S20322FC1,CHILKO,3,0.99,PORTAGE_CR,4,0,CHILKO_SOUTH,2,0,CHILKO-NORTH,3,0,THOMPSON_N,2,0,PBS,AV,level1,NA
S20323FC1,QUESNEL_HORSEF,3,0.7,CHILKO,3,0.18,HORSEFLY,3,0.05,TACHIE,3,0.03,ROARING,3,0.02,PBS,AV,level1,NA
S20324FC1,CHILKO,3,0.92,PORTAGE_CR,4,0.05,LITTLE,4,0.01,CHILKO_SOUTH,2,0.01,SEYMOUR,2,0,PBS,AV,level1,NA
S20325FC1,CHILKO,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
S20326FC1,CHILKO,3,0.95,TACHIE,3,0.02,THOMPSON_N,2,0.02,LITTLE,4,0.01,QUESNEL_DECEPT,3,0,PBS,AV,level1,NA
S20327FC1,CHILKO,3,0.98,CHILKO_SOUTH,2,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
S20328FC1,THOMPSON_N,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
S20329FC1,CHILKO,3,0.89,QUESNEL_HORSEF,3,0.08,THOMPSON_N,2,0.03,DUST,1,0,CHILKO_SOUTH,2,0,PBS,AV,level1,NA
S20330FC1,TACHIE,3,0.99,PINCHI_CR,3,0.01,STELLAKO,3,0,WEAVER,4,0,THOMPSON_N,2,0,PBS,AV,level1,NA
S20331FC1,CHILKO,3,1,CHILKO_SOUTH,2,0,MIDDLE,3,0,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
S20332FC1,TACHIE,3,0.56,STELLAKO,3,0.44,CHILKO,3,0.01,KUZKWA_CR,3,0,NA,NA,NA,PBS,AV,level1,NA
S20333FC1,CHILKO,3,0.48,BLUE_LEAD_CK,3,0.17,WASKO_CR,3,0.12,WEAVER,4,0.07,QUESNEL_DECEPT,3,0.06,PBS,AV,level1,NA
S20334FC1,TACHIE,3,0.74,FORFAR,1,0.07,FIVEMILE,1,0.05,MIDDLE,3,0.03,STELLAKO,3,0.02,PBS,AV,level1,NA
S20335FC1,TACHIE,3,0.56,CHILKO,3,0.31,STELLAKO,3,0.05,FIVEMILE,1,0.02,MIDDLE,3,0.02,PBS,AV,level1,NA
S20336FC1,TACHIE,3,0.76,FIVEMILE,1,0.07,MIDDLE,3,0.03,FELIX,1,0.03,LITTLE,4,0.02,PBS,AV,level1,NA
S20337FC1,WEAVER,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
S20338FC1,CHILKO,3,0.74,PORTAGE_CR,4,0.09,LITTLE,4,0.08,THOMPSON_N,2,0.03,TACHIE,3,0.02,PBS,AV,level1,NA
S20339FC1,CHILKO,3,1,CHILKO-NORTH,3,0,TACHIE,3,0,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
S20340FC1,CHILKO,3,0.95,CHILKO_SOUTH,2,0.02,QUESNEL_HORSEF,3,0.01,ROARING,3,0.01,TACHIE,3,0.01,PBS,AV,level1,NA
S20342FC1,CHILKO,3,0.92,TACHIE,3,0.08,LITTLE,4,0,PORTAGE_CR,4,0,CHILKO_SOUTH,2,0,PBS,AV,level1,NA
S20343FC1,CHILKO,3,0.99,TACHIE,3,0,QUESNEL_HORSEF,3,0,CHILKO_SOUTH,2,0,NA,NA,NA,PBS,AV,level1,NA
S20344FC1,CHILKO,3,0.7,TACHIE,3,0.14,STELLAKO,3,0.08,THOMPSON_N,2,0.07,LITTLE,4,0,PBS,AV,level1,NA
S20345FC1,CHILKO,3,0.82,TACHIE,3,0.16,STELLAKO,3,0.01,FIVEMILE,1,0,MIDDLE,3,0,PBS,AV,level1,NA
S20346FC1,TACHIE,3,0.98,STELLAKO,3,0.02,THOMPSON_N,2,0,PINCHI_CR,3,0,NA,NA,NA,PBS,AV,level1,NA
S20347FC1,CHILKO,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
S20348FC1,CHILKO,3,0.98,TACHIE,3,0.01,CHILKO_SOUTH,2,0,KUZKWA_CR,3,0,"NARROWS",1,0,PBS,AV,level1,NA
S20349FC1,CHILKO,3,0.99,WASKO_CR,3,0,PORTAGE_CR,4,0,QUESNEL_HORSEF,3,0,CHILKO-NORTH,3,0,PBS,AV,level1,NA
S20350FC1,CHILKO,3,1,CHILKO_SOUTH,2,0,CHILKO-NORTH,3,0,QUESNEL_HORSEF,3,0,HORSEFLY,3,0,PBS,AV,level1,NA
S20133FC1,CHILKO,3,0.97,TACHIE,3,0.03,STELLAKO,3,0,CHILKO_SOUTH,2,0,FORFAR,1,0,PBS,AV,level1,NA
S20134FC1,CHILKO,3,1,CHILKO_SOUTH,2,0,CHILKO-NORTH,3,0,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
S20135FC1,CHILKO,3,0.8,QUESNEL_HORSEF,3,0.08,TACHIE,3,0.07,CHILKO_SOUTH,2,0.02,QUESNEL_DECEPT,3,0.01,PBS,AV,level1,NA
S20136FC1,CHILKO,3,0.99,CHILKO_SOUTH,2,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
S20137FC1,QUESNEL_MITCHE,3,0.73,WASKO_CR,3,0.14,ROARING,3,0.05,QUESNEL_DECEPT,3,0.05,BLUE_LEAD_CK,3,0.01,PBS,AV,level1,NA
S20138FC1,CHILKO,3,0.98,CHILKO_SOUTH,2,0.01,THOMPSON_N,2,0,CHILKO-NORTH,3,0,PORTAGE_CR,4,0,PBS,AV,level1,NA
S20139FC1,CHILKO,3,1,TACHIE,3,0,CHILKO-NORTH,3,0,HORSEFLY,3,0,NA,NA,NA,PBS,AV,level1,NA
S20140FC1,CHILKO,3,0.97,CHILKO_SOUTH,2,0.01,QUESNEL_HORSEF,3,0.01,QUESNEL_DECEPT,3,0.01,PORTAGE_CR,4,0.01,PBS,AV,level1,NA
S20101FC1,TACHIE,3,0.92,STELLAKO,3,0.06,MIDDLE,3,0.01,PINCHI_CR,3,0,KUZKWA_CR,3,0,PBS,AV,level1,NA
S20102FC1,CHILKO,3,0.76,QUESNEL_DECEPT,3,0.12,QUESNEL_HORSEF,3,0.03,BLUE_LEAD_CK,3,0.03,QUESNEL_MITCHE,3,0.02,PBS,AV,level1,NA
S20103FC1,CHILKO,3,0.96,THOMPSON_N,2,0.04,TACHIE,3,0,DRIFTWOOD,1,0,LITTLE,4,0,PBS,AV,level1,NA
S20104FC1,CHILKO,3,0.59,TACHIE,3,0.29,CHILKO_SOUTH,2,0.06,THOMPSON_N,2,0.02,PORTAGE_CR,4,0.01,PBS,AV,level1,NA
S20105FC1,CHILKO,3,1,CHILKO_SOUTH,2,0,MIDDLE,3,0,TACHIE,3,0,CHILKO-NORTH,3,0,PBS,AV,level1,NA
S20106FC1,CHILKO,3,1,PORTAGE_CR,4,0,DRIFTWOOD,1,0,LITTLE,4,0,CHILKO_SOUTH,2,0,PBS,AV,level1,NA
S20107FC1,CHILKO,3,0.99,TACHIE,3,0,LITTLE,4,0,CHILKO-NORTH,3,0,THOMPSON_N,2,0,PBS,AV,level1,NA
S20108FC1,CHILKO,3,0.99,CHILKO_SOUTH,2,0,PORTAGE_CR,4,0,LITTLE,4,0,TACHIE,3,0,PBS,AV,level1,NA
S20109FC1,TACHIE,3,0.51,THOMPSON_N,2,0.38,STELLAKO,3,0.07,PORTAGE_CR,4,0.02,LITTLE,4,0.01,PBS,AV,level1,NA
S20110FC1,CHILKO,3,0.87,PORTAGE_CR,4,0.08,LITTLE,4,0.04,CHILKO_SOUTH,2,0.01,TACHIE,3,0,PBS,AV,level1,NA
S20121FC1,PORTAGE_CR,4,0.93,CHILKO,3,0.05,CHILKO_SOUTH,2,0.01,LITTLE,4,0,SCOTCH,2,0,PBS,AV,level1,NA
S20122FC1,QUESNEL_MITCHE,3,0.96,WASKO_CR,3,0.02,BLUE_LEAD_CK,3,0.01,ROARING,3,0,QUESNEL_DECEPT,3,0,PBS,AV,level1,NA
S20123FC1,TACHIE,3,0.98,STELLAKO,3,0.02,PINCHI_CR,3,0,KUZKWA_CR,3,0,SEYMOUR,2,0,PBS,AV,level1,NA
S20124FC1,CHILKO,3,0.99,CHILKO_SOUTH,2,0,PORTAGE_CR,4,0,LITTLE,4,0,TACHIE,3,0,PBS,AV,level1,NA
S20125FC1,CHILKO,3,1,CHILKO-NORTH,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
S20126FC1,CHILKO,3,1,CHILKO_SOUTH,2,0,CHILKO-NORTH,3,0,PORTAGE_CR,4,0,NA,NA,NA,PBS,AV,level1,NA
S20127FC1,TACHIE,3,0.82,STELLAKO,3,0.18,DUST,1,0,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
S20128FC1,CHILKO,3,1,PORTAGE_CR,4,0,LITTLE,4,0,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
S20129FC1,CHILKO,3,1,CHILKO_SOUTH,2,0,CHILKO-NORTH,3,0,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
S20130FC1,CHILKO,3,1,TACHIE,3,0,MIDDLE,3,0,QUESNEL_HORSEF,3,0,CHILKO_SOUTH,2,0,PBS,AV,level1,NA
S20131FC1,TACHIE,3,0.93,MIDDLE,3,0.04,FELIX,1,0.01,FIVEMILE,1,0.01,PINCHI_CR,3,0,PBS,AV,level1,NA
S20132FC1,CHILKO,3,1,QUESNEL_HORSEF,3,0,CHILKO_SOUTH,2,0,FELIX,1,0,NA,NA,NA,PBS,AV,level1,NA
S20561FC1,CHILKO,3,1,QUESNEL_HORSEF,3,0,LITTLE,4,0,SANDPOINT,1,0,BLACKWATER,1,0,PBS,AV,level1,NA
S20562FC1,LITTLE,4,0.94,PORTAGE_CR,4,0.03,QUESNEL_HORSEF,3,0.01,SCOTCH,2,0.01,L_ADAMS,4,0,PBS,AV,level1,NA
S20563FC1,PORTAGE_CR,4,0.93,THOMPSON_N,2,0.06,LITTLE,4,0,CHILKO,3,0,SCOTCH,2,0,PBS,AV,level1,NA
S20564FC1,CHILKO,3,0.89,TACHIE,3,0.05,THOMPSON_N,2,0.04,CHILKO_SOUTH,2,0.01,MIDDLE,3,0,PBS,AV,level1,NA
S20565FC1,CHILKO,3,0.98,PORTAGE_CR,4,0.01,LITTLE,4,0.01,CHILKO_SOUTH,2,0,STELLAKO,3,0,PBS,AV,level1,NA
S20566FC1,SCOTCH,2,0.72,SEYMOUR,2,0.22,EAGLE,2,0.05,LITTLE,4,0.01,L_ADAMS,4,0,PBS,AV,level1,NA
S20567FC1,CHILKO,3,0.77,QUESNEL_HORSEF,3,0.21,THOMPSON_N,2,0.01,CHILKO_SOUTH,2,0,PORTAGE_CR,4,0,PBS,AV,level1,NA
S20568FC1,QUESNEL_HORSEF,3,0.78,CHILKO,3,0.1,HORSEFLY,3,0.05,ROARING,3,0.02,QUESNEL_DECEPT,3,0.02,PBS,AV,level1,NA
S20569FC1,CHILKO,3,0.92,CHILKO_SOUTH,2,0.07,CHILKO-NORTH,3,0,PORTAGE_CR,4,0,TACHIE,3,0,PBS,AV,level1,NA
S20570FC1,CHILKO,3,0.73,QUESNEL_HORSEF,3,0.17,ROARING,3,0.04,BLUE_LEAD_CK,3,0.01,THOMPSON_N,2,0.01,PBS,AV,level1,NA
S20581FC1,QUESNEL_HORSEF,3,0.89,HORSEFLY,3,0.05,CHILKO,3,0.02,WASKO_CR,3,0.01,TACHIE,3,0.01,PBS,AV,level1,NA
S20582FC1,SCOTCH,2,0.75,SEYMOUR,2,0.21,EAGLE,2,0.04,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
S20583FC1,WEAVER,4,0.99,SCOTCH,2,0,SEYMOUR,2,0,LITTLE,4,0,NA,NA,NA,PBS,AV,level1,NA
S20584FC1,CHILKO,3,0.75,TACHIE,3,0.2,FORFAR,1,0.01,FIVEMILE,1,0.01,MIDDLE,3,0.01,PBS,AV,level1,NA
S20585FC1,PORTAGE_CR,4,0.92,LITTLE,4,0.08,THOMPSON_N,2,0,QUESNEL_HORSEF,3,0,M_HORSEFLY,3,0,PBS,AV,level1,NA
S20586FC1,WEAVER,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
S20587FC1,QUESNEL_HORSEF,3,0.5,CHILKO,3,0.47,TACHIE,3,0.01,HORSEFLY,3,0.01,QUESNEL_DECEPT,3,0,PBS,AV,level1,NA
S20588FC1,CHILKO,3,0.99,THOMPSON_N,2,0,CHILKO-NORTH,3,0,HORSEFLY,3,0,TACHIE,3,0,PBS,AV,level1,NA
S20589FC1,QUESNEL_HORSEF,3,0.39,CHILKO,3,0.34,PORTAGE_CR,4,0.1,LITTLE,4,0.09,SEYMOUR,2,0.02,PBS,AV,level1,NA
S20590FC1,CHILKO,3,1,QUESNEL_HORSEF,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
S20591FC1,TACHIE,3,0.93,STELLAKO,3,0.07,PINCHI_CR,3,0,MIDDLE,3,0,FIVEMILE,1,0,PBS,AV,level1,NA
S20592FC1,CHILKO,3,1,CHILKO_SOUTH,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
S20593FC1,CHILKO,3,0.99,CHILKO_SOUTH,2,0,QUESNEL_HORSEF,3,0,THOMPSON_N,2,0,CHILKO-NORTH,3,0,PBS,AV,level1,NA
S20594FC1,BIRKENHEAD,3,0.9,STELLAKO,3,0.02,TACHIE,3,0.02,WEAVER,4,0.02,DRIFTWOOD,1,0.01,PBS,AV,level1,NA
S20595FC1,CHILKO,3,0.9,PORTAGE_CR,4,0.06,CHILKO_SOUTH,2,0.03,SCOTCH,2,0.01,QUESNEL_HORSEF,3,0,PBS,AV,level1,NA
S20596FC1,QUESNEL_MITCHE,3,0.27,ROARING,3,0.21,WASKO_CR,3,0.18,BLUE_LEAD_CK,3,0.14,QUESNEL_HORSEF,3,0.08,PBS,AV,level1,NA
