sample_id,stock_1,region_1,prob_1,stock_2,region_2,prob_2,stock_3,region_3,prob_3,stock_4,region_4,prob_4,stock_5,region_5,prob_5,analyzing_lab,stock_id_quality_flag,stock_id_quality_level,stock_id_quality_log
SDN340,HORSEFLY,3,0.32,CHILKO,3,0.3,L_ADAMS,4,0.29,PORTER_CR,1,0.04,GLUSKIE,1,0.03,PBS,AV,level1,NA
SDN341,BLUE_LEAD_CK,3,0.8,QUESNEL_DECEPT,3,0.07,U_HORSEFLY,3,0.05,QUESNEL_MITCHE,3,0.03,QUESNEL_HORSEF,3,0.03,PBS,AV,level1,NA
SDN342,QUESNEL_HORSEF,3,0.68,U_HORSEFLY,3,0.2,MCKINLEY,3,0.11,QUESNEL_DECEPT,3,0,HORSEFLY,3,0,PBS,AV,level1,NA
SDN343,THOMPSON_N,2,0.72,QUESNEL_HORSEF,3,0.15,U_HORSEFLY,3,0.04,EAGLE_L,4,0.02,LITTLE,4,0.02,PBS,AV,level1,NA
SDN344,QUESNEL_HORSEF,3,0.78,CHILKO,3,0.06,MITCHELL,3,0.04,BLACKWATER,1,0.03,QUESNEL_MITCHE,3,0.02,PBS,AV,level1,NA
SDN345,STELLAKO,3,0.82,BLACKWATER,1,0.12,HUDSON_BAY,1,0.03,PORTER_CR,1,0.01,SANDPOINT,1,0,PBS,AV,level1,NA
SDN349,CHILKO,3,0.99,RAFT,2,0.01,QUESNEL_HORSEF,3,0,THOMPSON_N,2,0,QUESNEL_DECEPT,3,0,PBS,AV,level1,NA
SDN350,CHILKO,3,1,CHILKO_SOUTH,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN351,CHILKO,3,1,RAFT,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN352,BLUE_LEAD_CK,3,0.81,QUESNEL_MITCHE,3,0.11,MITCHELL,3,0.05,QUESNEL_DECEPT,3,0.03,QUESNEL_HORSEF,3,0,PBS,AV,level1,NA
SDN346,PITT,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN353,CHILKO,3,1,CHILKO_SOUTH,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN354,STELLAKO,3,0.65,THOMPSON_N,2,0.24,CHILKO,3,0.1,KUZKWA_CR,3,0,TACHIE,3,0,PBS,AV,level1,NA
SDN355,CHILKO,3,1,CHILKO-NORTH,3,0,CHILKO_SOUTH,2,0,THOMPSON_N,2,0,NA,NA,NA,PBS,AV,level1,NA
SDN356,QUESNEL_HORSEF,3,0.68,U_HORSEFLY,3,0.2,MCKINLEY,3,0.11,QUESNEL_DECEPT,3,0,HORSEFLY,3,0,PBS,AV,level1,NA
SDN357,CHILKO,3,0.97,MIDDLE,3,0.03,CHILKO_SOUTH,2,0,SINTA,1,0,U_HORSEFLY,3,0,PBS,AV,level1,NA
SDN358,THOMPSON_N,2,0.89,RAFT,2,0.07,CHILKO,3,0.04,BLUE_LEAD_CK,3,0,QUESNEL_HORSEF,3,0,PBS,AV,level1,NA
SDN364,THOMPSON_N,2,0.71,CHILKO,3,0.1,RAFT,2,0.06,LITTLE,4,0.06,MIDDLESHUSWAP,4,0.04,PBS,AV,level1,NA
SDN365,FORFAR,1,0.24,HUDSON_BAY,1,0.18,SANDPOINT,1,0.16,BIVOUAC,1,0.12,PORTER_CR,1,0.06,PBS,AV,level1,NA
SDN366,CHILKO,3,0.21,THOMPSON_N,2,0.14,FORFAR,1,0.12,BIVOUAC,1,0.11,SANDPOINT,1,0.07,PBS,AV,level1,NA
SDN359,CHILKO,3,1,BLUE_LEAD_CK,3,0,HORSEFLY,3,0,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN360,CHILKO,3,0.96,EAGLE_L,4,0.04,THOMPSON_N,2,0,L_ADAMS,4,0,NA,NA,NA,PBS,AV,level1,NA
SDN361,CHILKO,3,0.96,RAFT,2,0.02,THOMPSON_N,2,0.02,FENNELL,2,0,LITTLE,4,0,PBS,AV,level1,NA
SDN362,CHILKO,3,1,CHILKO-NORTH,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN375,MITCHELL,3,0.85,CHILKO,3,0.08,QUESNEL_MITCHE,3,0.03,QUESNEL_DECEPT,3,0.01,QUESNEL_HORSEF,3,0.01,PBS,AV,level1,NA
SDN376,CHILKO,3,0.91,THOMPSON_N,2,0.03,BIRKENHEAD,3,0.03,STELLAKO,3,0.01,LITTLE,4,0.01,PBS,AV,level1,NA
SDN377,MITCHELL,3,0.93,QUESNEL_MITCHE,3,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN378,CHILKO,3,1,QUESNEL_HORSEF,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN379,THOMPSON_N,2,0.66,RAFT,2,0.33,WEAVER,4,0,FENNELL,2,0,PITT,2,0,PBS,AV,level1,NA
SDN380,CHILKO,3,0.96,STELLAKO,3,0.03,THOMPSON_N,2,0.01,CHILKO_SOUTH,2,0,BIRKENHEAD,3,0,PBS,AV,level1,NA
SDN363,CHILKO,3,0.75,CHILKO-NORTH,3,0.2,CHILKO_SOUTH,2,0.05,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN367,BIRKENHEAD,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN368,CHILKO,3,0.3,THOMPSON_N,2,0.19,LITTLE,4,0.08,PORTAGE_CR,4,0.08,CHILKO-NORTH,3,0.06,PBS,AV,level1,NA
SDN369,PINCHI_CR,3,0.92,TACHIE,3,0.07,QUESNEL_DECEPT,3,0,MIDDLE,3,0,CHILKO,3,0,PBS,AV,level1,NA
SDN370,WEAVER,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN371,QUESNEL_DECEPT,3,0.81,MITCHELL,3,0.17,QUESNEL_MITCHE,3,0.02,ROARING,3,0,BLUE_LEAD_CK,3,0,PBS,AV,level1,NA
SDN381,WEAVER,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN382,PINCHI_CR,3,0.85,HUDSON_BAY,1,0.1,TACHIE,3,0.05,KUZKWA_CR,3,0,CHILKO,3,0,PBS,AV,level1,NA
SDN383,THOMPSON_N,2,0.83,CHILKO,3,0.08,EAGLE_L,4,0.03,L_SHUSWAP,4,0.02,RAFT,2,0.01,PBS,AV,level1,NA
SDN384,CHILKO,3,0.97,THOMPSON_N,2,0.01,"NADINA",2,0.01,CHILKO_SOUTH,2,0.01,RAFT,2,0,PBS,AV,level1,NA
SDN372,THOMPSON_N,2,0.74,PINCHI_CR,3,0.19,QUESNEL_DECEPT,3,0.03,L_SHUSWAP,4,0.02,TACHIE,3,0.01,PBS,AV,level1,NA
SDN373,PINCHI_CR,3,1,TACHIE,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN374,PINCHI_CR,3,0.76,TACHIE,3,0.11,HUDSON_BAY,1,0.07,DRIFTWOOD,1,0.03,GLUSKIE,1,0.01,PBS,AV,level1,NA
SDN385,CHILKO,3,0.85,BLACKWATER,1,0.05,HUDSON_BAY,1,0.02,CHILKO_SOUTH,2,0.02,EAGLE_L,4,0.01,PBS,AV,level1,NA
SDN386,PINCHI_CR,3,0.99,TACHIE,3,0.01,KUZKWA_CR,3,0,FIVEMILE,1,0,NA,NA,NA,PBS,AV,level1,NA
SDN387,CHILKO,3,0.86,QUESNEL_HORSEF,3,0.12,MITCHELL,3,0,THOMPSON_N,2,0,BOWRON,2,0,PBS,AV,level1,NA
SDN388,CHILKO,3,0.97,QUESNEL_HORSEF,3,0.02,RAFT,2,0.01,THOMPSON_N,2,0,L_ADAMS,4,0,PBS,AV,level1,NA
SDN389,CHILKO,3,0.98,THOMPSON_N,2,0.01,CHILKO_SOUTH,2,0,QUESNEL_HORSEF,3,0,BLACKWATER,1,0,PBS,AV,level1,NA
SDN390,CHILKO,3,0.99,KYNOCK,1,0,STELLAKO,3,0,QUESNEL_HORSEF,3,0,DUST,1,0,PBS,AV,level1,NA
SDN391,CHILKO,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN392,MITCHELL,3,0.92,QUESNEL_MITCHE,3,0.08,ROARING,3,0,BLUE_LEAD_CK,3,0,NA,NA,NA,PBS,AV,level1,NA
SDN441,CHILKO,3,0.99,CHILKO-NORTH,3,0.01,L_ADAMS,4,0.01,ROARING,3,0,NA,NA,NA,PBS,AV,level1,NA
SDN442,MIDDLE,3,0.53,KYNOCK,1,0.17,GLUSKIE,1,0.1,DUST,1,0.09,STELLAKO,3,0.08,PBS,AV,level1,NA
SDN443,QUESNEL_MITCHE,3,1,CHILKO,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN444,QUESNEL_MITCHE,3,1,MITCHELL,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN445,STELLAKO,3,0.96,MIDDLE,3,0.04,KUZKWA_CR,3,0,KYNOCK,1,0,NA,NA,NA,PBS,AV,level1,NA
SDN446,CHILKO,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN454,STELLAKO,3,0.32,BLACKWATER,1,0.2,KYNOCK,1,0.11,HUDSON_BAY,1,0.11,SANDPOINT,1,0.1,PBS,AV,level1,NA
SDN455,CHILKO,3,1,RAFT,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN456,QUESNEL_HORSEF,3,0.4,CHILKO,3,0.17,LITTLE,4,0.16,STELLAKO,3,0.15,THOMPSON_N,2,0.04,PBS,AV,level1,NA
SDN393,CHILKO,3,0.89,WEAVER,4,0.07,LITTLE,4,0.03,PORTAGE_CR,4,0,QUESNEL_HORSEF,3,0,PBS,AV,level1,NA
SDN394,CHILKO,3,0.96,MIDDLE,3,0.02,HORSEFLY,3,0.01,L_ADAMS,4,0.01,KYNOCK,1,0,PBS,AV,level1,NA
SDN395,GLUSKIE,1,0.56,PORTER_CR,1,0.2,BLACKWATER,1,0.13,KYNOCK,1,0.08,FIVEMILE,1,0.02,PBS,AV,level1,NA
SDN396,CHILKO,3,0.93,HORSEFLY,3,0.07,QUESNEL_MITCHE,3,0,L_ADAMS,4,0,L_HORSEFLY,3,0,PBS,AV,level1,NA
SDN397,PORTER_CR,1,0.3,GLUSKIE,1,0.25,BLACKWATER,1,0.23,KYNOCK,1,0.07,FIVEMILE,1,0.04,PBS,AV,level1,NA
SDN398,GLUSKIE,1,0.44,CHILKO,3,0.28,MIDDLE,3,0.13,KYNOCK,1,0.05,BLACKWATER,1,0.03,PBS,AV,level1,NA
SDN399,MIDDLE,3,0.82,WEAVER,4,0.14,CHILKO,3,0.03,TACHIE,3,0,CHILKO_SOUTH,2,0,PBS,AV,level1,NA
SDN400,CHILKO,3,0.99,MIDDLE,3,0.01,QUESNEL_DECEPT,3,0,BLUE_LEAD_CK,3,0,QUESNEL_HORSEF,3,0,PBS,AV,level1,NA
SDN411,QUESNEL_HORSEF,3,0.58,U_HORSEFLY,3,0.2,MCKINLEY,3,0.11,QUESNEL_DECEPT,3,0.06,BLUE_LEAD_CK,3,0.01,PBS,AV,level1,NA
SDN412,BLUE_LEAD_CK,3,0.81,QUESNEL_MITCHE,3,0.11,QUESNEL_DECEPT,3,0.08,ROARING,3,0,QUESNEL_HORSEF,3,0,PBS,AV,level1,NA
SDN401,STELLAKO,3,0.63,CHILKO,3,0.22,MIDDLE,3,0.11,L_ADAMS,4,0.04,DUST,1,0.01,PBS,AV,level1,NA
SDN402,STELLAKO,3,0.81,MIDDLE,3,0.17,DUST,1,0.01,TACHIE,3,0,L_ADAMS,4,0,PBS,AV,level1,NA
SDN403,CHILKO,3,1,L_ADAMS,4,0,PORTAGE_CR,4,0,MIDDLE,3,0,NA,NA,NA,PBS,AV,level1,NA
SDN404,CHILKO,3,1,CHILKO-NORTH,3,0,MIDDLE,3,0,GLUSKIE,1,0,NA,NA,NA,PBS,AV,level1,NA
SDN405,CHILKO,3,0.59,THOMPSON_N,2,0.38,RAFT,2,0.03,QUESNEL_DECEPT,3,0,CHILKO_SOUTH,2,0,PBS,AV,level1,NA
SDN406,CHILKO,3,0.98,THOMPSON_N,2,0.01,QUESNEL_HORSEF,3,0,U_HORSEFLY,3,0,MCKINLEY,3,0,PBS,AV,level1,NA
SDN416,HORSEFLY,3,0.6,CHILKO,3,0.24,GLUSKIE,1,0.08,STELLAKO,3,0.03,KYNOCK,1,0.02,PBS,AV,level1,NA
SDN417,L_ADAMS,4,0.95,SEYMOUR,2,0.05,EAGLE_L,4,0,EAGLE,2,0,NA,NA,NA,PBS,AV,level1,NA
SDN418,CHILKO,3,0.95,QUESNEL_MITCHE,3,0.05,L_ADAMS,4,0.01,CHILKO_SOUTH,2,0,NA,NA,NA,PBS,AV,level1,NA
SDN419,CHILKO,3,0.99,HORSEFLY,3,0.01,PITT,2,0,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN413,CHILKO,3,0.99,EAGLE_L,4,0,CHILKO-NORTH,3,0,CHILKO_SOUTH,2,0,CANOE_CR,15,0,PBS,AV,level1,NA
SDN414,GLUSKIE,1,0.34,PORTER_CR,1,0.29,BLACKWATER,1,0.19,KYNOCK,1,0.09,FORFAR,1,0.03,PBS,AV,level1,NA
SDN420,GLUSKIE,1,0.65,PORTER_CR,1,0.14,BLACKWATER,1,0.11,KYNOCK,1,0.05,FIVEMILE,1,0.02,PBS,AV,level1,NA
SDN421,CHILKO,3,0.95,MIDDLE,3,0.02,PORTER_CR,1,0.01,KYNOCK,1,0.01,BLACKWATER,1,0,PBS,AV,level1,NA
SDN422,GLUSKIE,1,0.52,PORTER_CR,1,0.16,BLACKWATER,1,0.1,KYNOCK,1,0.09,ISKUT,14,0.02,PBS,AV,level1,NA
SDN423,STELLAKO,3,0.99,MIDDLE,3,0.01,KYNOCK,1,0,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN424,L_ADAMS,4,0.77,CHILKO,3,0.23,MIDDLESHUSWAP,4,0,EAGLE_L,4,0,NA,NA,NA,PBS,AV,level1,NA
SDN428,CHILKO,3,1,MIDDLE,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN429,PITT,2,0.96,YONAKINA,16,0.04,ASHLULM,18,0,KUDWAT_CR,17,0,U_TATSHENSH,17,0,PBS,AV,level1,NA
SDN430,CHILKO,3,0.95,TACHIE,3,0.03,PAULA,1,0.02,FENNELL,2,0,RAFT,2,0,PBS,AV,level1,NA
SDN425,CHILKO,3,0.49,PORTER_CR,1,0.26,GLUSKIE,1,0.1,BLACKWATER,1,0.05,KYNOCK,1,0.04,PBS,AV,level1,NA
SDN426,PORTER_CR,1,0.29,BLACKWATER,1,0.2,GLUSKIE,1,0.17,KYNOCK,1,0.11,STELLAKO,3,0.05,PBS,AV,level1,NA
SDN431,QUESNEL_MITCHE,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN432,L_ADAMS,4,0.98,HORSEFLY,3,0.02,MIDDLESHUSWAP,4,0,MIDDLE,3,0,NA,NA,NA,PBS,AV,level1,NA
SDN434,CHILKO,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN435,L_ADAMS,4,0.45,RAFT,2,0.4,THOMPSON_N,2,0.14,FENNELL,2,0,L_SHUSWAP,4,0,PBS,AV,level1,NA
SDN436,CHILKO,3,0.98,L_ADAMS,4,0.01,THOMPSON_N,2,0.01,GLUSKIE,1,0,PAULA,1,0,PBS,AV,level1,NA
SDN437,CHILKO,3,0.55,PAULA,1,0.39,ROSSETTE,1,0.02,L_ADAMS,4,0.01,SANDPOINT,1,0.01,PBS,AV,level1,NA
SDN447,L_ADAMS,4,0.36,CHILKO,3,0.23,RAFT,2,0.18,FENNELL,2,0.11,THOMPSON_N,2,0.09,PBS,AV,level1,NA
SDN438,CHILKO,3,0.99,L_ADAMS,4,0.01,CHILKO-NORTH,3,0,PORTAGE_CR,4,0,CHILKO_SOUTH,2,0,PBS,AV,level1,NA
SDN439,CHILKO,3,0.97,CHILKO-NORTH,3,0.03,L_ADAMS,4,0,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN440,MITCHELL,3,0.91,QUESNEL_MITCHE,3,0.08,BLUE_LEAD_CK,3,0,CHILKO,3,0,ROARING,3,0,PBS,AV,level1,NA
SDN480,CHILKO,3,1,THOMPSON_N,2,0,QUESNEL_HORSEF,3,0,HORSEFLY,3,0,NA,NA,NA,PBS,AV,level1,NA
SDN481,CHILKO,3,0.87,QUESNEL_HORSEF,3,0.07,CHILKO_SOUTH,2,0.02,BLACKWATER,1,0.02,KYNOCK,1,0,PBS,AV,level1,NA
SDN482,CHILKO,3,0.94,MITCHELL,3,0.02,THOMPSON_N,2,0.01,ROARING,3,0.01,CHILKO_SOUTH,2,0,PBS,AV,level1,NA
SDN483,CHILKO,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN484,BIRKENHEAD,3,1,PITT,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN499,CHILKO,3,0.9,QUESNEL_HORSEF,3,0.04,THOMPSON_N,2,0.03,CHILKO_SOUTH,2,0,RAFT,2,0,PBS,AV,level1,NA
SDN500,GATES_CR,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN448,HORSEFLY,3,0.97,L_ADAMS,4,0.02,MCKINLEY,3,0,U_HORSEFLY,3,0,MIDDLE,3,0,PBS,AV,level1,NA
SDN449,GATES_CR,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN450,L_ADAMS,4,0.7,HORSEFLY,3,0.29,CHILKO,3,0.01,EAGLE_L,4,0,STELLAKO,3,0,PBS,AV,level1,NA
SDN451,HORSEFLY,3,0.76,L_ADAMS,4,0.24,MIDDLE,3,0,SEYMOUR,2,0,PORTER_CR,1,0,PBS,AV,level1,NA
SDN452,CHILKO,3,0.95,HORSEFLY,3,0.02,MIDDLE,3,0.01,BLACKWATER,1,0.01,GLUSKIE,1,0,PBS,AV,level1,NA
SDN457,GATES_CR,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN458,BLACKWATER,1,0.39,HUDSON_BAY,1,0.2,SANDPOINT,1,0.17,KYNOCK,1,0.16,PAULA,1,0.03,PBS,AV,level1,NA
SDN459,STELLAKO,3,0.99,BLACKWATER,1,0,HUDSON_BAY,1,0,TACHIE,3,0,CHILKO,3,0,PBS,AV,level1,NA
SDN461,CHILKO,3,0.9,THOMPSON_N,2,0.1,CHILKO_SOUTH,2,0,HORSEFLY,3,0,NA,NA,NA,PBS,AV,level1,NA
SDN1298,CHILKO,3,0.79,L_ADAMS,4,0.13,CHILKO_SOUTH,2,0.06,QUESNEL_HORSEF,3,0.01,QUESNEL_DECEPT,3,0,PBS,AV,level1,NA
SDN1299,PITT,2,0.78,PORTAGE_CR,4,0.13,L_ADAMS,4,0.07,SEYMOUR,2,0.01,AMBACK,18,0,PBS,AV,level1,NA
SDN1300,CHILKO,3,0.99,CHILKO_SOUTH,2,0.01,L_ADAMS,4,0,SEYMOUR,2,0,SCOTCH,2,0,PBS,AV,level1,NA
SDN1301,CHILKO,3,0.48,MIDDLE,3,0.46,PORTER_CR,1,0.02,KUZKWA_CR,3,0.01,HUDSON_BAY,1,0.01,PBS,AV,level1,NA
SDN1305,MIDDLE,3,1,KUZKWA_CR,3,0,SANDPOINT,1,0,BIVOUAC,1,0,NA,NA,NA,PBS,AV,level1,NA
SDN1306,U_HORSEFLY,3,0.89,L_ADAMS,4,0.07,HORSEFLY,3,0.01,CHILKO,3,0.01,L_HORSEFLY,3,0.01,PBS,AV,level1,NA
SDN1307,U_HORSEFLY,3,0.98,HORSEFLY,3,0.01,CHILKO,3,0.01,L_HORSEFLY,3,0,MCKINLEY,3,0,PBS,AV,level1,NA
SDN1308,CHILKO,3,0.97,MIDDLE,3,0.01,L_ADAMS,4,0.01,GLUSKIE,1,0.01,CHILKO-NORTH,3,0.01,PBS,AV,level1,NA
SDN1309,MIDDLE,3,0.99,CHILKO,3,0.01,TACHIE,3,0,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN1310,CHILKO,3,1,U_HORSEFLY,3,0,CHILKO_SOUTH,2,0,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN462,PAULA,1,0.38,KUZKWA_CR,3,0.12,PINCHI_CR,3,0.1,MIDDLE,3,0.08,TACHIE,3,0.05,PBS,AV,level1,NA
SDN465,MIDDLE,3,0.49,STELLAKO,3,0.26,BLACKWATER,1,0.08,GLUSKIE,1,0.06,PORTER_CR,1,0.06,PBS,AV,level1,NA
SDN466,CHILKO,3,0.97,L_ADAMS,4,0.03,KYNOCK,1,0,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN467,CHILKO,3,0.96,STELLAKO,3,0.03,HORSEFLY,3,0.01,L_ADAMS,4,0,MIDDLE,3,0,PBS,AV,level1,NA
SDN468,MIDDLE,3,0.43,BLACKWATER,1,0.17,PORTER_CR,1,0.14,STELLAKO,3,0.12,KYNOCK,1,0.06,PBS,AV,level1,NA
SDN469,CHILKO,3,0.61,GLUSKIE,1,0.21,L_ADAMS,4,0.1,DUST,1,0.07,BLACKWATER,1,0.01,PBS,AV,level1,NA
SDN470,TACHIE,3,0.62,PAULA,1,0.28,ROSSETTE,1,0.02,SANDPOINT,1,0.02,GLUSKIE,1,0.02,PBS,AV,level1,NA
SDN471,L_ADAMS,4,0.67,RAFT,2,0.14,CHILKO,3,0.11,THOMPSON_N,2,0.04,LITTLE,4,0.02,PBS,AV,level1,NA
SDN472,MITCHELL,3,0.98,QUESNEL_MITCHE,3,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN485,CHILKO,3,0.8,L_ADAMS,4,0.17,LITTLE,4,0.04,PORTAGE_CR,4,0,CHILKO-NORTH,3,0,PBS,AV,level1,NA
SDN463,THOMPSON_N,2,0.94,RAFT,2,0.03,CHILKO,3,0.02,QUESNEL_HORSEF,3,0.01,STELLAKO,3,0,PBS,AV,level1,NA
SDN464,HORSEFLY,3,1,QUESNEL_HORSEF,3,0,U_HORSEFLY,3,0,L_HORSEFLY,3,0,NA,NA,NA,PBS,AV,level1,NA
SDN473,MIDDLE,3,0.65,BLACKWATER,1,0.17,PORTER_CR,1,0.07,STELLAKO,3,0.04,KYNOCK,1,0.04,PBS,AV,level1,NA
SDN474,GLUSKIE,1,0.99,FORFAR,1,0,L_ADAMS,4,0,PORTER_CR,1,0,MIDDLE,3,0,PBS,AV,level1,NA
SDN475,CHILKO,3,0.95,L_ADAMS,4,0.03,MIDDLE,3,0.01,STELLAKO,3,0.01,KYNOCK,1,0,PBS,AV,level1,NA
SDN476,CHILKO,3,1,HORSEFLY,3,0,L_ADAMS,4,0,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN477,GLUSKIE,1,0.52,PORTER_CR,1,0.18,BLACKWATER,1,0.13,KYNOCK,1,0.09,CHILKO,3,0.03,PBS,AV,level1,NA
SDN478,L_ADAMS,4,0.5,TACHIE,3,0.41,BIRKENHEAD,3,0.03,L_SHUSWAP,4,0.02,LITTLE,4,0.01,PBS,AV,level1,NA
SDN479,CHILKO,3,0.78,L_ADAMS,4,0.09,SCOTCH,2,0.05,TACHIE,3,0.03,CHILKO-NORTH,3,0.02,PBS,AV,level1,NA
SDN486,CHILKO,3,0.5,L_ADAMS,4,0.26,SCOTCH,2,0.07,LITTLE,4,0.03,RAFT,2,0.02,PBS,AV,level1,NA
SDN488,PAULA,1,0.77,SANDPOINT,1,0.07,ROSSETTE,1,0.05,HUDSON_BAY,1,0.03,L_ADAMS,4,0.03,PBS,AV,level1,NA
SDN489,CHILKO,3,0.98,CHILKO_SOUTH,2,0.01,STELLAKO,3,0.01,KYNOCK,1,0,NA,NA,NA,PBS,AV,level1,NA
SDN490,QUESNEL_HORSEF,3,0.97,U_HORSEFLY,3,0.01,HORSEFLY,3,0.01,THOMPSON_N,2,0,L_HORSEFLY,3,0,PBS,AV,level1,NA
SDN491,CHILKO,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN492,CHILKO,3,0.97,QUESNEL_HORSEF,3,0.01,SANDPOINT,1,0,RAFT,2,0,STELLAKO,3,0,PBS,AV,level1,NA
SDN501,CHILKO,3,1,BLACKWATER,1,0,CHILKO_SOUTH,2,0,SANDPOINT,1,0,PAULA,1,0,PBS,AV,level1,NA
SDN502,CHILKO,3,1,CHILKO_SOUTH,2,0,BLACKWATER,1,0,FORFAR,1,0,FELIX,1,0,PBS,AV,level1,NA
SDN503,CHILKO,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN504,MIDDLE,3,0.65,CHILKO,3,0.33,STELLAKO,3,0.01,TACHIE,3,0,ROSSETTE,1,0,PBS,AV,level1,NA
SDN493,SCOTCH,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN494,CHILKO,3,0.97,CHILKO-NORTH,3,0.03,TACHIE,3,0.01,L_ADAMS,4,0,NA,NA,NA,PBS,AV,level1,NA
SDN495,CHILKO,3,1,SANDPOINT,1,0,WEAVER,4,0,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN496,CHILKO,3,0.79,QUESNEL_HORSEF,3,0.08,STELLAKO,3,0.06,THOMPSON_N,2,0.03,WEAVER,4,0.02,PBS,AV,level1,NA
SDN497,CHILKO,3,0.98,QUESNEL_HORSEF,3,0.02,LITTLE,4,0,ROARING,3,0,HORSEFLY,3,0,PBS,AV,level1,NA
SDN498,CHILKO,3,1,STELLAKO,3,0,HORSEFLY,3,0,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN505,CHILKO,3,1,CHILKO_SOUTH,2,0,THOMPSON_N,2,0,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN506,BIRKENHEAD,3,1,BLACKWATER,1,0,HUDSON_BAY,1,0,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN507,CHILKO,3,0.97,WEAVER,4,0.03,CHILKO_SOUTH,2,0,THOMPSON_N,2,0,NA,NA,NA,PBS,AV,level1,NA
SDN508,MIDDLE,3,0.65,STELLAKO,3,0.32,TACHIE,3,0.01,KUZKWA_CR,3,0.01,PINCHI_CR,3,0,PBS,AV,level1,NA
SDN509,CHILKO,3,0.42,EAGLE_L,4,0.1,LITTLE,4,0.08,THOMPSON_N,2,0.07,U_ADAMS,2,0.06,PBS,AV,level1,NA
SDN510,QUESNEL_HORSEF,3,0.67,U_HORSEFLY,3,0.2,MCKINLEY,3,0.09,LITTLE,4,0.02,HORSEFLY,3,0.01,PBS,AV,level1,NA
SDN511,MITCHELL,3,0.96,QUESNEL_MITCHE,3,0.04,ROARING,3,0,BLUE_LEAD_CK,3,0,NA,NA,NA,PBS,AV,level1,NA
