survey_date,site_id,gather_lat,gather_long,ysi_unit_sn,sampling_bout,collected,quality_log,temperature_0m,temperature_1m,salinity_0m,salinity_1m
2016-06-21T00:00:00Z,D22,50.244053,-125.397317,15B102233,1,2016-06-21 14:37:00 PDT,NA,11.4,NA,28.7,NA
2016-06-21T00:00:00Z,D22,50.244053,-125.397317,15B102233,1,2016-06-21 14:37:00 PDT,Changed Temperature from 28.8 and Salinity from 11.3 (2018-07-16 JG),NA,11.3,NA,28.8
2016-06-29T00:00:00Z,D22,NA,NA,15B102233,1,2016-06-29 07:22:00 PDT,NA,11.3,11.3,28.9,28.9
2016-07-06T00:00:00Z,D22,50.243843,-125.396386,15B102233,1,2016-07-06 14:11:00 PDT,NA,11.9,11.7,28.7,28.8
2017-05-15T00:00:00Z,D22,50.24465574,-125.3961195,15B102233,1,2017-05-15 08:42:00 PDT,NA,8.8,NA,17.1,NA
2017-05-15T00:00:00Z,D22,50.24465574,-125.3961195,15B102233,1,2017-05-15 08:43:00 PDT,NA,NA,9.3,NA,28.4
2017-05-23T00:00:00Z,D22,50.24483115,-125.3960495,15B102233,1,2017-05-23 08:27:00 PDT,Drop location approximate,9.8,NA,28.3,NA
2017-05-23T00:00:00Z,D22,50.24483115,-125.3960495,15B102233,1,2017-05-23 08:28:00 PDT,Drop location approximate,NA,9.8,NA,28.3
2017-05-29T00:00:00Z,D22,50.24391499,-125.3964653,15B102233,1,2017-05-29 08:18:00 PDT,NA,9.5,9.7,25.7,28.2
2017-05-31T00:00:00Z,D22,50.24346147,-125.396452,15B102233,1,2017-05-31 07:20:33 PDT,NA,9.8,9.9,26.1,28.5
2017-06-05T00:00:00Z,D22,50.24304444,-125.3968748,15B102233,1,2017-06-05 10:02:48 PDT,NA,10.5,10.4,28.3,28.3
2017-06-13T00:00:00Z,D22,50.24366831,-125.3960688,15B102233,1,2017-06-13 07:31:20 PDT,NA,10.6,10.6,28.1,28.2
2017-06-19T00:00:00Z,D22,50.2435595,-125.3958669,15B102233,1,2017-06-19 10:21:18 PDT,NA,10.9,10.9,27.1,27.6
2017-06-27T00:00:00Z,D22,50.24400736,-125.3953343,15B102233,1,2017-06-27 07:21:36 PDT,NA,10.5,10.4,28.4,28.5
2017-07-04T00:00:00Z,D22,50.24411394,-125.3959049,15B102233,1,2017-07-04 06:42:30 PDT,NA,10.8,10.8,28.6,28.6
2018-05-10T00:00:00Z,D22,50.24414945,-125.3957858,15B102233,1,2018-05-10 07:52:00 PDT,Changed collection time to reflect written data (2018-05-31 JG),9.5,9.6,28,29.4
2018-05-15T00:00:00Z,D22,50.24439368,-125.3958847,15B102233,1,2018-05-15 07:00:00 PDT,NA,9.9,NA,30.1,NA
2018-05-15T00:00:00Z,D22,50.24439368,-125.3958847,15B102233,1,2018-05-15 07:00:00 PDT,Changed collection time to reflect written data (2018-05-31 JG),NA,9.9,NA,30.1
2018-05-23T00:00:00Z,D22,50.24438292,-125.3961414,15B102233,1,2018-05-23 07:38:00 PDT,Changed collection time to reflect written data (2018-05-31 JG),10.2,10.2,30.1,30.2
2018-06-12T00:00:00Z,D22,NA,NA,15B102233,1,2018-06-12 13:47:00 PDT,NA,10.5,10.4,28.7,28.7
2018-06-19T00:00:00Z,D22,50.24446125,-125.3951537,15B102233,1,2018-06-19 12:47:00 PDT,"Changed collection time from 12:50 to be consistent with 0m recording. Corrected Temperature from 10.9 (based on written datasheet) (2018-07-09 JG)
2: YSI calibrated to 12,880 us/cm at 20C instead of 25C",NA,10.6,NA,29
2018-06-19T00:00:00Z,D22,50.24446125,-125.3951537,15B102233,1,2018-06-19 12:47:00 PDT,"Corrected Temperature from 10.9 (based on written datasheet) 2018-07-09 JG
2: YSI calibrated to 12,880 us/cm at 20C instead of 25C",10.6,NA,28.7,NA
2019-05-15T00:00:00Z,D22,50.244069,-125.397371,15B102233,1,2019-05-15 08:14:00 PDT,NA,9.6,9.5,29.9,29.9
2019-05-26T00:00:00Z,D22,50.244069,-125.397371,15B102233,2,2019-05-26 10:48:00 PDT,NA,10.4,10.3,29.8,29.8
2019-05-26T00:00:00Z,D22,50.241902,-125.397842,15B102233,3,2019-05-26 11:42:00 PDT,NA,10.6,10.5,29.7,29.8
2019-06-04T00:00:00Z,D22,50.244069,-125.397371,15B102233,1,2019-06-04 10:25:00 PDT,NA,10.3,10.3,29.7,29.8
2019-06-11T00:00:00Z,D22,50.243817,-125.3971,15B102233,1,2019-06-11 10:02:00 PDT,NA,10.6,10.5,29.5,29.5
2019-06-11T00:00:00Z,D22,50.243817,-125.3971,15B102233,2,2019-06-11 12:17:00 PDT,NA,10.7,10.6,29.5,29.6
2019-06-25T00:00:00Z,D22,50.24475,-125.396667,15B102233,1,2019-06-25 09:50:00 PDT,NA,10.4,10.4,30.9,30.7
2019-07-03T00:00:00Z,D22,50.234917,-125.394583,15B102233,1,2019-07-03 11:14:00 PDT,fish capture site for third seine,11,10.9,29.9,29.8
2019-07-03T00:00:00Z,D22,50.234917,-125.394583,15B102233,2,2019-07-03 12:23:00 PDT,fish capture site for third seine,10.9,10.9,29.8,29.8
2019-07-09T00:00:00Z,D22,50.24285,-125.3972667,15B102233,1,2019-07-09 09:41:00 PDT,NA,11.3,11.2,29.8,29.8
2019-07-09T00:00:00Z,D22,50.244069,-125.397371,15B102233,2,2019-07-09 09:58:00 PDT,NA,11.8,11.5,29.3,29.5
2016-05-07T00:00:00Z,D23,NA,NA,15B102233,1,2016-05-07 11:25:00 PDT,NA,10.3,10.2,28.5,28.8
2016-05-15T00:00:00Z,D23,50.208559,-125.355064,15B102233,1,2016-05-15 14:59:00 PDT,NA,10.6,NA,28.4,NA
2016-05-15T00:00:00Z,D23,50.208559,-125.355064,15B102233,1,2016-05-15 15:00:00 PDT,NA,NA,10.5,NA,28.5
2016-05-09T00:00:00Z,D24,50.233673,-125.115045,15B102233,1,2016-05-09 10:11:00 PDT,NA,10.3,10.2,28.4,28.4
2016-05-14T00:00:00Z,D24,50.235393,-125.11829,15B102233,1,2016-05-14 09:05:50 PDT,NA,13,11.5,27.3,27.9
2016-05-19T00:00:00Z,D24,50.239823,-125.118438,15B102233,1,2016-05-19 13:05:12 PDT,NA,13.2,12.7,27.1,27.6
2016-05-26T00:00:00Z,D24,50.23753,-125.118134,15B102233,1,2016-05-26 10:05:00 PDT,NA,13.1,11.8,26.1,27.4
2016-06-03T00:00:00Z,D24,50.239825,-125.12654,15B102233,1,2016-06-03 11:11:00 PDT,NA,12.6,12.4,27.5,27.5
2016-06-16T00:00:00Z,D24,50.23856,-125.116621,15B102233,1,2016-06-16 10:00:00 PDT,NA,13.1,13.1,27,27
2016-06-23T00:00:00Z,D24,NA,NA,15B102233,1,2016-06-23 12:04:00 PDT,NA,15,14.9,26.4,26.3
2016-06-28T00:00:00Z,D24,50.240316,-125.119605,15B102233,1,2016-06-28 06:55:00 PDT,NA,16.3,NA,19.5,NA
2016-06-28T00:00:00Z,D24,50.240316,-125.119605,15B102233,1,2016-06-28 06:56:00 PDT,NA,NA,15,NA,22.1
2016-07-05T00:00:00Z,D24,NA,NA,15B102233,1,2016-07-05 09:18:00 PDT,NA,13.6,13.3,26.5,26.8
2016-05-10T00:00:00Z,D25,NA,NA,15B102233,1,2016-05-10 09:50:05 PDT,NA,13.2,13,24.1,24.6
2016-05-13T00:00:00Z,D25,50.023652,-124.915342,15B102233,1,2016-05-13 11:23:32 PDT,NA,15.4,14.6,25,25.8
2016-05-18T00:00:00Z,D25,NA,NA,15B102233,1,2016-05-18 09:27:18 PDT,NA,15.9,15.8,25,25.1
2016-06-11T00:00:00Z,D25,49.917352,-125.163911,15B102233,1,2016-06-11 06:07:00 PDT,NA,15.8,16.1,23.2,24.4
2016-06-24T00:00:00Z,D25,NA,NA,15B102233,1,2016-06-24 08:21:00 PDT,Added 2018-07-19 JG,16.6,16.5,22.5,22.6
2016-05-10T00:00:00Z,D26,NA,NA,15B102233,1,2016-05-10 08:25:05 PDT,NA,10.7,10.7,28.2,28.2
2016-05-13T00:00:00Z,D26,49.907513,-125.162226,15B102233,1,2016-05-13 13:13:23 PDT,NA,11.6,11.1,28.1,28.3
2016-05-18T00:00:00Z,D26,49.935678,-125.175184,15B102233,1,2016-05-18 11:23:00 PDT,NA,11.9,11.6,27.7,27.8
2016-06-11T00:00:00Z,D26,49.917268,-125.164298,15B102233,1,2016-06-11 08:26:00 PDT,NA,13.7,NA,26.6,NA
2016-06-11T00:00:00Z,D26,49.917268,-125.164298,15B102233,1,2016-06-11 08:27:00 PDT,NA,NA,13.4,NA,27.4
2016-06-24T00:00:00Z,D26,NA,NA,15B102233,1,2016-06-24 10:26:00 PDT,Added 2018-07-19 JG,15.5,14.1,25.7,26.6
2016-05-23T00:00:00Z,D27,50.275022,-125.378381,15B102233,1,2016-05-23 11:38:00 PDT,NA,10.8,10.8,28.4,28.5
2016-05-27T00:00:00Z,D27,50.274785,-125.377668,15B102233,1,2016-05-27 10:40:41 PDT,NA,10.8,10.8,28.4,28.4
2016-06-01T00:00:00Z,D27,50.274425,-125.379303,15B102233,1,2016-06-01 13:42:38 PDT,NA,11,10.9,28.6,28.7
2016-06-14T00:00:00Z,D27,50.274784,-125.379978,15B102233,1,2016-06-14 13:27:00 PDT,NA,11.4,11.4,28.8,28.8
2016-06-21T00:00:00Z,D27,50.274387,-125.377743,15B102233,1,2016-06-21 16:06:00 PDT,NA,11.2,11.2,29,29
2016-06-29T00:00:00Z,D27,50.274484,-125.377383,15B102233,1,2016-06-29 06:46:00 PDT,NA,11.3,11.3,28.9,28.9
2016-07-06T00:00:00Z,D27,NA,NA,15B102233,1,2016-07-06 08:35:00 PDT,NA,11.5,11.4,28.9,29
2017-05-23T00:00:00Z,D27,50.26877907,-125.3638761,15B102233,1,2017-05-23 10:00:00 PDT,NA,9.9,NA,28.4,NA
2017-05-23T00:00:00Z,D27,50.26877907,-125.3638761,15B102233,1,2017-05-23 10:01:00 PDT,NA,NA,9.8,NA,28.4
2017-05-29T00:00:00Z,D27,50.27176577,-125.3771835,15B102233,1,2017-05-29 10:52:29 PDT,NA,10.2,10,28.5,28.6
2017-05-31T00:00:00Z,D27,50.2717967,-125.3771101,15B102233,1,2017-05-31 08:29:00 PDT,NA,9.6,9.6,28.7,28.7
2017-06-05T00:00:00Z,D27,50.27187368,-125.3768368,15B102233,1,2017-06-05 13:38:11 PDT,NA,11,10.9,28.1,28.1
2017-06-13T00:00:00Z,D27,50.27200744,-125.3770076,15B102233,1,2017-06-13 11:13:34 PDT,NA,10.7,10.7,28.2,28.2
2017-06-27T00:00:00Z,D27,50.27121365,-125.3728963,15B102233,1,2017-06-27 08:42:01 PDT,NA,10.5,10.5,28.5,28.5
2017-07-04T00:00:00Z,D27,50.27127346,-125.3765306,15B102233,1,2017-07-04 10:46:01 PDT,NA,11,11,28.6,28.6
2018-05-10T00:00:00Z,D27,50.27174121,-125.3761435,15B102233,1,2018-05-10 10:07:00 PDT,Changed collection time to reflect written data (2018-05-31 JG),9.7,9.7,29.4,29.4
2018-05-15T00:00:00Z,D27,50.2718884,-125.3765032,15B102233,1,2018-05-15 08:28:00 PDT,NA,9.9,9.9,30.2,30.2
2018-05-23T00:00:00Z,D27,50.27145439,-125.3756991,15B102233,1,2018-05-23 12:41:00 PDT,NA,10.7,10.5,30.2,30.2
2018-05-29T00:00:00Z,D27,50.27171168,-125.3767558,15B102233,1,2018-05-29 10:54:00 PDT,NA,10.4,NA,28.7,NA
2018-05-29T00:00:00Z,D27,50.27171168,-125.3767558,15B102233,1,2018-05-29 10:54:00 PDT,Changed collection time to reflect written data (2018-05-31 JG),NA,10.3,NA,28.5
2018-06-05T00:00:00Z,D27,50.27179653,-125.3755878,15B102233,1,2018-06-05 09:22:00 PDT,NA,10.1,10.1,29.2,29.2
2018-06-12T00:00:00Z,D27,50.27162655,-125.3758489,15B102233,1,2018-06-12 09:57:00 PDT,NA,10.4,10.4,28.7,28.7
2018-06-19T00:00:00Z,D27,50.27168068,-125.3757647,15B102233,1,2018-06-19 08:42:00 PDT,"YSI calibrated to 12,880 us/cm at 20C instead of 25C",10.3,10.2,29,29
2018-06-26T00:00:00Z,D27,50.26720381,-125.3585459,15B102233,1,2018-06-26 09:09:00 PDT,"YSI calibrated to 12,880 us/cm at 20C instead of 25C",11,10.9,28.8,28.8
2018-06-26T00:00:00Z,D27,50.27159624,-125.3757533,15B102233,4,2018-06-26 11:15:00 PDT,"YSI calibrated to 12,880 us/cm at 20C instead of 25C",10.8,10.8,28.9,28.9
2018-07-04T00:00:00Z,D27,NA,NA,15B102233,1,2018-07-04 08:02:00 PDT,"YSI calibrated to 12,880 us/cm at 20C instead of 25C",10.7,10.7,29,29.1
2018-07-04T00:00:00Z,D27,50.27110142,-125.3762047,15B102233,2,2018-07-04 08:47:00 PDT,"YSI calibrated to 12,880 us/cm at 20C instead of 25C",10.7,10.7,28.9,28.9
2019-05-15T00:00:00Z,D27,50.271879,-125.376922,15B102233,1,2019-05-15 09:30:00 PDT,NA,9.6,9.6,29.8,29.8
2019-05-22T00:00:00Z,D27,50.2688,-125.357533,15B102233,1,2019-05-22 08:40:00 PDT,NA,9.9,9.9,29.9,29.9
2019-05-22T00:00:00Z,D27,50.2688,-125.357533,15B102233,2,2019-05-22 10:22:00 PDT,NA,10.1,9.9,30,30
2019-05-26T00:00:00Z,D27,50.2692,-125.360867,15B102233,1,2019-05-26 07:47:00 PDT,YSI reading was ~1 hour after setting net,10.2,10.2,29.8,29.8
2019-05-26T00:00:00Z,D27,50.2692,-125.360867,15B102233,2,2019-05-26 09:03:00 PDT,NA,10.3,10.3,29.8,29.8
2019-05-29T00:00:00Z,D27,50.275033,-125.378217,15B102233,1,2019-05-29 07:06:00 PDT,NA,10.2,10.2,29.6,29.6
2019-05-29T00:00:00Z,D27,50.275033,-125.378217,15B102233,3,2019-05-29 09:02:00 PDT,NA,10.2,10.2,29.7,29.7
2019-06-01T00:00:00Z,D27,50.271417,-125.366183,15B102233,1,2019-06-01 07:39:00 PDT,NA,10.4,10.2,29.8,29.9
2019-06-01T00:00:00Z,D27,50.271417,-125.366183,15B102233,2,2019-06-01 09:27:00 PDT,NA,10.3,10.3,29.9,29.9
2019-06-04T00:00:00Z,D27,50.274683,-125.377683,15B102233,1,2019-06-04 09:09:00 PDT,NA,10.4,10.4,29.8,29.8
2019-06-11T00:00:00Z,D27,50.2772,-125.376983,15B102233,1,2019-06-11 06:58:00 PDT,NA,10.4,10.4,29.5,29.6
2019-06-11T00:00:00Z,D27,50.2772,-125.376983,15B102233,2,2019-06-11 08:40:00 PDT,NA,10.5,10.5,29.5,29.5
2019-06-18T00:00:00Z,D27,50.275117,-125.37835,15B102233,1,2019-06-18 08:15:00 PDT,NA,10.4,10.4,29.7,29.8
2019-06-18T00:00:00Z,D27,50.275117,-125.37835,15B102233,2,2019-06-18 09:33:00 PDT,NA,10.4,10.4,29.8,29.9
2019-06-25T00:00:00Z,D27,50.272117,-125.37515,15B102233,1,2019-06-25 06:48:00 PDT,NA,10.4,10.4,30.7,30.7
2019-06-25T00:00:00Z,D27,50.272117,-125.37515,15B102233,2,2019-06-25 07:56:00 PDT,NA,10.3,10.3,30.6,30.7
2019-07-03T00:00:00Z,D27,50.2727,-125.376983,15B102233,1,2019-07-03 07:09:00 PDT,NA,11.1,11,29.7,29.7
2019-07-03T00:00:00Z,D27,50.2727,-125.376983,15B102233,2,2019-07-03 08:39:00 PDT,NA,11,11,29.7,29.7
2019-07-09T00:00:00Z,D27,50.26936667,-125.3628167,15B102233,1,2019-07-09 06:35:00 PDT,NA,11.2,11.2,29.8,29.7
2019-07-09T00:00:00Z,D27,50.26936667,-125.3628167,15B102233,2,2019-07-09 07:53:00 PDT,NA,11.2,11.2,29.8,29.7
2020-05-27T00:00:00Z,D27,50.27124723,-125.3715924,15B102233,1,2020-05-27 07:41:16 PDT,NA,9.9,9.8,26.7,26.7
2020-05-27T00:00:00Z,D27,NA,NA,15B102233,2,2020-05-27 08:32:42 PDT,NA,9.8,9.8,26.6,26.6
2020-05-27T00:00:00Z,D27,50.27182537,-125.3718308,15B102233,4,2020-05-27 11:20:04 PDT,NA,10.3,10.2,26.6,26.6
2020-05-27T00:00:00Z,D27,50.27204155,-125.3760656,15B102233,6,2020-05-27 11:35:56 PDT,NA,10,10,26.6,26.6
2020-06-10T00:00:00Z,D27,50.2711908,-125.3661163,15B102233,1,2020-06-10 07:18:00 PDT,NA,10.1,10.1,29.8,29.7
2020-06-10T00:00:00Z,D27,50.27149689,-125.3675742,15B102233,2,2020-06-10 07:48:00 PDT,NA,10.1,10.1,29.7,29.8
2020-06-10T00:00:00Z,D27,50.27161837,-125.3666964,15B102233,3,2020-06-10 10:40:00 PDT,NA,10.9,10.8,29.6,29.6
2020-06-10T00:00:00Z,D27,50.27185249,-125.3758256,15B102233,5,2020-06-10 10:51:00 PDT,NA,10.8,10.8,29.7,29.7
2020-06-23T00:00:00Z,D27,50.27265946,-125.3767704,15B102233,1,2020-06-23 07:06:00 PDT,NA,11,10.9,29.2,29.2
2020-06-23T00:00:00Z,D27,50.27479038,-125.3782893,15B102233,2,2020-06-23 07:35:00 PDT,NA,10.8,10.8,29.2,29.2
2020-06-23T00:00:00Z,D27,50.27198263,-125.3755363,15B102233,5,2020-06-23 10:52:00 PDT,NA,10.8,10.8,29.2,29.2
2020-06-23T00:00:00Z,D27,50.27375906,-125.3783071,15B102233,6,2020-06-23 11:05:00 PDT,NA,10.9,10.9,29,29.1
2020-07-07T00:00:00Z,D27,50.26875688,-125.3604577,15B102233,1,2020-07-07 07:04:00 PDT,NA,10.8,10.8,28.9,28.9
2020-07-07T00:00:00Z,D27,50.26845593,-125.3577974,15B102233,2,2020-07-07 08:00:00 PDT,NA,10.8,10.8,28.9,29
2020-07-07T00:00:00Z,D27,50.26853591,-125.3588069,15B102233,4,2020-07-07 09:26:00 PDT,NA,10.9,NA,28.8,NA
2020-07-07T00:00:00Z,D27,50.26853591,-125.3588069,15B102233,4,2020-07-07 09:27:00 PDT,NA,NA,10.9,NA,28.9
2020-07-07T00:00:00Z,D27,50.27191143,-125.3760374,15B102233,8,2020-07-07 09:59:00 PDT,NA,10.9,11,28.8,28.6
2021-05-26T00:00:00Z,D27,NA,NA,15B102233,1,2021-05-26 07:14:00 PDT,NA,10.4,9.7,28.1,28.2
2021-05-26T00:00:00Z,D27,NA,NA,15B102233,2,2021-05-26 07:47:00 PDT,NA,10.2,10,28.1,28.1
2021-05-26T00:00:00Z,D27,NA,NA,15B102233,3,2021-05-26 10:15:00 PDT,NA,9.4,9.4,28.2,28.2
2021-05-26T00:00:00Z,D27,NA,NA,15B102233,5,2021-05-26 10:29:00 PDT,NA,9.4,9.4,28.2,28.2
2021-06-08T00:00:00Z,D27,NA,NA,15B102233,1,2021-06-08 07:29:00 PDT,NA,9.7,9.7,25.6,25.6
2021-06-08T00:00:00Z,D27,NA,NA,15B102233,2,2021-06-08 08:02:00 PDT,Salinity at 0m could also be 25.6 - notes slightly unclear,9.7,9.7,25.5,25.6
2021-06-08T00:00:00Z,D27,NA,NA,15B102233,3,2021-06-08 11:40:00 PDT,NA,10.1,9.8,25.7,25.6
2021-06-08T00:00:00Z,D27,NA,NA,15B102233,5,2021-06-08 11:47:00 PDT,NA,9.8,9.8,25.6,25.5
2021-06-22T00:00:00Z,D27,NA,NA,15B102233,1,2021-06-22 07:46:00 PDT,NA,10.1,10.1,30,30
2021-06-22T00:00:00Z,D27,NA,NA,15B102233,2,2021-06-22 08:28:00 PDT,NA,10.1,10.1,30.1,30
2021-06-22T00:00:00Z,D27,NA,NA,15B102233,3,2021-06-22 11:46:00 PDT,NA,10.4,10.2,30,30.1
2021-06-22T00:00:00Z,D27,NA,NA,15B102233,5,2021-06-22 12:02:00 PDT,NA,10.1,10.1,30,30
2021-07-06T00:00:00Z,D27,NA,NA,15B102233,1,2021-07-06 07:24:00 PDT,NA,11.3,11.3,25.7,25.7
2021-07-06T00:00:00Z,D27,NA,NA,15B102233,2,2021-07-06 10:03:00 PDT,NA,10.8,10.8,25.8,25.8
2016-06-22T00:00:00Z,D28,50.390115,-125.613656,15B102233,1,2016-06-22 11:20:00 PDT,NA,10.9,10.9,29.5,29.5
2016-06-30T00:00:00Z,D28,50.387183,-125.618633,15B102233,1,2016-06-30 13:46:00 PDT,NA,12.1,11.5,28.8,28.6
2017-05-17T00:00:00Z,D29,50.30343638,-125.0319666,15B102233,2,2017-05-17 09:42:00 PDT,NA,12.7,12.7,19.9,21
2017-05-26T00:00:00Z,D29,50.30335518,-125.0317438,15B102233,1,2017-05-26 09:21:30 PDT,NA,13.8,13.8,22.2,22.8
2017-05-31T00:00:00Z,D29,50.30273588,-125.0307579,15B102233,1,2017-05-31 12:56:20 PDT,NA,14.9,14.6,20.4,21.1
2017-06-01T00:00:00Z,D29,50.30352871,-125.0313724,15B102233,1,2017-06-01 11:32:29 PDT,NA,14.9,14.3,20.6,22.1
2017-06-09T00:00:00Z,D29,50.30464953,-125.031029,15B102233,1,2017-06-09 11:08:18 PDT,NA,15.7,15.6,17.6,17.9
2017-06-14T00:00:00Z,D29,50.30445013,-125.0320482,15B102233,1,2017-06-14 12:47:53 PDT,NA,15.6,15.6,23,23
2017-06-21T00:00:00Z,D29,50.30374111,-125.0310753,15B102233,1,2017-06-21 11:03:28 PDT,NA,15.5,15.5,16.3,17.5
2017-07-06T00:00:00Z,D29,50.30412078,-125.0335894,15B102233,1,2017-07-06 11:27:27 PDT,NA,19,18.5,13.8,15
2017-05-19T00:00:00Z,D30,50.29377487,-125.3171231,15B102233,1,2017-05-19 10:46:45 PDT,NA,10.1,10,28.3,28.4
2018-06-18T00:00:00Z,D30,50.29235526,-125.314525,15B102233,1,2018-06-18 13:14:00 PDT,NA,11.8,11.1,29.3,29.1
2019-06-24T00:00:00Z,D30,50.271879,-125.376922,15B102233,1,2019-06-24 11:16:00 PDT,NA,11.2,10.8,29.9,29.9
2017-05-23T00:00:00Z,D32,50.18077706,-125.3310891,15B102233,1,2017-05-23 12:45:00 PDT,NA,10.5,10.2,27.9,28
2017-05-26T00:00:00Z,D34,50.17973195,-125.0191781,15B102233,1,2017-05-26 13:25:37 PDT,NA,12,12,26.5,26.6
2019-05-14T00:00:00Z,D35,50.443069,-125.272498,15B102233,1,2019-05-14 11:25:00 PDT,NA,9.7,9.5,29.3,29.4
2019-05-27T00:00:00Z,D35,50.45645,-125.2677,15B102233,1,2019-05-27 09:57:00 PDT,NA,10.2,10.1,29,29.3
2019-05-27T00:00:00Z,D35,50.45645,-125.2677,15B102233,2,2019-05-27 12:22:00 PDT,NA,10.5,10.1,31,29.3
2019-05-30T00:00:00Z,D35,50.456733,-125.268833,15B102233,1,2019-05-30 10:25:00 PDT,NA,10,9.9,29.7,29.7
2019-05-30T00:00:00Z,D35,50.456733,-125.268833,15B102233,2,2019-05-30 12:48:00 PDT,NA,10.4,10.4,29,29.2
2019-06-03T00:00:00Z,D35,50.457167,-125.262433,15B102233,1,2019-06-03 08:36:00 PDT,NA,9.7,9.6,29.4,29.4
2019-06-03T00:00:00Z,D35,50.457167,-125.262433,15B102233,2,2019-06-03 10:06:00 PDT,NA,9.7,9.7,29.5,29.5
2019-06-20T00:00:00Z,D35,50.456533,-125.268783,15B102233,1,2019-06-20 08:34:00 PDT,NA,10.1,10,29.9,29.9
2019-06-20T00:00:00Z,D35,50.456533,-125.268783,15B102233,2,2019-06-20 10:26:00 PDT,NA,10.3,10.1,29.8,29.9
2019-06-26T00:00:00Z,D35,50.452067,-125.247833,15B102233,1,2019-06-26 09:02:00 PDT,NA,10,10,29.4,29.4
2019-06-26T00:00:00Z,D35,50.452067,-125.247833,15B102233,2,2019-06-26 10:47:00 PDT,NA,10.1,10,29.4,29.4
2019-07-04T00:00:00Z,D35,50.457633,-125.259917,15B102233,1,2019-07-04 10:24:00 PDT,NA,10.3,10.2,29.7,29.6
2019-07-04T00:00:00Z,D35,50.457633,-125.259917,15B102233,2,2019-07-04 12:10:00 PDT,No CTD deployed. Secchi depth 12.5 m,10.2,10.2,29.5,29.5
2019-07-11T00:00:00Z,D35,50.4573,-125.265333,15B102233,1,2019-07-11 09:05:00 PDT,NA,10.7,10.6,29.7,29.7
2019-07-11T00:00:00Z,D35,50.4573,-125.265333,15B102233,2,2019-07-11 11:07:00 PDT,No CTD deployed. Secchi depth 14 m,10.8,10.7,29.1,29
2020-06-05T00:00:00Z,D35,50.45308801,-125.2519419,15B102233,1,2020-06-05 11:50:00 PDT,NA,9.8,9.8,29.7,29.8
2020-06-05T00:00:00Z,D35,50.45216399,-125.2499779,15B102233,2,2020-06-05 12:22:00 PDT,NA,9.8,9.7,29.8,29.8
2020-06-05T00:00:00Z,D35,50.45399539,-125.2519015,15B102233,3,2020-06-05 15:06:00 PDT,NA,10.2,9.9,29.8,29.8
2020-06-05T00:00:00Z,D35,50.45687602,-125.2639402,15B102233,6,2020-06-05 15:28:00 PDT,NA,10.2,9.9,29.8,29.8
2020-06-19T00:00:00Z,D35,50.4572703,-125.2643321,15B102233,4,2020-06-19 10:45:00 PDT,NA,10.3,10.2,29.2,29.2
2020-06-25T00:00:00Z,D35,50.45515621,-125.2534119,15B102233,1,2020-06-25 07:44:00 PDT,NA,10.3,10.3,28.5,28.6
2020-06-25T00:00:00Z,D35,50.45708722,-125.2554439,15B102233,2,2020-06-25 08:23:00 PDT,NA,10.4,10.3,28.1,28.5
2020-06-25T00:00:00Z,D35,50.45684016,-125.2646776,15B102233,3,2020-06-25 08:37:00 PDT,NA,10.5,10.3,27.8,28.6
2020-07-03T00:00:00Z,D35,50.45665972,-125.2647364,15B102233,1,2020-07-03 07:51:00 PDT,NA,10,10,29.2,29.2
2015-05-28T00:00:00Z,J01,50.57055,-126.700027,15C100324,1,2015-05-28 08:45:00 PDT,Added missing data to portal 2019-08-18 JG,9.8,NA,28.6,NA
2015-05-28T00:00:00Z,J01,50.57055,-126.700027,15C100324,1,2015-05-28 08:45:00 PDT,YSI time estimated 2 hours after time of set to account for processing time (no data recorded). Added 2018-07-18 JG,NA,9.7,NA,28.6
2015-06-01T00:00:00Z,J01,50.578761,-126.72118,15C100324,1,2015-06-01 11:31:00 PDT,NA,9.7,9.6,29,29.1
2015-06-05T00:00:00Z,J01,50.568489,-126.696186,15C100324,1,2015-06-05 10:15:23 PDT,NA,10.1,9.9,29,28.8
2015-06-08T00:00:00Z,J01,50.576849,-126.72192,15C100324,1,2015-06-08 14:00:00 PDT,NA,11.4,11,29.2,29.3
2015-06-16T00:00:00Z,J01,50.582039,-126.72031,15C100324,1,2015-06-16 07:46:36 PDT,NA,9.5,9.5,29.3,29.4
2015-06-18T00:00:00Z,J01,50.580703,-126.722562,15C100324,1,2015-06-18 16:31:00 PDT,NA,NA,9.5,NA,29.4
2015-06-18T00:00:00Z,J01,50.580703,-126.722562,15C100324,1,2015-06-18 16:31:00 PDT,Changed Salinity from 29.4 (2018-07-16 JG),9.8,NA,29.3,NA
2015-06-23T00:00:00Z,J01,50.582124,-126.720846,15C100324,1,2015-06-23 09:44:00 PDT,NA,9.9,NA,28.9,NA
2015-06-23T00:00:00Z,J01,50.582124,-126.720846,15C100324,1,2015-06-23 09:45:00 PDT,NA,NA,9.9,NA,29
2015-06-27T00:00:00Z,J01,NA,NA,15C100324,1,2015-06-27 11:15:00 PDT,"Added missing data to portal 2019-08-18 JG
2: Gather location did not save.",11.2,11,27.1,27.2
2015-06-27T00:00:00Z,J01,NA,NA,15C100324,1,2015-06-27 12:00:00 PDT,"Added missing data to portal 2019-08-18 JG
2: Gather location did not save.",11.2,11,27.1,27.2
